Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Reche Caldwell,SDG,0,0,,0,0,1,0,0.0,0,0
Ronney Jenkins,SDG,7,151,21.6,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Robert Baker,MIA,0,0,,0,0,1,14,14.0,0,0
Dedric Ward,MIA,0,0,,0,0,1,0,0.0,0,0
Travis Minor,MIA,2,34,17.0,0,0,0,0,,0,0
James McKnight,MIA,0,26,,0,0,0,,,0,0
