Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
1,9:42,2,12,DAL 29,0,0,Tony Romo left end for 5 yards (tackle by Mike Minter),0.190,0.170
1,8:54,3,7,DAL 34,0,0,Tony Romo right end for 9 yards (tackle by Chris Draft),0.170,1.800
1,8:10,1,10,DAL 43,0,0,Tony Romo pass complete short right to Terrell Owens for 25 yards (tackle by Mike Minter),1.800,3.450
1,7:48,1,10,CAR 32,0,0,Julius Jones left tackle for 2 yards (tackle by Ma'ake Kemoeatu),3.450,3.170
1,7:06,2,8,CAR 30,0,0,Tony Romo pass incomplete deep left intended for Terrell Owens,3.170,2.480
1,7:01,,,,0,0,Timeout #1 by Dallas Cowboys,0.000,2.480
1,7:01,3,8,CAR 30,0,0,Tony Romo pass incomplete short left intended for Terry Glenn (defended by Ken Lucas),2.480,1.410
1,6:54,4,8,CAR 30,0,0,Mike Vanderjagt 48 yard field goal no good,1.410,-1.470
1,6:51,1,10,CAR 38,0,0,Jake Delhomme pass complete short left to Steve Smith for 11 yards (tackle by Terence Newman),1.470,2.190
1,6:13,1,10,CAR 49,0,0,DeShaun Foster right tackle for 4 yards (tackle by Bradie James and Greg Ellis),2.190,2.190
1,5:33,2,6,DAL 47,0,0,Jake Delhomme pass complete short left to Michael Gaines for 10 yards (tackle by DeMarcus Ware),2.190,3.120
1,4:48,1,10,DAL 37,0,0,Jake Delhomme pass complete short right to DeShaun Foster for 10 yards (tackle by Bradie James),3.120,3.780
1,4:21,1,10,DAL 27,0,0,"Jake Delhomme pass incomplete deep right intended for Keyshawn Johnson. Penalty on Anthony Henry: Defensive Pass Interfere, 20 yards (no play)",3.780,5.600
1,4:17,1,7,DAL 7,0,0,Jake Delhomme pass complete short left to DeShaun Foster for 6 yards (tackle by DeMarcus Ware),5.600,5.910
1,3:42,2,1,DAL 1,0,6,"DeShaun Foster left guard for 1 yard, touchdown",5.910,7.000
1,,,,DAL 2,0,7,John Kasay kicks extra point good,0.000,0.000
1,,,,CAR 30,0,7,"John Kasay kicks off 66 yards, returned by Tyson Thompson for 30 yards (tackle by Colin Branch)",0.000,1.200
1,3:30,1,10,DAL 34,0,7,"Tony Romo pass complete short left to Jason Witten for 12 yards (tackle by Mike Rucker). Penalty on Andre Gurode: Offensive Holding, 10 yards (no play)",1.200,0.540
1,3:06,1,20,DAL 24,0,7,Julius Jones right tackle for 1 yard (tackle by Chris Draft),0.540,-0.560
1,2:21,2,19,DAL 25,0,7,Tony Romo pass complete short left to Terrell Owens for 6 yards (tackle by Ken Lucas),-0.560,-0.430
1,1:36,3,13,DAL 31,0,7,Tony Romo pass incomplete short left intended for Terrell Owens is intercepted by Chris Gamble at DAL-26 and returned for 2 yards,-0.430,-3.970
,,,,,,,"DAL challenged the ruling, and the play was upheld.",,
1,1:29,1,10,DAL 24,0,13,"Steve Smith left end for 24 yards, touchdown",3.970,7.000
1,,,,DAL 2,0,14,John Kasay kicks extra point good,0.000,0.000
1,,,,CAR 30,0,14,"John Kasay kicks off 69 yards, returned by Tyson Thompson for 37 yards (tackle by Karl Hankton). Penalty on Karl Hankton: Unnecessary Roughness, 15 yards",0.000,2.460
1,1:09,1,10,CAR 47,0,14,Julius Jones left tackle for 11 yards (tackle by Richard Marshall),2.460,3.180
1,0:36,1,10,CAR 36,0,14,Julius Jones left guard for no gain (tackle by Julius Peppers),3.180,2.640
Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,CAR 36,0,14,Tony Romo pass complete short right to Terry Glenn for 12 yards (tackle by Chris Gamble),2.640,3.970
2,14:43,1,10,CAR 24,0,14,Julius Jones left guard for 4 yards (tackle by Na'il Diggs and Mike Minter),3.970,3.970
2,14:05,2,6,CAR 20,0,14,Tony Romo pass complete short left to Terry Glenn for 7 yards (tackle by Richard Marshall),3.970,4.710
2,13:37,1,10,CAR 13,0,14,Julius Jones left guard for 3 yards (tackle by Thomas Davis),4.710,4.580
2,12:58,2,7,CAR 10,0,14,Tony Romo pass complete short middle to Terrell Owens for 7 yards (tackle by Chris Gamble),4.580,6.510
2,12:19,1,3,CAR 3,0,14,Tony Romo pass incomplete short left intended for Terrell Owens (defended by Richard Marshall),6.510,5.530
2,12:16,2,3,CAR 3,6,14,"Tony Romo pass complete short left to Jason Witten for 3 yards, touchdown",5.530,7.000
2,,,,CAR 2,7,14,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,DAL 30,7,14,"Mike Vanderjagt kicks off 66 yards, returned by Richard Marshall for 21 yards (tackle by Oliver Hoyte). Richard Marshall fumbles (forced by Oliver Hoyte), recovered by Richard Marshall at CAR-11",0.000,-0.370
2,11:59,1,10,CAR 11,7,14,DeShaun Foster right tackle for 6 yards (tackle by Keith Davis),-0.370,-0.160
2,11:17,2,4,CAR 17,7,14,DeShaun Foster left tackle for 3 yards (tackle by DeMarcus Ware and Chris Canty),-0.160,-0.370
2,10:32,3,1,CAR 20,7,14,Jake Delhomme pass complete short right to DeShaun Foster for 11 yards (tackle by Terence Newman),-0.370,1.000
2,10:03,1,10,CAR 31,7,14,Nick Goings right tackle for 2 yards (tackle by Marcus Spears),1.000,0.730
2,9:27,2,8,CAR 33,7,14,Jake Delhomme sacked by Greg Ellis for -1 yards,0.730,-0.100
2,8:48,3,9,CAR 32,7,14,Jake Delhomme pass complete short right to Kris Mangum for 14 yards (tackle by Kevin Burnett),-0.100,1.990
2,8:01,1,10,CAR 46,7,14,DeShaun Foster right tackle for 2 yards (tackle by Marcus Spears and Bradie James),1.990,1.720
2,7:17,2,8,CAR 48,7,14,Jake Delhomme pass incomplete short right intended for Steve Smith,1.720,1.030
2,7:13,3,8,CAR 48,7,14,Jake Delhomme pass complete short left to Steve Smith for 3 yards (tackle by Anthony Henry),1.030,0.000
2,6:30,4,5,DAL 49,7,14,"Jason Baker punts 37 yards, fair catch by Patrick Crayton",0.000,0.350
2,6:23,1,10,DAL 12,7,14,Tony Romo pass complete short right to Anthony Fasano for 5 yards (tackle by Na'il Diggs and Chris Gamble),-0.350,-0.230
2,5:52,2,5,DAL 17,7,14,Tony Romo pass complete short left to Terrell Owens for 5 yards (tackle by Mike Minter),-0.230,0.410
2,5:28,1,10,DAL 22,7,14,Julius Jones right end for 8 yards (tackle by Na'il Diggs),0.410,0.950
2,4:48,2,2,DAL 30,7,14,Tony Romo pass complete short left to Patrick Crayton for 13 yards (tackle by Chris Draft and Shaun Williams),0.950,1.800
2,4:05,1,10,DAL 43,7,14,Julius Jones right guard for 7 yards (tackle by Al Wallace),1.800,2.200
2,3:27,2,3,,7,14,Julius Jones right guard for 1 yard (tackle by Thomas Davis),2.200,1.620
2,2:46,3,2,CAR 49,7,14,Tony Romo right guard for 3 yards (tackle by Chris Draft),1.620,2.520
2,2:20,1,10,CAR 46,7,14,Julius Jones left guard for 3 yards (tackle by Kris Jenkins),2.520,2.380
2,2:00,2,7,CAR 43,7,14,Tony Romo pass incomplete deep left intended for Terrell Owens,2.380,1.680
2,1:55,3,7,CAR 43,7,14,Tony Romo pass complete short right to Jason Witten for 14 yards (tackle by Mike Minter and Richard Marshall),1.680,3.640
2,1:16,1,10,CAR 29,7,14,Terry Glenn left end for -3 yards (tackle by Richard Marshall),3.640,2.700
2,0:41,2,13,CAR 32,7,14,Tony Romo pass incomplete deep left intended for Terry Glenn,2.700,2.020
2,0:36,3,13,CAR 32,7,14,Tony Romo pass complete short left to Terry Glenn for 12 yards (tackle by Christian Morton),2.020,2.270
2,0:30,,,,7,14,Timeout #1 by Carolina Panthers,0.000,2.270
2,0:30,4,1,CAR 20,10,14,Mike Vanderjagt 38 yard field goal good,2.270,3.000
2,,,,DAL 30,10,14,"Mike Vanderjagt kicks off 66 yards, returned by Richard Marshall for 22 yards (tackle by Oliver Hoyte)",0.000,0.670
2,0:19,1,10,CAR 26,10,14,DeShaun Foster left guard for 9 yards (tackle by Bradie James),0.670,1.350
2,0:13,,,,10,14,Timeout #2 by Carolina Panthers,0.000,1.350
2,0:13,2,1,CAR 35,10,14,DeShaun Foster left guard for 4 yards (tackle by Jay Ratliff),1.350,1.530
2,0:08,,,,10,14,Timeout #3 by Carolina Panthers,0.000,1.530
2,0:08,1,10,CAR 39,10,14,Jake Delhomme pass complete short left to Steve Smith for 8 yards (tackle by Anthony Henry),1.530,2.070
2,0:04,2,2,CAR 47,10,14,Jake Delhomme pass complete short left to Steve Smith for 6 yards (tackle by Anthony Henry),2.070,2.460
2,0:00,1,10,DAL 47,10,14,John Kasay 65 yard field goal no good,2.460,2.520
Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,10,14,"John Kasay kicks off 63 yards, returned by Aaron Glenn for 14 yards (tackle by Christian Morton)",0.000,0.340
3,14:56,1,10,DAL 21,10,14,Julius Jones left end for no gain (tackle by Richard Marshall),0.340,-0.200
3,14:15,2,10,DAL 21,10,14,"Tony Romo pass complete short left to Terrell Owens for 15 yards (tackle by Richard Marshall). Penalty on Marc Colombo: Illegal Use of Hands, 10 yards (no play)",-0.200,-1.510
3,13:52,2,20,DAL 11,10,14,Tony Romo pass complete deep middle to Terry Glenn for 21 yards (tackle by Mike Minter),-1.510,1.070
3,13:10,1,10,DAL 32,10,14,Julius Jones middle for 3 yards (tackle by Ma'ake Kemoeatu),1.070,0.930
3,12:37,2,7,DAL 35,10,14,Tony Romo pass complete short left to Terrell Owens for 10 yards (tackle by Mike Minter),0.930,1.930
3,12:09,1,10,DAL 45,10,14,Tony Romo pass complete short left to Terrell Owens for no gain,1.930,1.380
3,11:34,2,10,DAL 45,10,14,Tony Romo right end for 1 yard (tackle by Julius Peppers),1.380,0.830
3,10:46,3,9,DAL 46,10,14,Tony Romo pass incomplete deep left intended for Terrell Owens,0.830,-0.320
3,10:39,4,9,DAL 46,10,14,"Mat McBriar punts 54 yards, touchback",-0.320,-0.280
3,10:24,1,10,CAR 20,10,14,DeShaun Foster left guard for 2 yards (tackle by Jason Ferguson and Bradie James),0.280,0.000
3,9:49,2,8,CAR 22,10,14,DeShaun Foster right tackle for 3 yards (tackle by DeMarcus Ware and Akin Ayodele),0.000,-0.300
3,9:05,3,5,CAR 25,10,14,"Jake Delhomme pass incomplete short middle intended for Keyshawn Johnson. Penalty on Anthony Henry: Defensive Pass Interfere, 6 yards (no play)",-0.300,1.000
3,8:59,1,10,CAR 31,10,14,Jake Delhomme pass complete short left to Keyshawn Johnson for 19 yards (tackle by Aaron Glenn),1.000,2.260
3,8:16,1,10,,10,14,DeShaun Foster right end for 5 yards (tackle by Anthony Henry),2.260,2.390
3,7:29,2,5,DAL 45,10,14,Jake Delhomme pass incomplete deep left intended for Keyshawn Johnson (defended by Terence Newman),2.390,1.690
3,7:22,,,,10,14,Timeout #1 by Carolina Panthers,0.000,1.690
3,7:22,3,5,DAL 45,10,14,"Jake Delhomme pass incomplete deep left intended for Steve Smith. Penalty on DeMarcus Ware: Defensive Offside, 5 yards (no play)",1.690,2.920
3,7:16,1,10,DAL 40,10,14,DeShaun Foster right end for 3 yards (tackle by Anthony Henry),2.920,2.780
3,6:32,2,7,DAL 37,10,14,Jake Delhomme pass incomplete short right intended for DeShaun Foster,2.780,2.080
3,6:29,3,7,DAL 37,10,14,Jake Delhomme pass incomplete deep right intended for Keyshawn Johnson,2.080,0.790
3,6:24,4,7,DAL 37,10,14,"Jason Baker punts 24 yards, fair catch by Patrick Crayton",0.790,0.320
3,6:17,1,10,DAL 13,10,14,Julius Jones left guard for no gain (tackle by Mike Rucker and Mike Minter),-0.320,-0.770
3,5:42,2,10,DAL 13,10,14,Tony Romo pass complete deep middle to Terrell Owens for 19 yards (tackle by Richard Marshall),-0.770,1.070
3,5:10,1,10,DAL 32,10,14,Julius Jones left tackle for 13 yards (tackle by Mike Minter and Richard Marshall),1.070,1.930
3,4:36,1,10,DAL 45,10,14,"Tony Romo pass incomplete short right intended for Jason Witten. Penalty on Chris Draft: Illegal Contact, 5 yards (no play)",1.930,2.260
3,4:31,1,10,,10,14,Tony Romo pass complete short right to Anthony Fasano for 5 yards (tackle by Adam Seward),2.260,2.390
3,4:08,2,5,CAR 45,10,14,Julius Jones left guard for 3 yards (tackle by Adam Seward and Shaun Williams),2.390,2.080
3,3:28,3,2,CAR 42,10,14,Tony Romo pass incomplete short left intended for Terrell Owens (defended by Na'il Diggs). Penalty on Marco Rivera: Offensive Holding (Declined),2.080,0.460
3,3:25,4,2,CAR 42,10,14,Mat McBriar punts 40 yards,0.460,-0.040
3,3:14,1,10,CAR 18,10,14,Jake Delhomme pass complete deep middle to Steve Smith for 22 yards (tackle by Terence Newman),0.040,1.600
3,2:37,1,10,CAR 40,10,14,DeShaun Foster right end for 5 yards (tackle by Kenyon Coleman),1.600,1.730
3,1:55,2,5,CAR 45,10,14,DeShaun Foster left end for 2 yards (tackle by Bradie James and Chris Canty),1.730,1.290
3,1:09,3,3,CAR 47,10,14,Jake Delhomme pass incomplete short right intended for Kris Mangum,1.290,-0.260
3,1:03,4,3,CAR 47,10,14,"Jason Baker punts 37 yards, returned by Patrick Crayton for 7 yards (tackle by Kevin McCadam)",-0.260,-0.480
3,0:53,1,10,DAL 23,10,14,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Ma'ake Kemoeatu),0.480,-0.070
3,0:48,2,10,DAL 23,10,14,"Penalty on Kris Jenkins: Neutral Zone Infraction, 5 yards (no play)",-0.070,0.610
3,0:48,2,5,DAL 28,10,14,Tony Romo pass complete short middle to Jason Witten for 13 yards (tackle by Chris Draft),0.610,1.660
3,0:08,1,10,DAL 41,10,14,Marion Barber right end for 6 yards (tackle by Ma'ake Kemoeatu),1.660,1.930
Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,DAL 47,10,14,Marion Barber right guard for 5 yards (tackle by Na'il Diggs),1.930,2.390
4,14:25,1,10,CAR 48,10,14,Tony Romo pass incomplete deep middle intended for Jason Witten,2.390,1.850
4,14:20,2,10,CAR 48,10,14,Tony Romo pass complete deep right to Jason Witten for 26 yards (tackle by Shaun Williams and Mike Minter),1.850,4.110
4,13:41,1,10,CAR 22,10,14,Marion Barber middle for 2 yards (tackle by Kindal Moorehead and Na'il Diggs),4.110,3.830
4,12:57,2,8,CAR 20,10,14,Tony Romo pass complete short middle to Marion Barber for 7 yards (tackle by Chris Gamble),3.830,4.390
4,12:22,3,1,CAR 13,10,14,"Marion Barber left end for 4 yards (tackle by Thomas Davis). Penalty on Terrell Owens: Offensive Holding, 10 yards",4.390,3.260
4,12:22,3,7,CAR 19,10,14,"Penalty on Andre Gurode: False Start, 5 yards (no play)",3.260,2.610
4,11:44,3,12,CAR 24,10,14,Tony Romo pass complete short middle to Jason Witten for 16 yards (tackle by Mike Minter),2.610,5.370
4,11:05,1,8,CAR 8,10,14,Marion Barber right guard for 1 yard (tackle by Kris Jenkins and Na'il Diggs),5.370,4.760
4,10:25,2,7,CAR 7,10,14,Tony Romo pass complete short right to Anthony Fasano for 1 yard (tackle by Chris Gamble),4.760,4.040
4,10:00,,,,10,14,Timeout #1 by Dallas Cowboys,0.000,4.040
4,10:00,3,6,CAR 6,10,14,Tony Romo pass incomplete short left intended for Jason Witten,4.040,2.990
4,9:54,4,6,CAR 6,13,14,Mike Vanderjagt 24 yard field goal good,2.990,3.000
4,,,,DAL 30,13,14,"Mike Vanderjagt kicks off 60 yards, returned by Brad Hoover for 4 yards (tackle by Sam Hurd). Brad Hoover fumbles (forced by Sam Hurd), recovered by Sam Hurd at CAR-14 (tackle by Brad Hoover)",0.000,-4.650
,,,,,,,"CAR challenged the ruling, and the play was upheld.",,
4,9:47,1,10,CAR 14,19,14,"Julius Jones middle for 14 yards, touchdown",4.650,7.000
4,,,,,21,14,"Two Point Attempt: Tony Romo pass complete to Terrell Owens, conversion succeeds",1.000,1.000
4,,,,DAL 30,21,14,"Mike Vanderjagt kicks off 65 yards, returned by Richard Marshall for 21 yards (tackle by Oliver Hoyte)",0.000,0.670
4,9:37,1,10,CAR 26,21,14,Jake Delhomme pass incomplete short right intended for Michael Gaines,0.670,0.130
4,9:34,2,10,CAR 26,21,14,Jake Delhomme pass incomplete short right intended for DeShaun Foster,0.130,-0.560
4,9:27,3,10,CAR 26,21,14,Jake Delhomme pass incomplete deep right intended for Keyshawn Johnson,-0.560,-1.630
4,9:27,4,10,CAR 26,21,14,"Jason Baker punts 53 yards, returned by Terence Newman for 5 yards (tackle by Karl Hankton)",-1.630,-0.670
4,9:09,1,10,DAL 26,21,14,Julius Jones left guard for 2 yards (tackle by Thomas Davis),0.670,0.400
4,8:30,2,8,DAL 28,21,14,"Penalty on Jason Witten: False Start, 5 yards (no play)",0.400,-0.280
4,8:09,2,13,DAL 23,21,14,Tony Romo pass incomplete short right intended for Terrell Owens,-0.280,-0.960
4,8:04,3,13,DAL 23,21,14,"Penalty on Mike Rucker: Neutral Zone Infraction, 5 yards (no play)",-0.960,-0.300
4,8:05,3,8,DAL 28,21,14,Tony Romo pass complete deep left to Terrell Owens for 28 yards,-0.300,2.650
4,7:43,1,10,CAR 44,21,14,Julius Jones right end for -3 yards (tackle by Thomas Davis),2.650,1.710
4,6:59,2,13,CAR 47,21,14,Julius Jones left guard for 3 yards (tackle by Mike Minter),1.710,1.420
4,6:16,3,10,CAR 44,21,14,Tony Romo sacked by Mike Rucker for -6 yards,1.420,-0.060
4,5:31,4,16,,21,14,"Mat McBriar punts 41 yards, muffed catch by Steve Smith, recovered by Richard Marshall and returned for no gain",-0.060,0.380
4,5:31,1,10,CAR 2,21,14,Jake Delhomme pass complete short left to DeShaun Foster for 4 yards (tackle by Anthony Henry and DeMarcus Ware),-0.380,-0.490
4,4:47,2,6,CAR 6,21,14,Jake Delhomme pass incomplete deep left intended for Keyshawn Johnson is intercepted by Roy Williams at CAR-32,-0.490,-3.450
4,4:40,1,10,CAR 32,21,14,"Julius Jones middle for 4 yards. Penalty on Julius Peppers: Face Mask (15 Yards), 14 yards",3.450,4.650
4,4:36,1,10,CAR 14,21,14,Julius Jones middle for -1 yards (tackle by Chris Draft and Mike Rucker),4.650,3.850
4,3:51,2,11,CAR 15,21,14,Julius Jones right guard for 3 yards (tackle by Shaun Williams),3.850,3.430
4,3:08,3,8,CAR 12,21,14,Marion Barber left guard for 9 yards,3.430,6.510
4,2:22,1,3,CAR 3,27,14,"Marion Barber left guard for 3 yards, touchdown",6.510,7.000
4,,,,CAR 2,28,14,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,DAL 30,28,14,"Mike Vanderjagt kicks off 61 yards, returned by Richard Marshall for 14 yards (tackle by Ryan Fowler)",0.000,0.480
4,2:14,1,10,CAR 23,28,14,Jake Delhomme pass complete short right to Michael Gaines for 2 yards (tackle by Anthony Henry),0.480,0.200
4,2:00,2,8,CAR 25,28,14,"Jake Delhomme sacked by Greg Ellis for -10 yards. Jake Delhomme fumbles (forced by Greg Ellis), recovered by Jay Ratliff at CAR-19 (tackle by DeShaun Foster)",0.200,-4.310
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:54,1,10,CAR 19,28,14,Marion Barber right guard for 5 yards (tackle by Mike Minter and Na'il Diggs),4.310,4.530
4,1:46,,,,28,14,Timeout #3 by Carolina Panthers,0.000,4.530
4,1:46,2,5,CAR 14,34,14,"Marion Barber right end for 14 yards, touchdown",4.530,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,,,,CAR 2,35,14,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,DAL 30,35,14,"Mike Vanderjagt kicks off 61 yards, returned by Richard Marshall for 17 yards (tackle by Kevin Burnett)",0.000,0.670
4,1:03,1,10,CAR 26,35,14,Jake Delhomme pass complete short middle to Nick Goings for 5 yards (tackle by Kevin Burnett),0.670,0.810
4,1:01,2,5,CAR 31,35,14,Jake Delhomme pass incomplete short middle intended for Nick Goings (defended by Kenyon Coleman),0.810,0.100
4,0:38,3,5,CAR 31,35,14,Jake Delhomme pass complete short middle to Steve Smith for 5 yards (tackle by Kevin Burnett),0.100,1.330
4,0:38,1,10,CAR 36,35,14,Jake Delhomme pass complete short right to Nick Goings for 4 yards (tackle by Anthony Henry),1.330,1.330
4,0:35,2,6,CAR 40,35,14,Jake Delhomme pass complete short middle to Michael Gaines for 9 yards (tackle by Aaron Glenn),1.330,2.190
4,0:11,1,10,CAR 49,35,14,Jake Delhomme sacked by Akin Ayodele for -14 yards,2.190,-0.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
