Quarter,Time,Tm,Detail,DAL,CAR
1.0,3:35,Panthers,DeShaun Foster 1 yard rush (John Kasay kick),0,7
,1:21,Panthers,Steve Smith Sr. 24 yard rush (John Kasay kick),0,14
2.0,12:12,Cowboys,Jason Witten 3 yard pass from Tony Romo (Mike Vanderjagt kick),7,14
,0:27,Cowboys,Mike Vanderjagt 38 yard field goal,10,14
4.0,9:52,Cowboys,Mike Vanderjagt 24 yard field goal,13,14
,9:43,Cowboys,Julius Jones 14 yard rush (Terrell Owens pass from Tony Romo),21,14
,2:17,Cowboys,Marion Barber III 3 yard rush (Mike Vanderjagt kick),28,14
,1:37,Cowboys,Marion Barber III 14 yard rush (Mike Vanderjagt kick),35,14
