Quarter,Time,Down,ToGo,Location,NWE,NYG,Detail,EPB,EPA
1,0:35,2,10,NYG 17,3,7,Tom Brady pass complete short right to Kevin Faulk for 11 yards (tackle by James Butler),3.850,5.830
1,0:06,1,6,NYG 6,3,7,Laurence Maroney right guard for 2 yards (tackle by R.W. McQuarters and James Butler),5.830,5.340
Quarter,Time,Down,ToGo,Location,NWE,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,NYG 4,9,7,"Tom Brady pass complete short right to Randy Moss for 4 yards, touchdown. Penalty on NWE: Unsportsmanlike Conduct, 15 yards",5.340,7.000
2,,,,NYG 2,10,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 15,10,13,"Stephen Gostkowski kicks off 59 yards, returned by Domenik Hixon for 74 yards, touchdown",0.000,7.000
2,,,,NWE 2,10,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,10,14,"Lawrence Tynes kicks off 63 yards, returned by Ellis Hobbs for 26 yards (tackle by DJ Ware)",0.000,1.140
2,14:36,1,10,NWE 33,10,14,Laurence Maroney left tackle for 13 yards (tackle by James Butler and Gerris Wilkinson),1.140,1.990
2,14:04,1,10,NWE 46,10,14,Tom Brady pass complete short right to Kevin Faulk for 8 yards (tackle by Gibril Wilson),1.990,2.530
2,13:31,2,2,NYG 46,10,14,Laurence Maroney up the middle for 5 yards (tackle by Gerris Wilkinson and Justin Tuck),2.530,2.850
2,12:59,1,10,NYG 41,10,14,Tom Brady pass complete short left to Wes Welker for 13 yards (tackle by Fred Robbins),2.850,3.710
2,12:15,1,10,NYG 28,10,14,Laurence Maroney right end for -3 yards (tackle by Barry Cofield and Antonio Pierce),3.710,2.760
2,11:28,2,13,NYG 31,10,14,Tom Brady pass complete short left to Wes Welker for -1 yards (tackle by Aaron Ross),2.760,1.950
2,10:45,3,14,NYG 32,10,14,Tom Brady pass complete short right to Kevin Faulk for 4 yards (tackle by Reggie Torbor),1.950,1.590
2,10:07,4,10,NYG 28,13,14,Stephen Gostkowski 45 yard field goal good,1.590,3.000
2,,,,NWE 30,13,14,"Stephen Gostkowski kicks off 60 yards, returned by Domenik Hixon for 20 yards (tackle by Larry Izzo)",0.000,0.940
2,9:53,1,10,NYG 30,13,14,Eli Manning pass complete short middle to Kevin Boss for 17 yards (tackle by James Sanders),0.940,2.060
2,9:18,1,10,NYG 47,13,14,Brandon Jacobs left tackle for no gain (tackle by Vince Wilfork),2.060,1.520
2,8:42,2,10,NYG 47,13,14,Brandon Jacobs right tackle for 3 yards (tackle by Tedy Bruschi),1.520,1.220
2,8:02,3,7,,13,14,Eli Manning pass incomplete short middle intended for Kevin Boss (defended by Rodney Harrison),1.220,-0.060
2,7:50,4,7,,13,14,"Jeff Feagles punts 50 yards, touchback",-0.060,-0.280
2,7:40,1,10,NWE 20,13,14,Laurence Maroney right tackle for 10 yards (tackle by Gibril Wilson),0.280,0.940
2,7:02,1,10,NWE 30,13,14,Tom Brady pass complete short right to Randy Moss for 7 yards (tackle by Gibril Wilson),0.940,1.340
2,6:26,2,3,NWE 37,13,14,Laurence Maroney left tackle for 4 yards (tackle by Gibril Wilson and Justin Tuck),1.340,1.660
2,5:56,1,10,NWE 41,13,14,Laurence Maroney left end for 4 yards (tackle by Antonio Pierce and Michael Strahan),1.660,1.660
2,5:16,2,6,NWE 45,13,14,Tom Brady pass complete short right to Wes Welker for 5 yards (tackle by Reggie Torbor),1.660,1.620
2,4:40,3,1,,13,14,Heath Evans up the middle for 4 yards (tackle by Barry Cofield and James Butler),1.620,2.520
2,4:07,1,10,NYG 46,13,14,Tom Brady pass complete deep left to Ben Watson for 21 yards,2.520,3.910
2,3:31,,,,13,14,Timeout #1 by New England Patriots,0.000,3.910
2,3:31,1,10,NYG 25,13,14,Laurence Maroney right end for 4 yards (tackle by Michael Strahan and Antonio Pierce),3.910,3.900
2,2:56,2,6,NYG 21,13,14,Tom Brady pass complete short left to Donte Stallworth for 2 yards (tackle by Aaron Ross),3.900,3.490
2,2:16,3,4,NYG 19,13,14,Tom Brady pass incomplete deep left intended for Randy Moss (defended by Gerris Wilkinson),3.490,2.260
2,2:04,4,4,NYG 19,16,14,Stephen Gostkowski 37 yard field goal good,2.260,3.000
2,,,,NWE 30,16,14,"Stephen Gostkowski kicks off 62 yards, returned by Domenik Hixon for 17 yards (tackle by Brandon Meriweather). Penalty on Michael Johnson: Offensive Holding, 10 yards",0.000,-0.220
2,1:54,1,10,NYG 15,16,14,Eli Manning pass incomplete short left intended for Amani Toomer,-0.220,-0.710
2,1:49,2,10,NYG 15,16,14,Eli Manning pass complete deep left to Kevin Boss for 23 yards,-0.710,1.470
2,1:38,,,,16,14,Timeout #2 by New York Giants,0.000,1.470
2,1:38,1,10,NYG 38,16,14,Eli Manning pass complete deep left to Amani Toomer for 19 yards (tackle by Ellis Hobbs),1.470,2.720
2,1:16,1,10,NWE 43,16,14,Eli Manning pass complete short middle to Brandon Jacobs for 17 yards (tackle by James Sanders),2.720,3.840
2,0:50,1,10,NWE 26,16,14,"Eli Manning pass complete short right to Kevin Boss for 7 yards (tackle by Asante Samuel). Penalty on Junior Seau: Defensive Delay of Game, 5 yards",3.840,4.650
2,0:31,1,10,NWE 14,16,14,Eli Manning up the middle for 11 yards (tackle by Rodney Harrison),4.650,6.510
2,0:21,,,,16,14,Timeout #3 by New York Giants,0.000,6.510
2,0:21,1,3,NWE 3,16,14,Eli Manning pass incomplete short left intended for Plaxico Burress (defended by Ellis Hobbs),6.510,5.530
2,0:18,,,,16,14,Timeout #2 by New England Patriots,0.000,5.530
2,0:18,2,3,NWE 3,16,20,"Eli Manning pass complete short middle to Kevin Boss for 3 yards, touchdown. Penalty on Ellis Hobbs: Defensive Holding (Declined)",5.530,7.000
2,,,,NWE 2,16,21,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,16,21,"Lawrence Tynes kicks off 64 yards, returned by Wes Welker for 19 yards (tackle by Reggie Torbor)",0.000,0.610
2,0:08,1,10,NWE 25,16,21,Tom Brady kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NWE,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,16,21,"Lawrence Tynes kicks off 75 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,16,21,Tom Brady pass complete short right to Ben Watson for 3 yards (tackle by Sam Madison),0.280,0.140
3,14:27,2,7,NWE 23,16,21,Laurence Maroney up the middle for no gain (tackle by Justin Tuck and Reggie Torbor),0.140,-0.560
3,13:50,3,7,NWE 23,16,21,Tom Brady pass incomplete deep left intended for Randy Moss,-0.560,-1.830
3,13:34,4,7,NWE 23,16,21,"Chris Hanson punts 39 yards, returned by R.W. McQuarters for 2 yards (tackle by Pierre Woods)",-1.830,-1.600
3,13:22,1,10,NYG 40,16,21,Brandon Jacobs right end for 4 yards (tackle by Rodney Harrison),1.600,1.590
3,12:43,2,6,NYG 44,16,21,Brandon Jacobs right tackle for 16 yards (tackle by Rodney Harrison),1.590,2.920
3,12:07,1,10,NWE 40,16,21,Eli Manning pass complete short right to Amani Toomer for 5 yards (tackle by Asante Samuel),2.920,3.050
3,11:32,2,5,NWE 35,16,21,Brandon Jacobs right end for 15 yards (tackle by Richard Seymour),3.050,4.240
3,10:44,1,10,NWE 20,16,21,Eli Manning pass complete short middle to Brandon Jacobs for 2 yards (tackle by Mike Vrabel),4.240,3.960
3,10:03,2,8,NWE 18,16,21,Reuben Droughns right guard for -1 yards (tackle by Richard Seymour and Vince Wilfork),3.960,3.100
3,9:22,3,9,NWE 19,16,27,"Eli Manning pass complete deep right to Plaxico Burress for 19 yards, touchdown",3.100,7.000
3,,,,NWE 2,16,28,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,NYG 30,16,28,"Lawrence Tynes kicks off 70 yards, returned by Kevin Faulk for 27 yards (tackle by Gerris Wilkinson)",0.000,0.740
3,9:06,1,10,NWE 27,16,28,Kevin Faulk left tackle for -2 yards (tackle by Gerris Wilkinson),0.740,-0.070
3,8:30,2,12,NWE 25,16,28,Tom Brady pass complete short right to Kevin Faulk for 4 yards (tackle by Antonio Pierce),-0.070,-0.230
3,7:41,3,8,NWE 29,16,28,Tom Brady pass complete deep left to Ben Watson for 15 yards (tackle by Corey Webster),-0.230,1.860
3,6:57,1,10,NWE 44,16,28,Tom Brady pass complete deep right to Wes Welker for 28 yards (tackle by Gibril Wilson),1.860,3.710
3,6:14,1,10,NYG 28,16,28,Tom Brady pass complete short left to Wes Welker for 4 yards,3.710,3.710
3,5:44,2,6,NYG 24,16,28,Tom Brady pass complete short right to Wes Welker for 8 yards (tackle by Gibril Wilson),3.710,4.510
3,5:04,1,10,NYG 16,16,28,Laurence Maroney right guard for 2 yards (tackle by Justin Tuck and Osi Umenyiora),4.510,4.210
3,4:19,2,8,NYG 14,16,28,"Tom Brady pass incomplete short right intended for Randy Moss (defended by Gerris Wilkinson). Penalty on Gerris Wilkinson: Defensive Pass Interference, 13 yards (no play)",4.210,6.970
3,4:10,1,1,NYG 1,16,28,"Tom Brady pass incomplete short middle intended for Mike Vrabel. Penalty on NWE: Illegal Formation, 5 yards (no play)",6.970,5.830
3,4:06,1,6,NYG 6,22,28,"Laurence Maroney left tackle for 6 yards, touchdown",5.830,7.000
3,,,,NYG 2,23,28,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,23,28,"Stephen Gostkowski kicks off 56 yards, returned by Domenik Hixon for 26 yards (tackle by Eric Alexander)",0.000,1.600
3,3:53,1,10,NYG 40,23,28,Eli Manning pass incomplete short left intended for Brandon Jacobs,1.600,1.050
3,3:48,2,10,NYG 40,23,28,Eli Manning pass complete short right to Amani Toomer for 7 yards (tackle by Asante Samuel),1.050,1.290
3,3:09,3,3,NYG 47,23,28,Eli Manning pass complete short right to Amani Toomer for 10 yards (tackle by Rodney Harrison),1.290,2.720
3,2:31,1,10,NWE 43,23,28,Brandon Jacobs right guard for 2 yards (tackle by Rodney Harrison and Tedy Bruschi),2.720,2.450
3,1:53,2,8,NWE 41,23,28,Eli Manning sacked by Adalius Thomas for -14 yards,2.450,-0.100
3,1:19,3,22,NYG 45,23,28,Eli Manning pass complete short middle to Brandon Jacobs for 9 yards (tackle by Junior Seau),-0.100,0.200
3,0:37,4,13,NWE 46,23,28,Jeff Feagles punts 28 yards,0.200,-0.040
3,0:30,1,10,NWE 18,23,28,Tom Brady pass complete short left to Kevin Faulk for 6 yards (tackle by Gerris Wilkinson),0.040,0.410
Quarter,Time,Down,ToGo,Location,NWE,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,NWE 24,23,28,Laurence Maroney right guard for -5 yards (tackle by Gibril Wilson and Justin Tuck),0.410,-1.040
4,14:19,3,9,NWE 19,23,28,Tom Brady pass complete short right to Kevin Faulk for 10 yards (tackle by Aaron Ross),-1.040,0.870
4,13:42,1,10,NWE 29,23,28,Tom Brady pass incomplete short middle intended for Randy Moss (defended by Gibril Wilson),0.870,0.330
4,13:31,2,10,NWE 29,23,28,Tom Brady pass complete short left to Ben Watson for -1 yards (tackle by James Butler),0.330,-0.490
4,12:59,,,,23,28,Timeout #1 by New England Patriots,0.000,-0.490
4,12:59,3,11,NWE 28,23,28,Tom Brady pass incomplete short left intended for Randy Moss,-0.490,-1.500
4,12:55,4,11,NWE 28,23,28,"Chris Hanson punts 42 yards, returned by R.W. McQuarters for no gain",-1.500,-0.940
4,12:46,1,10,NYG 30,23,28,"Eli Manning for no gain. Eli Manning fumbles, recovered by Eli Manning at NYG-29",0.940,0.260
4,12:25,2,11,NYG 29,23,28,Eli Manning pass incomplete short left intended for Plaxico Burress (defended by Adalius Thomas),0.260,-0.430
4,12:19,,,,23,28,Timeout #1 by New York Giants,0.000,-0.430
4,12:19,3,11,NYG 29,23,28,Eli Manning pass complete short right to David Tyree for 4 yards (tackle by Asante Samuel),-0.430,-1.180
4,11:42,4,7,NYG 33,23,28,"Jeff Feagles punts 34 yards, returned by Wes Welker for 2 yards (tackle by Chase Blackburn)",-1.180,-1.270
4,11:29,1,10,NWE 35,23,28,Tom Brady pass incomplete short left intended for Wes Welker,1.270,0.720
4,11:25,2,10,NWE 35,23,28,Tom Brady pass incomplete deep right intended for Randy Moss,0.720,0.040
4,11:15,3,10,NWE 35,29,28,"Tom Brady pass complete deep right to Randy Moss for 65 yards, touchdown",0.040,7.000
4,,,,,31,28,"Two Point Attempt: Laurence Maroney left guard, conversion succeeds",1.000,1.000
4,,,,NWE 30,31,28,"Stephen Gostkowski kicks off 65 yards, returned by Domenik Hixon for 33 yards (tackle by Brandon Meriweather). Penalty on Amani Toomer: Personal Foul, 15 yards",0.000,0.480
4,10:56,1,10,NYG 23,31,28,Brandon Jacobs right tackle for 6 yards (tackle by James Sanders and Junior Seau),0.480,0.740
4,10:28,2,4,NYG 29,31,28,"Brandon Jacobs right guard for 8 yards (tackle by James Sanders). Penalty on Amani Toomer: Offensive Holding, 10 yards",0.740,0.470
4,9:59,,,,31,28,Timeout #2 by New England Patriots,0.000,0.470
4,9:59,2,6,NYG 27,31,28,Eli Manning pass incomplete deep left intended for Plaxico Burress is intercepted by Ellis Hobbs at NWE-48,0.470,-2.130
4,9:53,1,10,NWE 48,31,28,Tom Brady pass complete short right to Donte Stallworth for 17 yards (tackle by Aaron Ross),2.130,3.250
4,9:35,1,10,NYG 35,31,28,Tom Brady sacked by Reggie Torbor for -10 yards,3.250,1.350
4,9:02,2,20,NYG 45,31,28,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by James Butler),1.350,1.880
4,8:24,3,11,NYG 36,31,28,Tom Brady pass complete short middle to Kevin Faulk for 13 yards (tackle by Antonio Pierce),1.880,4.040
4,7:41,1,10,NYG 23,31,28,Laurence Maroney right end for 3 yards (tackle by Reggie Torbor),4.040,3.900
4,6:57,2,7,NYG 20,31,28,Laurence Maroney right guard for -2 yards (tackle by Michael Strahan),3.900,2.940
4,6:16,3,9,NYG 22,31,28,Tom Brady pass complete short left to Wes Welker for 12 yards (tackle by Aaron Ross),2.940,4.910
4,5:29,1,10,NYG 10,31,28,Tom Brady pass complete short left to Randy Moss for 5 yards (tackle by Corey Webster),4.910,5.150
4,4:46,2,5,NYG 5,37,28,"Laurence Maroney right guard for 5 yards, touchdown",5.150,7.000
4,,,,NYG 2,38,28,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,38,28,"Stephen Gostkowski kicks off 59 yards, returned by Domenik Hixon for 21 yards (tackle by Brandon Meriweather)",0.000,1.070
4,4:30,1,10,NYG 32,38,28,"Brandon Jacobs left guard for 7 yards (tackle by Ty Warren and Ellis Hobbs). Penalty on Rodney Harrison: Personal Foul, 15 yards",1.070,2.520
4,4:18,1,10,NWE 46,38,28,Eli Manning pass complete short left to Steve Smith for 7 yards (tackle by Junior Seau),2.520,2.920
4,3:54,2,3,NWE 39,38,28,Brandon Jacobs left tackle for 2 yards (tackle by Junior Seau and Ty Warren),2.920,2.480
4,3:21,3,1,NWE 37,38,28,Eli Manning pass complete short left to Steve Smith for 10 yards (tackle by Ellis Hobbs),2.480,3.780
4,2:45,1,10,NWE 27,38,28,Eli Manning pass incomplete deep right intended for Amani Toomer,3.780,3.230
4,2:36,2,10,NWE 27,38,28,Eli Manning pass complete short left to Brandon Jacobs for 9 yards (tackle by Brandon Meriweather),3.230,3.840
4,2:13,3,1,NWE 18,38,28,Eli Manning up the middle for 2 yards (tackle by Brandon Meriweather),3.840,4.510
4,2:00,1,10,NWE 16,38,28,Eli Manning pass complete short middle to Steve Smith for 12 yards (tackle by Rodney Harrison),4.510,6.280
4,1:22,1,4,NWE 4,38,28,Eli Manning pass incomplete short left intended for Plaxico Burress,6.280,5.340
4,1:16,,,,38,28,Timeout #3 by New England Patriots,0.000,5.340
4,1:16,2,4,NWE 4,38,28,Eli Manning pass complete short left to David Tyree for -1 yards (tackle by Ellis Hobbs),5.340,4.260
4,1:08,,,,38,28,Timeout #2 by New York Giants,0.000,4.260
4,1:08,3,5,NWE 5,38,28,"Penalty on Vince Wilfork: Encroachment, 2 yards (no play)",4.260,4.720
4,1:08,3,3,NWE 3,38,34,"Eli Manning pass complete short right to Plaxico Burress for 3 yards, touchdown",4.720,7.000
4,,,,NWE 2,38,35,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,38,35,"Lawrence Tynes kicks onside 11 yards, recovered by Mike Vrabel",0.000,2.850
4,1:03,1,10,NYG 41,38,35,Tom Brady kneels for -1 yards,2.850,2.170
4,1:01,,,,38,35,Timeout #3 by New York Giants,0.000,2.170
4,0:56,2,11,NYG 42,38,35,Tom Brady kneels for -1 yards,2.170,1.350
4,0:35,3,12,NYG 43,38,35,Tom Brady kneels for -1 yards,1.350,0.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
