#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,SDG 22,9,4:15,78,Touchdown
2,1,6:54,SDG 15,4,2:35,15,Punt
3,1,3:27,HOU 6,3,1:24,6,Touchdown
4,2,14:49,SDG 6,6,3:27,-3,Punt
5,2,9:14,SDG 28,3,1:46,6,Punt
6,2,5:34,SDG 15,3,2:03,7,Punt
7,2,2:29,SDG 31,6,1:11,30,Punt
8,2,0:35,SDG 46,6,0:32,37,Field Goal
9,3,10:38,SDG 13,3,2:02,7,Punt
10,3,7:13,SDG 34,5,2:55,24,Interception
11,3,3:49,SDG 36,5,1:53,21,Punt
12,4,14:51,SDG 47,3,2:08,5,Punt
13,4,9:52,SDG 24,6,3:59,21,Punt
14,4,4:26,SDG 31,3,1:51,9,Punt
15,4,0:23,SDG 48,1,0:23,-1,End of Game
