Quarter,Time,Down,ToGo,Location,BUF,OAK,Detail,EPB,EPA
1,4:12,4,6,OAK 20,7,0,"Marquette King punts 53 yards, returned by Marcus Thigpen for 2 yards (tackle by Neiko Thorpe)",-2.030,-0.870
1,4:01,1,10,BUF 29,7,0,Kyle Orton pass incomplete deep middle intended for Chris Hogan,0.870,0.330
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
1,3:57,2,10,BUF 29,7,0,C.J. Spiller up the middle for -3 yards (tackle by Khalil Mack and Miles Burris),0.330,-0.760
1,3:21,3,13,BUF 26,7,0,Kyle Orton pass complete short middle to Fred Jackson for 8 yards (tackle by Miles Burris),-0.760,-1.110
1,2:39,4,5,BUF 34,7,0,Colton Schmidt punts 30 yards,-1.110,-1.330
1,2:27,1,10,OAK 36,7,0,Derek Carr pass complete short right to Kenbrell Thompkins for 13 yards (tackle by Aaron Williams),1.330,2.190
1,2:00,1,10,OAK 49,7,0,Latavius Murray up the middle for -3 yards (tackle by Brandon Spikes),2.190,1.240
1,1:22,2,13,OAK 46,7,0,Derek Carr pass incomplete short middle intended for James Jones,1.240,0.560
1,1:18,3,13,OAK 46,7,0,Derek Carr pass complete deep middle to Kenbrell Thompkins for 50 yards (tackle by Aaron Williams),0.560,6.280
1,0:33,1,4,BUF 4,7,0,Latavius Murray right guard for 1 yard (tackle by Kyle Williams),6.280,5.530
Quarter,Time,Down,ToGo,Location,BUF,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,BUF 3,7,6,"Derek Carr pass complete short right to James Jones for 3 yards, touchdown",5.530,7.000
2,15:00,,,BUF 2,7,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,15:00,,,OAK 35,7,7,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
2,14:56,1,10,BUF 20,7,7,Fred Jackson left guard for 2 yards (tackle by Ricky Lumpkin),0.280,0.000
2,14:23,2,8,BUF 22,7,7,Fred Jackson left guard for 2 yards (tackle by Ricky Lumpkin and Khalil Mack),0.000,-0.430
2,13:45,3,6,BUF 24,7,7,Kyle Orton pass incomplete short middle intended for Sammy Watkins,-0.430,-1.770
2,13:41,4,6,BUF 24,7,7,"Colton Schmidt punts 33 yards, out of bounds",-1.770,-1.800
2,13:32,1,10,OAK 43,7,7,Latavius Murray up the middle for no gain (tackle by Marcell Dareus),1.800,1.250
2,13:11,2,10,OAK 43,7,7,Derek Carr pass incomplete short middle intended for Andre Holmes (defended by Brandon Spikes),1.250,0.560
2,13:07,3,10,OAK 43,7,7,Derek Carr pass incomplete deep right intended for Brice Butler,0.560,-0.520
2,13:00,4,10,OAK 43,7,7,"Marquette King punts 57 yards, touchback",-0.520,-0.280
2,12:52,1,10,BUF 20,7,7,Kyle Orton pass complete short right to Chris Hogan for 2 yards (tackle by D.J. Hayden),0.280,0.000
2,12:29,2,8,BUF 22,7,7,Kyle Orton pass incomplete short middle intended for Robert Woods (defended by D.J. Hayden),0.000,-0.690
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
2,12:25,3,8,BUF 22,7,7,Kyle Orton pass incomplete short right intended for Fred Jackson,-0.690,-1.900
2,12:22,4,8,BUF 22,7,7,"Colton Schmidt punts 47 yards, returned by Travis Carrie for 11 yards (tackle by Ron Brooks)",-1.900,-1.730
2,12:11,1,10,OAK 42,7,7,Latavius Murray right tackle for -1 yards (tackle by Brandon Spikes),1.730,1.050
2,11:34,2,11,OAK 41,7,7,Latavius Murray left guard for 15 yards (tackle by Da'Norris Searcy),1.050,2.650
2,10:55,1,10,BUF 44,7,7,Latavius Murray up the middle for 9 yards (tackle by Da'Norris Searcy),2.650,3.330
2,10:17,2,1,BUF 35,7,7,Darren McFadden up the middle for 1 yard (tackle by Stefan Charles and Brandon Spikes),3.330,3.310
2,9:40,1,10,BUF 34,7,7,Darren McFadden up the middle for 7 yards (tackle by Nickell Robey),3.310,3.720
2,9:01,2,3,BUF 27,7,7,Darren McFadden right guard for no gain (tackle by Da'Norris Searcy),3.720,3.010
2,8:19,3,3,BUF 27,7,7,Derek Carr pass incomplete deep right intended for Kenbrell Thompkins,3.010,1.770
2,8:14,4,3,BUF 27,7,10,Sebastian Janikowski 45 yard field goal good,1.770,3.000
2,8:14,,,OAK 35,7,10,"Sebastian Janikowski kicks off 58 yards, returned by Marcus Thigpen for 16 yards (tackle by Neiko Thorpe)",0.000,-0.480
2,8:01,1,10,BUF 23,7,10,Kyle Orton pass complete short left to C.J. Spiller for 3 yards (tackle by Travis Carrie),0.480,0.340
2,7:40,2,7,BUF 26,7,10,Kyle Orton pass incomplete short right intended for Chris Hogan,0.340,-0.360
2,7:37,3,7,BUF 26,7,10,Kyle Orton pass incomplete deep left intended for Sammy Watkins,-0.360,-1.630
2,7:32,4,7,BUF 26,7,10,"Colton Schmidt punts 47 yards, returned by Travis Carrie for no gain",-1.630,-0.740
2,7:22,1,10,OAK 27,7,10,Derek Carr pass incomplete deep left intended for James Jones,0.740,0.200
2,7:16,2,10,OAK 27,7,10,Latavius Murray right guard for 5 yards (tackle by Corbin Bryant and Stefan Charles),0.200,0.170
2,6:41,3,5,OAK 32,7,10,Derek Carr sacked by Kyle Williams and Mario Williams for -7 yards,0.170,-1.700
2,5:57,4,12,OAK 25,7,10,"Marquette King punts 42 yards, returned by Marcus Thigpen for -2 yards (tackle by Jamize Olawale)",-1.700,-1.000
2,5:45,1,10,BUF 31,7,10,Fred Jackson up the middle for 2 yards (tackle by Ricky Lumpkin),1.000,0.730
2,5:09,2,8,BUF 33,7,10,Anthony Dixon right tackle for no gain (tackle by Miles Burris),0.730,0.040
2,4:27,3,8,BUF 33,7,10,Kyle Orton pass incomplete short left intended for Chris Hogan,0.040,-1.180
2,4:23,4,8,BUF 33,7,10,"Colton Schmidt punts 26 yards, out of bounds",-1.180,-1.660
2,4:16,1,10,OAK 41,7,10,Latavius Murray up the middle for -2 yards (tackle by Kyle Williams),1.660,0.850
2,3:40,2,12,OAK 39,7,10,Derek Carr pass complete short right to Latavius Murray for 19 yards (tackle by Da'Norris Searcy),0.850,2.790
2,2:57,1,10,BUF 42,7,10,Latavius Murray up the middle for 2 yards (tackle by Da'Norris Searcy),2.790,2.510
2,2:23,2,8,BUF 40,7,10,Derek Carr pass complete short right to Marcel Reece for 16 yards (tackle by Brandon Spikes),2.510,3.970
2,2:00,1,10,BUF 24,7,10,Darren McFadden up the middle for 6 yards (tackle by Da'Norris Searcy),3.970,4.290
2,1:23,2,4,BUF 18,7,10,Derek Carr pass incomplete short right intended for Darren McFadden,4.290,3.570
2,1:18,3,4,BUF 18,7,10,Derek Carr pass incomplete short middle intended for Kenbrell Thompkins (defended by Nickell Robey),3.570,2.320
2,1:15,4,4,BUF 18,7,13,Sebastian Janikowski 36 yard field goal good,2.320,3.000
2,1:15,,,OAK 35,7,13,"Sebastian Janikowski kicks off 69 yards, returned by Marcus Thigpen for 27 yards (tackle by Chance Casey)",0.000,-0.480
2,1:02,1,10,BUF 23,7,13,Kyle Orton pass complete short middle to Fred Jackson for 14 yards (tackle by Brandian Ross and Charles Woodson),0.480,1.400
2,0:38,1,10,BUF 37,7,13,Kyle Orton pass incomplete short right intended for Chris Hogan (defended by Travis Carrie),1.400,0.860
2,0:35,2,10,BUF 37,7,13,Kyle Orton pass complete short left to Robert Woods for 4 yards (tackle by Neiko Thorpe),0.860,0.860
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:27,2,10,BUF 37,7,13,Timeout #1 by Buffalo Bills,0.860,0.700
2,0:27,3,6,BUF 41,7,13,Kyle Orton pass complete short middle to Sammy Watkins for 15 yards (tackle by Travis Carrie),0.700,0.700
2,0:19,3,6,BUF 41,7,13,Timeout #2 by Buffalo Bills,0.700,2.650
2,0:19,1,10,OAK 44,7,13,Kyle Orton pass complete short right to Fred Jackson for 8 yards (tackle by D.J. Hayden),2.650,3.190
2,0:13,2,2,OAK 36,7,13,Kyle Orton pass incomplete short middle intended for Fred Jackson,3.190,2.480
2,0:10,3,2,OAK 36,7,13,Kyle Orton pass incomplete deep left intended for Sammy Watkins,2.480,0.890
2,0:05,4,2,OAK 36,10,13,Dan Carpenter 54 yard field goal good,0.890,3.000
Quarter,Time,Down,ToGo,Location,BUF,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,10,13,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,BUF 20,10,13,Kyle Orton pass complete short right to C.J. Spiller for 5 yards (tackle by Miles Burris),0.280,0.410
3,14:46,2,5,BUF 25,10,13,Kyle Orton pass complete short left to Robert Woods for -1 yards (tackle by Miles Burris and Charles Woodson),0.410,-0.430
3,14:04,3,6,BUF 24,10,13,Kyle Orton sacked by Khalil Mack for -10 yards,-0.430,-2.470
3,13:25,4,16,BUF 14,10,13,"Colton Schmidt punts 56 yards, returned by Travis Carrie for 5 yards (tackle by Nigel Bradham)",-2.470,-1.270
3,13:12,1,10,OAK 35,10,13,Latavius Murray up the middle for 25 yards (tackle by Aaron Williams),1.270,2.920
3,12:37,1,10,BUF 40,10,13,Latavius Murray up the middle for 4 yards (tackle by Da'Norris Searcy),2.920,2.910
3,12:03,2,6,BUF 36,10,13,Latavius Murray up the middle for 17 yards (tackle by Aaron Williams),2.910,4.310
3,11:19,1,10,BUF 19,10,13,Darren McFadden left tackle for -1 yards (tackle by Corbin Bryant),4.310,4.310
3,10:36,1,10,BUF 19,10,13,Timeout #1 by Oakland Raiders,4.310,3.630
3,10:36,2,11,BUF 20,10,13,Derek Carr pass incomplete deep right intended for Andre Holmes (defended by Corey Graham),3.630,2.940
3,10:29,3,11,BUF 20,10,13,Derek Carr pass incomplete deep right intended for Mychal Rivera,2.940,2.120
3,10:22,4,11,BUF 20,10,16,Sebastian Janikowski 38 yard field goal good,2.120,3.000
3,10:22,,,OAK 35,10,16,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,10:18,1,10,BUF 20,10,16,Kyle Orton pass complete short middle to MarQueis Gray for 9 yards (tackle by D.J. Hayden),0.280,0.950
3,9:51,2,1,BUF 29,10,16,Fred Jackson up the middle for 3 yards (tackle by Denico Autry),0.950,1.070
3,9:17,1,10,BUF 32,10,16,Kyle Orton pass incomplete deep right intended for Robert Woods,1.070,0.530
3,9:12,2,10,BUF 32,10,16,Kyle Orton pass incomplete short right intended for Scott Chandler,0.530,-0.160
3,9:08,3,10,BUF 32,10,16,Kyle Orton pass complete short middle to Robert Woods for 1 yard (tackle by Travis Carrie),-0.160,-1.180
3,8:35,4,9,BUF 33,10,16,"Colton Schmidt punts 67 yards, touchback",-1.180,-0.280
3,8:25,1,10,OAK 20,10,16,Derek Carr pass incomplete short left intended for Latavius Murray,0.280,-0.270
3,8:19,2,10,OAK 20,10,16,Latavius Murray up the middle for no gain (tackle by Mario Williams),-0.270,-0.960
3,7:37,3,10,OAK 20,10,16,Derek Carr pass complete short middle to Kenbrell Thompkins for 11 yards (tackle by Stephon Gilmore),-0.960,1.000
3,7:05,1,10,OAK 31,10,16,Darren McFadden left end for 12 yards (tackle by Ron Brooks),1.000,1.800
3,6:26,1,10,OAK 43,10,16,Derek Carr pass complete short left to Darren McFadden for no gain,1.800,1.250
3,5:49,2,10,OAK 43,10,16,Latavius Murray left tackle for 5 yards (tackle by Ron Brooks),1.250,1.220
3,5:04,3,5,OAK 48,10,16,Derek Carr pass complete short right to Mychal Rivera for 5 yards (tackle by Corey Graham and Ty Powell),1.220,2.460
3,4:26,1,10,BUF 47,10,16,Derek Carr pass complete short left to Andre Holmes for 12 yards (tackle by Ron Brooks),2.460,3.250
3,3:48,1,10,BUF 35,10,16,"Derek Carr for no gain. Derek Carr fumbles, recovered by Derek Carr at BUF-39",3.250,3.250
3,3:48,1,10,BUF 35,10,16,Derek Carr for no gain,3.250,3.250
3,3:04,1,10,BUF 35,10,16,Timeout #2 by Oakland Raiders,3.250,3.250
3,3:48,1,10,BUF 35,10,16,Derek Carr for no gain,3.250,2.160
3,3:04,2,14,BUF 39,10,16,Derek Carr pass complete short left to Kenbrell Thompkins for 8 yards (tackle by Ron Brooks),2.160,2.540
3,2:44,3,6,BUF 31,10,16,Derek Carr pass incomplete short right intended for Mychal Rivera,2.540,1.340
3,2:41,4,6,BUF 31,10,19,Sebastian Janikowski 49 yard field goal good,1.340,3.000
3,2:41,,,OAK 35,10,19,"Sebastian Janikowski kicks off 70 yards, returned by Marcus Thigpen for 22 yards (tackle by Keith McGill)",0.000,0.060
3,2:30,1,10,BUF 17,10,19,Kyle Orton pass complete short right to Scott Chandler for 2 yards (tackle by D.J. Hayden),-0.060,-0.250
3,2:13,2,8,BUF 19,10,19,Kyle Orton pass complete short middle to Chris Hogan for 31 yards (tackle by Brandian Ross),-0.250,2.260
3,1:42,1,10,,10,19,Kyle Orton pass incomplete short left intended for Fred Jackson,2.260,1.710
3,1:38,2,10,,10,19,"Kyle Orton pass incomplete short right intended for Fred Jackson. Penalty on Justin Tuck: Defensive Holding, 5 yards (no play)",1.710,2.590
3,1:35,1,10,OAK 45,10,19,Fred Jackson right tackle for 1 yard (tackle by Justin Tuck),2.590,2.180
3,1:04,2,9,OAK 44,10,19,Kyle Orton pass complete short left to Sammy Watkins for 18 yards (tackle by Charles Woodson),2.180,3.840
3,0:27,1,10,OAK 26,10,19,"Fred Jackson up the middle for 3 yards (tackle by Miles Burris). Penalty on Eric Wood: Offensive Holding, 10 yards (no play)",3.840,3.180
3,0:07,1,20,OAK 36,10,19,Kyle Orton pass complete short right to Robert Woods for 7 yards (tackle by Brandian Ross),3.180,2.890
Quarter,Time,Down,ToGo,Location,BUF,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,OAK 29,16,19,"Kyle Orton pass complete deep middle to Scott Chandler for 29 yards, touchdown",2.890,7.000
4,15:00,,,OAK 2,17,19,Dan Carpenter kicks extra point good,0.000,0.000
4,15:00,,,BUF 35,17,19,"Jordan Gay kicks off 64 yards, returned by George Atkinson for 21 yards (tackle by Nickell Robey)",0.000,-0.410
4,14:47,1,10,OAK 22,17,19,Derek Carr pass complete short left to Andre Holmes for 10 yards (tackle by Ron Brooks),0.410,1.070
4,14:14,1,10,OAK 32,17,19,Latavius Murray up the middle for 4 yards (tackle by Da'Norris Searcy),1.070,1.070
4,13:39,2,6,OAK 36,17,19,Derek Carr pass complete short left to Latavius Murray for 5 yards (tackle by Ron Brooks),1.070,1.030
4,12:56,3,1,OAK 41,17,19,Latavius Murray left tackle for no gain (tackle by Nigel Bradham and Da'Norris Searcy),1.030,-0.650
4,12:06,4,1,OAK 41,17,19,"Marquette King punts 35 yards, fair catch by Marcus Thigpen. Penalty on Bacarri Rambo: Offensive Holding, 10 yards",-0.650,0.280
4,11:59,1,10,BUF 14,17,19,Kyle Orton pass complete short right to Fred Jackson for 12 yards (tackle by Miles Burris),-0.280,0.670
4,11:30,1,10,BUF 26,17,19,Kyle Orton pass complete short right to Fred Jackson for -4 yards (tackle by Justin Tuck),0.670,-0.410
4,10:59,2,14,BUF 22,17,19,Kyle Orton pass complete short right to Fred Jackson for 9 yards (tackle by Miles Burris),-0.410,0.100
4,10:15,3,5,BUF 31,17,19,Kyle Orton pass complete short middle to Robert Woods for 6 yards (tackle by D.J. Hayden),0.100,1.400
4,9:33,1,10,BUF 37,17,19,"C.J. Spiller left tackle for 4 yards (tackle by Antonio Smith). C.J. Spiller fumbles (forced by Antonio Smith), recovered by C.J. Spiller at BUF-40",1.400,1.400
4,8:56,2,6,BUF 41,17,19,Kyle Orton pass complete short middle to Robert Woods for 5 yards (tackle by Miles Burris),1.400,1.360
4,8:26,3,1,BUF 46,17,19,Kyle Orton pass incomplete short left intended for Chris Hogan (defended by Ray-Ray Armstrong),1.360,-0.320
4,8:22,4,1,BUF 46,17,19,"Colton Schmidt punts 34 yards, out of bounds",-0.320,-0.280
4,8:13,1,10,OAK 20,17,19,Derek Carr pass complete short right to Kenbrell Thompkins for 8 yards (tackle by Corey Graham and Aaron Williams),0.280,0.810
4,7:39,2,2,OAK 28,17,19,Latavius Murray up the middle for 1 yard (tackle by Jerry Hughes),0.810,0.230
4,6:57,3,1,OAK 29,17,19,Derek Carr up the middle for 2 yards,0.230,1.000
4,6:20,1,10,OAK 31,17,19,Derek Carr pass incomplete short left intended for Andre Holmes,1.000,0.460
4,6:16,2,10,OAK 31,17,19,"Latavius Murray left tackle for 15 yards (tackle by Bacarri Rambo). Penalty on Stefen Wisniewski: Offensive Holding, 10 yards (no play)",0.460,-0.890
4,5:48,2,20,OAK 21,17,19,Derek Carr pass complete short left to Latavius Murray for -2 yards (tackle by Mario Williams),-0.890,-1.940
4,5:07,3,22,OAK 19,17,19,Derek Carr pass complete deep right to Andre Holmes for 51 yards (tackle by Corey Graham),-1.940,3.580
4,4:22,1,10,BUF 30,17,19,Darren McFadden right guard for 4 yards (tackle by Brandon Spikes),3.580,3.570
4,3:41,2,6,BUF 26,17,19,Darren McFadden left end for 25 yards (tackle by Aaron Williams),3.570,6.970
4,3:32,1,1,BUF 1,17,19,Darren McFadden right guard for no gain (tackle by Preston Brown),6.970,5.910
4,2:55,2,1,BUF 1,17,25,"Derek Carr pass complete short left to Jamize Olawale for 1 yard, touchdown",5.910,7.000
4,2:55,,,BUF 2,17,26,"Sebastian Janikowski kicks extra point good. Penalty on Preston Brown: Unsportsmanlike Conduct, 15 yards",0.000,0.000
4,2:55,,,BUF 1,17,26,--,0.000,-0.280
4,2:51,1,10,BUF 20,17,26,Kyle Orton sacked by Justin Tuck for -11 yards,0.280,0.280
4,2:36,1,10,BUF 20,17,26,Timeout #1 by Buffalo Bills,0.280,-1.580
4,2:36,2,21,BUF 9,17,26,Kyle Orton pass incomplete deep left intended for Sammy Watkins,-1.580,-2.710
4,2:30,3,21,BUF 9,17,26,Kyle Orton pass incomplete deep middle intended for Chris Hogan is intercepted by Brandian Ross at BUF-33 and returned for 7 yards,-2.710,-3.840
4,2:22,1,10,BUF 26,17,26,Latavius Murray up the middle for no gain (tackle by Stefan Charles),3.840,3.840
4,2:18,1,10,BUF 26,17,26,Timeout #2 by Buffalo Bills,3.840,3.300
4,2:18,2,10,BUF 26,17,26,Latavius Murray up the middle for -2 yards (tackle by Da'Norris Searcy and Stefan Charles),3.300,3.300
4,2:13,2,10,BUF 26,17,26,Timeout #3 by Buffalo Bills,3.300,2.350
4,2:13,3,12,BUF 28,17,26,Latavius Murray right end for -1 yards (tackle by Preston Brown),2.350,1.500
4,2:00,4,13,BUF 29,17,26,Sebastian Janikowski 48 yard field goal no good,1.500,-1.470
4,1:55,1,10,BUF 38,17,26,Kyle Orton pass complete short left to Scott Chandler for -2 yards (tackle by Ray-Ray Armstrong),1.470,0.650
4,1:48,2,12,BUF 36,17,26,Kyle Orton pass complete short right to Fred Jackson for 34 yards (tackle by Brandian Ross),0.650,3.580
4,1:32,1,10,OAK 30,17,26,Kyle Orton pass complete short right to Fred Jackson for 5 yards (tackle by D.J. Hayden),3.580,3.710
4,1:25,2,5,OAK 25,17,26,"Kyle Orton pass complete short middle to Fred Jackson for 12 yards (tackle by Miles Burris). Penalty on Sammy Watkins: Illegal Formation, 5 yards (no play)",3.710,3.030
4,1:18,2,10,OAK 30,23,26,"Kyle Orton pass complete deep right to Robert Woods for 30 yards, touchdown",3.030,7.000
4,1:09,2,10,OAK 30,23,26,Timeout #3 by Oakland Raiders,3.030,0.000
4,1:18,,,OAK 2,24,26,"Dan Carpenter kicks extra point good. Penalty on Justin Tuck: Unsportsmanlike Conduct, 15 yards",0.000,0.000
4,1:18,,,OAK 30,24,26,--,0.000,-1.530
4,1:01,1,10,OAK 39,24,26,Derek Carr kneels for -1 yards,1.530,0.850
4,0:32,2,11,OAK 38,24,26,Derek Carr kneels for -1 yards,0.850,0.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
