#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:14,BUF 40,7,4:29,60,Touchdown
2,1,8:40,BUF 46,6,3:14,16,Interception
3,1,4:01,BUF 29,3,1:34,5,Punt
4,2,14:56,BUF 20,3,1:24,4,Punt
5,2,12:52,BUF 20,3,0:41,2,Punt
6,2,8:09,BUF 23,3,0:47,3,Punt
7,2,5:45,BUF 31,3,1:29,2,Punt
8,2,1:11,BUF 23,8,1:11,41,Field Goal
9,3,15:00,BUF 20,3,1:48,-6,Punt
10,3,10:18,BUF 20,5,1:53,13,Punt
11,3,2:36,BUF 17,7,2:42,83,Touchdown
12,4,11:59,BUF 14,7,3:46,32,Punt
13,4,2:51,BUF 20,3,0:29,-11,Interception
14,4,1:55,BUF 38,4,0:46,62,Touchdown
