Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
1,8:52,3,8,DET 36,0,0,Rodney Peete pass complete to Muhsin Muhammad for 7 yards (tackle by Todd Lyght),2.080,1.620
1,8:03,4,1,DET 29,0,0,"John Kasay 46 yard field goal no good, blocked by Shaun Rogers",1.620,-1.330
1,8:00,1,10,DET 36,0,0,Mike McMahon pass complete to Scotty Anderson for 10 yards (tackle by Reggie Howard),1.330,1.990
1,7:23,1,10,DET 46,0,0,Mike McMahon pass complete to Mikhael Ricks for 9 yards (tackle by Terry Cousin and Mike Minter),1.990,2.670
1,6:45,2,1,CAR 45,0,0,James Stewart left tackle for 2 yards (tackle by Mark Fields),2.670,2.720
1,6:16,1,10,CAR 43,0,0,Aveion Cason middle for 2 yards (tackle by Hannibal Navies and Dan Morgan),2.720,2.450
1,5:31,2,8,CAR 41,0,0,James Stewart left end for no gain (tackle by Reggie Howard),2.450,1.750
1,4:48,3,8,CAR 41,0,0,Mike McMahon sacked by Julius Peppers for -2 yards,1.750,0.400
1,4:13,4,10,CAR 43,0,0,"John Jett punts 43 yards, touchback",0.400,-0.280
1,4:01,1,10,CAR 20,0,0,Lamar Smith left tackle for 7 yards (tackle by Chris Claiborne),0.280,0.680
1,3:24,2,3,CAR 27,0,0,"Penalty on Shaun Rogers: Encroachment, 5 yards (no play)",0.680,1.070
1,3:08,1,10,CAR 32,0,0,Lamar Smith right end for 10 yards,1.070,1.730
1,2:29,1,10,CAR 42,0,0,Rodney Peete pass complete to Brad Hoover for 12 yards (tackle by Todd Lyght),1.730,2.520
1,1:49,1,10,DET 46,0,0,Lamar Smith left end for no gain,2.520,1.980
1,1:07,2,10,DET 46,0,0,Rodney Peete pass incomplete intended for Brad Hoover,1.980,1.290
1,1:03,3,10,DET 46,0,0,Rodney Peete pass incomplete intended for Kris Mangum,1.290,0.200
1,0:58,4,10,DET 46,0,0,"Todd Sauerbrun punts 34 yards, fair catch by Desmond Howard",0.200,0.350
1,0:50,1,10,DET 12,0,0,Mike McMahon pass incomplete intended for Scotty Anderson (defended by Julius Peppers),-0.350,-0.780
1,0:47,2,10,DET 12,0,0,Cory Schlesinger middle for 1 yard (tackle by Mike Rucker and Brentson Buckner),-0.780,-1.300
1,0:07,3,9,DET 13,0,0,Mike McMahon pass incomplete intended for Larry Foster (defended by Reggie Howard),-1.300,-2.490
1,0:03,4,9,DET 13,0,0,"John Jett punts 36 yards, returned by Steve Smith for -4 yards",-2.490,-2.060
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CAR 47,0,0,Rodney Peete pass complete to Wesley Walls for 20 yards (tackle by Brian Williams),2.060,3.380
2,14:20,1,10,DET 33,0,0,Lamar Smith middle for 2 yards (tackle by Shaun Rogers),3.380,3.110
2,13:35,2,8,DET 31,0,0,Rodney Peete pass complete to Steve Smith for 13 yards (tackle by Todd Lyght),3.110,4.370
2,13:01,1,10,DET 18,0,0,Lamar Smith middle for 2 yards (tackle by Barrett Green and James Hall),4.370,4.090
2,12:17,2,8,DET 16,0,0,Rodney Peete pass complete to Muhsin Muhammad for -2 yards (tackle by Todd Lyght),4.090,3.050
2,11:31,3,10,DET 18,0,0,Dee Brown middle for -4 yards,3.050,1.990
2,10:58,4,14,DET 22,0,0,John Kasay 40 yard field goal no good,1.990,-0.940
2,10:54,1,10,DET 30,0,0,James Stewart left guard for 21 yards (tackle by Terry Cousin and Dan Morgan),0.940,2.320
2,10:24,1,10,CAR 49,0,0,Aveion Cason middle for no gain (tackle by Dan Morgan),2.320,1.780
2,9:42,2,10,CAR 49,0,0,Mike McMahon pass incomplete intended for Az-Zahir Hakim,1.780,1.090
2,9:37,3,10,CAR 49,0,0,Mike McMahon pass incomplete intended for Scotty Anderson (defended by Mike Minter),1.090,0.000
2,9:28,4,10,CAR 49,0,0,John Jett punts 40 yards,0.000,0.380
2,9:14,1,10,CAR 9,0,0,Rodney Peete pass complete to Lamar Smith for 12 yards,-0.380,0.340
2,8:33,1,10,CAR 21,0,0,Rodney Peete pass incomplete intended for Steve Smith,0.340,-0.200
2,8:27,2,10,CAR 21,0,0,Lamar Smith left end for no gain (tackle by Kelvin Pritchett),-0.200,-0.890
2,7:43,3,10,CAR 21,0,0,Rodney Peete pass incomplete intended for Muhsin Muhammad (defended by Eric Davis),-0.890,-1.960
2,7:37,4,10,CAR 21,0,0,"Todd Sauerbrun punts 58 yards, returned by Desmond Howard for 11 yards (tackle by Brad Hoover)",-1.960,-1.070
2,7:26,1,10,DET 32,0,0,Joey Harrington pass complete to Mikhael Ricks for 7 yards (tackle by Dan Morgan),1.070,1.470
2,6:57,2,3,DET 39,0,0,"James Stewart left end for no gain (tackle by Reggie Howard and Mark Fields). Penalty on Scotty Anderson: Clipping, 15 yards (no play)",1.470,-0.550
2,6:27,2,18,DET 24,0,0,Joey Harrington pass complete to Cory Schlesinger for 3 yards (tackle by Mark Fields),-0.550,-0.820
2,5:47,3,15,DET 27,0,0,Joey Harrington pass incomplete is intercepted by Mark Fields at DET-32 and returned for 7 yards,-0.820,-3.910
2,5:36,1,10,DET 25,0,0,Rodney Peete pass complete to Steve Smith for 12 yards (tackle by Eric Davis),3.910,4.710
2,4:56,1,10,DET 13,0,0,Rodney Peete pass incomplete (defended by Shaun Rogers),4.710,4.050
2,4:52,2,10,DET 13,0,0,Rodney Peete pass complete to Nick Goings for 8 yards (tackle by Chris Cash),4.050,4.780
2,4:12,3,2,DET 5,0,0,Brad Hoover middle for -1 yards (tackle by Shaun Rogers),4.780,3.010
2,3:30,4,3,DET 6,0,3,John Kasay 23 yard field goal good,3.010,3.000
2,3:30,,,CAR 30,0,3,"Todd Sauerbrun kicks off 67 yards, returned by Desmond Howard for 18 yards (tackle by Karl Hankton)",0.000,0.340
2,3:23,1,10,DET 21,0,3,Mike McMahon pass incomplete intended for Az-Zahir Hakim (defended by Deon Grant),0.340,-0.200
2,3:20,2,10,DET 21,0,3,James Stewart left tackle for -5 yards (tackle by Kris Jenkins),-0.200,-1.780
2,2:37,3,15,DET 16,0,3,Mike McMahon pass incomplete intended for Az-Zahir Hakim,-1.780,-2.390
2,2:32,4,15,DET 16,0,3,"John Jett punts 56 yards, returned by Steve Smith for 2 yards (tackle by Corey Harris)",-2.390,-0.940
2,2:21,1,10,CAR 30,0,3,Rodney Peete pass incomplete intended for Lamar Smith,0.940,0.390
2,2:14,2,10,CAR 30,0,3,Lamar Smith right tackle for 4 yards (tackle by Brian Williams),0.390,0.230
2,2:00,3,6,CAR 34,0,3,Rodney Peete pass complete to Steve Smith for 2 yards (tackle by Todd Lyght),0.230,-0.980
2,1:50,3,6,CAR 34,,,Timeout #1 by Detroit Lions,0.230,-0.980
2,1:50,4,4,CAR 36,0,3,"Todd Sauerbrun punts 42 yards, returned by Desmond Howard for 2 yards (tackle by Jarrod Cooper)",-0.980,-0.540
2,1:41,1,10,DET 24,0,3,"Mike McMahon sacked by Mike Rucker for -17 yards. Mike McMahon fumbles (forced by Mike Rucker), recovered by Mike McMahon at DET-7",0.540,-2.020
2,1:24,1,10,DET 24,,,Timeout #1 by Carolina Panthers,0.540,-2.020
2,1:24,2,27,DET 7,0,3,James Stewart middle for 1 yard (tackle by Julius Peppers),-2.020,-3.290
2,1:20,2,27,DET 7,,,Timeout #2 by Carolina Panthers,-2.020,-3.290
2,1:20,3,26,DET 8,0,3,Mike McMahon pass incomplete intended for Az-Zahir Hakim,-3.290,-2.490
2,1:15,4,26,DET 8,0,3,"John Jett punts 45 yards, returned by Steve Smith for 2 yards. Penalty on Damien Richardson: Illegal Block Above the Waist, 10 yards",-2.490,-1.000
2,1:02,1,10,CAR 31,0,3,Rodney Peete pass complete to Kris Mangum for 7 yards (tackle by Todd Lyght),1.000,1.410
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:41,2,3,CAR 38,0,3,Rodney Peete pass incomplete intended for Kris Mangum,1.410,0.700
2,0:25,3,3,CAR 38,0,3,Rodney Peete pass complete to Muhsin Muhammad for 31 yards (tackle by Chris Cash). Penalty on Chris Cash: Defensive Pass Interference (Declined),0.700,3.510
2,0:24,1,10,DET 31,0,3,Rodney Peete pass complete to Isaac Byrd for 9 yards (tackle by Todd Lyght),3.510,4.180
2,0:22,1,10,DET 31,,,Timeout #3 by Carolina Panthers,3.510,4.180
2,0:22,2,1,DET 22,0,9,"Rodney Peete pass complete to Muhsin Muhammad for 22 yards, touchdown",4.180,7.000
2,0:22,,,DET 22,0,10,John Kasay kicks extra point good,0.000,0.000
2,0:22,,,CAR 30,0,10,"Todd Sauerbrun kicks off 53 yards, returned by Desmond Howard for 15 yards (tackle by Jarrod Cooper)",0.000,1.070
2,0:11,1,10,DET 32,0,10,"Mike McMahon sacked by Julius Peppers for -9 yards. Mike McMahon fumbles (forced by Julius Peppers), recovered by Reggie Howard at DET-24 and returned for 6 yards",1.070,0.000
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,0,10,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,0,10,Rodney Peete pass complete to Muhsin Muhammad for 7 yards (tackle by Eric Davis),0.280,0.680
3,14:25,2,3,CAR 27,0,10,Lamar Smith middle for 5 yards (tackle by Luther Elliss),0.680,1.070
3,13:47,1,10,CAR 32,0,10,Lamar Smith right tackle for 4 yards (tackle by Chris Claiborne and Brian Williams),1.070,1.070
3,13:08,2,6,CAR 36,0,10,"Rodney Peete for no gain. Rodney Peete fumbles, recovered by Lamar Smith at CAR-29 and returned for 3 yards",1.070,-0.160
3,12:21,3,10,CAR 32,0,10,Nick Goings for 3 yards (tackle by Jeff Gooch),-0.160,-1.040
3,11:42,4,7,CAR 35,0,10,Todd Sauerbrun punts 41 yards,-1.040,-0.540
3,11:31,1,10,DET 24,0,10,Mike McMahon pass complete to Az-Zahir Hakim for 15 yards (tackle by Mark Fields),0.540,1.530
3,11:01,1,10,DET 39,0,10,"Mike McMahon pass incomplete intended for Mikhael Ricks. Penalty on Hannibal Navies: Defensive Pass Interference, 30 yards (no play)",1.530,3.510
3,10:49,1,10,CAR 31,0,10,"Mike McMahon pass incomplete intended for Cory Schlesinger. Penalty on Stockar McDougle: Offensive Holding, 10 yards (no play)",3.510,2.850
3,10:46,1,20,CAR 41,0,10,Mike McMahon pass complete to Scotty Anderson for 21 yards (tackle by Dan Morgan and Reggie Howard),2.850,4.240
3,9:58,1,20,CAR 41,,,Timeout #1 by Detroit Lions,2.850,4.240
3,9:58,1,10,CAR 20,0,10,Mike McMahon right end for -1 yards (tackle by Kris Jenkins),4.240,3.560
3,9:16,2,11,CAR 21,0,10,Mike McMahon pass complete to Aveion Cason for 10 yards (tackle by Dan Morgan),3.560,4.590
3,8:32,3,1,CAR 11,6,10,"Mike McMahon left end for 11 yards, touchdown",4.590,7.000
3,8:32,,,CAR 11,7,10,Jason Hanson kicks extra point good,0.000,0.000
3,8:32,,,DET 30,7,10,"Jason Hanson kicks off 69 yards, returned by Steve Smith for 36 yards (tackle by Chris Cash). Penalty on Jarrod Cooper: Offensive Holding (Offsetting), Penalty on DET: Face Mask (5 Yards) (Offsetting)",0.000,0.480
3,8:21,1,10,CAR 23,7,10,Rodney Peete pass incomplete intended for Muhsin Muhammad (defended by Robert Porcher),0.480,-0.070
3,8:08,2,10,CAR 23,7,10,Rodney Peete pass complete to Lamar Smith for 58 yards,-0.070,4.310
3,7:31,1,10,DET 19,7,10,Rodney Peete pass complete to Muhsin Muhammad for 7 yards (tackle by Todd Lyght),4.310,4.920
3,6:52,2,3,DET 12,7,10,"Rodney Peete pass incomplete intended for Muhsin Muhammad. Penalty on Todd Lyght: Defensive Pass Interference, 9 yards (no play)",4.920,6.510
3,6:47,1,3,DET 3,7,16,"Lamar Smith left guard for 3 yards, touchdown",6.510,7.000
3,6:47,,,DET 3,7,17,John Kasay kicks extra point good,0.000,0.000
3,6:47,,,CAR 45,7,17,"Todd Sauerbrun kicks off 55 yards, touchback",0.000,0.280
3,6:43,1,10,DET 20,7,17,Mike McMahon pass incomplete intended for Scotty Anderson,0.280,-0.270
3,6:40,2,10,DET 20,7,17,James Stewart middle for 2 yards (tackle by Dan Morgan),-0.270,-0.690
3,6:01,3,8,DET 22,7,23,"Mike McMahon pass incomplete intended for Mikhael Ricks is intercepted by Mike Minter at DET-40 and returned for 40 yards, touchdown",-0.690,-7.000
3,5:49,,,DET 22,7,24,John Kasay kicks extra point good,0.000,0.000
3,5:49,,,CAR 30,7,24,"Todd Sauerbrun kicks off 55 yards, returned by Desmond Howard for 14 yards (tackle by Lester Towns)",0.000,0.870
3,5:44,1,10,DET 29,7,24,James Stewart right end for 4 yards (tackle by Dan Morgan),0.870,0.870
3,5:07,2,6,DET 33,7,24,Joey Harrington pass incomplete intended for Scotty Anderson (defended by Deon Grant),0.870,0.170
3,5:02,3,6,DET 33,7,24,Joey Harrington pass incomplete intended for Az-Zahir Hakim,0.170,-1.180
3,4:58,4,6,DET 33,7,24,"John Jett punts 52 yards, returned by Steve Smith for no gain. Penalty on Jeff Gooch: Face Mask (15 Yards), 15 yards",-1.180,-0.810
3,4:46,1,10,CAR 28,7,24,Lamar Smith middle for 2 yards (tackle by Barrett Green),0.810,0.530
3,4:07,2,8,CAR 30,7,24,Steve Smith for -4 yards (tackle by James Hall and Travis Kirschke),0.530,-0.690
3,3:22,3,12,CAR 26,7,24,Rodney Peete pass complete to Nick Goings for -1 yards (tackle by Barrett Green),-0.690,-1.700
3,2:38,4,13,CAR 25,7,24,"Penalty on DET: Delay of Game, 5 yards (no play)",-1.700,-1.370
3,2:23,4,8,CAR 30,7,24,Todd Sauerbrun punts 50 yards,-1.370,-0.280
3,2:07,1,10,DET 20,7,24,Joey Harrington pass complete to James Stewart for 1 yard (tackle by Mark Fields),0.280,-0.130
3,1:29,2,9,DET 21,7,24,James Stewart left tackle for no gain (tackle by Deon Grant),-0.130,-0.820
3,0:44,3,9,DET 21,7,24,Joey Harrington pass incomplete intended for Larry Foster,-0.820,-1.960
3,0:39,4,9,DET 21,7,24,"John Jett punts 49 yards, returned by Steve Smith for -1 yards",-1.960,-0.870
3,0:27,1,10,CAR 29,7,24,Lamar Smith middle for 3 yards (tackle by Chris Claiborne),0.870,0.730
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CAR 32,7,24,Lamar Smith right end for 1 yard (tackle by Chris Cash and Chris Claiborne),0.730,0.170
4,14:17,3,6,CAR 33,7,24,Rodney Peete pass complete to Lamar Smith for 7 yards (tackle by Barrett Green),0.170,1.600
4,13:30,1,10,CAR 40,7,24,Brad Hoover left tackle for 10 yards (tackle by Eric Davis),1.600,2.260
4,12:50,1,10,,7,24,Rodney Peete pass complete to Muhsin Muhammad for 32 yards,2.260,4.370
4,12:02,1,10,DET 18,7,24,Lamar Smith middle for 1 yard (tackle by Brian Williams),4.370,3.940
4,11:20,2,9,DET 17,7,24,Brad Hoover middle for 7 yards (tackle by Jared DeVries),3.940,4.510
4,10:39,3,2,DET 10,7,24,Rodney Peete pass complete to Muhsin Muhammad for 3 yards (tackle by Todd Lyght),4.510,5.600
4,9:57,1,7,DET 7,7,24,"Rodney Peete pass incomplete intended for Wesley Walls. Penalty on Corey Harris: Defensive Pass Interference, 6 yards (no play)",5.600,6.970
4,9:51,1,1,DET 1,7,24,Rodney Peete pass incomplete intended for Muhsin Muhammad,6.970,5.910
4,9:47,2,1,DET 1,7,24,Penalty on Kelvin Pritchett: Encroachment (no play),5.910,5.910
4,9:47,2,1,DET 1,7,30,"Lamar Smith middle for 1 yard, touchdown",5.910,7.000
4,9:47,,,DET 1,7,31,John Kasay kicks extra point good,0.000,0.000
4,9:47,,,CAR 30,7,31,"Todd Sauerbrun kicks off 70 yards, touchback",0.000,0.280
4,9:43,1,10,DET 20,7,31,Mike McMahon pass complete to Aveion Cason for 14 yards (tackle by Reggie Howard),0.280,1.200
4,9:14,1,10,DET 34,7,31,Mike McMahon pass complete to Mikhael Ricks for 12 yards (tackle by Mark Fields and Dan Morgan),1.200,1.990
4,8:56,1,10,DET 46,7,31,Mike McMahon pass incomplete intended for Aveion Cason,1.990,1.450
4,8:52,2,10,DET 46,7,31,Mike McMahon pass incomplete intended for Larry Foster,1.450,0.760
4,8:48,3,10,DET 46,7,31,Mike McMahon sacked by Mike Rucker for -17 yards,0.760,-1.440
4,8:20,4,27,DET 29,7,31,"John Jett punts 49 yards, returned by Steve Smith for 8 yards (tackle by Kalimba Edwards)",-1.440,-0.940
4,8:08,1,10,CAR 30,7,31,Lamar Smith left tackle for 2 yards (tackle by Kelvin Pritchett),0.940,0.660
4,7:26,2,8,CAR 32,7,31,Lamar Smith middle for 4 yards (tackle by Robert Porcher),0.660,0.500
4,6:40,2,8,CAR 32,,,Timeout #1 by Carolina Panthers,0.660,0.500
4,6:40,3,4,CAR 36,7,31,Rodney Peete pass incomplete intended for Wesley Walls,0.500,-0.980
,,,,,,,"CAR challenged the ruling, and the play was upheld.",,
4,6:33,4,4,CAR 36,7,31,"Todd Sauerbrun punts 64 yards, touchback. Penalty on Stephen Trejo: Offensive Holding, 10 yards",-0.980,0.380
4,6:19,1,10,DET 10,7,31,Cory Schlesinger left end for no gain (tackle by Reggie Howard),-0.380,-0.780
4,5:55,2,10,DET 10,7,31,Mike McMahon pass complete to James Stewart for 5 yards (tackle by Reggie Howard),-0.780,-0.840
4,5:42,3,5,DET 15,7,31,Mike McMahon pass incomplete intended for James Stewart,-0.840,-2.440
4,5:38,4,5,DET 15,7,31,"John Jett punts 48 yards, returned by Steve Smith for 6 yards (tackle by Donte Curry). Penalty on Terry Fair: Offensive Holding, 10 yards",-2.440,-0.740
4,5:27,1,10,CAR 27,7,31,Lamar Smith right end for 5 yards (tackle by Kelvin Pritchett),0.740,0.870
4,4:43,2,5,CAR 32,7,31,Lamar Smith middle for 2 yards (tackle by Chris Claiborne),0.870,0.430
4,4:00,3,3,CAR 34,7,31,Chris Weinke pass incomplete intended for Brad Hoover,0.430,-1.110
4,3:55,4,3,CAR 34,7,31,"Todd Sauerbrun punts 46 yards, returned by Desmond Howard for 7 yards (tackle by Karl Hankton)",-1.110,-0.740
4,3:44,1,10,DET 27,7,31,Mike McMahon pass incomplete intended for Mikhael Ricks (defended by Dan Morgan),0.740,0.200
4,3:41,2,10,DET 27,7,31,Mike McMahon sacked by Kris Jenkins for -8 yards,0.200,-1.650
4,3:08,3,18,DET 19,7,31,Stephen Trejo middle for no gain (tackle by Shane Burton),-1.650,-2.140
4,2:36,4,18,DET 19,7,31,"John Jett punts 53 yards, returned by Steve Smith for 9 yards (tackle by Jeff Gooch)",-2.140,-1.400
4,2:25,1,10,CAR 37,7,31,Nick Goings left end for 2 yards (tackle by Barrett Green),1.400,1.130
4,2:00,2,8,CAR 39,7,31,Dee Brown middle for 3 yards,1.130,0.830
4,1:15,3,5,CAR 42,7,31,Dee Brown right end for -1 yards,0.830,-0.650
4,0:36,3,5,CAR 42,,,Timeout #2 by Detroit Lions,0.830,-0.650
4,0:36,4,6,CAR 41,7,31,"Todd Sauerbrun punts 59 yards, touchback",-0.650,-0.280
4,0:27,1,10,DET 20,7,31,Cory Schlesinger right end for no gain (tackle by Sean Gilbert),0.280,-0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
