#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:33,ATL 29,8,4:19,71,Touchdown
2,1,3:50,ATL 2,6,3:33,98,Touchdown
3,2,12:17,ATL 1,2,0:46,5,Interception
4,2,11:31,ATL 25,10,5:35,65,Field Goal
5,2,3:07,ATL 25,3,1:26,1,Punt
6,2,0:08,ATL 2,1,0:08,-1,End of Half
7,3,15:00,ATL 1,10,5:47,99,Touchdown
8,3,8:16,ATL 8,9,3:19,92,Touchdown
9,3,3:36,ATL 29,10,5:17,36,Field Goal
10,4,11:42,,3,2:21,1,Punt
11,4,3:58,ATL 25,1,0:13,75,Touchdown
12,4,1:53,ATL 25,3,0:28,0,Punt
13,4,0:37,,1,0:37,-1,End of Game
