Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
2,14:18,1,10,ATL 47,0,14,Cam Newton pass complete short right to Fozzy Whittaker for -1 yards (tackle by Deion Jones and Philip Wheeler),2.460,1.780
2,13:39,2,11,ATL 48,0,14,Cam Newton pass complete short left to Devin Funchess for 8 yards (tackle by Brian Poole and Desmond Trufant),1.780,1.780
2,13:04,2,11,ATL 48,0,14,Timeout #2 by Atlanta Falcons,1.780,2.150
2,13:04,3,3,ATL 40,0,14,Cam Newton right end for -3 yards (tackle by Vic Beasley),2.150,0.400
2,12:25,4,6,ATL 43,0,14,Andy Lee punts 42 yards,0.400,0.380
2,12:17,1,10,ATL 1,0,14,Matt Ryan pass complete short right to Julio Jones for 5 yards (tackle by Bene Benwikere),-0.380,-0.420
2,11:37,2,5,ATL 6,6,14,"Matt Ryan pass incomplete short left intended for Devonta Freeman is intercepted by Kurt Coleman at ATL-8 and returned for 8 yards, touchdown",-0.420,-7.000
2,11:31,,,ATL 6,7,14,Graham Gano kicks extra point good,0.000,0.000
2,11:31,,,CAR 35,7,14,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,11:31,1,10,ATL 25,7,14,Tevin Coleman right tackle for 1 yard (tackle by Kawann Short and Kony Ealy),0.610,0.200
2,10:55,2,9,ATL 26,7,14,Tevin Coleman right guard for 2 yards (tackle by Luke Kuechly),0.200,-0.230
2,10:15,3,7,ATL 28,7,14,Matt Ryan pass complete short right to Taylor Gabriel for 11 yards,-0.230,1.530
2,9:40,1,10,ATL 39,7,14,Matt Ryan pass incomplete deep right intended for Julio Jones (defended by Bene Benwikere),1.530,0.990
2,9:31,2,10,ATL 39,7,14,Matt Ryan sacked by Kyle Love for -7 yards,0.990,-0.630
2,8:46,3,17,ATL 32,7,14,Matt Ryan pass complete deep right to Julio Jones for 53 yards (tackle by Kurt Coleman),-0.630,4.580
2,8:00,1,10,CAR 15,7,14,Matt Ryan pass complete short middle to Tevin Coleman for 3 yards (tackle by Luke Kuechly),4.580,4.450
2,7:23,2,7,CAR 12,7,14,Tevin Coleman left guard for 3 yards (tackle by Michael Griffin),4.450,4.220
2,6:44,3,4,CAR 9,7,14,Matt Ryan pass complete short middle to Jacob Tamme for -1 yards (tackle by Tre Boston),4.220,2.810
2,6:01,4,5,CAR 10,7,17,Matt Bryant 28 yard field goal good,2.810,3.000
2,6:01,,,ATL 35,7,17,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
2,5:56,1,10,CAR 25,7,17,Cam Newton pass complete short right to Corey Brown for 11 yards (tackle by Keanu Neal and Ricardo Allen),0.610,1.330
2,5:14,1,10,CAR 36,7,17,Cam Newton left end for 21 yards (tackle by Keanu Neal and Ricardo Allen),1.330,2.720
2,4:28,1,10,ATL 43,7,17,Cameron Artis-Payne left guard for 5 yards (tackle by Derrick Shelby and Sean Weatherspoon),2.720,2.850
2,3:56,2,5,ATL 38,7,17,Cameron Artis-Payne left tackle for 2 yards (tackle by Philip Wheeler and Ra'Shede Hageman),2.850,2.410
2,3:17,3,3,ATL 36,7,17,Cam Newton pass incomplete deep right intended for Greg Olsen,2.410,0.890
2,3:12,4,3,ATL 36,10,17,Graham Gano 54 yard field goal good,0.890,3.000
2,3:12,,,CAR 35,10,17,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,3:07,1,10,ATL 25,10,17,"Devonta Freeman for 1 yard (tackle by Shaq Thompson). Penalty on Jake Matthews: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,2:45,1,20,ATL 15,10,17,Matt Ryan pass complete short middle to Julio Jones for 18 yards (tackle by Luke Kuechly),-0.410,1.140
2,2:05,2,2,ATL 33,10,17,Matt Ryan sacked by Luke Kuechly for -7 yards,1.140,-0.490
2,2:00,3,9,ATL 26,10,17,Matt Ryan pass incomplete short left intended for Julio Jones,-0.490,-1.630
2,1:53,4,9,ATL 26,10,17,"Matthew Bosher punts 56 yards, returned by Ted Ginn for 8 yards (tackle by Josh Harris)",-1.630,-0.670
2,1:41,1,10,CAR 26,10,17,Cam Newton pass incomplete deep left intended for Greg Olsen,0.670,0.130
2,1:36,2,10,CAR 26,10,17,Cam Newton sacked by Dwight Freeney for -8 yards,0.130,-1.800
2,0:49,3,18,CAR 18,10,17,Cam Newton pass complete short middle to Fozzy Whittaker for 18 yards (tackle by Kemal Ishmael),-1.800,-1.800
2,0:41,3,18,CAR 18,10,17,Timeout #1 by Carolina Panthers,-1.800,1.330
2,0:41,1,10,CAR 36,10,17,Cam Newton pass incomplete short right intended for Devin Funchess,1.330,1.330
2,0:34,1,10,CAR 36,10,17,Timeout #2 by Carolina Panthers,1.330,0.790
2,0:34,2,10,CAR 36,10,17,Cam Newton pass complete short right to Fozzy Whittaker for 8 yards (tackle by Kemal Ishmael),0.790,0.790
2,0:25,2,10,CAR 36,10,17,Timeout #3 by Carolina Panthers,0.790,1.160
2,0:25,3,2,CAR 44,10,17,Cam Newton pass incomplete deep right intended for Corey Brown (defended by Brian Poole),1.160,-0.460
2,0:19,4,2,CAR 44,10,17,Andy Lee punts 54 yards,-0.460,0.380
2,0:08,1,10,ATL 2,10,17,Matt Ryan kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,10,17,"Graham Gano kicks off 64 yards, returned by Eric Weems for no gain",0.000,-0.380
3,14:56,1,10,ATL 1,10,17,Matt Ryan pass complete short left to Taylor Gabriel for 19 yards (tackle by Luke Kuechly),-0.380,0.280
3,14:16,1,10,ATL 20,10,17,"Devonta Freeman left guard for 7 yards (tackle by Daryl Worley). Penalty on Andy Levitre: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,13:47,1,20,ATL 10,10,17,Matt Ryan pass complete short left to Devonta Freeman for 1 yard (tackle by Charles Johnson). Penalty on Mohamed Sanu: Illegal Shift (Declined),-0.760,-1.440
3,13:22,2,19,ATL 11,10,17,Matt Ryan pass complete deep right to Taylor Gabriel for 19 yards (tackle by Tre Boston),-1.440,0.940
3,12:49,1,10,ATL 30,10,17,Matt Ryan pass incomplete short right intended for Levine Toilolo (defended by Shaq Thompson),0.940,0.390
3,12:40,2,10,ATL 30,10,17,Tevin Coleman right tackle for no gain (tackle by Shaq Thompson and Lavar Edwards),0.390,-0.300
3,12:00,3,10,ATL 30,10,17,Matt Ryan pass complete deep middle to Mohamed Sanu for 18 yards (tackle by Kurt Coleman),-0.300,2.130
3,11:24,1,10,ATL 48,10,17,Matt Ryan pass complete short left to Tevin Coleman for no gain,2.130,1.580
3,10:38,2,10,ATL 48,10,17,Matt Ryan pass complete short left to Julio Jones for 9 yards (tackle by Bene Benwikere),1.580,2.080
3,9:55,3,1,CAR 43,10,17,Devonta Freeman right guard for 1 yard (tackle by Paul Soliai),2.080,2.790
3,9:23,1,10,CAR 42,10,23,"Matt Ryan pass complete deep left to Austin Hooper for 42 yards, touchdown",2.790,7.000
3,9:23,,,CAR 42,10,24,Matt Bryant kicks extra point good,0.000,0.000
3,9:23,,,ATL 35,10,24,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,9:13,1,10,CAR 25,10,24,Cam Newton pass incomplete short right intended for Greg Olsen,0.610,0.060
3,9:09,2,10,CAR 25,10,24,Cameron Artis-Payne left tackle for 3 yards (tackle by Jonathan Babineaux),0.060,-0.230
3,8:30,3,7,CAR 28,10,24,Cam Newton pass incomplete short left intended for Kelvin Benjamin,-0.230,-1.500
3,8:27,4,7,CAR 28,10,24,"Andy Lee punts 56 yards, returned by Eric Weems for 10 yards (tackle by Jared Norris). Penalty on Brian Poole: Offensive Holding, 8 yards",-1.500,0.380
3,8:16,1,10,ATL 8,10,24,Tevin Coleman left tackle for 7 yards (tackle by Thomas Davis),-0.380,-0.210
3,7:46,2,3,ATL 15,10,24,Matt Ryan pass incomplete short middle intended for Tevin Coleman (defended by Luke Kuechly),-0.210,-0.600
3,7:41,3,3,ATL 15,10,24,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Luke Kuechly and Bene Benwikere),-0.600,0.280
3,6:56,1,10,ATL 20,10,24,Matt Ryan pass incomplete short right intended for Patrick DiMarco,0.280,-0.270
3,6:52,2,10,ATL 20,10,24,Matt Ryan pass incomplete short left intended for Aldrick Robinson (defended by Bene Benwikere),-0.270,-0.960
3,6:48,3,10,ATL 20,10,24,Matt Ryan pass complete short left to Julio Jones for 32 yards (tackle by Tre Boston),-0.960,2.390
3,6:05,1,10,CAR 48,10,24,Devonta Freeman right guard for no gain (tackle by Thomas Davis),2.390,1.850
3,5:42,2,10,CAR 48,10,24,Matt Ryan pass complete short left to Aldrick Robinson for 13 yards (tackle by Kurt Coleman),1.850,3.250
3,5:05,1,10,CAR 35,10,30,"Matt Ryan pass complete deep left to Aldrick Robinson for 35 yards, touchdown",3.250,7.000
3,5:05,,,CAR 35,10,31,Matt Bryant kicks extra point good,0.000,0.000
3,5:05,,,ATL 35,10,31,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,4:57,1,10,CAR 25,10,31,Fozzy Whittaker left guard for 3 yards (tackle by Adrian Clayborn and Keanu Neal),0.610,0.470
3,4:27,2,7,CAR 28,10,31,Fozzy Whittaker right tackle for 1 yard (tackle by Deion Jones),0.470,-0.100
3,3:53,3,6,CAR 29,10,31,Cam Newton pass incomplete short left intended for Kelvin Benjamin,-0.100,-1.440
3,3:46,4,6,CAR 29,10,31,"Andy Lee punts 49 yards, returned by Eric Weems for 7 yards (tackle by Robert McClain)",-1.440,-0.870
3,3:36,1,10,ATL 29,10,31,Devonta Freeman left end for 12 yards (tackle by Michael Griffin and Daryl Worley),0.870,1.660
3,2:57,1,10,ATL 41,10,31,Devonta Freeman left end for 9 yards (tackle by Michael Griffin and Daryl Worley),1.660,2.340
3,2:14,2,1,,10,31,Devonta Freeman left tackle for 4 yards (tackle by Kawann Short),2.340,2.520
3,1:27,1,10,CAR 46,10,31,Devonta Freeman left tackle for no gain (tackle by Star Lotulelei),2.520,1.980
3,0:46,2,10,CAR 46,10,31,Matt Ryan pass complete short right to Julio Jones for 9 yards (tackle by A.J. Klein and James Bradberry),1.980,2.480
Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,CAR 37,10,31,Tevin Coleman right tackle for 3 yards (tackle by Luke Kuechly),2.480,3.310
4,14:17,1,10,CAR 34,10,31,Matt Ryan pass incomplete deep left intended for Mohamed Sanu,3.310,2.770
4,14:11,2,10,CAR 34,10,31,Tevin Coleman right end for -1 yards (tackle by Lavar Edwards),2.770,1.950
4,13:28,3,11,CAR 35,10,31,Matt Ryan pass incomplete short left intended for Julio Jones,1.950,0.970
4,13:24,4,11,CAR 35,10,34,Matt Bryant 53 yard field goal good,0.970,3.000
4,13:24,,,ATL 35,10,34,"Matthew Bosher kicks off 70 yards, returned by Ted Ginn for 42 yards (tackle by Eric Weems)",0.000,-1.400
4,13:12,1,10,CAR 37,10,34,Cam Newton pass complete short right to Corey Brown for 16 yards (tackle by Deion Jones),1.400,2.460
4,12:42,1,10,ATL 47,10,34,Cam Newton pass incomplete short left intended for Kelvin Benjamin,2.460,1.910
4,12:37,2,10,ATL 47,10,34,Cam Newton pass complete deep middle to Greg Olsen for 24 yards (tackle by Ricardo Allen). Penalty on ATL: Defensive 12 On-field (Declined),1.910,4.040
4,12:21,1,10,ATL 23,10,34,Cam Newton pass complete short right to Fozzy Whittaker for 17 yards (tackle by Deion Jones and Sean Weatherspoon),4.040,5.830
4,11:47,1,6,ATL 6,16,34,"Cam Newton pass complete short middle to Kelvin Benjamin for 6 yards, touchdown",5.830,7.000
4,11:47,1,,ATL 6,18,34,"Two Point Attempt: Cam Newton left tackle, conversion succeeds. Penalty on Trai Turner: Taunting, 15 yards",5.830,1.000
4,11:47,,,CAR 20,18,34,"Graham Gano kicks off 62 yards, returned by Justin Hardy for 32 yards (tackle by Graham Gano)",0.000,-2.260
4,11:34,1,10,,18,34,Devonta Freeman right end for -4 yards (tackle by Shaq Thompson),2.260,1.170
4,10:50,2,14,ATL 46,18,34,Matt Ryan pass complete short right to Mohamed Sanu for 4 yards (tackle by Shaq Thompson),1.170,1.030
4,10:06,3,10,,18,34,Matt Ryan for 1 yard (tackle by Luke Kuechly),1.030,0.000
4,9:29,4,9,CAR 49,18,34,"Matthew Bosher punts 43 yards, fair catch by Ted Ginn",0.000,0.380
4,9:21,1,10,CAR 6,18,34,Derek Anderson pass complete short left to Kelvin Benjamin for 12 yards (tackle by Desmond Trufant),-0.380,0.040
4,8:59,1,10,CAR 18,18,34,"Derek Anderson middle for 2 yards (tackle by Deion Jones). Penalty on CAR: Illegal Shift, 5 yards (no play)",0.040,-0.450
4,8:38,1,15,CAR 13,18,34,Derek Anderson pass complete short right to Ted Ginn for 6 yards (tackle by LaRoy Reynolds),-0.450,-0.320
4,8:08,2,9,CAR 19,18,34,Derek Anderson pass complete short right to Greg Olsen for 8 yards (tackle by Keanu Neal),-0.320,-0.020
4,7:34,3,1,CAR 27,18,34,Fozzy Whittaker right guard for 2 yards (tackle by Keanu Neal),-0.020,0.870
4,6:59,1,10,CAR 29,18,34,Derek Anderson pass complete short left to Fozzy Whittaker for 3 yards (tackle by LaRoy Reynolds),0.870,0.730
4,6:22,2,7,CAR 32,18,34,Derek Anderson pass complete deep left to Devin Funchess for 48 yards (tackle by LaRoy Reynolds),0.730,4.240
4,5:55,1,10,ATL 20,18,34,"Derek Anderson pass incomplete deep left intended for Devin Funchess. Penalty on Robert Alford: Defensive Pass Interference, 19 yards (no play)",4.240,6.970
4,5:50,1,1,ATL 1,18,34,--,6.970,5.830
4,5:50,1,6,ATL 6,18,34,"Derek Anderson pass incomplete short right intended for Greg Olsen. Penalty on Mike Remmers: Offensive Holding, 10 yards (no play)",5.830,4.310
4,5:44,1,16,ATL 16,18,34,Derek Anderson pass complete short left to Greg Olsen for 9 yards (tackle by Keanu Neal),4.310,4.760
4,5:07,2,7,ATL 7,18,34,"Penalty on Mike Remmers: False Start, 5 yards (no play)",4.760,3.860
4,4:43,2,12,ATL 12,18,34,Derek Anderson pass complete short left to Mike Tolbert for -2 yards (tackle by Sean Weatherspoon),3.860,3.000
4,4:05,3,14,ATL 14,24,34,"Derek Anderson pass complete short left to Greg Olsen for 14 yards, touchdown",3.000,7.000
4,4:05,3,,ATL 14,26,34,"Two Point Attempt: Derek Anderson pass complete to Greg Olsen, conversion succeeds",3.000,1.000
4,4:05,,,CAR 35,26,34,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,3:58,1,10,ATL 25,26,40,"Matt Ryan pass complete short middle to Julio Jones for 75 yards, touchdown",0.610,7.000
4,3:58,,,CAR 25,26,41,Matt Bryant kicks extra point good,0.000,0.000
4,3:58,,,ATL 35,26,41,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
4,3:45,1,10,CAR 25,26,41,Derek Anderson pass incomplete short right intended for Greg Olsen,0.610,0.060
4,3:40,2,10,CAR 25,26,41,"Derek Anderson pass incomplete short right intended for Fozzy Whittaker (defended by Vic Beasley). Penalty on Vic Beasley: Defensive Offside, 5 yards (no play)",0.060,0.740
4,3:37,2,5,CAR 30,26,41,Derek Anderson pass complete short right to Fozzy Whittaker for 7 yards,0.740,1.400
4,3:31,1,10,CAR 37,26,41,Derek Anderson pass complete short right to Fozzy Whittaker for 10 yards (tackle by Robert Alford),1.400,2.060
4,3:24,1,10,CAR 47,26,41,Derek Anderson pass complete short right to Greg Olsen for 10 yards (tackle by Keanu Neal),2.060,2.720
4,3:19,1,10,ATL 43,26,41,"Penalty on Desmond Trufant: Delay of Game, 5 yards (no play)",2.720,3.450
4,3:19,1,5,ATL 38,26,41,Derek Anderson pass complete short left to Joe Webb for 3 yards (tackle by Robert Alford),3.450,3.260
4,2:54,2,2,ATL 35,26,41,Derek Anderson pass incomplete short right intended for Corey Brown (defended by Brian Poole),3.260,2.540
4,2:47,3,2,ATL 35,26,41,Derek Anderson pass complete short middle to Greg Olsen for 11 yards (tackle by Ricardo Allen),2.540,3.970
4,2:41,1,10,ATL 24,26,41,Derek Anderson pass complete short left to Ed Dickson for 8 yards (tackle by Brian Poole),3.970,4.650
4,2:34,2,2,ATL 16,26,41,Derek Anderson pass incomplete deep left intended for Greg Olsen,4.650,3.950
4,2:29,3,2,ATL 16,26,41,Derek Anderson pass complete short right to Corey Brown for no gain,3.950,2.500
4,2:00,4,2,ATL 16,32,41,"Derek Anderson pass complete short right to Corey Brown for 16 yards, touchdown",2.500,7.000
4,2:00,,,ATL 16,33,41,Graham Gano kicks extra point good,0.000,0.000
4,2:00,,,CAR 35,33,41,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,1:53,1,10,ATL 25,33,41,Devonta Freeman right guard for 2 yards (tackle by Kawann Short),0.610,0.610
4,1:48,1,10,ATL 25,33,41,Timeout #1 by Carolina Panthers,0.610,0.330
4,1:48,2,8,ATL 27,33,41,Matt Ryan sacked by Kawann Short for -8 yards,0.330,0.330
4,1:42,2,8,ATL 27,33,41,Timeout #2 by Carolina Panthers,0.330,-1.510
4,1:42,3,16,ATL 19,33,41,Devonta Freeman left guard for 6 yards (tackle by Luke Kuechly),-1.510,-1.510
4,1:37,3,16,ATL 19,33,41,Timeout #3 by Carolina Panthers,-1.510,-1.700
4,1:37,4,10,ATL 25,33,41,"Matthew Bosher punts 59 yards, returned by Ted Ginn for 8 yards (tackle by LaRoy Reynolds)",-1.700,-0.540
4,1:25,1,10,CAR 24,33,47,"Derek Anderson pass incomplete short right intended for Greg Olsen is intercepted by Robert Alford at CAR-30 and returned for 30 yards, touchdown",0.540,-7.000
4,1:14,,,CAR 24,33,48,Matt Bryant kicks extra point good,0.000,0.000
4,1:14,,,ATL 35,33,48,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
4,1:14,1,10,CAR 25,33,48,Derek Anderson pass complete short middle to Ed Dickson for 9 yards (tackle by Brian Poole),0.610,1.280
4,0:50,2,1,CAR 34,33,48,Derek Anderson pass incomplete deep left intended for Kelvin Benjamin,1.280,0.560
4,0:46,3,1,CAR 34,33,48,Derek Anderson pass incomplete deep left intended for Ted Ginn is intercepted by Robert Alford at ATL-46 and returned for 4 yards,0.560,-2.260
4,0:37,1,10,,33,48,Matt Ryan kneels for -1 yards,2.260,1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
