Player,Pos
Michael Schofield,G/T
Scott Quessenberry,C/G
Philip Rivers,QB
Melvin Gordon,RB
Mike Williams,WR
Andre Patton,WR
Keenan Allen,WR
Hunter Henry,TE
Russell Okung,T
Sam Tevi,T
Dan Feeney,G
Melvin Ingram,DE
Joey Bosa,DE
Jerry Tillery,DT
Damion Square,NT
Denzel Perryman,LB
Thomas Davis,LB
Casey Hayward,CB
Michael Davis,CB
Rayshawn Jenkins,S
Roderic Teamer,S
Desmond King,DB
