Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Saints won the coin toss, Saints to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,NOR 20,0,0,Mark Ingram right guard for 4 yards (tackle by Vic Beasley),0.280,0.270
1,14:24,2,6,NOR 24,0,0,Drew Brees pass incomplete short middle intended for Willie Snead,0.270,-0.430
1,14:18,3,6,NOR 24,0,0,Drew Brees pass complete short middle to Josh Hill for 12 yards (tackle by Robenson Therezie),-0.430,1.330
1,13:47,1,10,NOR 36,0,0,Drew Brees pass complete short middle to Ben Watson for 8 yards (tackle by Paul Worrilow),1.330,1.870
1,13:11,2,2,NOR 44,0,0,Drew Brees pass incomplete short right intended for Ben Watson,1.870,1.160
1,13:06,3,2,NOR 44,0,0,Drew Brees pass complete short middle to Josh Hill for 19 yards (tackle by Desmond Trufant),1.160,3.120
1,12:32,1,10,ATL 37,0,0,C.J. Spiller left guard for 7 yards (tackle by William Moore),3.120,3.520
1,12:14,2,3,ATL 30,0,0,Mark Ingram right tackle for 2 yards (tackle by Tyson Jackson),3.520,3.070
1,11:38,3,1,ATL 28,0,0,Mark Ingram right guard for 1 yard (tackle by Kroy Biermann),3.070,3.780
1,11:02,1,10,ATL 27,0,0,Drew Brees pass complete short left to Brandin Cooks for 1 yard (tackle by Phillip Adams and Vic Beasley),3.780,3.370
1,10:30,2,9,ATL 26,0,0,Drew Brees pass complete short left to Willie Snead for 24 yards (tackle by Robenson Therezie and Nathan Stupar),3.370,6.740
1,9:50,1,2,ATL 2,0,6,"Mark Ingram left guard for 2 yards, touchdown",6.740,7.000
1,9:50,,,ATL 2,0,7,Zach Hocker kicks extra point good,0.000,0.000
1,9:50,,,NOR 35,0,7,"Zach Hocker kicks off 57 yards, returned by Patrick DiMarco for 19 yards (tackle by Michael Mauti)",0.000,-0.740
1,9:39,1,10,ATL 27,0,7,Matt Ryan pass incomplete short right intended for Julio Jones,0.740,0.200
1,9:34,2,10,ATL 27,0,7,Matt Ryan pass complete deep middle to Julio Jones for 30 yards (tackle by Dannell Ellerbe),0.200,2.720
