Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,21,154,1,9,56,2.7,98,4.7,4,5.3
Brandon Bolden,LVR,1,5,0,0,5,5.0,0,0.0,0,
Derek Carr,LVR,1,3,0,0,3,3.0,0,0.0,0,
Zamir White,LVR,1,-7,0,,-7,-7.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Clyde Edwards-Helaire,KAN,9,15,0,2,3,0.3,12,1.3,0,
Jerick McKinnon,KAN,8,53,0,3,15,1.9,38,4.8,3,2.7
Patrick Mahomes,KAN,4,28,0,1,27,6.8,1,0.3,0,
Mecole Hardman,KAN,1,7,0,1,3,3.0,4,4.0,1,1.0
Isiah Pacheco,KAN,1,0,0,,0,0.0,0,0.0,0,
