Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
2,11:25,1,3,PHI 3,14,3,"Brandon Banks right end for no gain (tackle by Quintin Mikell). Penalty on Stephon Heyer: Offensive Holding, 10 yards (no play)",6.510,4.530
2,10:59,1,13,PHI 13,14,3,Donovan McNabb pass complete short left to Brandon Banks for -5 yards (tackle by Darryl Tapp),4.530,3.150
2,10:40,2,18,PHI 18,14,3,Ryan Torain middle for 8 yards (tackle by Stewart Bradley and Ernie Sims),3.150,3.130
2,9:57,3,10,PHI 10,14,3,Donovan McNabb right tackle for 2 yards (tackle by Darryl Tapp),3.130,2.950
2,9:17,4,8,PHI 8,17,3,Graham Gano 26 yard field goal good,2.950,3.000
2,,,,WAS 30,17,3,"Graham Gano kicks off 65 yards, returned by Ellis Hobbs for 20 yards (tackle by Anthony Armstrong)",0.000,0.610
2,9:06,1,10,PHI 25,17,3,"Kevin Kolb pass incomplete intended for Mike Bell (defended by Albert Haynesworth). Kevin Kolb fumbles, recovered by Kevin Kolb at PHI-20",0.610,0.060
2,8:55,2,10,PHI 25,17,3,LeSean McCoy right end for no gain (tackle by Lorenzo Alexander),0.060,-0.620
2,8:22,3,10,PHI 25,17,3,Kevin Kolb pass complete short left to Jason Avant for 17 yards (tackle by London Fletcher),-0.620,1.730
2,7:41,1,10,PHI 42,17,3,Mike Bell middle for 2 yards (tackle by London Fletcher),1.730,1.460
2,7:07,2,8,PHI 44,17,3,Kevin Kolb pass complete short left to Owen Schmitt for 12 yards (tackle by Rocky McIntosh and Carlos Rogers),1.460,2.650
2,6:26,1,10,WAS 44,17,3,DeSean Jackson right end for 2 yards (tackle by London Fletcher),2.650,2.380
2,5:42,2,8,WAS 42,17,3,"Kevin Kolb pass complete short middle to Owen Schmitt for 11 yards (tackle by London Fletcher). Penalty on Jason Peters: Offensive Holding, 10 yards (no play)",2.380,1.030
2,5:12,2,18,PHI 48,17,3,Kevin Kolb pass complete short right to LeSean McCoy for 17 yards (tackle by LaRon Landry),1.030,2.610
2,4:23,3,1,WAS 35,17,3,LeSean McCoy left end for 1 yard (tackle by Rocky McIntosh),2.610,3.310
2,3:46,1,10,WAS 34,17,3,Kevin Kolb pass complete short middle to LeSean McCoy for 13 yards (tackle by Kareem Moore),3.310,4.170
2,3:12,1,10,WAS 21,17,3,LeSean McCoy right end for 4 yards (tackle by London Fletcher),4.170,4.200
2,2:31,2,6,WAS 17,17,3,Kevin Kolb pass complete short right to LeSean McCoy for 4 yards (tackle by DeAngelo Hall),4.200,4.240
2,2:00,3,2,WAS 13,17,3,LeSean McCoy middle for 9 yards (tackle by LaRon Landry),4.240,6.280
2,1:45,,,,17,3,Timeout #1 by Philadelphia Eagles,0.000,6.280
2,1:45,1,4,WAS 4,17,3,Mike Bell middle for 2 yards (tackle by Rocky McIntosh),6.280,5.720
2,1:11,2,2,WAS 2,17,3,Kevin Kolb pass incomplete short right intended for Brent Celek,5.720,4.950
2,1:04,3,2,WAS 2,17,3,LeSean McCoy middle for 1 yard (tackle by Ma'ake Kemoeatu),4.950,3.550
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,0:23,,,,17,3,Timeout #2 by Philadelphia Eagles,0.000,3.550
2,0:23,4,1,WAS 1,17,3,"Penalty on PHI: Delay of Game, 5 yards (no play)",3.550,2.990
2,0:23,4,6,WAS 6,17,6,David Akers 23 yard field goal good,2.990,3.000
2,,,,PHI 30,17,6,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,0:15,1,10,WAS 20,17,6,Donovan McNabb kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,17,6,"David Akers kicks off 70 yards, returned by Devin Thomas for 24 yards (tackle by Omar Gaither)",0.000,0.540
3,14:55,1,10,WAS 24,17,6,Donovan McNabb pass incomplete,0.540,0.000
3,14:47,2,10,WAS 24,17,6,Clinton Portis middle for 8 yards (tackle by Trent Cole),0.000,0.370
3,14:18,,,,17,6,Timeout #1 by Washington Redskins,0.000,0.370
3,14:18,3,2,WAS 32,17,6,"Donovan McNabb pass incomplete short left intended for Anthony Armstrong. Penalty on Ernie Sims: Roughing the Passer, 15 yards (no play)",0.370,2.060
3,14:15,1,10,WAS 47,17,6,Clinton Portis left tackle for 11 yards (tackle by Quintin Mikell),2.060,2.790
3,13:34,,,,17,6,Timeout #2 by Washington Redskins,0.000,2.790
3,13:34,1,10,PHI 42,17,6,Clinton Portis middle for 1 yard (tackle by Juqua Parker and Mike Patterson),2.790,2.380
3,12:56,2,9,PHI 41,17,6,Donovan McNabb pass incomplete deep left intended for Santana Moss,2.380,1.680
3,12:49,3,9,PHI 41,17,6,"Donovan McNabb pass complete short right to Chris Cooley for 7 yards (tackle by Stewart Bradley). Penalty on Ellis Hobbs: Illegal Contact, 5 yards (no play)",1.680,3.180
3,12:16,1,10,PHI 36,17,6,Donovan McNabb pass incomplete deep left intended for Joey Galloway is intercepted by Nate Allen at PHI-7 and returned for 16 yards,3.180,-0.480
3,12:04,1,10,PHI 23,17,6,Kevin Kolb pass incomplete short right intended for Owen Schmitt,0.480,-0.070
3,11:58,2,10,PHI 23,17,6,Kevin Kolb pass incomplete short right intended for DeSean Jackson,-0.070,-0.760
3,11:53,3,10,PHI 23,17,6,Kevin Kolb pass incomplete deep left intended for Jeremy Maclin (defended by Kareem Moore),-0.760,-1.830
3,11:44,4,10,PHI 23,17,6,Saverio Rocca punts 59 yards (tackle by Moise Fokou),-1.830,-0.540
3,11:34,1,10,WAS 24,17,6,Clinton Portis right end for 4 yards (tackle by Asante Samuel),0.540,0.540
3,10:56,2,6,WAS 28,17,6,Ryan Torain middle for -3 yards (tackle by Stewart Bradley and Brodrick Bunkley),0.540,-0.560
3,10:13,3,9,WAS 25,17,6,Donovan McNabb right end for 12 yards,-0.560,1.400
3,9:27,1,10,WAS 37,17,6,Donovan McNabb pass incomplete short right intended for Chris Cooley,1.400,0.860
3,9:23,2,10,WAS 37,17,6,Ryan Torain right end for 5 yards (tackle by Antonio Dixon),0.860,0.830
3,8:40,3,5,WAS 42,17,6,Donovan McNabb pass incomplete short left intended for Anthony Armstrong (defended by Ellis Hobbs),0.830,-0.590
3,8:35,4,5,WAS 42,17,6,"Josh Bidwell punts 47 yards, returned by DeSean Jackson for 8 yards (tackle by Mike Sellers)",-0.590,-0.150
3,8:26,1,10,PHI 19,17,6,"Kevin Kolb pass complete short left to Mike Bell for 5 yards (tackle by Carlos Rogers). Mike Bell fumbles (forced by Carlos Rogers), recovered by Mike Bell at PHI-21",0.150,0.340
3,7:50,2,5,PHI 24,17,6,Kevin Kolb pass complete short left to Jeremy Maclin for 15 yards (tackle by Phillip Buchanon),0.340,1.530
3,7:16,1,10,PHI 39,17,6,"Kevin Kolb left end for 32 yards (tackle by Lorenzo Alexander). Penalty on Jason Peters: Offensive Holding, 10 yards (no play)",1.530,0.870
3,6:46,1,20,PHI 29,17,6,LeSean McCoy middle for 12 yards (tackle by London Fletcher),0.870,1.260
3,6:12,2,8,PHI 41,17,6,Kevin Kolb pass complete short right to Owen Schmitt for 18 yards (tackle by DeAngelo Hall and London Fletcher),1.260,2.850
3,5:28,1,10,WAS 41,17,6,Kevin Kolb pass incomplete short right intended for LeSean McCoy,2.850,2.310
3,5:24,2,10,WAS 41,17,6,LeSean McCoy middle for 3 yards (tackle by LaRon Landry and London Fletcher),2.310,2.020
3,4:43,3,7,WAS 38,17,6,Kevin Kolb pass complete short middle to Brent Celek for 12 yards (tackle by Carlos Rogers and Kareem Moore),2.020,3.840
3,4:04,1,10,WAS 26,17,6,"LeSean McCoy middle for 5 yards (tackle by Chris Wilson). LeSean McCoy fumbles (forced by Chris Wilson), recovered by Kareem Moore at WAS-21 (tackle by Todd Herremans)",3.840,-0.340
,,,,,,,"WAS challenged the runner was down by contact ruling, and the original play was overturned.",,
3,4:00,1,10,WAS 21,17,6,Ryan Torain left tackle for 2 yards (tackle by Quintin Mikell and Mike Patterson),0.340,0.070
3,3:26,2,8,WAS 23,17,6,Ryan Torain left guard for 1 yard (tackle by Trent Cole),0.070,-0.490
3,2:39,3,7,WAS 24,17,6,"Penalty on Stephon Heyer: False Start, 5 yards (no play)",-0.490,-1.220
3,2:16,3,12,WAS 19,17,6,Donovan McNabb sacked by Ernie Sims for -1 yards,-1.220,-2.240
3,1:50,4,13,WAS 18,17,6,Josh Bidwell punts 43 yards,-2.240,-1.530
3,1:34,1,10,PHI 39,17,6,Kevin Kolb pass complete short left to LeSean McCoy for -1 yards (tackle by DeAngelo Hall),1.530,0.850
3,0:59,2,11,PHI 38,17,6,LeSean McCoy middle for 2 yards (tackle by London Fletcher),0.850,0.430
3,0:21,3,9,PHI 40,17,6,"Kevin Kolb sacked by Andre Carter for -3 yards. Kevin Kolb fumbles (forced by Andre Carter), recovered by Winston Justice at PHI-33",0.430,-1.180
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,16,PHI 33,17,6,Saverio Rocca punts 51 yards,-1.180,0.140
4,14:51,1,10,WAS 16,17,6,Clinton Portis middle for 2 yards (tackle by Quintin Mikell),-0.140,-0.350
4,14:20,2,8,WAS 18,17,6,Donovan McNabb pass complete short right to Mike Sellers for 5 yards (tackle by Asante Samuel),-0.350,-0.450
4,13:45,3,3,WAS 23,17,6,Donovan McNabb pass incomplete short left intended for Chris Cooley,-0.450,-1.830
4,13:34,4,3,WAS 23,17,6,Josh Bidwell punts 49 yards,-1.830,-1.600
4,13:30,1,10,PHI 40,17,6,Kevin Kolb pass incomplete deep right intended for DeSean Jackson,1.600,1.050
4,13:23,2,10,PHI 40,17,6,Kevin Kolb left tackle for 11 yards (tackle by Phillip Buchanon and Andre Carter),1.050,2.320
4,12:45,1,10,WAS 49,17,6,"Kevin Kolb pass complete short left to Jason Avant for 14 yards (tackle by Phillip Buchanon). Penalty on Todd Herremans: Offensive Holding, 10 yards (no play)",2.320,1.660
4,12:27,1,20,PHI 41,17,6,LeSean McCoy middle for 3 yards (tackle by Albert Haynesworth),1.660,0.840
4,11:53,2,17,PHI 44,17,6,Kevin Kolb right end for 10 yards (tackle by Chris Wilson),0.840,1.490
4,11:07,3,7,WAS 46,17,6,Kevin Kolb pass complete short middle to LeSean McCoy for 2 yards (tackle by Carlos Rogers),1.490,0.330
4,10:21,4,5,WAS 44,17,6,"Saverio Rocca punts 26 yards, fair catch by Phillip Buchanon",0.330,-0.040
4,10:13,1,10,WAS 18,17,6,Donovan McNabb pass incomplete short right intended for Mike Sellers,0.040,-0.490
4,10:08,2,10,WAS 18,17,6,Donovan McNabb left end for 8 yards (tackle by Quintin Mikell),-0.490,-0.140
4,9:20,3,2,WAS 26,17,6,Donovan McNabb pass complete short right to Joey Galloway for 5 yards (tackle by Dimitri Patterson),-0.140,1.000
4,8:44,1,10,WAS 31,17,6,Donovan McNabb pass incomplete short right intended for Chris Cooley,1.000,0.460
4,8:40,2,10,WAS 31,17,6,Ryan Torain left end for 2 yards (tackle by Stewart Bradley),0.460,0.040
4,7:58,3,8,WAS 33,17,6,Donovan McNabb pass incomplete deep right intended for Anthony Armstrong,0.040,-1.180
4,7:46,4,8,WAS 33,17,6,Josh Bidwell punts 32 yards,-1.180,-1.270
4,7:41,1,10,PHI 35,17,6,Kevin Kolb pass complete short left to Owen Schmitt for 13 yards (tackle by Rocky McIntosh),1.270,2.130
4,7:22,1,10,PHI 48,17,6,Kevin Kolb pass complete short right to Jason Avant for 7 yards (tackle by Rocky McIntosh),2.130,2.530
4,7:01,2,3,WAS 45,17,6,Kevin Kolb pass complete short left to LeSean McCoy for 7 yards (tackle by London Fletcher),2.530,3.050
4,6:32,1,10,WAS 38,17,6,LeSean McCoy middle for 7 yards (tackle by Brian Orakpo and Kareem Moore),3.050,3.450
4,6:05,2,3,WAS 31,17,6,Kevin Kolb pass complete short middle to LeSean McCoy for 5 yards (tackle by Carlos Rogers),3.450,3.840
4,5:42,1,10,WAS 26,17,6,LeSean McCoy middle for 6 yards (tackle by Brian Orakpo),3.840,4.110
4,5:17,2,4,WAS 20,17,6,"Kevin Kolb pass incomplete short left intended for Jeremy Maclin. Penalty on Phillip Buchanon: Defensive Pass Interfere, 5 yards (no play)",4.110,4.580
4,5:13,1,10,WAS 15,17,6,Kevin Kolb pass complete short right to LeSean McCoy for 6 yards (tackle by LaRon Landry),4.580,5.030
4,4:45,2,4,WAS 9,17,6,Kevin Kolb pass complete short right to LeSean McCoy for 4 yards (tackle by DeAngelo Hall),5.030,6.060
4,4:14,1,5,WAS 5,17,12,"Kevin Kolb pass complete short middle to Brent Celek for 5 yards, touchdown",6.060,7.000
4,,,,,17,12,"Two Point Attempt: Kevin Kolb pass incomplete intended for Jason Avant, conversion fails",1.000,-1.000
4,,,,PHI 30,17,12,"David Akers kicks off 54 yards, returned by Byron Westbrook for no gain",0.000,-0.140
4,4:04,1,10,WAS 16,17,12,Ryan Torain left end for 3 yards (tackle by Ernie Sims),-0.140,-0.180
4,3:58,,,,17,12,Timeout #1 by Philadelphia Eagles,0.000,-0.180
4,3:57,2,7,WAS 19,17,12,Ryan Torain left end for 3 yards (tackle by Quintin Mikell),-0.180,-0.570
4,3:53,,,,17,12,Timeout #2 by Philadelphia Eagles,0.000,-0.570
4,3:53,3,4,WAS 22,17,12,Donovan McNabb for 18 yards,-0.570,1.600
4,3:45,1,10,WAS 40,17,12,Ryan Torain right tackle for 3 yards (tackle by Stewart Bradley),1.600,1.460
4,3:41,,,,17,12,Timeout #3 by Philadelphia Eagles,0.000,1.460
4,3:40,2,7,WAS 43,17,12,Ryan Torain right end for 10 yards (tackle by Quintin Mikell),1.460,2.460
4,2:57,1,10,PHI 47,17,12,Ryan Torain left end for 7 yards (tackle by Ernie Sims),2.460,2.860
4,2:14,2,3,PHI 40,17,12,"Penalty on Stephon Heyer: False Start, 5 yards (no play)",2.860,2.180
4,2:12,2,8,PHI 45,17,12,Ryan Torain left end for 2 yards (tackle by Mike Patterson),2.180,1.750
4,2:00,3,6,PHI 43,17,12,Ryan Torain middle for 2 yards (tackle by Ernie Sims and Stewart Bradley),1.750,0.530
4,1:14,,,,17,12,Timeout #3 by Washington Redskins,0.000,0.530
4,1:14,4,4,PHI 41,17,12,Josh Bidwell punts 15 yards,0.530,-0.670
4,1:07,1,10,PHI 26,17,12,Kevin Kolb pass incomplete short left intended for DeSean Jackson (defended by Carlos Rogers),0.670,0.130
4,1:03,2,10,PHI 26,17,12,Kevin Kolb pass complete short middle to DeSean Jackson for 9 yards (tackle by Phillip Buchanon),0.130,0.630
4,0:30,3,1,PHI 35,17,12,Kevin Kolb pass complete short right to Brent Celek for 10 yards (tackle by DeAngelo Hall),0.630,1.930
4,0:28,1,10,PHI 45,17,12,Kevin Kolb spiked the ball,1.930,1.380
4,0:27,2,10,PHI 45,17,12,"Kevin Kolb pass incomplete intended for Brent Celek. Penalty on Phillip Buchanon: Defensive Holding, 5 yards (no play)",1.380,2.260
4,0:25,1,10,,17,12,Kevin Kolb pass incomplete short right intended for LeSean McCoy,2.260,1.710
4,0:21,2,10,,17,12,Kevin Kolb pass incomplete short left intended for Brent Celek (defended by Rocky McIntosh),1.710,1.030
4,0:17,3,10,,17,12,Kevin Kolb pass incomplete deep left intended for DeSean Jackson,1.030,-0.060
4,0:12,4,10,,17,12,"Kevin Kolb pass complete short left to DeSean Jackson for 4 yards, lateral to Jason Avant for -1 yards, lateral to LeSean McCoy for 15 yards (tackle by London Fletcher)",-0.060,3.450
4,0:04,1,10,WAS 32,17,12,Kevin Kolb pass incomplete deep right intended for Jason Avant is intercepted by DeAngelo Hall,3.450,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
