Quarter,Time,Tm,Detail,WAS,PHI
1.0,12:03,Redskins,Ryan Torain 12 yard rush (Graham Gano kick),7,0
,4:47,Redskins,Chris Cooley 31 yard pass from Donovan McNabb (Graham Gano kick),14,0
2.0,14:55,Eagles,David Akers 49 yard field goal,14,3
,9:11,Redskins,Graham Gano 26 yard field goal,17,3
,0:19,Eagles,David Akers 23 yard field goal,17,6
4.0,4:10,Eagles,Brent Celek 5 yard pass from Kevin Kolb (pass failed),17,12
