Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
2,7:47,2,5,DEN 22,3,0,"Tyler Huntley pass incomplete deep right intended for Devin Duvernay. Penalty on Jonathon Cooper: Roughing the Passer, 11 yards (accepted) (no play)",3.910,4.840
2,7:47,1,10,DEN 11,3,0,Tyler Huntley pass complete short middle to Devin Duvernay for -1 yards (tackle by Justin Simmons),4.840,3.980
2,7:26,2,11,DEN 12,3,0,Tyler Huntley pass complete short middle to Demarcus Robinson for 2 yards (tackle by Josey Jewell),3.980,3.300
2,6:44,3,9,DEN 10,3,0,Tyler Huntley scrambles right end for 2 yards (tackle by Alex Singleton and Josey Jewell),3.300,2.960
2,5:58,4,7,DEN 8,3,3,Justin Tucker 26 yard field goal good,2.960,3.000
2,5:55,,,BAL 35,3,3,"Justin Tucker kicks off 47 yards, returned by Eric Saubert for 6 yards (tackle by Daryl Worley)",0.000,0.540
2,5:51,1,10,DEN 24,3,3,Russell Wilson pass complete short middle to Marlon Mack for 6 yards (tackle by Roquan Smith),0.540,0.810
2,5:14,2,4,DEN 30,3,3,Marlon Mack left tackle for -1 yards (tackle by Roquan Smith and Broderick Washington),0.810,-0.030
2,4:33,3,5,DEN 29,3,3,Russell Wilson pass incomplete short right intended for Greg Dulcich (defended by Tyus Bowser),-0.030,-1.440
2,4:29,4,5,DEN 29,3,3,"Corliss Waitman punts 42 yards, fair catch by Devin Duvernay at BAL-29",-1.440,-0.870
2,4:23,1,10,BAL 29,3,3,Tyler Huntley pass incomplete deep right intended for Demarcus Robinson (defended by Patrick Surtain),0.870,0.330
2,4:15,2,10,BAL 29,3,3,Tyler Huntley pass complete short left to Demarcus Robinson for 6 yards (tackle by Patrick Surtain),0.330,0.430
2,3:47,3,4,BAL 35,3,3,Justice Hill left end for 2 yards (tackle by D.J. Jones and Josey Jewell),0.430,-0.910
2,3:08,4,2,BAL 37,3,3,Jordan Stout punts 56 yards downed by Kevon Seymour,-0.910,0.380
2,2:55,1,10,DEN 7,3,3,Russell Wilson pass complete deep middle to Jerry Jeudy for 40 yards (tackle by Geno Stone and Marlon Humphrey),-0.380,2.060
2,2:25,1,10,DEN 47,3,3,Latavius Murray left end for 2 yards (tackle by Broderick Washington),2.060,1.790
2,2:03,2,8,DEN 49,3,3,"Penalty on Russell Wilson: False Start, 5 yards (accepted) (no play)",1.790,1.110
2,2:00,2,13,DEN 44,3,3,Russell Wilson pass complete short left to Latavius Murray for 2 yards (tackle by Patrick Queen),1.110,0.700
2,1:27,3,11,DEN 46,3,3,Russell Wilson pass complete deep left to Greg Dulcich for 22 yards (tackle by Marlon Humphrey),0.700,3.450
2,1:06,1,10,BAL 32,3,3,Russell Wilson pass incomplete short right,3.450,2.900
2,0:49,2,10,BAL 32,3,3,Russell Wilson pass complete short left to Jerry Jeudy for 2 yards,2.900,2.480
2,0:42,3,8,BAL 30,3,3,"Russell Wilson pass complete short right to Jerry Jeudy for 8 yards (tackle by Kyle Hamilton) Replay Assistant challenged the first down ruling, and the original play was overturned. Russell Wilson pass complete short right to Jerry Jeudy for 7 yards (tackle by Kyle Hamilton)",2.480,2.080
2,0:42,,,,,,Timeout #1 by Denver Broncos,,
2,0:42,4,1,BAL 23,6,3,Brandon McManus 41 yard field goal good,2.080,3.000
2,0:37,,,DEN 35,6,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,0:37,1,10,BAL 25,6,3,"Penalty on Demarcus Robinson: False Start, 5 yards (accepted) (no play)",0.610,0.280
2,0:37,1,15,BAL 20,6,3,Tyler Huntley pass complete short right to Mark Andrews for 10 yards (tackle by Josey Jewell),0.280,0.740
2,0:31,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:31,2,5,BAL 30,6,3,Tyler Huntley pass incomplete deep right intended for DeSean Jackson,0.740,0.040
2,0:25,3,5,BAL 30,6,3,Tyler Huntley pass complete short middle to Isaiah Likely for 9 yards (tackle by Essang Bassey),0.040,1.530
2,0:21,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:21,1,10,BAL 39,6,3,Tyler Huntley pass incomplete short right intended for Mark Andrews,1.530,0.990
2,0:16,,,,,,Timeout #2 by Denver Broncos,,
2,0:16,2,10,BAL 39,6,3,Tyler Huntley pass complete short middle to Mark Andrews for 16 yards (tackle by Josey Jewell and Alex Singleton),0.990,2.590
2,0:01,1,10,DEN 45,6,3,Tyler Huntley spiked the ball,2.590,2.040
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,6,3,"Brandon McManus kicks off 67 yards, returned by Devin Duvernay for 18 yards (tackle by Jalen Virgil)",0.000,-0.140
3,14:55,1,10,BAL 16,6,3,Gus Edwards right end for 4 yards (tackle by Dre'Mont Jones and Alex Singleton),-0.140,0.010
3,14:16,2,6,BAL 20,6,3,Tyler Huntley pass complete short middle to Devin Duvernay for 5 yards (tackle by Damarri Mathis),0.010,-0.200
3,13:44,3,1,BAL 25,6,3,Tyler Huntley left guard for 2 yards (tackle by Kareem Jackson and Josey Jewell),-0.200,0.740
3,13:02,1,10,BAL 27,6,3,Kenyan Drake left guard for 2 yards (tackle by Eyioma Uwazurike),0.740,0.470
3,12:34,2,8,BAL 29,6,3,Tyler Huntley pass complete short right to Demarcus Robinson for 5 yards (tackle by Damarri Mathis),0.470,0.430
3,11:56,3,3,BAL 34,6,3,Devin Duvernay right end for -1 yards (tackle by Jacob Martin and Josey Jewell),0.430,-1.180
3,11:17,4,4,BAL 33,6,3,"Jordan Stout punts 63 yards, returned by Montrell Washington for 14 yards (tackle by Nick Boyle and Nick Moore)",-1.180,-0.040
3,11:06,1,10,DEN 18,6,3,Mike Boone left tackle for 10 yards (tackle by Kyle Hamilton),0.040,0.810
3,10:29,1,10,DEN 28,6,3,Mike Boone left tackle for 2 yards (tackle by Patrick Queen and Roquan Smith),0.810,0.530
3,9:47,2,8,DEN 30,6,3,"Russell Wilson pass incomplete short right. Penalty on Marlon Humphrey: Defensive Holding, 5 yards (accepted) (no play)",0.530,1.270
3,9:47,,,,,,Timeout #1 by Denver Broncos,,
3,9:47,1,10,DEN 35,6,3,Mike Boone right end for 1 yard (tackle by Jason Pierre-Paul and Marcus Peters),1.270,0.860
3,9:10,2,9,DEN 36,6,3,Latavius Murray right guard for no gain (tackle by Chuck Clark),0.860,0.170
3,8:32,3,9,DEN 36,6,3,Russell Wilson pass complete short middle to Latavius Murray for 6 yards (tackle by Roquan Smith),0.170,-0.590
3,8:00,4,3,DEN 42,6,3,"Corliss Waitman punts 46 yards, fair catch by Devin Duvernay at BAL-12",-0.590,0.350
3,7:55,1,10,BAL 12,6,3,Tyler Huntley pass complete short left to Demarcus Robinson for 3 yards (tackle by Alex Singleton),-0.350,-0.500
3,7:18,2,7,BAL 15,6,3,Tyler Huntley pass complete short left to Devin Duvernay for 13 yards (tackle by Kareem Jackson),-0.500,0.810
3,6:33,1,10,BAL 28,6,3,Kenyan Drake up the middle for 12 yards (tackle by Josey Jewell and Kareem Jackson),0.810,1.600
3,6:03,1,10,BAL 40,6,3,Tyler Huntley pass short right intended for Mark Andrews is intercepted by Justin Simmons at BAL-48 and returned for 8 yards,1.600,-2.920
3,5:59,1,10,BAL 40,6,3,Russell Wilson pass complete short left to Latavius Murray for 2 yards (tackle by Jason Pierre-Paul),2.920,2.640
3,5:22,2,8,BAL 38,6,3,Latavius Murray left guard for -2 yards (tackle by Jason Pierre-Paul),2.640,1.680
3,4:40,3,10,BAL 40,6,3,Russell Wilson pass complete short left to Mike Boone for 8 yards (tackle by Geno Stone and Patrick Queen),1.680,1.300
3,4:03,4,2,BAL 32,9,3,Brandon McManus 50 yard field goal good,1.300,3.000
3,3:58,,,DEN 35,9,3,"Brandon McManus kicks off 64 yards, returned by Devin Duvernay for 21 yards (tackle by P.J. Locke)",0.000,0.410
3,3:53,1,10,BAL 22,9,3,Tyler Huntley pass complete short left to Patrick Ricard for no gain (tackle by Alex Singleton),0.410,-0.130
3,3:10,2,10,BAL 22,9,3,Tyler Huntley scrambles up the middle for 14 yards (tackle by Patrick Surtain),-0.130,1.330
3,2:27,1,10,BAL 36,9,3,Gus Edwards left guard for 1 yard (tackle by Alex Singleton and Jonathon Cooper),1.330,0.930
3,1:50,2,9,BAL 37,9,3,Tyler Huntley pass complete short left to Demarcus Robinson for 10 yards (tackle by Patrick Surtain),0.930,2.060
3,1:12,1,10,BAL 47,9,3,Kenyan Drake right tackle for 3 yards (tackle by Alex Singleton),2.060,1.920
3,0:31,2,7,BAL 50,9,3,Tyler Huntley pass complete short left to James Proche for 2 yards (tackle by Essang Bassey and Jonathon Cooper),1.920,1.490
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,DEN 48,9,3,Tyler Huntley pass complete short left to Isaiah Likely for 4 yards (tackle by Kareem Jackson),1.490,0.330
4,14:23,4,1,DEN 44,9,3,Tyler Huntley up the middle for 2 yards (tackle by Josey Jewell and Alex Singleton),0.330,2.790
4,13:42,1,10,DEN 42,9,3,Tyler Huntley pass complete short right to Demarcus Robinson for 10 yards (tackle by Damarri Mathis),2.790,3.450
4,13:06,1,10,DEN 32,9,3,Kenyan Drake up the middle for 3 yards (tackle by D.J. Jones and Alex Singleton),3.450,3.310
4,12:25,2,7,DEN 29,9,3,James Proche pass deep right intended for Kenyan Drake is intercepted by Justin Simmons in end zone and returned for no gain,3.310,-0.280
4,12:15,1,10,DEN 20,9,3,Latavius Murray right tackle for 5 yards (tackle by Chuck Clark),0.280,0.410
4,11:41,2,5,DEN 25,9,3,Russell Wilson pass complete short right to Kendall Hinton for 11 yards (tackle by Marcus Peters and Chuck Clark),0.410,1.330
4,11:03,1,10,DEN 36,9,3,Latavius Murray for no gain (tackle by Geno Stone and Roquan Smith),1.330,0.790
4,10:28,2,10,DEN 36,9,3,Mike Boone right end for no gain (tackle by Justin Houston),0.790,0.100
4,9:51,3,10,DEN 36,9,3,Russell Wilson sacked by Odafe Oweh for -5 yards,0.100,-1.310
4,9:20,4,15,DEN 31,9,3,"Corliss Waitman punts 41 yards, returned by Devin Duvernay for 3 yards (tackle by Jonathon Cooper)",-1.310,-1.000
4,9:10,1,10,BAL 31,9,3,Kenyan Drake right guard for 4 yards (tackle by Justin Simmons and Matt Henningsen),1.000,1.000
4,8:33,2,6,BAL 35,9,3,Tyler Huntley sacked by Baron Browning for -6 yards,1.000,-0.490
4,7:53,3,12,BAL 29,9,3,"Tyler Huntley scrambles right end for 7 yards (tackle by Patrick Surtain). Penalty on Kevin Zeitler: Offensive Holding, 10 yards (declined)",-0.490,-0.980
4,7:43,4,5,BAL 36,9,3,"Jordan Stout punts 45 yards, returned by Montrell Washington for no gain (tackle by Kevon Seymour)",-0.980,-0.150
4,7:35,1,10,DEN 19,9,3,Russell Wilson pass complete short left to Latavius Murray for 4 yards (tackle by Patrick Queen and Roquan Smith),0.150,0.210
4,6:56,2,6,DEN 23,9,3,Russell Wilson pass complete deep middle to Greg Dulcich for 30 yards (tackle by Geno Stone),0.210,2.460
4,6:09,1,10,BAL 47,9,3,Montrell Washington left end for -1 yards (tackle by Roquan Smith),2.460,1.780
4,5:22,2,11,BAL 48,9,3,Russell Wilson pass incomplete deep left intended for Greg Dulcich,1.780,1.090
4,5:17,3,11,BAL 48,9,3,Russell Wilson pass incomplete deep right intended for Montrell Washington,1.090,0.070
4,5:12,4,11,BAL 48,9,3,Corliss Waitman punts 39 yards downed by Mike Boone,0.070,0.380
4,5:02,1,10,BAL 9,9,3,Tyler Huntley scrambles right end for 4 yards (tackle by Jacob Martin),-0.380,-0.480
4,4:56,2,6,BAL 13,9,3,Tyler Huntley pass complete short left to Isaiah Likely for 5 yards (tackle by Josey Jewell),-0.480,-0.370
4,4:38,3,1,BAL 18,9,3,Gus Edwards right end for no gain (tackle by Alex Singleton and Josey Jewell),-0.370,-2.240
4,4:22,4,1,BAL 18,9,3,Mark Andrews up the middle for 1 yard (tackle by Alex Singleton and Josey Jewell),-2.240,0.150
4,3:47,1,10,BAL 19,9,3,Tyler Huntley pass complete short middle to James Proche for 7 yards (tackle by Mike Purcell),0.150,0.610
4,3:09,2,3,BAL 26,9,3,"Tyler Huntley pass incomplete short middle intended for Justice Hill. Penalty on Daniel Faalele: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.610,-0.060
4,3:09,2,8,BAL 21,9,3,"Tyler Huntley pass complete short middle to Mark Andrews for 5 yards (tackle by Damarri Mathis). Penalty on Alex Singleton: Personal Foul / Defense, 15 yards (accepted)",-0.060,1.660
4,3:03,1,10,BAL 41,9,3,Tyler Huntley sacked by DeShawn Williams for no gain,1.660,1.120
4,2:32,2,10,BAL 41,9,3,Tyler Huntley pass complete short right to Justice Hill for 5 yards. Justice Hill fumbles (forced by Justin Simmons),1.120,1.090
4,2:00,3,5,BAL 46,9,3,"Tyler Huntley pass incomplete deep right intended for Mark Andrews. Penalty on Patrick Surtain: Defensive Pass Interference, 17 yards (accepted) (no play)",1.090,3.120
4,1:56,1,10,DEN 37,9,3,Tyler Huntley pass complete short right to Justice Hill for -1 yards (tackle by Patrick Surtain),3.120,2.440
4,1:50,2,11,DEN 38,9,3,Tyler Huntley pass complete short left to Isaiah Likely for 12 yards (tackle by Alex Singleton),2.440,3.840
4,1:26,1,10,DEN 26,9,3,Tyler Huntley scrambles left end for 3 yards (tackle by Essang Bassey),3.840,3.700
4,1:19,2,7,DEN 23,9,3,Tyler Huntley pass complete short right to Kenyan Drake for 4 yards (tackle by Josey Jewell),3.700,3.570
4,1:13,3,3,DEN 19,9,3,Kenyan Drake right tackle for 1 yard (tackle by Josey Jewell and DeShawn Williams),3.570,2.370
4,1:06,,,,,,Timeout #1 by Baltimore Ravens,,
4,1:06,4,2,DEN 18,9,3,Tyler Huntley left tackle for 3 yards (tackle by Josey Jewell),2.370,4.580
4,0:35,1,10,DEN 15,9,3,Tyler Huntley pass complete short left to Kenyan Drake for 13 yards (tackle by Alex Singleton),4.580,6.740
4,0:12,,,,,,Timeout #2 by Baltimore Ravens,,
4,0:31,1,2,DEN 2,9,9,"Tyler Huntley up the middle for 2 yards, touchdown",6.740,7.000
4,0:28,,,DEN 15,9,10,Justin Tucker kicks extra point good,0.000,0.000
4,0:28,,,BAL 35,9,10,"Justin Tucker kicks off 62 yards, returned by Montrell Washington for 15 yards (tackle by Kevon Seymour)",0.000,0.040
4,0:23,1,10,DEN 18,9,10,Russell Wilson pass complete short right to Jerry Jeudy for 16 yards (tackle by Marcus Peters),0.040,1.200
4,0:16,,,,,,Timeout #3 by Denver Broncos,,
4,0:16,1,10,DEN 34,9,10,Russell Wilson scrambles up the middle for 17 yards (tackle by Kyle Hamilton and Chuck Clark),1.200,2.320
4,0:09,,,,,,Timeout #3 by Denver Broncos,,
4,0:09,1,10,BAL 49,9,10,Russell Wilson scrambles right end for 4 yards (tackle by Tyus Bowser),2.320,2.320
4,0:02,2,6,BAL 45,9,10,Brandon McManus 63 yard field goal no good,2.320,2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
