Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Latavius Murray,DEN,17,47,0,1,31,1.8,16,0.9,1,17.0
Mike Boone,DEN,6,18,0,2,13,2.2,5,0.8,1,6.0
Marlon Mack,DEN,2,3,0,,2,1.0,1,0.5,0,
Russell Wilson,DEN,2,21,0,1,20,10.0,1,0.5,0,
Montrell Washington,DEN,1,-1,0,,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tyler Huntley,BAL,10,41,1,5,40,4.0,1,0.1,0,
Kenyan Drake,BAL,7,29,0,1,24,3.4,5,0.7,0,
Gus Edwards,BAL,6,12,0,1,7,1.2,5,0.8,0,
Devin Duvernay,BAL,2,9,0,1,7,3.5,2,1.0,0,
Mark Andrews,BAL,1,1,0,1,1,1.0,0,0.0,0,
Justice Hill,BAL,1,2,0,,2,2.0,0,0.0,0,
Lamar Jackson,BAL,1,9,0,,7,7.0,2,2.0,0,
