Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
1,10:04,2,5,TEN 8,0,7,Ben Roethlisberger pass incomplete short middle intended for Jesse James (defended by Kevin Byard),4.960,4.100
1,10:00,3,5,TEN 8,0,7,"Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell. Penalty on Marcus Gilbert: Face Mask (15 Yards), 15 yards (no play)",4.100,2.150
1,9:52,3,20,TEN 23,0,7,Ben Roethlisberger pass incomplete deep left intended for Jesse James,2.150,1.930
1,9:45,4,20,TEN 23,0,10,Chris Boswell 41 yard field goal good,1.930,3.000
1,9:41,,,PIT 35,0,10,"Chris Boswell kicks off 69 yards, returned by Adoree' Jackson for 36 yards (tackle by Chris Boswell)",0.000,-1.070
1,9:34,1,10,TEN 32,0,10,DeMarco Murray middle for 4 yards (tackle by Bud Dupree),1.070,1.070
1,8:58,2,6,TEN 36,0,10,Adoree' Jackson right tackle for 5 yards (tackle by Coty Sensabaugh and Ryan Shazier),1.070,1.030
1,8:10,3,1,TEN 41,0,10,"Penalty on Marcus Mariota: Delay of Game, 5 yards (no play)",1.030,0.370
1,7:50,3,6,TEN 36,0,10,Marcus Mariota pass complete short left to Rishard Matthews for 8 yards (tackle by Artie Burns),0.370,0.000
1,7:11,,,,,,Timeout #1 by Tennessee Titans,0.000,-1.860
1,7:11,1,10,TEN 44,0,10,Derrick Henry left end for 13 yards (tackle by Robert Golden),1.860,2.720
1,6:26,1,10,PIT 43,0,10,Marcus Mariota pass complete deep middle to Rishard Matthews for 18 yards (tackle by Vince Williams and Robert Golden),2.720,3.910
1,5:48,1,10,PIT 25,0,10,DeMarco Murray middle for 2 yards (tackle by Robert Golden and Leterrius Walton),3.910,3.630
1,5:13,2,8,PIT 23,0,10,DeMarco Murray left guard for 1 yard (tackle by Vince Williams and T.J. Watt),3.630,3.070
1,4:28,3,7,PIT 22,0,10,Marcus Mariota pass complete short left to Corey Davis for 15 yards (tackle by Artie Burns),3.070,5.600
1,3:56,1,7,PIT 7,0,10,Derrick Henry middle for no gain (tackle by Ryan Shazier),5.600,4.760
1,3:16,2,7,PIT 7,0,10,Eric Decker pass incomplete,4.760,3.810
1,3:11,3,7,PIT 7,6,10,"Marcus Mariota right guard for 7 yards, touchdown",3.810,7.000
1,3:05,,,PIT 15,7,10,Ryan Succop kicks extra point good,0.000,0.000
1,3:05,,,TEN 35,7,10,"Ryan Succop kicks off 61 yards, returned by Terrell Watson for 21 yards (tackle by Daren Bates)",0.000,-0.610
1,3:00,1,10,PIT 25,7,10,James Conner right tackle for -1 yards (tackle by Jurrell Casey and Austin Johnson),0.610,-0.070
1,2:17,2,11,PIT 24,7,10,James Conner middle for no gain (tackle by Brian Orakpo and Johnathan Cyprien),-0.070,-0.760
1,1:35,3,11,PIT 24,7,10,Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster,-0.760,-1.770
1,1:30,4,11,PIT 24,7,10,"Jordan Berry punts 53 yards, returned by Adoree' Jackson for 10 yards (tackle by Mike Hilton)",-1.770,-1.140
1,1:20,1,10,TEN 33,7,10,Marcus Mariota pass complete deep left to Eric Decker for 24 yards (tackle by Mike Hilton),1.140,2.720
1,0:41,1,10,PIT 43,7,10,Marcus Mariota pass complete short right to Eric Decker for 4 yards (tackle by Coty Sensabaugh and Ryan Shazier),2.720,2.720
1,0:03,2,6,PIT 39,7,10,Marcus Mariota sacked by Cameron Heyward for -8 yards. Penalty on Quinton Spain: Offensive Holding (Declined),2.720,0.960
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,14,PIT 47,7,10,"Penalty on Cameron Heyward: Defensive Offside, 5 yards (no play)",0.960,1.620
2,15:00,3,9,PIT 42,7,10,Marcus Mariota pass complete short left to Delanie Walker for 8 yards (tackle by Ryan Shazier),1.620,1.100
2,14:33,4,1,PIT 34,7,10,Marcus Mariota middle for 2 yards (tackle by Javon Hargrave and Stephon Tuitt),1.100,3.450
2,13:59,1,10,PIT 32,7,10,DeMarco Murray middle for -2 yards (tackle by Javon Hargrave and Bud Dupree),3.450,2.630
2,13:13,2,12,PIT 34,7,10,Marcus Mariota pass complete short left to DeMarco Murray for -1 yards (tackle by Cameron Heyward and Ryan Shazier),2.630,1.820
2,12:28,3,13,PIT 35,7,10,"Penalty on Jack Conklin: False Start, 5 yards (no play)",1.820,1.160
2,12:09,3,18,PIT 40,7,10,Marcus Mariota pass complete short left to DeMarco Murray for 10 yards (tackle by Sean Davis),1.160,1.410
2,11:34,4,8,PIT 30,7,10,"Ryan Succop 48 yard field goal no good, blocked by T.J. Watt",1.410,-1.470
2,11:23,1,10,PIT 38,7,10,Ben Roethlisberger pass complete short right to Le'Veon Bell for -1 yards (tackle by Jayon Brown),1.470,0.790
2,10:43,2,11,PIT 37,7,10,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,0.790,0.100
2,10:38,3,11,PIT 37,7,10,Ben Roethlisberger sacked by Derrick Morgan for -6 yards,0.100,-1.310
2,10:08,4,17,PIT 31,7,10,"Jordan Berry punts 40 yards, out of bounds",-1.310,-0.870
2,10:00,1,10,TEN 29,7,10,Marcus Mariota pass incomplete short middle intended for Jonnu Smith (defended by T.J. Watt),0.870,0.330
2,9:57,2,10,TEN 29,7,10,Marcus Mariota pass complete short left to Delanie Walker for 8 yards,0.330,0.700
2,9:37,3,2,TEN 37,7,10,Marcus Mariota sacked by Stephon Tuitt for -6 yards,0.700,-1.310
2,9:03,4,8,TEN 31,7,10,"Brett Kern punts 46 yards, returned by Antonio Brown for 7 yards (tackle by Taywan Taylor)",-1.310,-0.940
2,8:54,1,10,PIT 30,7,10,Ben Roethlisberger pass complete short left to Jesse James for 5 yards (tackle by Logan Ryan),0.940,1.070
2,8:22,2,5,PIT 35,7,10,"Ben Roethlisberger pass complete deep right to Martavis Bryant for 25 yards. Penalty on Martavis Bryant: Offensive Pass Interference, 10 yards (no play)",1.070,-0.280
2,8:00,2,15,PIT 25,7,10,Le'Veon Bell left tackle for 7 yards (tackle by Kevin Byard),-0.280,-0.030
2,7:22,3,8,PIT 32,7,10,"Ben Roethlisberger pass incomplete deep right intended for Martavis Bryant. Penalty on Derrick Morgan: Defensive Offside, 5 yards (no play)",-0.030,0.630
2,7:16,3,3,PIT 37,7,10,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,0.630,-0.910
2,7:09,4,3,PIT 37,7,10,"Jordan Berry punts 59 yards. Penalty on Brynden Trawick: Offensive Holding, 2 yards",-0.910,0.380
2,6:59,1,10,TEN 2,7,10,Derrick Henry right end for 16 yards (tackle by Artie Burns),-0.380,0.040
2,6:33,1,10,TEN 18,7,10,Derrick Henry middle for -2 yards (tackle by Vince Williams),0.040,-0.800
2,5:55,2,12,TEN 16,7,10,"Marcus Mariota pass incomplete short left intended for Rishard Matthews. Penalty on Stephon Tuitt: Roughing the Passer, 15 yards (no play)",-0.800,1.000
2,5:50,1,10,TEN 31,7,10,"Marcus Mariota pass complete short right to DeMarco Murray for 3 yards (tackle by Ryan Shazier). Penalty on T.J. Watt: Illegal Use of Hands, 5 yards (no play)",1.000,1.330
2,5:30,1,10,TEN 36,7,10,Derrick Henry right tackle for -2 yards (tackle by Sean Davis),1.330,0.520
2,4:49,2,12,TEN 34,7,10,Derrick Henry left guard for 7 yards (tackle by Anthony Chickillo and Ryan Shazier),0.520,0.760
2,4:07,3,5,TEN 41,7,10,Marcus Mariota pass complete short left to Eric Decker for 9 yards (tackle by Artie Burns and Mike Hilton),0.760,2.260
2,3:21,1,10,,7,10,Marcus Mariota pass incomplete short right intended for Corey Davis is intercepted by Coty Sensabaugh at PIT-48 and returned for 32 yards,2.260,-4.240
2,3:11,1,10,TEN 20,7,10,Ben Roethlisberger pass incomplete deep right intended for Martavis Bryant (defended by Logan Ryan),4.240,3.690
2,3:04,2,10,TEN 20,7,10,Le'Veon Bell left guard for 3 yards (tackle by Wesley Woodyard and Avery Williamson),3.690,3.360
2,2:23,3,7,TEN 17,7,10,Ben Roethlisberger pass complete short left to Le'Veon Bell for 8 yards (tackle by Adoree' Jackson),3.360,3.360
2,2:23,3,7,TEN 17,7,10,Ben Roethlisberger pass complete short left to Le'Veon Bell for 8 yards (tackle by Adoree' Jackson),3.360,5.140
2,2:00,1,9,TEN 9,7,10,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell,5.140,4.380
2,1:57,2,9,TEN 9,7,10,Ben Roethlisberger sacked by Karl Klug for -6 yards,4.380,0.000
2,1:48,,,,,,Timeout #2 by Tennessee Titans,0.000,-2.930
2,1:48,3,15,TEN 15,7,10,"Penalty on David DeCastro: False Start, 5 yards (no play)",2.930,2.340
2,1:48,3,20,TEN 20,7,10,Ben Roethlisberger middle for 10 yards (tackle by Brian Orakpo),2.340,0.000
2,1:40,,,,,,Timeout #3 by Tennessee Titans,0.000,-2.760
2,1:39,4,10,TEN 10,7,13,Chris Boswell 28 yard field goal good,2.760,3.000
2,1:37,,,PIT 35,7,13,"Chris Boswell kicks off 65 yards, returned by Adoree' Jackson for 25 yards (tackle by Tyler Matakevich)",0.000,-0.610
2,1:32,1,10,TEN 25,7,13,DeMarco Murray right tackle for -4 yards (tackle by Mike Hilton),0.610,0.000
2,1:27,,,,,,Timeout #1 by Pittsburgh Steelers,0.000,0.480
2,1:27,2,14,TEN 21,7,13,Marcus Mariota pass complete short left to Rishard Matthews for 4 yards (tackle by Artie Burns),-0.480,0.000
2,1:22,,,,,,Timeout #2 by Pittsburgh Steelers,0.000,0.620
2,1:22,3,10,TEN 25,7,13,Derrick Henry middle for no gain (tackle by Ryan Shazier),-0.620,-1.700
2,1:18,4,10,TEN 25,7,13,"Brett Kern punts 42 yards, out of bounds",-1.700,-1.140
2,1:11,1,10,PIT 33,7,13,Ben Roethlisberger pass complete short right to Jesse James for 3 yards (tackle by Johnathan Cyprien),1.140,1.000
2,1:07,2,7,PIT 36,7,13,"Ben Roethlisberger pass incomplete short left intended for JuJu Smith-Schuster (defended by Logan Ryan). Penalty on Adoree' Jackson: Illegal Use of Hands, 5 yards (no play)",1.000,1.660
2,1:00,1,10,PIT 41,7,13,Ben Roethlisberger pass incomplete short left intended for Martavis Bryant,1.660,1.120
2,0:57,2,10,PIT 41,7,13,"Ben Roethlisberger pass complete short right to Antonio Brown for 17 yards (tackle by Adoree' Jackson). Antonio Brown fumbles (forced by Adoree' Jackson), recovered by Martavis Bryant at TEN-32",1.120,3.450
2,0:33,1,10,TEN 32,7,13,Ben Roethlisberger spiked the ball,3.450,2.900
2,0:32,2,10,TEN 32,7,13,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell,2.900,2.210
2,0:28,3,10,TEN 32,7,13,Ben Roethlisberger pass incomplete short middle intended for Jesse James,2.210,1.240
2,0:23,4,10,TEN 32,7,16,Chris Boswell 50 yard field goal good,1.240,3.000
2,0:18,,,PIT 35,7,16,"Chris Boswell kicks off 65 yards, returned by Adoree' Jackson for 14 yards (tackle by Roosevelt Nix)",0.000,0.280
2,0:18,1,10,TEN 14,7,16,Marcus Mariota kneels for -2 yards,-0.280,-0.930
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,7,16,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,TEN 25,13,16,"Marcus Mariota pass complete deep middle to Rishard Matthews for 75 yards, touchdown",0.610,7.000
3,14:49,,,PIT 15,14,16,Ryan Succop kicks extra point good,0.000,0.000
3,14:49,,,TEN 35,14,16,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,14:48,1,10,PIT 25,14,16,Ben Roethlisberger pass complete short right to Jesse James for 1 yard (tackle by Adoree' Jackson),0.610,0.200
3,14:10,2,9,PIT 26,14,16,Ben Roethlisberger pass complete short left to Antonio Brown for 12 yards (tackle by Adoree' Jackson),0.200,1.470
3,13:33,1,10,PIT 38,14,16,Ben Roethlisberger pass complete short left to Le'Veon Bell for 6 yards (tackle by Adoree' Jackson),1.470,1.730
3,12:57,2,4,PIT 44,14,16,Ben Roethlisberger pass complete short middle to Jesse James for 11 yards (tackle by Johnathan Cyprien),1.730,2.590
3,12:22,1,10,TEN 45,14,16,Ben Roethlisberger pass complete short right to Le'Veon Bell for 14 yards (tackle by Adoree' Jackson),2.590,3.510
3,11:47,1,10,TEN 31,14,16,Ben Roethlisberger pass incomplete deep middle intended for JuJu Smith-Schuster (defended by LeShaun Sims),3.510,2.970
3,11:41,2,10,TEN 31,14,16,"Ben Roethlisberger pass incomplete short middle intended for Le'Veon Bell. Penalty on Jurrell Casey: Roughing the Passer, 15 yards (no play)",2.970,4.510
3,11:37,1,10,TEN 16,14,16,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown (defended by Adoree' Jackson),4.510,3.900
3,11:29,2,10,TEN 16,14,16,Le'Veon Bell right guard for -1 yards (tackle by Jurrell Casey),3.900,3.020
3,10:51,3,11,TEN 17,14,16,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 12 yards (tackle by Johnathan Cyprien),3.020,6.060
3,10:05,1,5,TEN 5,14,22,"Ben Roethlisberger pass complete short middle to Antonio Brown for 5 yards, touchdown",6.060,7.000
3,10:01,,,TEN 15,14,23,Chris Boswell kicks extra point good,0.000,0.000
3,10:01,,,PIT 35,14,23,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
3,10:01,1,10,TEN 25,14,23,DeMarco Murray middle for 5 yards (tackle by Javon Hargrave and Vince Williams),0.610,0.740
3,9:22,2,5,TEN 30,14,23,Marcus Mariota pass complete deep middle to Delanie Walker for 42 yards (tackle by Vince Williams),0.740,3.710
3,8:36,1,10,PIT 28,14,23,Marcus Mariota pass complete short left to DeMarco Murray for 9 yards (tackle by Artie Burns),3.710,4.420
3,8:01,2,1,PIT 19,14,23,DeMarco Murray middle for 2 yards (tackle by Stephon Tuitt and Ryan Shazier),4.420,4.440
3,7:20,1,10,PIT 17,14,23,Marcus Mariota pass incomplete deep middle intended for Delanie Walker,4.440,3.850
3,7:14,2,10,PIT 17,14,23,Marcus Mariota pass complete short right to Delanie Walker for 6 yards (tackle by Mike Hilton and Sean Davis),3.850,4.100
3,6:28,3,4,PIT 11,14,23,Marcus Mariota sacked by Cameron Heyward for -15 yards,4.100,1.740
3,5:38,4,19,PIT 26,17,23,Ryan Succop 44 yard field goal good,1.740,3.000
3,5:34,,,TEN 35,17,23,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,5:34,1,10,PIT 25,17,23,Ben Roethlisberger sacked by Erik Walden for -3 yards,0.610,-0.340
3,4:56,2,13,PIT 22,17,23,Le'Veon Bell left guard for 3 yards (tackle by Sylvester Williams),-0.340,-0.620
3,4:12,3,10,PIT 25,17,23,Ben Roethlisberger pass complete deep left to Martavis Bryant for 20 yards (tackle by Johnathan Cyprien),-0.620,1.930
3,3:33,1,10,PIT 45,17,23,Ben Roethlisberger pass complete short left to Le'Veon Bell for 6 yards (tackle by Adoree' Jackson),1.930,2.190
3,3:03,2,4,TEN 49,17,23,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 18 yards (tackle by Logan Ryan),2.190,3.510
3,2:35,1,10,TEN 31,17,23,Ben Roethlisberger pass complete short right to Le'Veon Bell for 9 yards (tackle by Logan Ryan and Jayon Brown),3.510,4.180
3,1:48,2,1,TEN 22,17,23,Le'Veon Bell middle for 2 yards (tackle by Jayon Brown and Johnathan Cyprien),4.180,4.240
3,1:06,1,10,TEN 20,17,23,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 6 yards (tackle by Derrick Morgan),4.240,4.640
3,0:38,2,4,TEN 14,17,23,Ben Roethlisberger pass complete short right to Antonio Brown for 6 yards,4.640,5.370
3,0:06,1,8,TEN 8,17,23,Ben Roethlisberger pass incomplete short middle intended for JuJu Smith-Schuster,5.370,4.570
3,0:02,2,8,TEN 8,17,23,Le'Veon Bell left guard for 7 yards (tackle by Kevin Byard and Logan Ryan),4.570,5.170
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,TEN 1,17,29,"Ben Roethlisberger pass complete short middle to Jesse James for 1 yard, touchdown",5.170,7.000
4,14:56,,,TEN 15,17,30,Chris Boswell kicks extra point good,0.000,0.000
4,14:56,,,PIT 35,17,30,"Chris Boswell kicks off 60 yards, returned by Adoree' Jackson for 9 yards (tackle by Tyler Matakevich)",0.000,0.280
4,14:52,1,10,TEN 14,17,30,"DeMarco Murray left guard for 4 yards (tackle by Stephon Tuitt and T.J. Watt). Penalty on TEN: Illegal Shift, 5 yards (no play)",-0.280,-0.570
4,14:38,1,15,TEN 9,17,30,Marcus Mariota pass complete short middle to Corey Davis for 4 yards (tackle by Mike Hilton),-0.570,-0.850
4,13:59,2,11,TEN 13,17,30,Marcus Mariota pass incomplete short middle intended for Taywan Taylor,-0.850,-1.530
4,13:56,3,11,TEN 13,17,30,Marcus Mariota pass incomplete short right intended for Delanie Walker,-1.530,-2.490
4,13:53,4,11,TEN 13,17,30,"Brett Kern punts 54 yards, returned by Antonio Brown for 16 yards (tackle by Phillip Supernaw)",-2.490,-2.190
4,13:39,1,10,PIT 49,17,30,Ben Roethlisberger pass complete deep left to Antonio Brown for 23 yards,2.190,3.710
4,13:02,1,10,TEN 28,17,30,"Ben Roethlisberger pass incomplete short right intended for JuJu Smith-Schuster. Penalty on LeShaun Sims: Defensive Pass Interference, 13 yards (no play)",3.710,4.580
4,13:00,1,10,TEN 15,17,30,Le'Veon Bell left guard for 5 yards (tackle by Logan Ryan),4.580,4.840
4,12:18,2,5,TEN 10,17,36,"Ben Roethlisberger pass complete short right to Antonio Brown for 10 yards, touchdown",4.840,7.000
4,12:12,,,TEN 15,17,37,Chris Boswell kicks extra point good,0.000,0.000
4,12:12,,,PIT 35,17,37,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
4,12:12,1,10,TEN 25,17,37,Marcus Mariota pass complete short right to DeMarco Murray for 6 yards (tackle by Robert Golden),0.610,0.870
4,11:49,2,4,TEN 31,17,37,Marcus Mariota pass incomplete deep middle intended for Corey Davis is intercepted by Robert Golden at PIT-49,0.870,-2.130
4,11:39,1,10,PIT 48,17,37,Ben Roethlisberger pass complete short left to Le'Veon Bell for 6 yards (tackle by Avery Williamson),2.130,2.390
4,10:56,2,4,TEN 46,17,37,Le'Veon Bell right tackle for 5 yards (tackle by Logan Ryan and Johnathan Cyprien),2.390,2.850
4,10:11,1,10,TEN 41,17,37,Le'Veon Bell middle for 2 yards (tackle by Wesley Woodyard and Sylvester Williams),2.850,2.580
4,9:32,2,8,TEN 39,17,37,Ben Roethlisberger pass complete short right to Martavis Bryant for 10 yards,2.580,3.640
4,8:55,1,10,TEN 29,17,37,Le'Veon Bell middle for 4 yards (tackle by Erik Walden and Logan Ryan),3.640,3.640
4,8:16,2,6,TEN 25,17,37,Ben Roethlisberger pass complete short left to Le'Veon Bell for 8 yards (tackle by Avery Williamson),3.640,4.440
4,7:21,1,10,TEN 17,17,37,James Conner left guard for 3 yards (tackle by DaQuan Jones),4.440,4.320
4,6:45,2,7,TEN 14,17,37,James Conner left guard for 5 yards (tackle by Adoree' Jackson),4.320,4.570
4,6:02,3,2,TEN 9,17,37,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 1 yard (tackle by Derrick Morgan and Johnathan Cyprien),4.570,2.990
4,5:24,4,1,TEN 8,17,40,Chris Boswell 26 yard field goal good,2.990,3.000
4,5:21,,,PIT 35,17,40,"Chris Boswell kicks off 65 yards, returned by Adoree' Jackson for 19 yards (tackle by Tyler Matakevich)",0.000,-0.150
4,5:14,1,10,TEN 19,17,40,Marcus Mariota sacked by Vince Williams for -9 yards,0.150,-1.440
4,4:34,2,19,TEN 10,17,40,Marcus Mariota pass complete deep middle to Delanie Walker for 17 yards (tackle by Robert Golden),-1.440,-0.030
4,4:06,3,2,TEN 27,17,40,"Marcus Mariota pass incomplete short middle intended for Taywan Taylor. Penalty on Mike Hilton: Defensive Pass Interference, 6 yards (no play)",-0.030,1.140
4,4:04,1,10,TEN 33,17,40,"Marcus Mariota pass incomplete. Penalty on Ben Jones: Offensive Holding, 10 yards (no play)",1.140,0.480
4,3:57,1,20,TEN 23,17,40,Marcus Mariota pass incomplete short right intended for Corey Davis,0.480,-0.760
4,3:51,2,20,TEN 23,17,40,Marcus Mariota pass complete short left to DeMarco Murray for 13 yards (tackle by Artie Burns),-0.760,0.300
4,3:42,3,7,TEN 36,17,40,Marcus Mariota pass complete short middle to Rishard Matthews for 8 yards (tackle by Ryan Shazier),0.300,1.860
4,3:17,1,10,TEN 44,17,40,Marcus Mariota pass complete short right to Delanie Walker for 11 yards (tackle by Ryan Shazier),1.860,2.590
4,3:12,1,10,PIT 45,17,40,Marcus Mariota sacked by Leterrius Walton for -4 yards,2.590,1.500
4,2:42,2,14,PIT 49,17,40,Marcus Mariota pass complete short left to Corey Davis for 8 yards (tackle by Artie Burns),1.500,1.880
4,2:39,3,6,PIT 41,17,40,Marcus Mariota pass incomplete short right intended for Corey Davis,1.880,0.530
4,2:34,4,6,PIT 41,17,40,Marcus Mariota pass incomplete short middle intended for Delanie Walker is intercepted by Sean Davis at PIT-37 and returned for 41 yards,0.530,-4.110
4,2:22,1,10,TEN 22,17,40,James Conner left tackle for 5 yards (tackle by Logan Ryan),4.110,4.290
4,2:00,2,5,TEN 17,17,40,Landry Jones kneels for -1 yards,4.290,3.400
4,1:24,3,6,TEN 18,17,40,Landry Jones kneels for -1 yards,3.400,2.180
4,0:46,4,7,TEN 19,17,40,Landry Jones kneels for -1 yards,2.180,-0.280
4,0:44,1,10,TEN 20,17,40,Marcus Mariota kneels for -1 yards,0.280,-0.460
4,0:13,2,11,TEN 19,17,40,Marcus Mariota kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
