Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
1,7:13,2,5,PHI 40,7,0,Miles Sanders left tackle for 4 yards (tackle by Zach Allen),1.400,1.220
1,6:50,3,1,PHI 44,7,0,Jalen Hurts left end for -1 yards (tackle by Marco Wilson),1.220,-0.520
1,6:13,4,2,PHI 43,7,0,"Arryn Siposs punts 45 yards, fair catch by Greg Dortch at ARI-12",-0.520,0.350
1,6:05,1,10,ARI 12,7,0,Eno Benjamin left end for 5 yards (tackle by T.J. Edwards),-0.350,-0.230
1,5:40,2,5,ARI 17,7,0,Kyler Murray pass complete short middle to Zach Ertz for 9 yards (tackle by C.J. Gardner-Johnson),-0.230,0.670
1,5:20,1,10,ARI 26,7,0,Kyler Murray pass complete short left to Marquise Brown for 10 yards (tackle by Darius Slay),0.670,1.330
1,4:52,1,10,ARI 36,7,0,Kyler Murray pass incomplete short middle,1.330,0.790
1,4:48,2,10,ARI 36,7,0,James Conner left tackle for 4 yards (tackle by Kyzir White and Marlon Tuipulotu),0.790,0.630
1,4:19,3,6,ARI 40,7,0,Kyler Murray pass complete short left to James Conner for 8 yards (tackle by T.J. Edwards and Kyzir White),0.630,2.130
1,3:55,1,10,ARI 48,7,0,James Conner up the middle for 5 yards (tackle by Kyzir White),2.130,2.260
1,3:20,2,5,PHI 47,7,0,Rondale Moore left end for -5 yards (tackle by C.J. Gardner-Johnson),2.260,0.890
1,2:46,3,10,ARI 48,7,0,Kyler Murray pass incomplete deep left intended for A.J. Green,0.890,-0.190
1,2:39,4,10,ARI 48,7,0,"Andy Lee punts 39 yards, fair catch by Britain Covey at PHI-13",-0.190,0.320
1,2:31,1,10,PHI 13,7,0,Jalen Hurts pass incomplete short right intended for Dallas Goedert (defended by Byron Murphy),-0.320,-0.770
1,2:25,2,10,PHI 13,7,0,Jalen Hurts pass complete short left to Dallas Goedert for -2 yards (tackle by Zach Allen and Michael Dogbe),-0.770,-1.650
1,1:39,3,12,PHI 11,7,0,Jalen Hurts pass complete deep left to DeVonta Smith for 22 yards (tackle by Byron Murphy),-1.650,1.140
1,1:06,1,10,PHI 33,7,0,Jalen Hurts pass complete short left to Dallas Goedert for 8 yards (tackle by Jalen Thompson),1.140,1.670
1,0:29,2,2,PHI 41,7,0,Jalen Hurts pass complete short right to DeVonta Smith for 20 yards (tackle by Byron Murphy and Isaiah Simmons),1.670,2.980
Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 39,7,0,Jalen Hurts pass complete short left to Quez Watkins for 7 yards (tackle by Isaiah Simmons),2.980,3.390
2,14:26,2,3,ARI 32,7,0,Miles Sanders up the middle for no gain (tackle by Zach Allen),3.390,2.680
2,13:45,3,3,ARI 32,7,0,Miles Sanders up the middle for 4 yards (tackle by Leki Fotu and Isaiah Simmons),2.680,3.710
2,13:04,1,10,ARI 28,7,0,Jalen Hurts pass incomplete deep right,3.710,3.170
2,12:55,2,10,ARI 28,7,0,Jalen Hurts scrambles left end for 17 yards (tackle by Isaiah Simmons),3.170,4.840
2,12:27,1,10,ARI 11,7,0,"Jalen Hurts left end for 10 yards (tackle by Isaiah Simmons). Penalty on A.J. Brown: Offensive Holding, 10 yards (accepted)",4.840,4.840
2,12:22,1,10,ARI 11,7,0,Jalen Hurts pass complete short left to Dallas Goedert for 7 yards (tackle by Marco Wilson),4.840,5.470
2,11:45,2,3,ARI 4,7,0,Miles Sanders up the middle for 2 yards (tackle by Budda Baker and Cameron Thomas),5.470,5.120
2,11:22,3,1,ARI 2,7,0,Jalen Hurts up the middle for 1 yard (tackle by Leki Fotu and Budda Baker),5.120,6.970
2,10:53,1,1,ARI 1,7,0,Jalen Hurts up the middle for no gain (tackle by Cameron Thomas and Ben Niemann),6.970,5.910
2,10:14,,,,,,Timeout #1 by Philadelphia Eagles,,
2,10:14,2,1,ARI 1,13,0,"Jalen Hurts up the middle for 1 yard, touchdown",5.910,7.000
2,10:11,,,ARI 15,14,0,Cameron Dicker kicks extra point good,0.000,0.000
2,10:11,,,PHI 35,14,0,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
2,10:11,1,10,ARI 25,14,0,Kyler Murray pass incomplete deep right intended for A.J. Green,0.610,0.060
2,10:05,2,10,ARI 25,14,0,James Conner up the middle for 3 yards (tackle by Kyzir White),0.060,-0.230
2,9:35,3,7,ARI 28,14,0,Kyler Murray pass incomplete deep middle intended for Zach Ertz,-0.230,-1.500
2,9:31,4,7,ARI 28,14,0,"Andy Lee punts 55 yards, returned by Britain Covey for 7 yards (tackle by Antonio Hamilton)",-1.500,-0.540
2,9:20,1,10,PHI 24,14,0,"Jalen Hurts pass intended for A.J. Brown is intercepted by Jalen Thompson at PHI-40 and returned for -2 yards Replay Assistant challenged the pass interception ruling, and the original play was overturned. Jalen Hurts pass incomplete deep left intended for A.J. Brown (defended by Jalen Thompson)",0.540,0.000
2,9:15,2,10,PHI 24,14,0,Jalen Hurts pass complete short right to DeVonta Smith for -1 yards (tackle by Byron Murphy),0.000,-0.820
2,8:31,3,11,PHI 23,14,0,Jalen Hurts sacked by Zach Allen for -11 yards,-0.820,-2.490
2,7:53,4,22,PHI 12,14,0,"Arryn Siposs punts 55 yards, returned by Greg Dortch for 10 yards (tackle by Kyron Johnson and Zech McPhearson)",-2.490,-1.800
2,7:40,1,10,ARI 43,14,0,James Conner up the middle for 13 yards (tackle by Kyzir White and T.J. Edwards),1.800,2.650
2,7:22,1,10,PHI 44,14,0,Kyler Murray pass complete short right to Rondale Moore for -2 yards (tackle by Josiah Scott),2.650,1.840
2,6:49,2,12,PHI 46,14,0,Kyler Murray pass complete short left to Marquise Brown for 14 yards (tackle by Darius Slay),1.840,3.450
2,6:22,1,10,PHI 32,14,0,James Conner right tackle for 8 yards (tackle by Marlon Tuipulotu),3.450,3.980
2,6:00,2,2,PHI 24,14,0,James Conner up the middle for -1 yards (tackle by Marcus Epps),3.980,3.140
2,5:33,3,3,PHI 25,14,6,"Kyler Murray pass complete short middle to Marquise Brown for 25 yards, touchdown",3.140,7.000
2,5:24,,,PHI 15,14,7,Matt Ammendola kicks extra point good,0.000,0.000
2,5:24,,,ARI 35,14,7,"Matt Ammendola kicks off 65 yards, touchback.",0.000,0.610
2,5:24,1,10,PHI 25,14,7,Jalen Hurts pass complete short right to Quez Watkins for 6 yards (tackle by Zaven Collins),0.610,0.870
2,4:54,2,4,PHI 31,14,7,Jalen Hurts pass complete short right to DeVonta Smith for 9 yards (tackle by Byron Murphy and Jalen Thompson),0.870,1.600
2,4:23,1,10,PHI 40,14,7,Jalen Hurts pass incomplete short left intended for A.J. Brown,1.600,1.050
2,4:19,2,10,PHI 40,14,7,Jalen Hurts pass complete short left to DeVonta Smith for 8 yards (tackle by Isaiah Simmons),1.050,1.420
2,3:38,3,2,PHI 48,14,7,Jalen Hurts pass incomplete short right,1.420,-0.190
2,3:34,4,2,PHI 48,14,7,Arryn Siposs punts 45 yards downed by Zech McPhearson,-0.190,0.380
2,3:22,1,10,ARI 7,14,7,James Conner left tackle for 2 yards (tackle by Jordan Davis),-0.380,-0.630
2,2:49,2,8,ARI 9,14,7,Kyler Murray pass complete short middle to Marquise Brown for 13 yards (tackle by C.J. Gardner-Johnson and Darius Slay),-0.630,0.410
2,2:29,1,10,ARI 22,14,7,Kyler Murray pass incomplete short middle intended for Marquise Brown,0.410,-0.130
2,2:25,2,10,ARI 22,14,7,Kyler Murray pass complete short left to Zach Ertz for 6 yards (tackle by C.J. Gardner-Johnson),-0.130,-0.030
2,2:00,3,4,ARI 28,14,7,Kyler Murray pass incomplete deep middle intended for Zach Ertz (defended by Marcus Epps),-0.030,-1.500
2,1:55,4,4,ARI 28,14,7,Darrel Williams right end for 7 yards (tackle by Andre Chachere and Reed Blankenship),-1.500,1.270
2,1:48,,,,,,Timeout #1 by Arizona Cardinals,,
2,1:48,1,10,ARI 35,14,7,Kyler Murray pass complete short left to Rondale Moore for 9 yards (tackle by Josh Sweat),1.270,1.940
2,1:28,2,1,ARI 44,14,7,Kyler Murray pass complete short left to Zach Ertz for 9 yards (tackle by C.J. Gardner-Johnson),1.940,2.460
2,1:23,1,10,PHI 47,14,7,Kyler Murray pass complete short left to Marquise Brown for 9 yards (tackle by Darius Slay),2.460,3.130
2,1:06,2,1,PHI 38,14,7,Darrel Williams left tackle for no gain (tackle by Javon Hargrave),3.130,2.410
2,1:00,,,,,,Timeout #2 by Arizona Cardinals,,
2,1:00,3,1,PHI 38,14,7,James Conner up the middle for 17 yards (tackle by Marcus Epps),2.410,4.170
2,0:45,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:45,1,10,PHI 21,14,7,Kyler Murray pass complete short middle to Rondale Moore for 8 yards (tackle by T.J. Edwards),4.170,4.950
2,0:19,2,2,PHI 13,14,7,Kyler Murray pass complete short middle to Eno Benjamin for 11 yards (tackle by Darius Slay and Marcus Epps),4.950,6.740
2,0:10,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:10,1,2,PHI 2,14,7,Kyler Murray pass incomplete short left intended for Rondale Moore,6.740,5.720
2,0:07,2,2,PHI 2,14,7,Kyler Murray pass incomplete short right intended for Zach Ertz,5.720,4.950
2,0:03,3,2,PHI 2,14,10,Matt Ammendola 20 yard field goal good,4.950,3.000
Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,14,10,"Matt Ammendola kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,14,10,Miles Sanders right end for 12 yards (tackle by Jalen Thompson and Budda Baker),0.610,1.400
3,14:35,1,10,PHI 37,14,10,Jalen Hurts pass complete short left to Quez Watkins for 6 yards (tackle by Isaiah Simmons),1.400,1.670
3,14:11,2,4,PHI 43,14,10,Jalen Hurts pass complete short left to Dallas Goedert for 11 yards (tackle by Marco Wilson),1.670,2.520
3,13:40,1,10,ARI 46,14,10,Jalen Hurts scrambles up the middle for 13 yards (tackle by Budda Baker),2.520,3.380
3,12:54,1,10,ARI 33,14,10,Jalen Hurts pass complete short right to Miles Sanders for 8 yards (tackle by Byron Murphy),3.380,3.920
3,12:27,2,2,ARI 25,14,10,Jalen Hurts pass complete short left to DeVonta Smith for 10 yards (tackle by Jalen Thompson),3.920,4.580
3,11:52,1,10,ARI 15,14,10,"Miles Sanders for 11 yards. Penalty on Sua Opeta: Offensive Holding, 10 yards (accepted) (no play)",4.580,3.910
3,11:32,1,20,ARI 25,14,10,Jalen Hurts pass incomplete short left intended for A.J. Brown (defended by Zach Allen),3.910,2.670
3,11:28,2,20,ARI 25,14,10,Jalen Hurts pass complete short right to DeVonta Smith for -1 yards (tackle by Byron Murphy),2.670,1.880
3,10:43,3,21,ARI 26,14,10,Jalen Hurts pass complete short left to DeVonta Smith for 2 yards (tackle by Isaiah Simmons),1.880,1.870
3,10:01,4,19,ARI 24,17,10,Cameron Dicker 42 yard field goal good,1.870,3.000
3,9:57,,,PHI 35,17,10,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
3,9:57,1,10,ARI 25,17,10,"Darrel Williams for no gain. Penalty on Will Hernandez: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
3,9:50,1,20,ARI 15,17,10,Kyler Murray pass complete short left to Eno Benjamin for 1 yard (tackle by Darius Slay),-0.410,-1.290
3,8:53,2,19,ARI 16,17,10,Eno Benjamin up the middle for 2 yards (tackle by T.J. Edwards),-1.290,-1.720
3,8:22,3,17,ARI 18,17,10,Kyler Murray pass complete short left to Rondale Moore for 17 yards (tackle by C.J. Gardner-Johnson),-1.720,1.270
3,7:40,1,10,ARI 35,17,10,Kyler Murray scrambles right end for 5 yards (tackle by Brandon Graham),1.270,1.400
3,7:08,2,5,ARI 40,17,10,Darrel Williams up the middle for 2 yards (tackle by Marcus Epps),1.400,0.960
3,6:35,3,3,ARI 42,17,10,Kyler Murray pass complete short right to A.J. Green for 5 yards,0.960,2.060
3,6:04,1,10,ARI 47,17,10,Eno Benjamin right end for -1 yards (tackle by Brandon Graham),2.060,1.380
3,5:31,2,11,ARI 46,17,10,Kyler Murray pass incomplete short right intended for Eno Benjamin (defended by James Bradberry),1.380,0.700
3,5:27,3,11,ARI 46,17,10,Kyler Murray sacked by Haason Reddick for -11 yards,0.700,-1.040
3,4:45,4,22,ARI 35,17,10,"Andy Lee punts 51 yards, recovered by Britain Covey at PHI-14",-1.040,0.280
3,4:35,1,10,PHI 14,17,10,Miles Sanders up the middle for 2 yards (tackle by Dennis Gardeck),-0.280,-0.510
3,4:04,2,8,PHI 16,17,10,Jalen Hurts pass complete deep left to Dallas Goedert for 31 yards (tackle by Marco Wilson),-0.510,2.060
3,3:27,1,10,PHI 47,17,10,Miles Sanders up the middle for 6 yards (tackle by Cameron Thomas and Zach Allen),2.060,2.330
3,2:53,2,4,ARI 47,17,10,Jalen Hurts pass complete short right to DeVonta Smith for 6 yards (tackle by Byron Murphy),2.330,2.850
3,2:15,1,10,ARI 41,17,10,"Jalen Hurts scrambles for no gain. Penalty on Landon Dickerson: Offensive Holding, 10 yards (accepted) (no play)",2.850,2.190
3,1:46,1,20,PHI 49,17,10,Jalen Hurts pass complete short right to DeVonta Smith for 12 yards (tackle by Ben Niemann and Isaiah Simmons),2.190,2.580
3,1:14,2,8,ARI 39,17,10,Jalen Hurts pass incomplete short left intended for DeVonta Smith,2.580,1.880
3,1:08,3,8,ARI 39,17,10,Jalen Hurts sacked by and Byron Murphy for -10 yards and J.J. Watt for -10 yards,1.880,0.000
3,0:32,4,18,ARI 49,17,10,Arryn Siposs punts 39 yards downed by Kyron Johnson,0.000,0.380
3,0:20,1,10,ARI 10,17,10,Eno Benjamin right tackle for 9 yards (tackle by T.J. Edwards),-0.380,0.240
Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,ARI 19,17,10,Eno Benjamin up the middle for -4 yards (tackle by Josh Sweat),0.240,-0.840
4,14:26,3,5,ARI 15,17,10,Kyler Murray pass complete short right to A.J. Green for 6 yards (tackle by James Bradberry),-0.840,0.340
4,14:04,1,10,ARI 21,17,10,Kyler Murray pass complete short right to A.J. Green for 9 yards (tackle by James Bradberry),0.340,1.020
4,13:39,2,1,ARI 30,17,10,Eno Benjamin up the middle for no gain (tackle by Jordan Davis),1.020,0.300
4,12:58,3,1,ARI 30,17,10,Eno Benjamin left tackle for 3 yards (tackle by Javon Hargrave and T.J. Edwards),0.300,1.140
4,12:28,1,10,ARI 33,17,10,Kyler Murray pass complete short right to Rondale Moore for 28 yards (tackle by C.J. Gardner-Johnson),1.140,2.980
4,12:04,1,10,PHI 39,17,10,Kyler Murray pass complete short right to Marquise Brown for -4 yards (tackle by T.J. Edwards),2.980,1.900
4,11:22,2,14,PHI 43,17,10,Kyler Murray pass complete short left to Eno Benjamin for 16 yards (tackle by Kyzir White),1.900,3.780
4,10:55,1,10,PHI 27,17,10,Kyler Murray pass complete short left to Marquise Brown for 3 yards (tackle by Darius Slay and Josiah Scott),3.780,3.640
4,10:21,2,7,PHI 24,17,10,Kyler Murray scrambles up the middle for 13 yards (tackle by Darius Slay),3.640,4.840
4,9:47,1,10,PHI 11,17,16,"Eno Benjamin left tackle for 11 yards, touchdown",4.840,7.000
4,9:43,,,PHI 15,17,17,Matt Ammendola kicks extra point good,0.000,0.000
4,9:43,,,ARI 35,17,17,"Matt Ammendola kicks off 65 yards, touchback.",0.000,0.610
4,9:43,1,10,PHI 25,17,17,Miles Sanders left tackle for 8 yards (tackle by Jonathan Ledbetter and Isaiah Simmons),0.610,1.140
4,9:17,2,2,PHI 33,17,17,Miles Sanders up the middle for 3 yards (tackle by Zaven Collins and Ben Niemann),1.140,1.330
4,8:39,1,10,PHI 36,17,17,Jalen Hurts up the middle for 9 yards (tackle by Ben Niemann),1.330,2.010
4,8:03,2,1,PHI 45,17,17,Kenneth Gainwell up the middle for 11 yards (tackle by Isaiah Simmons),2.010,2.650
4,7:28,1,10,ARI 44,17,17,Kenneth Gainwell right tackle for 6 yards (tackle by Michael Dogbe),2.650,2.920
4,6:55,2,4,ARI 38,17,17,Kenneth Gainwell left tackle for 3 yards (tackle by Michael Dogbe),2.920,2.610
4,6:37,3,1,ARI 35,17,17,Jalen Hurts up the middle for 1 yard (tackle by Budda Baker),2.610,3.310
4,5:57,1,10,ARI 34,17,17,Miles Sanders right tackle for no gain (tackle by Zach Allen),3.310,2.770
4,5:16,2,10,ARI 34,17,17,Jalen Hurts pass complete short left to Miles Sanders for -2 yards (tackle by Byron Murphy),2.770,1.820
4,4:28,3,12,ARI 36,17,17,Jalen Hurts pass complete short middle to Dallas Goedert for 16 yards (tackle by Budda Baker),1.820,4.240
4,3:43,1,10,ARI 20,17,17,Miles Sanders up the middle for 7 yards (tackle by Jalen Thompson and Isaiah Simmons),4.240,4.830
4,2:59,2,3,ARI 13,17,17,Jalen Hurts right end for 2 yards (tackle by Isaiah Simmons),4.830,4.590
4,2:21,3,1,ARI 11,17,17,Jalen Hurts up the middle for 1 yard (tackle by Tanner Vallejo),4.590,4.910
4,2:00,1,10,ARI 10,17,17,Miles Sanders up the middle for 2 yards (tackle by Victor Dimukeje and Leki Fotu),4.910,4.570
4,1:56,,,,,,Timeout #1 by Arizona Cardinals,,
4,1:56,2,8,ARI 8,17,17,Miles Sanders up the middle for 3 yards (tackle by Victor Dimukeje),4.570,4.260
4,1:52,,,,,,Timeout #2 by Arizona Cardinals,,
4,1:52,3,5,ARI 5,17,17,Jalen Hurts pass incomplete short right intended for Quez Watkins (defended by Jalen Thompson),4.260,3.010
4,1:48,,,,,,Timeout #3 by Arizona Cardinals,,
4,1:48,4,5,ARI 5,20,17,Cameron Dicker 23 yard field goal good,3.010,3.000
4,1:45,,,PHI 35,20,17,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
4,1:45,1,10,ARI 25,20,17,Kyler Murray up the middle for 15 yards (tackle by Marcus Epps),0.610,1.600
4,1:26,1,10,ARI 40,20,17,Kyler Murray pass complete short right to Zach Ertz for 7 yards (tackle by Marcus Epps),1.600,2.000
4,1:20,2,3,ARI 47,20,17,"Penalty on Kelvin Beachum: False Start, 5 yards (accepted) (no play)",2.000,1.320
4,1:20,2,8,ARI 42,20,17,Kyler Murray pass incomplete deep left intended for Zach Ertz,1.320,0.630
4,1:15,3,8,ARI 42,20,17,Kyler Murray pass complete short left to Zach Ertz for 11 yards (tackle by C.J. Gardner-Johnson),0.630,2.460
4,0:57,1,10,PHI 47,20,17,Kyler Murray pass complete short left to Rondale Moore for 5 yards (tackle by Josiah Scott),2.460,2.590
4,0:52,2,5,PHI 42,20,17,Kyler Murray pass complete short left to Marquise Brown for 8 yards (tackle by Darius Slay),2.590,3.310
4,0:37,1,10,PHI 34,20,17,Kyler Murray spiked the ball,3.310,2.770
4,0:36,2,10,PHI 34,20,17,Kyler Murray up the middle for 9 yards (tackle by C.J. Gardner-Johnson),2.770,3.270
4,0:23,3,1,PHI 25,20,17,Kyler Murray spiked the ball,3.270,1.950
4,0:22,,,,,,Timeout #1 by Philadelphia Eagles,,
4,0:22,4,1,PHI 25,20,17,Matt Ammendola 43 yard field goal no good,1.950,-1.140
4,0:17,1,10,PHI 33,20,17,Jalen Hurts kneels for -1 yards,1.140,0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
