Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Patrick Mahomes,KAN,6,35,0,1,34,5.7,1,0.2,0,
Darrel Williams,KAN,5,20,0,2,9,1.8,11,2.2,0,
Chad Henne,KAN,1,4,0,0,4,4.0,0,0.0,0,
Tyreek Hill,KAN,1,18,0,1,18,18.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,29,86,0,6,28,1.0,58,2.0,1,29.0
Darrynton Evans,TEN,2,7,0,0,2,1.0,5,2.5,0,
Ryan Tannehill,TEN,2,6,1,2,3,1.5,3,1.5,0,
Marcus Johnson,TEN,1,5,0,1,1,1.0,4,4.0,0,
Logan Woodside,TEN,1,-1,0,,-1,-1.0,0,0.0,0,
