Quarter,Time,Tm,Detail,KAN,TEN
1.0,10:50,Titans,MyCole Pruitt 5 yard pass from Derrick Henry (Randy Bullock kick),0,7
,0:42,Titans,A.J. Brown 24 yard pass from Ryan Tannehill (Randy Bullock kick),0,14
2.0,8:07,Titans,Randy Bullock 34 yard field goal,0,17
,2:48,Titans,Ryan Tannehill 2 yard rush (Randy Bullock kick),0,24
,0:03,Titans,Randy Bullock 51 yard field goal,0,27
3.0,11:00,Chiefs,Harrison Butker 42 yard field goal,3,27
