Quarter,Time,Down,ToGo,Location,KAN,TEN,Detail,EPB,EPA
1,2:53,2,2,KAN 32,0,7,Marcus Johnson right end for 5 yards (tackle by Alex Okafor),,
1,2:11,1,10,KAN 27,0,7,Derrick Henry left tackle for no gain (tackle by Khalen Saunders and Nick Bolton),,
1,1:32,2,10,KAN 27,0,7,Ryan Tannehill pass complete short middle to A.J. Brown for 3 yards (tackle by Nick Bolton),,
1,0:49,3,7,KAN 24,0,13,"Ryan Tannehill pass complete deep left to A.J. Brown for 24 yards, touchdown",,
1,0:42,,,KAN 15,0,14,Randy Bullock kicks extra point good,,
1,0:42,,,TEN 35,0,14,"Randy Bullock kicks off 65 yards, touchback.",,
1,0:42,1,10,KAN 25,0,14,Darrel Williams left guard for 11 yards (tackle by Dane Cruikshank and Naquan Jones),,
1,0:05,1,10,KAN 36,0,14,Patrick Mahomes pass incomplete short right,,
1,0:01,2,10,KAN 36,0,14,Darrel Williams left guard for -1 yards (tackle by David Long),,
Quarter,Time,Down,ToGo,Location,KAN,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,11,KAN 35,0,14,Patrick Mahomes pass incomplete short middle intended for Mecole Hardman,,
2,14:52,4,11,KAN 35,0,14,"Tommy Townsend punts 41 yards, fair catch by Mason Kinsey at TEN-24",,
2,14:46,1,10,TEN 24,0,14,Derrick Henry right tackle for 3 yards (tackle by Jarran Reed and Alex Okafor),,
2,14:06,2,7,TEN 27,0,14,"Penalty on A.J. Brown: False Start, 5 yards (accepted) (no play)",,
2,13:47,2,12,TEN 22,0,14,Ryan Tannehill pass complete short middle to Geoff Swaim for 8 yards (tackle by Khalen Saunders and Nick Bolton),,
2,13:05,3,4,TEN 30,0,14,Ryan Tannehill scrambles up the middle for 4 yards (tackle by Jarran Reed),,
2,12:20,,,,,,Timeout #1 by Tennessee Titans,,
2,12:20,1,10,TEN 34,0,14,Derrick Henry up the middle for -1 yards (tackle by Nick Bolton),,
2,11:44,2,11,TEN 33,0,14,Ryan Tannehill pass complete short left to Derrick Henry for 13 yards (tackle by Ben Niemann and Rashad Fenton),,
2,10:56,1,10,TEN 46,0,14,Darrynton Evans left tackle for 2 yards (tackle by Nick Bolton),,
2,10:14,2,8,TEN 48,0,14,Ryan Tannehill pass complete deep middle to MyCole Pruitt for 22 yards (tackle by Juan Thornhill),,
2,9:41,1,10,KAN 30,0,14,Ryan Tannehill pass complete short left to Josh Reynolds for 10 yards (tackle by Juan Thornhill),,
2,9:01,1,10,KAN 20,0,14,Ryan Tannehill pass incomplete short right intended for Julio Jones (defended by Charvarius Ward),,
2,8:57,2,10,KAN 20,0,14,Derrick Henry up the middle for 4 yards (tackle by Frank Clark),,
2,8:15,3,6,KAN 16,0,14,Ryan Tannehill pass incomplete deep left intended for Julio Jones (defended by Rashad Fenton),,
2,8:11,4,6,KAN 16,0,17,Randy Bullock 34 yard field goal good,,
2,8:07,,,TEN 35,0,17,"Randy Bullock kicks off 65 yards, touchback.",,
2,8:07,1,10,KAN 25,0,17,Patrick Mahomes pass deep left (defended by David Long) intended for Josh Gordon is intercepted by Rashaan Evans at KC-46 and returned for no gain (tackle by Mecole Hardman),,
2,7:56,1,10,KAN 46,0,17,Derrick Henry up the middle for no gain (tackle by Jarran Reed),,
2,7:13,2,10,KAN 46,0,17,Ryan Tannehill pass complete short left to Josh Reynolds for 2 yards (tackle by Rashad Fenton),,
2,6:27,3,8,KAN 44,0,17,"Ryan Tannehill pass incomplete deep left. Penalty on Rashad Fenton: Defensive Holding, 5 yards (accepted) (no play)",,
2,6:21,1,10,KAN 39,0,17,Derrick Henry right tackle for 11 yards (tackle by Juan Thornhill),,
2,5:36,1,10,KAN 28,0,17,Derrick Henry right tackle for 1 yard (tackle by Khalen Saunders and Nick Bolton),,
2,4:55,2,9,KAN 27,0,17,Ryan Tannehill pass complete short right to Julio Jones for 20 yards (tackle by Tyrann Mathieu and Juan Thornhill),,
2,4:11,1,7,KAN 7,0,17,Ryan Tannehill pass complete short right to A.J. Brown for 6 yards (tackle by Charvarius Ward),,
2,3:37,2,1,KAN 1,0,17,Derrick Henry right guard for -1 yards (tackle by Nick Bolton and Willie Gay),,
2,2:56,3,2,KAN 2,0,23,"Ryan Tannehill scrambles right end for 2 yards, touchdown",,
2,2:48,,,KAN 15,0,24,Randy Bullock kicks extra point good,,
2,2:48,,,TEN 35,0,24,"Randy Bullock kicks off 65 yards, touchback.",,
2,2:48,1,10,KAN 25,0,24,Patrick Mahomes pass complete short right to Jerick McKinnon for 6 yards (tackle by Jeffery Simmons),,
2,2:30,2,4,KAN 31,0,24,"Patrick Mahomes pass complete short left to Tyreek Hill for no gain. Penalty on Mike Remmers: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",,
2,2:09,2,14,KAN 21,0,24,"Patrick Mahomes pass complete short middle to Travis Kelce for 5 yards, lateral to Jerick McKinnon for no gain (tackle by Elijah Molden)",,
2,2:00,1,10,KAN 35,0,24,Patrick Mahomes pass incomplete short right intended for Demarcus Robinson,,
2,1:56,2,10,KAN 35,0,24,"Patrick Mahomes scrambles up the middle for 13 yards. Patrick Mahomes fumbles (forced by Kevin Byard), recovered by Matthias Farley at KC-48 and returned for -1 yards (tackle by Jerick McKinnon)",,
2,1:48,1,10,TEN 49,0,24,Derrick Henry left guard for 2 yards (tackle by Chris Jones and Jarran Reed),,
2,1:08,2,8,KAN 49,0,24,Ryan Tannehill pass complete short right to A.J. Brown for 12 yards (tackle by Charvarius Ward),,
2,0:51,,,,,,Timeout #2 by Tennessee Titans,,
2,0:51,1,10,KAN 37,0,24,Ryan Tannehill pass complete short middle to Anthony Firkser for 9 yards (tackle by Tyrann Mathieu),,
2,0:35,2,1,KAN 28,0,24,Ryan Tannehill pass incomplete deep right intended for A.J. Brown,,
2,0:30,3,1,KAN 28,0,24,Derrick Henry right end for 4 yards (tackle by L'Jarius Sneed),,
2,0:24,,,,,,Timeout #3 by Tennessee Titans,,
2,0:24,1,10,KAN 24,0,24,Ryan Tannehill sacked by Ben Niemann for -9 yards,,
2,0:10,2,19,KAN 33,0,24,Ryan Tannehill spiked the ball,,
2,0:08,3,19,KAN 33,0,27,Randy Bullock 51 yard field goal good,,
2,0:03,,,TEN 35,0,27,"Randy Bullock kicks off 65 yards, touchback.",,
2,0:03,1,10,KAN 25,0,27,Patrick Mahomes kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,KAN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,0,27,"Randy Bullock kicks off 65 yards, touchback.",,
3,15:00,1,10,KAN 25,0,27,Patrick Mahomes pass complete short middle to Travis Kelce for 10 yards (tackle by David Long),,
3,14:30,1,10,KAN 35,0,27,Tyreek Hill left end for 18 yards (tackle by Dane Cruikshank),,
3,13:57,1,10,TEN 47,0,27,Patrick Mahomes scrambles left end for 6 yards (tackle by Teair Tart),,
3,13:25,2,4,TEN 41,0,27,"Patrick Mahomes pass complete short right to Mecole Hardman for 3 yards (tackle by Elijah Molden and Rashaan Evans). Penalty on Demarcus Robinson: Offensive Holding, 10 yards (accepted)",,
3,13:08,2,11,TEN 48,0,27,Patrick Mahomes pass complete deep left to Byron Pringle for 23 yards (tackle by Dane Cruikshank),,
3,12:26,1,10,TEN 25,0,27,Patrick Mahomes pass complete short left to Tyreek Hill for 8 yards (tackle by Dane Cruikshank),,
3,11:42,2,2,TEN 17,0,27,"Darrel Williams right end for 3 yards (tackle by Kevin Byard and Elijah Molden). Penalty on Trey Smith: Offensive Holding, 10 yards (accepted)",,
3,11:16,2,9,TEN 24,0,27,Patrick Mahomes pass incomplete short left,,
3,11:10,3,9,TEN 24,0,27,Patrick Mahomes pass incomplete deep left intended for Travis Kelce,,
3,11:05,4,9,TEN 24,3,27,Harrison Butker 42 yard field goal good,,
3,11:00,,,KAN 35,3,27,"Harrison Butker kicks off 66 yards, returned by Darrynton Evans for 17 yards (tackle by Christian Rozeboom)",,
3,10:56,1,10,TEN 16,3,27,"Derrick Henry left end for no gain (tackle by L'Jarius Sneed). Penalty on Bobby Hart: Offensive Holding, 8 yards (accepted) (no play)",,
3,10:34,1,18,TEN 8,3,27,Ryan Tannehill pass complete short right to Josh Reynolds for 11 yards (tackle by Nick Bolton and Juan Thornhill),,
3,9:56,2,7,TEN 19,3,27,Derrick Henry left tackle for 6 yards (tackle by Juan Thornhill),,
3,9:28,3,1,TEN 25,3,27,Derrick Henry up the middle for 2 yards (tackle by Jarran Reed),,
3,8:46,1,10,TEN 27,3,27,Derrick Henry right guard for 1 yard (tackle by Juan Thornhill),,
3,8:09,2,9,TEN 28,3,27,Ryan Tannehill pass complete short right to Darrynton Evans for 6 yards (tackle by Nick Bolton),,
3,7:25,3,3,TEN 34,3,27,Ryan Tannehill pass complete short left to Darrynton Evans for 5 yards (tackle by Ben Niemann),,
3,6:38,1,10,TEN 39,3,27,Ryan Tannehill pass complete short right to A.J. Brown for 8 yards (tackle by Rashad Fenton and Nick Bolton),,
3,5:59,2,2,TEN 47,3,27,Derrick Henry up the middle for 2 yards (tackle by Derrick Nnadi),,
3,5:16,1,10,TEN 49,3,27,Ryan Tannehill pass complete short middle to A.J. Brown for 24 yards (tackle by L'Jarius Sneed),,
3,4:32,1,10,KAN 27,3,27,Derrick Henry up the middle for 8 yards (tackle by Tershawn Wharton),,
3,3:53,2,2,KAN 19,3,27,Ryan Tannehill pass incomplete deep middle intended for Marcus Johnson,,
3,3:46,3,2,KAN 19,3,27,Ryan Tannehill pass short left intended for MyCole Pruitt is intercepted by Willie Gay at KC-19 and returned for 1 yard (tackle by Dillon Radunz),,
3,3:39,1,10,KAN 20,3,27,Patrick Mahomes pass complete short right to Travis Kelce for 11 yards (tackle by David Long),,
3,3:16,1,10,KAN 31,3,27,"Patrick Mahomes pass complete short right to Mecole Hardman for no gain. Penalty on Jeffery Simmons: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",,
3,3:00,1,10,KAN 36,3,27,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,,
3,2:54,2,10,KAN 36,3,27,Patrick Mahomes pass complete short right to Travis Kelce for 24 yards (tackle by Dane Cruikshank),,
3,2:28,1,10,TEN 40,3,27,Patrick Mahomes pass complete short right to Byron Pringle for 12 yards (tackle by Jackrabbit Jenkins),,
3,2:08,1,10,TEN 28,3,27,"Darrel Williams up the middle for no gain (tackle by Harold Landry). Penalty on Trey Smith: Offensive Holding, 10 yards (accepted) (no play)",,
3,1:43,1,20,TEN 38,3,27,"Penalty on Tyreek Hill: False Start, 5 yards (accepted) (no play)",,
3,1:33,1,25,TEN 43,3,27,Patrick Mahomes pass complete short right to Darrel Williams for 14 yards (tackle by Rashaan Evans and Jeffery Simmons),,
3,1:07,2,11,TEN 29,3,27,Patrick Mahomes pass incomplete short right intended for Darrel Williams,,
3,1:00,3,11,TEN 29,3,27,Patrick Mahomes sacked by Denico Autry for -10 yards,,
3,0:16,,,,,,Timeout #1 by Kansas City Chiefs,,
3,0:16,4,21,TEN 39,3,27,Harrison Butker 57 yard field goal no good,,
3,0:11,1,10,TEN 47,3,27,Derrick Henry right tackle for 5 yards (tackle by Derrick Nnadi and Willie Gay),,
Quarter,Time,Down,ToGo,Location,KAN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,KAN 48,3,27,Derrick Henry right guard for 4 yards (tackle by Khalen Saunders and Alex Okafor),,
4,14:24,3,1,KAN 44,3,27,Derrick Henry up the middle for -4 yards (tackle by Nick Bolton and L'Jarius Sneed),,
4,13:38,4,5,KAN 48,3,27,Brett Kern punts 45 yards out of bounds,,
4,13:30,1,10,KAN 3,3,27,Patrick Mahomes pass incomplete short right intended for Tyreek Hill (defended by David Long),,
4,13:27,2,10,KAN 3,3,27,Patrick Mahomes pass complete short middle to Byron Pringle for 6 yards (tackle by David Long),,
4,12:51,3,4,KAN 9,3,27,Patrick Mahomes pass complete short right to Tyreek Hill for 4 yards (tackle by Jackrabbit Jenkins),,
4,12:32,1,10,KAN 13,3,27,Patrick Mahomes pass complete short left to Mecole Hardman for 9 yards (tackle by Elijah Molden and David Long),,
4,12:08,2,1,KAN 22,3,27,Patrick Mahomes pass complete short left to Darrel Williams for 10 yards (tackle by Dane Cruikshank),,
4,11:49,1,10,KAN 32,3,27,Patrick Mahomes pass complete short right to Tyreek Hill for 4 yards (tackle by Jackrabbit Jenkins),,
4,11:28,2,6,KAN 36,3,27,Patrick Mahomes pass incomplete deep right intended for Byron Pringle,,
4,11:21,3,6,KAN 36,3,27,Patrick Mahomes scrambles right end for 9 yards (tackle by Kevin Byard),,
4,10:52,1,10,KAN 45,3,27,Patrick Mahomes pass incomplete deep left intended for Travis Kelce,,
4,10:47,2,10,KAN 45,3,27,"Patrick Mahomes scrambles right end for 6 yards (tackle by Kevin Byard). Penalty on Dane Cruikshank: Defensive Holding, 5 yards (accepted)",,
4,10:22,1,10,TEN 44,3,27,Patrick Mahomes pass incomplete short left intended for Jerick McKinnon,,
4,10:16,2,10,TEN 44,3,27,Patrick Mahomes pass complete short right to Travis Kelce for 2 yards (tackle by Dane Cruikshank),,
4,9:39,3,8,TEN 42,3,27,Patrick Mahomes pass incomplete short right intended for Jerick McKinnon,,
4,9:34,4,8,TEN 42,3,27,Patrick Mahomes pass complete deep middle to Byron Pringle for 25 yards (tackle by Matthias Farley and Elijah Molden),,
4,9:12,,,,,,Timeout #1 by Tennessee Titans,,
4,9:12,1,10,TEN 17,3,27,Patrick Mahomes pass incomplete short left intended for Demarcus Robinson,,
4,9:08,2,10,TEN 17,3,27,Patrick Mahomes sacked by Harold Landry for -8 yards,,
4,8:30,3,18,TEN 25,3,27,Patrick Mahomes pass incomplete deep right intended for Travis Kelce,,
4,8:24,4,18,TEN 25,3,27,"Patrick Mahomes sacked by and Denico Autry for -8 yards and Jeffery Simmons for -8 yards. Patrick Mahomes fumbles (forced by Jeffery Simmons), recovered by David Long at TEN-38 (tackle by Joe Thuney) Replay Assistant challenged the fumble ruling, and the original play was overturned. Patrick Mahomes sacked by Denico Autry for -8 yards",,
4,8:19,1,10,TEN 33,3,27,Derrick Henry right guard for 9 yards (tackle by Michael Danna and Nick Bolton),,
4,7:33,2,1,TEN 42,3,27,Derrick Henry left guard for 3 yards (tackle by Nick Bolton),,
4,6:46,,,,,,Timeout #2 by Tennessee Titans,,
4,6:46,1,10,TEN 45,3,27,Derrick Henry right tackle for 2 yards (tackle by Tyrann Mathieu and Nick Bolton),,
4,6:04,2,8,TEN 47,3,27,Derrick Henry up the middle for -4 yards (tackle by Nick Bolton),,
4,5:19,3,12,TEN 43,3,27,Darrynton Evans up the middle for 5 yards (tackle by Frank Clark and Jarran Reed),,
4,4:36,4,7,TEN 48,3,27,Brett Kern punts 49 yards,,
4,4:24,1,10,KAN 3,3,27,Chad Henne pass complete short left to Darrel Williams for 6 yards (tackle by Greg Mabin),,
4,4:03,2,4,KAN 9,3,27,Chad Henne pass complete short right to Travis Kelce for 7 yards (tackle by Elijah Molden),,
4,3:42,1,10,KAN 16,3,27,Chad Henne pass incomplete short right intended for Tyreek Hill,,
4,3:37,2,10,KAN 16,3,27,Chad Henne pass complete short right to Noah Gray for 4 yards (tackle by Matthias Farley),,
4,2:55,3,6,KAN 20,3,27,Chad Henne pass incomplete short right intended for Travis Kelce,,
4,2:50,4,6,KAN 20,3,27,Chad Henne pass complete short right to Tyreek Hill for 17 yards (tackle by Chris Jones),,
4,2:27,1,10,KAN 37,3,27,Chad Henne pass incomplete short left intended for Demarcus Robinson,,
4,2:23,2,10,KAN 37,3,27,Chad Henne pass complete short middle to Marcus Kemp for 8 yards (tackle by David Long),,
4,2:03,3,2,KAN 45,3,27,Chad Henne pass complete short left to Jerick McKinnon for 2 yards (tackle by David Long),,
4,1:58,1,10,KAN 47,3,27,Chad Henne pass complete short middle to Tyreek Hill for 9 yards (tackle by Dane Cruikshank),,
4,1:50,2,1,TEN 44,3,27,Chad Henne pass incomplete short middle intended for Travis Kelce,,
4,1:46,3,1,TEN 44,3,27,Chad Henne pass complete short right to Derrick Gore for 7 yards (tackle by Rashaan Evans),,
4,1:30,1,10,TEN 37,3,27,Chad Henne scrambles left end for 4 yards (tackle by Greg Mabin),,
4,1:20,2,6,TEN 33,3,27,Chad Henne pass complete short middle to Tyreek Hill for 7 yards (tackle by Nick Dzubnar),,
4,1:00,1,10,TEN 26,3,27,Chad Henne pass incomplete deep left,,
4,0:52,2,10,TEN 26,3,27,"Chad Henne pass deep middle is intercepted by Dane Cruikshank at TEN-9 and returned for no gain (tackle by Marcus Kemp). Penalty on Olasunkanmi Adeniyi: Defensive Offside, 5 yards (accepted) (no play)",,
4,0:42,,,,,,Timeout #3 by Tennessee Titans,,
4,0:42,2,5,TEN 21,3,27,Chad Henne pass complete short middle to Demarcus Robinson for 7 yards (tackle by Elijah Molden and Naquan Jones),,
4,0:17,1,10,TEN 14,3,27,"Chad Henne pass complete short middle to Mecole Hardman for 8 yards. Mecole Hardman fumbles (forced by Matthias Farley), recovered by Rashaan Evans at TEN-4 (tackle by Matthias Farley)",,
4,0:08,1,10,TEN 4,3,27,Logan Woodside kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
