Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
1,0:32,2,6,KAN 25,0,7,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 8 yards (tackle by Rayshawn Jenkins and Devin Lloyd),0.340,1.140
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 33,0,7,Patrick Mahomes pass incomplete short right intended for Clyde Edwards-Helaire,1.140,0.590
2,14:56,2,10,KAN 33,0,7,Patrick Mahomes pass incomplete short left intended for Clyde Edwards-Helaire,0.590,-0.100
2,14:52,3,10,KAN 33,0,7,Patrick Mahomes pass incomplete short right intended for Marquez Valdes-Scantling,-0.100,-1.180
2,14:46,4,10,KAN 33,0,7,"Tommy Townsend punts 40 yards, returned by Jamal Agnew for 19 yards (tackle by Jerick McKinnon and Bryan Cook)",-1.180,-1.990
2,14:35,1,10,JAX 46,0,7,Travis Etienne left end for -1 yards (tackle by Nick Bolton and Michael Danna),1.990,1.320
2,13:49,2,11,JAX 45,0,7,Trevor Lawrence pass incomplete deep left intended for Evan Engram,1.320,0.630
2,13:44,3,11,JAX 45,0,7,Trevor Lawrence pass complete short right to Travis Etienne for 24 yards (tackle by Juan Thornhill and Justin Reid),0.630,3.510
2,13:14,1,10,KAN 31,0,7,"Trevor Lawrence pass complete short right to Dan Arnold for no gain (tackle by Jaylen Watson). Penalty on Jawaan Taylor: Ineligible Downfield Pass, 5 yards (accepted) (no play)",3.510,3.180
2,12:52,1,15,KAN 36,0,7,Trevor Lawrence scrambles left end for 4 yards (tackle by George Karlaftis and Darius Harris),3.180,2.830
2,12:13,2,11,KAN 32,0,7,Trevor Lawrence sacked by Khalen Saunders for -1 yards,2.830,2.020
2,11:26,3,12,KAN 33,0,7,Trevor Lawrence pass incomplete short right intended for Jamycal Hasty,2.020,1.150
2,11:23,4,12,KAN 33,0,7,Riley Patterson 51 yard field goal no good,1.150,-1.660
2,11:18,1,10,KAN 41,0,7,Kadarius Toney right end for 32 yards (tackle by Chris Claybrooks),1.660,3.780
2,10:43,1,10,JAX 27,0,7,Isiah Pacheco right guard for 9 yards (tackle by Rayshawn Jenkins),3.780,4.530
2,10:01,2,1,JAX 18,0,13,"Patrick Mahomes pass complete deep left to Marquez Valdes-Scantling for 18 yards, touchdown",4.530,7.000
2,9:55,,,JAX 15,0,14,Harrison Butker kicks extra point good,0.000,0.000
2,9:55,,,KAN 35,0,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,9:55,1,10,JAX 25,0,14,Travis Etienne left guard for 5 yards (tackle by Willie Gay and Nick Bolton),0.610,0.740
2,9:15,2,5,JAX 30,0,14,"Trevor Lawrence pass complete to Evan Engram for no gain (tackle by Nick Bolton). Penalty on Dan Arnold: Offensive Pass Interference, 10 yards (accepted) (no play)",0.740,-0.610
2,8:48,2,15,JAX 20,0,14,Trevor Lawrence pass complete short middle to Dan Arnold for 8 yards (tackle by Juan Thornhill),-0.610,-0.230
2,8:05,3,7,JAX 28,0,14,Trevor Lawrence pass incomplete short left intended for Jamal Agnew,-0.230,-1.500
2,8:01,4,7,JAX 28,0,14,Logan Cooke punts 35 yards downed by Daniel Thomas,-1.500,-1.400
2,7:49,1,10,KAN 37,0,14,Patrick Mahomes scrambles left end for 5 yards (tackle by Devin Lloyd),1.400,1.530
2,7:16,2,5,KAN 42,0,14,Isiah Pacheco left end for 1 yard (tackle by Arden Key),1.530,0.960
2,6:40,,,,,,Timeout #1 by Kansas City Chiefs,,
2,6:40,3,4,KAN 43,0,14,Patrick Mahomes pass incomplete short left intended for JuJu Smith-Schuster (defended by Andre Cisco),0.960,-0.520
2,6:36,4,4,KAN 43,0,14,Tommy Townsend punts 51 yards downed by Ugo Amadi,-0.520,0.380
2,6:25,1,10,JAX 6,0,14,Trevor Lawrence pass complete short left to Christian Kirk for 15 yards (tackle by Trent McDuffie),-0.380,0.340
2,5:40,1,10,JAX 21,0,14,Trevor Lawrence pass complete short left to Jamal Agnew for no gain (tackle by Joshua Williams),0.340,-0.200
2,4:58,2,10,JAX 21,0,14,Trevor Lawrence pass complete to Jamal Agnew for 6 yards (tackle by Nick Bolton),-0.200,-0.100
2,4:12,3,4,JAX 27,0,14,Trevor Lawrence pass complete short left to Evan Engram for 3 yards (tackle by Willie Gay and Justin Reid),-0.100,-1.370
2,3:33,4,1,JAX 30,0,14,"Logan Cooke punts 63 yards, returned by Kadarius Toney for 7 yards (tackle by Shaquille Quarterman and Andrew Wingard)",-1.370,0.280
2,3:21,1,10,KAN 14,0,14,Patrick Mahomes scrambles left end for 3 yards (tackle by Arden Key),-0.280,-0.370
2,2:49,2,7,KAN 17,0,14,Patrick Mahomes pass complete short right to Skyy Moore for 6 yards (tackle by Foyesade Oluokun),-0.370,-0.320
2,2:09,3,1,KAN 23,0,14,"Patrick Mahomes pass incomplete deep right intended for Marquez Valdes-Scantling. Penalty on Tre Herndon: Defensive Holding, 5 yards (accepted) (no play)",-0.320,0.810
2,2:02,1,10,KAN 28,0,14,Patrick Mahomes pass complete short right to Kadarius Toney for 23 yards (tackle by Andre Cisco),0.810,2.320
2,1:52,1,10,JAX 49,0,14,Patrick Mahomes pass complete short left to Jerick McKinnon for 8 yards (tackle by Foyesade Oluokun),2.320,2.860
2,1:45,2,2,JAX 41,0,14,"Patrick Mahomes scrambles left end for 12 yards (tackle by Foyesade Oluokun). Penalty on Foyesade Oluokun: Defensive Holding, 5 yards (accepted)",2.860,3.970
2,1:38,1,10,JAX 24,0,14,Patrick Mahomes pass complete short middle to Jerick McKinnon for 8 yards (tackle by Chad Muma),3.970,4.650
2,1:00,2,2,JAX 16,0,14,Patrick Mahomes pass complete short left to Jerick McKinnon for 3 yards (tackle by Foyesade Oluokun),4.650,4.710
2,0:51,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,0:51,1,10,JAX 13,0,20,"Patrick Mahomes pass complete short left to Noah Gray for 13 yards, touchdown",4.710,7.000
2,0:46,,,JAX 15,0,20,Harrison Butker kicks extra point no good,0.000,-1.000
2,0:46,,,KAN 35,0,20,"Harrison Butker kicks off 65 yards, returned by Jamal Agnew for 39 yards (tackle by Bryan Cook and Ugo Amadi)",0.000,1.530
2,0:39,1,10,JAX 39,0,20,Trevor Lawrence pass incomplete short left intended for Zay Jones (defended by George Karlaftis),1.530,0.990
2,0:35,2,10,JAX 39,0,20,Trevor Lawrence pass complete deep left to Marvin Jones for 33 yards (tackle by Trent McDuffie),0.990,3.710
2,0:28,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:28,1,10,KAN 28,0,20,Trevor Lawrence scrambles left end for 18 yards (tackle by Bryan Cook),3.710,4.910
2,0:21,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,0:21,1,10,KAN 10,0,20,Trevor Lawrence pass complete short left to Zay Jones for 7 yards (tackle by Willie Gay),4.910,5.530
2,0:15,2,3,KAN 3,6,20,"Trevor Lawrence pass complete short left to Christian Kirk for 3 yards, touchdown",5.530,7.000
2,0:11,,,KAN 15,7,20,Riley Patterson kicks extra point good,0.000,0.000
2,0:11,,,JAX 35,7,20,"Riley Patterson kicks off 45 yards, returned by Jody Fortson for 12 yards. Jody Fortson fumbles (forced by Caleb Johnson), recovered by Adam Gotsis at KC-32 (tackle by Caleb Johnson)",0.000,-3.450
2,0:07,1,10,KAN 32,7,20,Trevor Lawrence pass complete short right to Zay Jones for 9 yards (tackle by Jaylen Watson),3.450,4.120
2,0:03,2,1,KAN 23,7,20,Riley Patterson 41 yard field goal no good,4.120,0.940
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,7,20,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,JAX 25,7,20,Travis Etienne up the middle for 10 yards (tackle by Nick Bolton),0.610,1.270
3,14:25,1,10,JAX 35,7,20,Trevor Lawrence pass complete short right to Zay Jones for 5 yards (tackle by Justin Reid and L'Jarius Sneed),1.270,1.400
3,13:45,2,5,JAX 40,7,20,Trevor Lawrence pass complete short left to Jamal Agnew for -2 yards (tackle by Trent McDuffie),1.400,0.430
3,13:05,3,7,JAX 38,7,20,Trevor Lawrence pass complete short middle to Zay Jones for 14 yards (tackle by Bryan Cook),0.430,2.390
3,12:33,1,10,KAN 48,7,20,Trevor Lawrence pass incomplete short left intended for Christian Kirk (defended by Willie Gay),2.390,1.850
3,12:28,2,10,KAN 48,7,20,Trevor Lawrence pass complete short middle to Christian Kirk for 8 yards (tackle by Justin Reid),1.850,2.210
3,11:43,3,2,KAN 40,7,20,Trevor Lawrence sacked by Willie Gay for no gain,2.210,0.590
3,11:00,4,2,KAN 40,7,20,Trevor Lawrence pass complete short right to Zay Jones for 8 yards (tackle by Joshua Williams),0.590,3.450
3,10:26,1,10,KAN 32,7,20,Travis Etienne left end for 9 yards (tackle by Khalen Saunders and Trent McDuffie),3.450,4.120
3,9:46,2,1,KAN 23,7,20,Travis Etienne right end for 3 yards (tackle by Michael Danna and L'Jarius Sneed),4.120,4.240
3,9:09,1,10,KAN 20,7,20,Trevor Lawrence pass complete short right to Travis Etienne for 1 yard (tackle by Joshua Williams),4.240,3.820
3,8:28,2,9,KAN 19,7,20,Jamycal Hasty right end for 4 yards (tackle by Joshua Williams),3.820,3.700
3,7:54,3,5,KAN 15,7,20,Trevor Lawrence pass complete short right to Christian Kirk for 7 yards (tackle by Justin Reid),3.700,5.370
3,7:17,1,8,KAN 8,7,20,Travis Etienne up the middle for 4 yards (tackle by Willie Gay),5.370,5.340
3,6:38,2,4,KAN 4,7,20,"Trevor Lawrence pass complete to Evan Engram for no gain, touchdown. Penalty on Cam Robinson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",5.340,4.380
3,6:33,2,9,KAN 9,7,20,Trevor Lawrence pass incomplete short left,4.380,3.360
3,6:27,3,9,KAN 9,7,20,Trevor Lawrence sacked by Chris Jones for -8 yards,3.360,2.250
3,5:50,4,18,KAN 18,10,20,Riley Patterson 35 yard field goal good,2.250,3.000
3,5:46,,,JAX 35,10,20,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
3,5:46,1,10,KAN 25,10,20,Isiah Pacheco up the middle for 2 yards (tackle by Rayshawn Jenkins),0.610,0.330
3,5:11,2,8,KAN 27,10,20,Patrick Mahomes pass complete short right to Kadarius Toney for 6 yards (tackle by Montaric Brown),0.330,0.430
3,4:31,3,2,KAN 33,10,20,Patrick Mahomes pass complete short left to Jerick McKinnon for 19 yards (tackle by Devin Lloyd),0.430,2.390
3,3:50,1,10,JAX 48,10,20,Patrick Mahomes pass incomplete short left intended for Jerick McKinnon,2.390,1.850
3,3:43,2,10,JAX 48,10,20,Isiah Pacheco up the middle for 4 yards (tackle by Travon Walker),1.850,1.690
3,3:08,3,6,JAX 44,10,20,Patrick Mahomes pass complete short left to Travis Kelce for 10 yards (tackle by Foyesade Oluokun),1.690,3.310
3,2:27,1,10,JAX 34,10,20,Patrick Mahomes pass complete short right to Jerick McKinnon for 8 yards (tackle by Montaric Brown),3.310,3.850
3,1:45,2,2,JAX 26,10,20,"Patrick Mahomes pass complete to Kadarius Toney for 22 yards (tackle by Montaric Brown). Penalty on Montaric Brown: Illegal Contact, 5 yards (declined)",3.850,0.000
3,1:24,1,10,JAX 4,10,20,"Patrick Mahomes aborted snap, recovered by Patrick Mahomes at JAC-7 and returned for -3 yards (tackle by Corey Peters)",0.000,4.760
3,0:43,2,7,JAX 7,10,26,"Patrick Mahomes pass complete short left to Travis Kelce for 7 yards, touchdown",4.760,7.000
3,0:38,,,JAX 15,10,27,Harrison Butker kicks extra point good,0.000,0.000
3,0:38,,,KAN 35,10,27,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,0:38,1,10,JAX 25,10,27,Trevor Lawrence pass complete short right to Christian Kirk for 10 yards (tackle by Willie Gay),0.610,1.270
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 35,10,27,Trevor Lawrence pass complete short right to Travis Etienne for 3 yards (tackle by Nick Bolton),1.270,1.130
4,14:24,2,7,JAX 38,10,27,Trevor Lawrence pass complete short left to Zay Jones for 8 yards (tackle by L'Jarius Sneed and Trent McDuffie),1.130,1.990
4,13:47,1,10,JAX 46,10,27,Trevor Lawrence pass complete short left to Evan Engram for 4 yards (tackle by Justin Reid and Nick Bolton),1.990,1.990
4,13:07,2,6,JAX 50,10,27,Trevor Lawrence pass complete short middle to Jamycal Hasty for -1 yards (tackle by Carlos Dunlap),1.990,1.160
4,12:25,3,7,JAX 49,10,27,Trevor Lawrence pass incomplete deep left intended for Zay Jones (defended by Trent McDuffie),1.160,-0.130
4,12:19,4,7,JAX 49,10,27,"Logan Cooke punts 48 yards, returned by Kadarius Toney for 4 yards (tackle by Daniel Thomas)",-0.130,0.380
4,12:08,1,10,KAN 7,10,27,Isiah Pacheco right guard for 3 yards (tackle by Folorunso Fatukasi),-0.380,-0.560
4,11:28,2,7,KAN 10,10,27,Patrick Mahomes pass complete short middle to Travis Kelce for 12 yards (tackle by Foyesade Oluokun),-0.560,0.410
4,10:50,1,10,KAN 22,10,27,Isiah Pacheco right guard for 11 yards (tackle by Chad Muma and Josh Allen),0.410,1.140
4,10:14,1,10,KAN 33,10,27,Patrick Mahomes pass incomplete short right intended for Kadarius Toney,1.140,0.590
4,10:09,2,10,KAN 33,10,27,Patrick Mahomes pass complete short left to Marquez Valdes-Scantling for 6 yards (tackle by Tyson Campbell),0.590,0.700
4,9:34,3,4,KAN 39,10,27,Patrick Mahomes pass complete short middle to Jerick McKinnon for 10 yards (tackle by Darious Williams),0.700,2.190
4,8:48,1,10,KAN 49,10,27,Kadarius Toney left end for 1 yard (tackle by Chad Muma),2.190,1.780
4,8:07,2,9,KAN 50,10,27,Patrick Mahomes pass short middle intended for Jerick McKinnon is intercepted by Andre Cisco at JAC-38 and returned for 8 yards (tackle by Marquez Valdes-Scantling),1.780,-1.990
4,7:55,1,10,JAX 46,10,27,Trevor Lawrence pass complete short left to Christian Kirk for 11 yards,1.990,2.720
4,7:25,1,10,KAN 43,10,27,Travis Etienne up the middle for 4 yards (tackle by Carlos Dunlap),2.720,2.720
4,7:00,2,6,KAN 39,10,27,Trevor Lawrence scrambles left end for 3 yards (tackle by Michael Danna),2.720,2.410
4,6:30,3,3,KAN 36,10,27,Trevor Lawrence pass incomplete deep left intended for Marvin Jones (defended by Trent McDuffie),2.410,0.890
4,6:23,4,3,KAN 36,10,27,Trevor Lawrence pass complete short left to Zay Jones for 10 yards (tackle by Juan Thornhill),0.890,3.840
4,6:00,1,10,KAN 26,10,27,Trevor Lawrence pass complete short left to Zay Jones for 7 yards (tackle by Trent McDuffie),3.840,4.270
4,5:37,2,3,KAN 19,10,27,Trevor Lawrence pass incomplete deep right intended for Marvin Jones,4.270,3.570
4,5:32,3,3,KAN 19,16,27,"Trevor Lawrence pass complete deep right to Christian Kirk for 19 yards, touchdown",3.570,7.000
4,5:26,,,KAN 15,17,27,Riley Patterson kicks extra point good,0.000,0.000
4,5:26,,,JAX 35,17,27,"Riley Patterson kicks off 63 yards, returned by Skyy Moore for 8 yards (tackle by Caleb Johnson)",0.000,-0.380
4,5:20,1,10,KAN 10,17,27,Isiah Pacheco left end for 2 yards (tackle by Josh Allen and Travon Walker),-0.380,-0.630
4,4:41,2,8,KAN 12,17,27,Patrick Mahomes scrambles up the middle for 1 yard (tackle by Josh Allen),-0.630,-1.070
4,4:33,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,4:33,3,7,KAN 13,17,27,"Patrick Mahomes pass complete deep right to Marquez Valdes-Scantling for 36 yards (tackle by Darious Williams) JAX challenged the pass completion ruling, and the play was upheld.",-1.070,2.190
4,4:27,1,10,KAN 49,17,27,Isiah Pacheco up the middle for 4 yards (tackle by DaVon Hamilton),2.190,2.190
4,4:23,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,4:23,2,6,JAX 47,17,27,Isiah Pacheco left end for 5 yards (tackle by Josh Allen),2.190,2.150
4,3:42,3,1,JAX 42,17,27,Michael Burton left guard for -1 yards (tackle by Folorunso Fatukasi),2.150,0.400
4,2:56,,,,,,Timeout #1 by Kansas City Chiefs,,
4,2:56,4,2,JAX 43,17,27,Patrick Mahomes pass complete short right to Travis Kelce for 4 yards (tackle by Chad Muma),0.400,2.980
4,2:13,1,10,JAX 39,17,27,Jerick McKinnon left guard for 2 yards (tackle by Roy Robertson-Harris),2.980,2.710
4,2:00,2,8,JAX 37,17,27,Isiah Pacheco left guard for 4 yards (tackle by Chad Muma),2.710,2.540
4,1:16,3,4,JAX 33,17,27,Isiah Pacheco left end for 5 yards (tackle by Josh Allen and Chad Muma),2.540,3.710
4,0:35,1,10,JAX 28,17,27,Patrick Mahomes kneels for -1 yards,3.710,3.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
