Quarter,Time,Down,ToGo,Location,SFO,TEN,Detail,EPB,EPA
1,7:43,2,11,SFO 49,0,0,Ken Dorsey pass complete to Kevan Barlow for 6 yards (tackle by Peter Sirmon and Keith Bulluck),1.580,1.690
1,6:58,3,5,TEN 45,0,0,Ken Dorsey pass complete to Arnaz Battle for 6 yards (tackle by Peter Sirmon and Andre Woolfolk),1.690,2.980
1,6:21,1,10,TEN 39,0,0,Arnaz Battle right end for -5 yards (tackle by Peter Sirmon and Antwan Odom),2.980,1.770
1,5:34,2,15,TEN 44,0,0,Ken Dorsey pass complete to Brandon Lloyd for 13 yards (tackle by Reynaldo Hill),1.770,2.810
1,4:47,3,2,TEN 31,0,0,Ken Dorsey pass complete to Johnnie Morton for 10 yards (tackle by Reynaldo Hill),2.810,4.170
1,4:16,1,10,TEN 21,0,0,Maurice Hicks right tackle for -2 yards (tackle by Keith Bulluck),4.170,3.360
1,3:31,2,12,TEN 23,0,0,Ken Dorsey pass incomplete intended for Brandon Lloyd (defended by Adam Jones),3.360,2.680
1,3:26,,,,0,0,Timeout #1 by San Francisco 49ers,0.000,2.680
1,3:26,3,12,TEN 23,0,0,Ken Dorsey pass complete to Kevan Barlow for 7 yards (tackle by Andre Woolfolk and Keith Bulluck),2.680,2.430
1,2:44,4,5,TEN 16,0,0,Jose Cortez 34 yard field goal no good,2.430,-0.540
1,2:40,1,10,TEN 24,0,0,Steve McNair pass complete to Chris Brown for 57 yards (tackle by Brandon Moore),0.540,4.310
1,1:46,1,10,SFO 19,0,0,"Adam Jones left end for 19 yards. Penalty on Brad Hopkins: Illegal Block Above the , 10 yards (no play)",4.310,3.640
1,1:39,1,20,SFO 29,0,0,Steve McNair pass complete to Travis Henry for 14 yards (tackle by Derek Smith),3.640,4.350
1,0:54,2,6,SFO 15,0,0,Travis Henry left guard for -2 yards (tackle by Marques Douglas),4.350,3.260
1,0:12,3,8,SFO 17,0,0,Steve McNair pass incomplete intended for Ben Troupe (defended by Derrick Johnson),3.260,2.310
1,0:09,4,8,SFO 17,0,3,Rob Bironas 35 yard field goal good,2.310,3.000
1,,,,TEN 30,0,3,"Rob Bironas kicks off 68 yards, returned by Rasheed Marshall for 18 yards (tackle by Donnie Nickey)",0.000,0.280
Quarter,Time,Down,ToGo,Location,SFO,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 20,0,3,Ken Dorsey pass complete to Arnaz Battle for 21 yards (tackle by Keith Bulluck and Adam Jones),0.280,1.660
2,14:26,1,10,SFO 41,0,3,Kevan Barlow right end for 8 yards (tackle by Travis LaBoy and Kyle Vanden Bosch),1.660,2.200
2,13:39,2,2,SFO 49,0,3,Kevan Barlow left end for 16 yards (tackle by Kyle Vanden Bosch),2.200,3.250
2,12:53,1,10,TEN 35,0,3,Maurice Hicks left guard for 4 yards (tackle by Randy Starks and Brad Kassell),3.250,3.240
2,12:13,2,6,TEN 31,0,3,Maurice Hicks right end for 18 yards (tackle by Lamont Thompson),3.240,4.710
2,11:35,1,10,TEN 13,0,3,Ken Dorsey pass complete to Kevan Barlow for 3 yards (tackle by Reynaldo Hill and Keith Bulluck),4.710,4.580
2,10:54,2,7,TEN 10,0,3,Arnaz Battle right end for 9 yards (tackle by Andre Woolfolk and Travis LaBoy),4.580,6.970
2,10:10,1,1,TEN 1,0,3,Kevan Barlow left guard for no gain (tackle by Robert Reynolds),6.970,5.910
2,9:35,2,1,TEN 1,0,3,Ken Dorsey up the middle for no gain (tackle by Kyle Vanden Bosch and Robert Reynolds). Penalty on Travis LaBoy: Defensive Offside (no play),5.910,5.910
2,9:22,2,1,TEN 1,6,3,"Kevan Barlow left guard for 1 yard, touchdown",5.910,7.000
2,,,,TEN 2,7,3,"Jose Cortez kicks extra point good. Penalty on Michael Waddell: Defensive Offside, 5 yards",0.000,0.000
2,,,,SFO 35,7,3,"Jose Cortez kicks off 65 yards, touchback",0.000,0.280
2,9:20,1,10,TEN 20,7,3,Steve McNair pass complete to Erron Kinney for 20 yards (tackle by Mike Adams and Brandon Moore),0.280,1.600
2,8:51,1,10,TEN 40,7,3,"Steve McNair pass incomplete intended for Troy Fleming. Penalty on Benji Olson: Illegal Touch Pass, 5 yards (no play)",1.600,1.270
2,8:45,1,15,TEN 35,7,3,Steve McNair pass complete to Ben Troupe for 14 yards (tackle by Bruce Thornton),1.270,2.270
2,8:18,2,1,TEN 49,7,3,Steve McNair pass incomplete intended for Drew Bennett,2.270,1.550
2,8:12,3,1,TEN 49,7,3,Chris Brown right guard for no gain (tackle by Derek Smith and Anthony Adams),1.550,-0.130
2,7:39,4,1,TEN 49,7,3,Steve McNair left guard for 2 yards (tackle by Andre Carter),-0.130,2.320
2,7:04,1,10,SFO 49,7,3,Steve McNair pass incomplete intended for Chris Brown,2.320,1.780
2,7:00,2,10,SFO 49,7,3,Steve McNair pass incomplete intended for Drew Bennett,1.780,1.090
2,6:57,3,10,SFO 49,7,3,Steve McNair pass complete to Chris Brown for 7 yards (tackle by Brandon Moore and Derrick Johnson),1.090,0.460
2,6:12,4,3,SFO 42,7,3,Steve McNair pass complete to Drew Bennett for 13 yards (tackle by Brandon Moore),0.460,3.640
2,5:37,1,10,SFO 29,7,3,Chris Brown up the middle for -1 yards (tackle by Isaac Sopoaga and Julian Peterson),3.640,2.970
2,4:56,2,11,SFO 30,7,3,Steve McNair pass complete to Roydell Williams for 7 yards (tackle by Bruce Thornton and Brandon Moore),2.970,3.200
2,4:13,3,4,SFO 23,7,3,Steve McNair pass incomplete intended for Roydell Williams (defended by Shawntae Spencer),3.200,2.000
2,4:08,4,4,SFO 23,7,6,Rob Bironas 41 yard field goal good,2.000,3.000
2,,,,TEN 30,7,6,"Rob Bironas kicks off 62 yards, returned by Rasheed Marshall for 17 yards (tackle by Troy Fleming)",0.000,0.610
2,3:59,1,10,SFO 25,7,6,"Kevan Barlow right guard for 75 yards. Penalty on Kwame Harris: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,3:46,1,20,SFO 15,7,6,Ken Dorsey pass incomplete intended for Billy Bajema is intercepted by Keith Bulluck at SFO-23 and returned for 16 yards,-0.410,-5.600
2,3:37,1,7,SFO 7,7,6,Chris Brown left tackle for 2 yards (tackle by Ben Emanuel and Brandon Moore),5.600,5.150
2,2:55,2,5,SFO 5,7,6,Chris Brown right tackle for 2 yards (tackle by Derek Smith and Marques Douglas),5.150,4.720
2,2:08,3,3,SFO 3,7,6,Steve McNair pass incomplete intended for Ben Troupe (defended by Shawntae Spencer),4.720,3.040
2,2:03,4,3,SFO 3,7,9,Rob Bironas 21 yard field goal good,3.040,3.000
2,,,,TEN 30,7,9,"Rob Bironas kicks off 60 yards, returned by Jason McAddley for 19 yards (tackle by Troy Fleming)",0.000,0.870
2,1:53,1,10,SFO 29,7,9,Maurice Hicks up the middle for 7 yards (tackle by Peter Sirmon),0.870,1.270
2,1:30,2,3,SFO 36,7,9,Ken Dorsey pass incomplete intended for Brandon Lloyd (defended by Adam Jones),1.270,0.560
2,1:24,3,3,SFO 36,7,9,Ken Dorsey pass incomplete intended for Brandon Lloyd (defended by Adam Jones),0.560,-0.980
2,1:21,4,3,SFO 36,7,9,Andy Lee punts 31 yards,-0.980,-1.140
2,1:14,1,10,TEN 33,7,9,Steve McNair pass complete to Drew Bennett for 6 yards (tackle by Julian Peterson),1.140,1.400
2,0:55,2,4,TEN 39,7,9,Steve McNair pass complete to Drew Bennett for 6 yards (tackle by Shawntae Spencer),1.400,1.930
2,0:49,1,10,TEN 45,7,9,Steve McNair pass complete to Jarrett Payton for 4 yards (tackle by Julian Peterson),1.930,1.920
2,0:43,,,,7,9,Timeout #1 by Tennessee Titans,0.000,1.920
2,0:43,2,6,TEN 49,7,9,Steve McNair pass incomplete intended for Courtney Roby,1.920,1.220
2,0:38,3,6,TEN 49,13,9,"Steve McNair pass incomplete intended for Brandon Jones is intercepted by Shawntae Spencer at SFO-39 and returned for 61 yards, touchdown",1.220,-7.000
2,,,,TEN 2,14,9,Jose Cortez kicks extra point good,0.000,0.000
2,,,,SFO 30,14,9,"Jose Cortez kicks off 58 yards, returned by Adam Jones for 16 yards (tackle by Maurice Hicks)",0.000,0.810
2,0:22,1,10,TEN 28,14,9,Steve McNair kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,SFO,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,14,9,"Jose Cortez kicks off 76 yards, touchback",0.000,0.280
3,15:00,1,10,TEN 20,14,9,Chris Brown left tackle for 3 yards (tackle by Julian Peterson),0.280,0.140
3,14:25,2,7,TEN 23,14,9,Chris Brown right tackle for 4 yards (tackle by Isaac Sopoaga and Derek Smith),0.140,-0.030
3,13:41,3,3,TEN 27,14,9,Steve McNair pass incomplete intended for Drew Bennett (defended by Bruce Thornton),-0.030,-1.570
3,13:38,4,3,TEN 27,14,9,"Craig Hentrich punts 32 yards, muffed catch by Otis Amey, recovered by Brad Kassell and returned for no gain",-1.570,2.850
3,13:28,1,10,SFO 41,14,15,"Steve McNair pass complete to Chris Brown for 41 yards, touchdown",2.850,7.000
3,,,,SFO 2,14,16,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,14,16,"Rob Bironas kicks off 70 yards, returned by Rasheed Marshall for 16 yards (tackle by Michael Waddell)",0.000,-0.140
3,13:12,1,10,SFO 16,14,16,Kevan Barlow right tackle for 1 yard (tackle by Peter Sirmon and Randy Starks),-0.140,-0.510
3,12:34,2,9,SFO 17,14,16,Ken Dorsey pass incomplete intended for Brandon Lloyd,-0.510,-1.200
3,12:27,3,9,SFO 17,14,16,Ken Dorsey pass incomplete intended for Arnaz Battle,-1.200,-2.320
3,12:23,4,9,SFO 17,14,16,"Andy Lee punts 52 yards, returned by Adam Jones for 19 yards (tackle by Jim Maxwell)",-2.320,-2.260
3,12:08,1,10,SFO 50,14,22,"Steve McNair pass complete to Roydell Williams for 50 yards, touchdown",2.260,7.000
3,,,,SFO 2,14,23,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,14,23,"Rob Bironas kicks off 62 yards, returned by Rasheed Marshall for 15 yards (tackle by Michael Waddell)",0.000,0.480
3,11:54,1,10,SFO 23,14,23,Ken Dorsey pass complete to Kevan Barlow for 1 yard (tackle by Adam Jones),0.480,0.070
3,11:14,2,9,SFO 24,14,23,Kevan Barlow right guard for -3 yards (tackle by Travis LaBoy),0.070,-1.020
3,10:34,3,12,SFO 21,14,23,Ken Dorsey pass complete to Arnaz Battle for 10 yards,-1.020,-1.310
3,10:01,4,2,SFO 31,14,23,"Andy Lee punts 42 yards. Penalty on Jim Maxwell: Ineligible Downfield Kic, 5 yards",-1.310,-1.070
3,9:54,1,10,TEN 32,14,23,Chris Brown up the middle for 5 yards (tackle by Shawntae Spencer and Derek Smith),1.070,1.200
3,9:13,2,5,TEN 37,14,23,Chris Brown up the middle for 1 yard (tackle by Julian Peterson and Derek Smith),1.200,0.630
3,8:32,3,4,TEN 38,14,23,Steve McNair pass complete to Roydell Williams for 38 yards (tackle by Shawntae Spencer),0.630,3.970
3,7:44,1,10,SFO 24,14,23,Travis Henry left tackle for 2 yards (tackle by Andre Carter),3.970,3.700
3,7:01,2,8,SFO 22,14,23,Steve McNair pass complete to Ben Troupe for 9 yards (tackle by Julian Peterson),3.700,4.710
3,6:30,1,10,SFO 13,14,23,Travis Henry right end for 6 yards (tackle by Ben Emanuel),4.710,5.150
3,5:43,2,4,SFO 7,14,23,Travis Henry left guard for 3 yards (tackle by Anthony Adams),5.150,5.010
3,4:58,3,1,SFO 4,14,29,"Steve McNair pass complete to Erron Kinney for 4 yards, touchdown",5.010,7.000
3,,,,SFO 2,14,30,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,14,30,"Rob Bironas kicks off 60 yards, returned by Rasheed Marshall for 23 yards (tackle by Michael Waddell). Penalty on Patrick Estes: Unnecessary Roughness, 15 yards",0.000,0.040
3,4:48,1,10,SFO 18,14,30,Kevan Barlow left tackle for 1 yard (tackle by Albert Haynesworth),0.040,-0.320
3,4:11,2,9,SFO 19,14,30,Ken Dorsey pass incomplete intended for Brandon Lloyd,-0.320,-1.040
3,4:04,3,9,SFO 19,14,30,Ken Dorsey pass complete to Arnaz Battle for 4 yards (tackle by Reynaldo Hill),-1.040,-1.830
3,3:32,4,5,SFO 23,14,30,"Andy Lee punts 44 yards, fair catch by Adam Jones",-1.830,-1.140
3,3:25,1,10,TEN 33,14,30,Travis Henry right guard for 2 yards (tackle by Isaac Sopoaga),1.140,0.860
3,2:42,2,8,TEN 35,14,30,"Travis Henry left tackle for 1 yard. Travis Henry fumbles, recovered by Travis Henry at TEN-36",0.860,0.300
3,1:54,3,7,TEN 36,14,30,Steve McNair pass incomplete intended for Roydell Williams (defended by Shawntae Spencer),0.300,-0.980
3,1:51,4,7,TEN 36,14,30,"Craig Hentrich punts 38 yards, returned by Otis Amey for 1 yard (tackle by Cody Spencer)",-0.980,-0.740
3,1:42,1,10,SFO 27,14,30,Ken Dorsey pass complete to Brandon Lloyd for 5 yards (tackle by Andre Woolfolk),0.740,0.870
3,1:01,2,5,SFO 32,14,30,Maurice Hicks left tackle for -2 yards (tackle by Keith Bulluck),0.870,-0.100
3,0:22,3,7,SFO 30,14,30,Ken Dorsey pass incomplete intended for Brandon Lloyd,-0.100,-1.370
3,0:17,4,7,SFO 30,14,30,"Andy Lee punts 42 yards, returned by Adam Jones for 19 yards (tackle by Andy Lee)",-1.370,-2.060
Quarter,Time,Down,ToGo,Location,SFO,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 47,14,30,Steve McNair pass complete to Ben Troupe for no gain,2.060,1.520
4,14:15,2,10,TEN 47,14,30,"Penalty on Justin Hartwig: False Start, 5 yards (no play)",1.520,0.840
4,13:55,2,15,TEN 42,14,30,Steve McNair pass incomplete intended for Roydell Williams,0.840,0.170
4,13:50,3,15,TEN 42,14,30,Steve McNair pass complete to Ben Troupe for 5 yards (tackle by Andre Carter),0.170,-0.260
4,13:05,4,10,TEN 47,14,30,"Craig Hentrich punts 53 yards, touchback",-0.260,-0.280
4,12:57,1,10,SFO 20,14,30,Ken Dorsey pass incomplete intended for Brandon Lloyd is intercepted by Reynaldo Hill at TEN-32 and returned for 14 yards,0.280,-1.990
4,12:46,1,10,TEN 46,14,30,Steve McNair pass incomplete intended for Drew Bennett (defended by Shawntae Spencer),1.990,1.450
4,12:41,2,10,TEN 46,14,30,Steve McNair pass complete to Courtney Roby for 4 yards (tackle by Julian Peterson and Brandon Moore),1.450,1.290
4,12:03,3,6,TEN 50,14,30,Steve McNair pass incomplete intended for Jarrett Payton,1.290,-0.060
4,11:58,4,6,TEN 50,14,30,"Craig Hentrich punts 50 yards, touchback",-0.060,-0.280
4,11:51,1,10,SFO 20,14,30,Kevan Barlow left guard for 5 yards (tackle by Albert Haynesworth and Peter Sirmon),0.280,0.410
4,11:15,2,5,SFO 25,14,30,Kevan Barlow right guard for 3 yards (tackle by Albert Haynesworth),0.410,0.100
4,10:40,3,2,SFO 28,14,30,Kevan Barlow left tackle for 1 yard (tackle by Rocky Boiman and Brad Kassell),0.100,-1.440
4,10:04,4,1,SFO 29,14,30,"Andy Lee punts 49 yards, returned by Adam Jones for 3 yards (tackle by Chris Hetherington)",-1.440,-0.610
4,9:52,1,10,TEN 25,14,30,Travis Henry left guard for 2 yards (tackle by Brandon Moore and Anthony Adams),0.610,0.330
4,9:10,2,8,TEN 27,14,30,Travis Henry up the middle for 11 yards (tackle by Mike Adams and Marques Douglas),0.330,1.470
4,8:22,1,10,TEN 38,14,30,Travis Henry right tackle for 3 yards (tackle by Julian Peterson and Anthony Adams),1.470,1.330
4,7:36,2,7,TEN 41,14,30,Travis Henry right tackle for 15 yards (tackle by Mike Adams),1.330,2.650
4,6:47,1,10,SFO 44,14,30,Travis Henry up the middle for 4 yards (tackle by Brandon Moore),2.650,2.650
4,6:47,2,6,SFO 40,14,30,"Penalty on Brad Hopkins: False Start, 5 yards (no play)",2.650,1.980
4,5:42,2,11,SFO 45,14,30,Travis Henry right end for 10 yards (tackle by Ben Emanuel and Mike Adams),1.980,2.610
4,5:06,,,,14,30,Timeout #1 by San Francisco 49ers,0.000,2.610
4,5:06,3,1,SFO 35,14,30,Travis Henry right tackle for 29 yards (tackle by Ben Emanuel and Shawntae Spencer),2.610,5.830
4,4:13,1,6,SFO 6,14,30,Jarrett Payton left tackle for 2 yards (tackle by Anthony Adams and Brandon Moore),5.830,5.340
4,3:47,,,,14,30,Timeout #2 by San Francisco 49ers,0.000,5.340
4,3:47,2,4,SFO 4,14,30,Steve McNair pass incomplete intended for Roydell Williams,5.340,4.490
4,3:43,3,4,SFO 4,14,30,Steve McNair pass incomplete intended for Erron Kinney,4.490,3.030
4,3:39,4,4,SFO 4,14,33,Rob Bironas 22 yard field goal good,3.030,3.000
4,,,,TEN 30,14,33,"Rob Bironas kicks off 69 yards, returned by Rasheed Marshall for 17 yards (tackle by Michael Waddell)",0.000,0.040
4,3:31,1,10,SFO 18,14,33,Ken Dorsey pass complete to Terry Jones for 7 yards (tackle by Reynaldo Hill),0.040,0.550
4,3:22,2,3,SFO 25,14,33,Ken Dorsey pass incomplete intended for Johnnie Morton (defended by Antwan Odom),0.550,-0.270
4,3:17,3,3,SFO 25,14,33,"Ken Dorsey pass incomplete intended for Brandon Lloyd. Penalty on Travis LaBoy: Roughing the Passer, 15 yards (no play)",-0.270,1.600
4,3:13,1,10,SFO 40,14,33,Ken Dorsey pass incomplete intended for Terry Jones (defended by Keith Bulluck),1.600,1.050
4,3:08,2,10,SFO 40,14,33,Ken Dorsey pass incomplete intended for Johnnie Morton,1.050,0.370
4,3:03,3,10,SFO 40,14,33,Ken Dorsey pass complete to Arnaz Battle for 9 yards (tackle by Lamont Thompson),0.370,-0.130
4,2:57,4,1,SFO 49,14,33,Maurice Hicks right end for 5 yards (tackle by Keith Bulluck),-0.130,2.520
4,2:48,,,,14,33,Timeout #3 by San Francisco 49ers,0.000,2.520
4,2:48,1,10,TEN 46,14,33,Ken Dorsey pass incomplete intended for Maurice Hicks,2.520,1.980
4,2:44,2,10,TEN 46,14,33,Ken Dorsey pass complete to Terry Jackson for 8 yards (tackle by Peter Sirmon and Keith Bulluck),1.980,2.350
4,2:26,3,2,TEN 38,14,33,Ken Dorsey pass complete to Terry Jones for 3 yards (tackle by Adam Jones),2.350,3.250
4,2:21,1,10,TEN 35,14,33,Ken Dorsey pass complete to Maurice Hicks for 2 yards (tackle by Lamont Thompson and Andre Woolfolk),3.250,2.970
4,2:00,2,8,TEN 33,14,33,Ken Dorsey pass complete to Maurice Hicks for 11 yards (tackle by Reynaldo Hill),2.970,4.110
4,1:53,1,10,TEN 22,14,33,Ken Dorsey pass complete to Terry Jones for 5 yards (tackle by Keith Bulluck and Kyle Vanden Bosch),4.110,4.290
4,1:29,2,5,TEN 17,14,33,Ken Dorsey pass incomplete intended for Brandon Lloyd,4.290,3.560
4,1:24,,,,14,33,Timeout #1 by Tennessee Titans,0.000,3.560
4,1:24,3,5,TEN 17,14,33,Ken Dorsey pass incomplete intended for Arnaz Battle,3.560,2.360
4,1:21,4,5,TEN 17,20,33,"Ken Dorsey pass complete to Arnaz Battle for 17 yards, touchdown",2.360,7.000
4,,,,,22,33,"Two Point Attempt: Ken Dorsey pass complete to Terry Jackson, conversion succeeds",1.000,1.000
4,,,,SFO 30,22,33,Jose Cortez kicks onside 15 yards (onside kick successful),0.000,1.930
4,1:12,1,10,SFO 45,22,33,Ken Dorsey pass complete to Arnaz Battle for 8 yards (tackle by Keith Bulluck and Andre Woolfolk),1.930,2.460
4,0:51,2,2,TEN 47,22,33,Ken Dorsey pass complete to Maurice Hicks for 4 yards (tackle by Keith Bulluck and Rocky Boiman),2.460,2.720
4,0:36,1,10,TEN 43,22,33,Ken Dorsey spiked the ball,2.720,2.180
4,0:36,2,10,TEN 43,22,33,Ken Dorsey pass incomplete intended for Johnnie Morton (defended by Lamont Thompson),2.180,1.490
4,0:28,3,10,TEN 43,22,33,Ken Dorsey pass incomplete intended for Rasheed Marshall (defended by Reynaldo Hill),1.490,0.400
4,0:20,4,10,TEN 43,22,33,Ken Dorsey pass complete to Brandon Lloyd for 12 yards,0.400,3.510
4,0:15,1,10,TEN 31,22,33,"Ken Dorsey sacked by Kyle Vanden Bosch for -5 yards. Ken Dorsey fumbles (forced by Kyle Vanden Bosch), recovered by Andre Woolfolk at TEN-32 (tackle by Jeremy Newberry). Penalty on Jeremy Newberry: Offensive Holding (Declined)",3.510,-1.600
4,0:05,1,10,TEN 40,22,33,Steve McNair kneels for -1 yards,1.600,0.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
