#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ARI 24,5,2:12,9,Punt
2,1,7:57,ARI 22,3,1:36,3,Punt
3,1,3:32,ARI 14,13,6:56,80,Field Goal
4,2,9:08,ARI 14,13,5:49,61,Field Goal
5,2,2:25,NYG 29,3,1:27,-13,Punt
6,2,0:08,ARI 25,1,0:08,-2,End of Half
7,3,12:13,ARI 24,1,0:19,0,Interception
8,3,11:48,NYG 39,8,4:44,39,Touchdown
9,3,6:45,ARI 23,5,1:52,20,Punt
10,3,2:38,ARI 13,5,3:20,5,Punt
11,4,11:26,ARI 24,3,0:34,0,Punt
12,4,9:25,ARI 3,3,1:00,3,Punt
13,4,8:25,ARI 32,9,3:18,38,Downs
14,4,3:15,ARI 21,10,2:30,52,Interception
