Quarter,Time,Down,ToGo,Location,ARI,NYG,Detail,EPB,EPA
1,1:16,2,8,NYG 46,0,7,Marcel Shipp left guard for 4 yards (tackle by Carlos Emmons),2.120,1.950
1,0:45,3,4,NYG 42,0,7,Kurt Warner pass complete to Larry Fitzgerald for 13 yards (tackle by Gibril Wilson),1.950,3.640
1,0:12,1,10,NYG 29,0,7,Kurt Warner pass complete to Anquan Boldin for 9 yards (tackle by Curtis DeLoatch and Carlos Emmons),3.640,4.320
Quarter,Time,Down,ToGo,Location,ARI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,NYG 20,0,7,Marcel Shipp left tackle for -5 yards (tackle by Reggie Torbor and Fred Robbins),4.320,2.940
2,14:20,3,6,NYG 25,0,7,Kurt Warner pass complete to Adam Bergen for 10 yards (tackle by Antonio Pierce),2.940,4.580
2,13:44,1,10,NYG 15,0,7,Marcel Shipp right guard for 6 yards (tackle by Gibril Wilson),4.580,5.030
2,13:08,2,4,NYG 9,0,7,Kurt Warner pass complete to Obafemi Ayanbadejo for 3 yards (tackle by Antonio Pierce),5.030,4.900
2,12:28,3,1,NYG 6,0,7,Marcel Shipp left tackle for no gain (tackle by Michael Strahan and Antonio Pierce),4.900,3.020
2,11:42,4,1,NYG 6,3,7,Neil Rackers 24 yard field goal good,3.020,3.000
2,,,,ARI 30,3,7,"Neil Rackers kicks off 69 yards, returned by Willie Ponder for 22 yards (tackle by Eric Johnson). Penalty on Nick Greisen: Offensive Holding, 10 yards",0.000,-0.320
2,11:28,1,10,NYG 13,3,7,Eli Manning pass incomplete intended for Plaxico Burress,-0.320,-0.770
2,11:24,2,10,NYG 13,9,7,"Eli Manning pass incomplete intended for David Tyree is intercepted by Karlos Dansby at NYG-18 and returned for 18 yards, touchdown",-0.770,-7.000
2,,,,NYG 2,10,7,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,10,7,"Neil Rackers kicks off 71 yards, returned by Willie Ponder for 47 yards (tackle by Harold Morrow). Penalty on Eric Green: Offside on Free Kick, 5 yards",0.000,2.320
2,11:03,1,10,ARI 49,10,7,Tiki Barber right tackle for -2 yards (tackle by Orlando Huff),2.320,1.510
2,10:24,2,12,NYG 49,10,7,Eli Manning sacked by Karlos Dansby for -14 yards,1.510,-1.020
2,9:51,3,26,NYG 35,10,7,Eli Manning pass complete to Tim Carter for 7 yards (tackle by Adrian Wilson),-1.020,-0.590
2,9:17,4,19,NYG 42,10,7,"Jeff Feagles punts 44 yards, fair catch by Reggie Swinton",-0.590,0.280
2,9:08,1,10,ARI 14,10,7,Kurt Warner pass complete to Larry Fitzgerald for 12 yards (tackle by Will Allen),-0.280,0.670
2,8:41,1,10,ARI 26,10,7,J.J. Arrington left end for -1 yards (tackle by Curtis DeLoatch and Gibril Wilson),0.670,-0.010
2,8:08,2,11,ARI 25,10,7,Kurt Warner pass incomplete intended for Bryant Johnson (defended by Reggie Torbor),-0.010,-0.690
2,7:57,3,11,ARI 25,10,7,Kurt Warner pass complete to Bryant Johnson for 15 yards (tackle by Antonio Pierce),-0.690,1.600
2,7:22,1,10,ARI 40,10,7,Kurt Warner pass incomplete intended for Anquan Boldin (defended by Carlos Emmons),1.600,1.050
2,7:13,2,10,ARI 40,10,7,Kurt Warner pass complete to Obafemi Ayanbadejo for 15 yards (tackle by Gibril Wilson),1.050,2.590
2,6:45,1,10,NYG 45,10,7,J.J. Arrington left tackle for 4 yards (tackle by Reggie Torbor),2.590,2.580
2,6:07,2,6,NYG 41,10,7,Kurt Warner left tackle for 4 yards (tackle by Carlos Emmons),2.580,2.410
2,5:27,,,,10,7,Timeout #1 by Arizona Cardinals,0.000,2.410
2,5:27,3,2,NYG 37,10,7,Kurt Warner pass complete to Anquan Boldin for 13 yards (tackle by Brent Alexander),2.410,3.970
2,4:48,1,10,NYG 24,10,7,Kurt Warner sacked by Michael Strahan and Antonio Pierce for -10 yards,3.970,2.080
2,4:17,2,20,NYG 34,10,7,Kurt Warner pass complete to J.J. Arrington for 9 yards (tackle by Shaun Williams and William Joseph),2.080,2.610
2,3:38,3,11,NYG 25,10,7,Kurt Warner pass incomplete intended for Bryant Johnson,2.610,1.800
2,3:24,4,11,NYG 25,13,7,Neil Rackers 42 yard field goal good,1.800,3.000
2,,,,ARI 30,13,7,"Neil Rackers kicks off 73 yards, returned by Willie Ponder for 27 yards (tackle by Calvin Pace)",0.000,0.540
2,3:14,1,10,NYG 24,13,7,Eli Manning sacked by Orlando Huff for -1 yards,0.540,-0.140
2,2:44,2,11,NYG 23,13,7,Eli Manning pass incomplete intended for David Tyree,-0.140,-0.820
2,2:34,3,11,NYG 23,13,7,Eli Manning pass incomplete intended for Plaxico Burress is intercepted by Karlos Dansby at NYG-31 and returned for 2 yards,-0.820,-3.640
2,2:25,1,10,NYG 29,13,7,Kurt Warner sacked by William Joseph for -9 yards,3.640,1.890
2,2:00,2,19,NYG 38,13,7,Kurt Warner pass complete to Larry Fitzgerald for 6 yards (tackle by Will Allen),1.890,2.020
2,1:23,3,13,NYG 32,13,7,Kurt Warner sacked by Michael Strahan for -10 yards,2.020,0.460
2,1:09,,,,13,7,Timeout #1 by New York Giants,0.000,0.460
2,1:09,4,23,NYG 42,13,7,"Scott Player punts 42 yards, touchback",0.460,-0.280
2,0:58,1,10,NYG 20,13,7,Tiki Barber right guard for 15 yards (tackle by Bertrand Berry and Orlando Huff),0.280,1.270
2,0:40,1,10,NYG 35,13,7,Eli Manning pass incomplete intended for Amani Toomer,1.270,0.720
2,0:35,2,10,NYG 35,13,7,Eli Manning pass incomplete intended for Amani Toomer,0.720,0.040
2,0:26,3,10,NYG 35,13,7,Eli Manning sacked by Bertrand Berry for -3 yards,0.040,-1.240
2,0:16,,,,13,7,Timeout #2 by Arizona Cardinals,0.000,-1.240
2,0:16,4,13,NYG 32,13,7,"Jeff Feagles punts 43 yards, fair catch by Reggie Swinton",-1.240,-0.610
2,0:08,1,10,ARI 25,13,7,Kurt Warner kneels for -2 yards,0.610,-0.210
Quarter,Time,Down,ToGo,Location,ARI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,13,7,"Neil Rackers kicks off 66 yards, returned by Brandon Jacobs for 33 yards (tackle by Obafemi Ayanbadejo)",0.000,1.400
3,14:51,1,10,NYG 37,13,7,Tiki Barber right tackle for 2 yards (tackle by Bertrand Berry),1.400,1.130
3,14:24,2,8,NYG 39,13,7,"Eli Manning pass complete to Jeremy Shockey for 6 yards (tackle by Karlos Dansby). Penalty on Karlos Dansby: Illegal Use of Hands, 6 yards (no play)",1.130,1.930
3,13:55,1,10,NYG 45,13,7,Eli Manning pass complete to Plaxico Burress for 44 yards (tackle by David Macklin),1.930,4.840
3,13:05,1,10,ARI 11,13,7,Tiki Barber right tackle for 6 yards (tackle by James Darling and Robert Griffith),4.840,5.280
3,12:20,2,4,ARI 5,13,13,"Brandon Jacobs right tackle for 5 yards, touchdown",5.280,7.000
3,,,,,13,13,"Penalty on Shaun O'Hara: False Start, 5 yards (no play)",0.000,0.000
3,,,,ARI 2,13,14,Jay Feely kicks extra point good,0.000,0.000
3,,,,NYG 30,,,"Jay Feely kicks off 73 yards, returned by Reggie Swinton for 27 yards (tackle by James Butler)",,
3,12:06,1,10,ARI 24,13,14,Kurt Warner pass incomplete intended for Larry Fitzgerald is intercepted by Gibril Wilson at ARI-38 and returned for 17 yards,0.540,-4.170
3,11:54,1,10,ARI 21,13,20,"Tiki Barber right guard for 21 yards, touchdown",4.170,7.000
3,,,,ARI 2,13,21,Jay Feely kicks extra point good,0.000,0.000
3,,,,NYG 30,13,21,"Jay Feely kicks off 68 yards, returned by Reggie Swinton for 59 yards (tackle by Willie Ponder)",0.000,2.980
3,11:37,1,10,NYG 39,13,21,Kurt Warner pass complete to J.J. Arrington for 2 yards (tackle by Kendrick Clancy),2.980,2.710
3,11:01,2,8,NYG 37,13,21,Kurt Warner pass complete to Larry Fitzgerald for 15 yards (tackle by Corey Webster),2.710,4.110
3,10:23,1,10,NYG 22,13,21,J.J. Arrington right guard for -11 yards (tackle by Michael Strahan),4.110,2.080
3,9:33,2,21,NYG 33,13,21,Kurt Warner pass complete to Larry Fitzgerald for 2 yards (tackle by Corey Webster),2.080,1.690
3,8:59,,,,13,21,Timeout #1 by Arizona Cardinals,0.000,1.690
3,8:59,3,19,NYG 31,13,21,Kurt Warner pass complete to Larry Fitzgerald for 30 yards (tackle by Curtis DeLoatch),1.690,6.970
3,8:22,1,1,NYG 1,13,21,Marcel Shipp left guard for no gain (tackle by Antonio Pierce),6.970,5.910
3,7:43,2,1,NYG 1,13,21,Obafemi Ayanbadejo up the middle for no gain (tackle by Kendrick Clancy and Carlos Emmons),5.910,5.170
3,7:11,3,1,NYG 1,19,21,"Kurt Warner pass complete to Larry Fitzgerald for 1 yard, touchdown",5.170,7.000
3,,,,,19,21,"Two Point Attempt: Kurt Warner pass incomplete intended for Adam Bergen, conversion fails",1.000,-1.000
3,,,,ARI 30,19,21,"Neil Rackers kicks off 74 yards, returned by Willie Ponder for 21 yards (tackle by Antrel Rolle). Penalty on Antrel Rolle: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,ARI 25,19,27,"Neil Rackers kicks off 70 yards, returned by Willie Ponder for 95 yards, touchdown",0.000,7.000
3,,,,ARI 2,19,28,Jay Feely kicks extra point good,0.000,0.000
3,,,,NYG 30,19,28,"Jay Feely kicks off 67 yards, returned by Reggie Swinton for 20 yards (tackle by Reggie Torbor)",0.000,0.480
3,6:39,1,10,ARI 23,19,28,Kurt Warner pass incomplete intended for Adam Bergen,0.480,-0.070
3,6:36,,,,19,28,Timeout #2 by Arizona Cardinals,0.000,-0.070
3,6:36,2,10,ARI 23,19,28,Kurt Warner pass complete to Larry Fitzgerald for 17 yards (tackle by Corey Webster),-0.070,1.600
3,6:02,1,10,ARI 40,19,28,James Jackson left end for 3 yards (tackle by Antonio Pierce),1.600,1.460
3,5:20,2,7,ARI 43,19,28,Kurt Warner pass incomplete intended for Bryant Johnson (defended by Will Allen),1.460,0.760
3,5:13,,,,19,28,Timeout #3 by Arizona Cardinals,0.000,0.760
3,5:13,3,7,ARI 43,19,28,Kurt Warner pass incomplete intended for Anquan Boldin (defended by James Butler),0.760,-0.520
3,5:06,4,7,ARI 43,19,28,"Scott Player punts 49 yards, returned by Chad Morton for 14 yards (tackle by Quentin Harris)",-0.520,-0.410
3,4:53,1,10,NYG 22,19,28,Eli Manning pass complete to Plaxico Burress for 4 yards (tackle by David Macklin),0.410,0.410
3,4:18,2,6,NYG 26,19,28,"Tiki Barber left guard for 3 yards (tackle by Adrian Wilson). Penalty on Chike Okeafor: Defensive Offside, 5 yards (no play)",0.410,1.080
3,4:05,2,1,NYG 31,19,28,Tiki Barber right tackle for no gain (tackle by Adrian Wilson),1.080,0.370
3,3:25,3,1,NYG 31,19,28,Brandon Jacobs right tackle for no gain (tackle by Russell Davis and Orlando Huff),0.370,-1.310
3,3:04,4,1,NYG 31,19,28,Jeff Feagles punts 56 yards,-1.310,0.320
3,2:38,1,10,ARI 13,19,28,Kurt Warner pass complete to Obafemi Ayanbadejo for 4 yards (tackle by Reggie Torbor),-0.320,-0.300
3,2:00,2,6,ARI 17,19,28,J.J. Arrington for 1 yard (tackle by Fred Robbins),-0.300,-0.830
3,1:22,3,5,ARI 18,19,28,"Kurt Warner pass incomplete intended for Anquan Boldin. Penalty on Antonio Pierce: Defensive Pass Interfere, 2 yards (no play)",-0.830,0.280
3,1:11,1,10,ARI 20,19,28,Marcel Shipp right guard for 5 yards (tackle by Carlos Emmons),0.280,0.410
3,0:39,2,5,ARI 25,19,28,"Kurt Warner pass incomplete intended for Anquan Boldin. Penalty on Anquan Boldin: Offensive Pass Interfere, 10 yards (no play)",0.410,-1.070
3,0:28,2,15,ARI 15,19,28,Kurt Warner pass complete to Marcel Shipp for -1 yards (tackle by William Joseph and Fred Robbins),-1.070,-2.030
Quarter,Time,Down,ToGo,Location,ARI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,16,ARI 14,19,28,Kurt Warner pass complete to Obafemi Ayanbadejo for 4 yards (tackle by James Butler and Osi Umenyiora),-2.030,-2.240
4,14:29,4,12,ARI 18,19,28,"Scott Player punts 43 yards, returned by Chad Morton for 9 yards (tackle by Quentin Harris). Penalty on NYG: Defensive 12 On-field (Declined)",-2.240,-2.130
4,14:18,1,10,NYG 48,19,28,Tiki Barber left tackle for -4 yards (tackle by Karlos Dansby),2.130,1.040
4,13:46,2,14,NYG 44,19,28,Eli Manning pass incomplete intended for Plaxico Burress (defended by David Macklin),1.040,0.370
4,13:34,3,14,NYG 44,19,28,Eli Manning pass complete to Tiki Barber for 31 yards (tackle by Ross Kolodziej),0.370,3.910
4,12:53,1,10,ARI 25,19,28,Derrick Ward right guard for 9 yards (tackle by Adrian Wilson and Robert Griffith),3.910,4.750
4,12:15,2,1,ARI 16,19,28,Brandon Jacobs up the middle for 3 yards (tackle by Chike Okeafor),4.750,4.710
4,11:38,1,10,ARI 13,19,34,"Eli Manning pass complete to Plaxico Burress for 13 yards, touchdown",4.710,7.000
4,,,,ARI 2,19,35,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYG 30,19,35,"Jay Feely kicks off 69 yards, returned by Reggie Swinton for 23 yards (tackle by Reggie Torbor)",0.000,0.540
4,11:20,1,10,ARI 24,19,35,Kurt Warner pass incomplete intended for Anquan Boldin,0.540,0.000
4,11:14,2,10,ARI 24,19,35,Kurt Warner pass incomplete intended for Bryant Johnson (defended by Curtis DeLoatch),0.000,-0.690
4,11:08,3,10,ARI 24,19,35,Kurt Warner pass incomplete intended for Adam Bergen,-0.690,-1.770
4,11:02,4,10,ARI 24,19,35,"Scott Player punts 33 yards, returned by Chad Morton for 5 yards (tackle by Nathan Hodel). Penalty on Brandon Jacobs: Face Mask (15 Yards), 15 yards",-1.770,-0.810
4,10:52,1,10,NYG 28,19,35,Tiki Barber right end for 2 yards (tackle by Eric Johnson and Bertrand Berry),0.810,0.530
4,10:24,2,8,NYG 30,19,35,Eli Manning pass incomplete intended for Jim Finn,0.530,-0.160
4,10:10,3,8,NYG 30,19,35,Eli Manning pass complete to Plaxico Burress for 7 yards (tackle by Karlos Dansby and Raymond Walls),-0.160,-0.910
4,9:41,4,1,NYG 37,19,35,"Jeff Feagles punts 53 yards, returned by Reggie Swinton for -5 yards (tackle by Shaun Williams). Penalty on David Macklin: Illegal Block Above the , 2 yards",-0.910,0.380
4,9:25,1,10,ARI 3,19,35,Kurt Warner pass complete to Obafemi Ayanbadejo for 3 yards (tackle by Reggie Torbor),-0.380,-0.560
4,8:58,2,7,ARI 6,19,35,Kurt Warner pass incomplete intended for Obafemi Ayanbadejo (defended by Reggie Torbor),-0.560,-1.070
4,8:49,3,7,ARI 6,19,35,Kurt Warner pass incomplete intended for Bryant Johnson,-1.070,-2.490
4,8:43,4,7,ARI 6,19,41,"Scott Player punts 46 yards, returned by Chad Morton for 52 yards, touchdown",-2.490,-7.000
4,,,,ARI 2,19,42,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYG 30,19,42,"Jay Feely kicks off 58 yards, returned by Reggie Swinton for 15 yards (tackle by Derrick Ward). Penalty on Willie Ponder: Offside on Free Kick, 5 yards",0.000,1.070
4,8:17,1,10,ARI 32,19,42,Kurt Warner pass incomplete intended for Anquan Boldin (defended by Antonio Pierce),1.070,0.530
4,8:11,2,10,ARI 32,19,42,"Penalty on Oliver Ross: False Start, 5 yards (no play)",0.530,-0.150
4,8:11,2,15,ARI 27,19,42,"Penalty on Oliver Ross: False Start, 5 yards (no play)",-0.150,-0.820
4,8:11,2,20,ARI 22,19,42,Kurt Warner pass complete to Bryant Johnson for 12 yards (tackle by Curtis DeLoatch),-0.820,0.100
4,7:48,3,8,ARI 34,19,42,Kurt Warner right end for 9 yards (tackle by Carlos Emmons),0.100,1.800
4,7:16,1,10,ARI 43,19,42,"Penalty on William Joseph: Neutral Zone Infraction, 5 yards (no play)",1.800,2.530
4,7:00,1,5,ARI 48,19,42,Kurt Warner pass complete to Marcel Shipp for 6 yards (tackle by Carlos Emmons),2.530,2.520
4,6:36,1,10,NYG 46,19,42,Kurt Warner pass complete to Larry Fitzgerald for 17 yards (tackle by Will Allen). Penalty on Curtis DeLoatch: Defensive Holding (Declined),2.520,3.640
4,6:06,1,10,NYG 29,19,42,Kurt Warner pass incomplete intended for Bryant Johnson,3.640,3.100
4,5:56,2,10,NYG 29,19,42,J.J. Arrington right tackle for -1 yards (tackle by Michael Strahan and Reggie Torbor),3.100,2.280
4,5:27,3,11,NYG 30,19,42,Kurt Warner pass incomplete intended for Adam Bergen,2.280,1.410
4,5:14,4,11,NYG 30,19,42,Kurt Warner pass incomplete intended for Anquan Boldin,1.410,-0.940
4,5:07,1,10,NYG 30,19,42,Derrick Ward left end for 12 yards (tackle by Robert Griffith),0.940,1.730
4,5:00,1,10,NYG 42,19,42,Brandon Jacobs left guard for 3 yards (tackle by Adrian Wilson and Darnell Dockett),1.730,1.590
4,4:20,2,7,NYG 45,19,42,Derrick Ward right guard for 2 yards (tackle by Russell Davis),1.590,1.160
4,3:28,,,,19,42,Timeout #1 by New York Giants,0.000,1.160
4,3:28,3,5,NYG 47,19,42,Eli Manning pass incomplete intended for Amani Toomer,1.160,-0.260
4,3:25,4,5,NYG 47,19,42,Jeff Feagles punts 32 yards,-0.260,-0.340
4,3:15,1,10,ARI 21,19,42,Josh McCown pass incomplete intended for J.J. Arrington,0.340,-0.200
4,3:10,2,10,ARI 21,19,42,Josh McCown pass complete to Anquan Boldin for 16 yards (tackle by Corey Webster),-0.200,1.400
4,2:50,1,10,ARI 37,19,42,Josh McCown pass incomplete intended for Charles Lee,1.400,0.860
4,2:42,2,10,ARI 37,19,42,Josh McCown pass complete to J.J. Arrington for 5 yards (tackle by Corey Webster and Nick Greisen),0.860,0.830
4,2:19,3,5,ARI 42,19,42,Josh McCown pass complete to J.J. Arrington for 6 yards (tackle by James Butler),0.830,2.130
4,2:00,1,10,ARI 48,19,42,Josh McCown pass complete to Charles Lee for 6 yards (tackle by James Butler),2.130,2.390
4,1:54,2,4,NYG 46,19,42,Josh McCown pass complete to Larry Fitzgerald for 19 yards (tackle by Shaun Williams),2.390,3.780
4,1:24,1,10,NYG 27,19,42,Josh McCown pass incomplete intended for Charles Lee,3.780,3.230
4,1:13,2,10,NYG 27,19,42,Josh McCown pass incomplete intended for Bryant Johnson,3.230,2.540
4,1:03,3,10,NYG 27,19,42,Josh McCown pass incomplete intended for Bryant Johnson is intercepted by Frank Walker at NYG-13 and returned for 71 yards,2.540,-4.510
4,0:45,1,10,ARI 16,19,42,Tim Hasselbeck kneels for -1 yards,4.510,3.770
4,0:23,2,11,ARI 17,19,42,Tim Hasselbeck kneels for -2 yards,3.770,2.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
