Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss and deferred, Texans to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,"Cairo Santos kicks off 69 yards, returned by Tyler Ervin for 20 yards (tackle by Dezman Moses)",0.000,0.140
1,14:55,1,10,HOU 16,0,0,Brock Osweiler pass complete short right to C.J. Fiedorowicz for 1 yard (tackle by Eric Berry),-0.140,-0.510
1,14:28,2,9,HOU 17,0,0,Lamar Miller right guard for 2 yards (tackle by Derrick Johnson),-0.510,-0.950
1,13:48,3,7,HOU 19,0,0,Brock Osweiler pass complete short left to Will Fuller for 17 yards (tackle by Phillip Gaines),-0.950,1.330
1,13:12,1,10,HOU 36,0,0,Lamar Miller right end for 8 yards (tackle by Justin March-Lillard and Dee Ford),1.330,1.870
1,12:30,2,2,HOU 44,0,0,Brock Osweiler pass complete deep right to Will Fuller for 53 yards (tackle by Eric Berry and Marcus Peters),1.870,6.510
1,11:40,1,3,KAN 3,0,0,Brock Osweiler pass incomplete short right intended for DeAndre Hopkins,6.510,5.530
1,11:36,2,3,KAN 3,0,0,Lamar Miller left guard for 1 yard (tackle by Marcus Peters and Dontari Poe),5.530,4.950
1,10:55,3,2,KAN 2,0,0,Brock Osweiler pass incomplete short right intended for Braxton Miller is intercepted by Marcus Peters at KAN-0 and returned for 19 yards,4.950,-0.150
1,10:44,1,10,KAN 19,0,0,Alex Smith pass complete short right to Travis Kelce for 5 yards (tackle by Johnathan Joseph),0.150,0.340
1,10:14,2,5,KAN 24,0,0,Alex Smith pass complete short left to Chris Conley for 5 yards (tackle by Kareem Jackson),0.340,0.870
1,9:40,1,10,KAN 29,0,0,Alex Smith pass complete short middle to Travis Kelce for 11 yards (tackle by Quintin Demps),0.870,1.600
1,9:01,1,10,KAN 40,0,0,Alex Smith pass incomplete short right intended for Jeremy Maclin (defended by Jadeveon Clowney),1.600,1.050
1,8:57,2,10,KAN 40,0,0,Spencer Ware middle for 4 yards (tackle by Andre Hal),1.050,0.890
