Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bears won the coin toss and deferred, Lions to receive the opening kickoff.",,
1,15:00,,,CHI 30,0,0,"Robbie Gould kicks off 67 yards, returned by Brandon Middleton for 20 yards (tackle by Jamar Williams)",0.000,0.480
1,14:55,1,10,DET 23,0,0,Kevin Smith right end for no gain (tackle by Alex Brown),0.480,-0.070
1,14:25,2,10,DET 23,0,0,Jon Kitna pass incomplete short left intended for Roy E. Williams (defended by Charles Tillman),-0.070,-0.760
1,14:18,3,10,DET 23,0,0,Jon Kitna sacked by Lance Briggs and Adewale Ogunleye for -13 yards,-0.760,-2.490
1,13:54,4,23,DET 10,0,0,"Nick Harris punts 44 yards, returned by Devin Hester for 28 yards. Penalty on Darrell McClover: Defensive Offside, 5 yards (no play)",-2.490,-2.440
1,13:37,4,18,DET 15,0,0,"Nick Harris punts 47 yards, returned by Devin Hester for 9 yards (tackle by Don Muhlbach)",-2.440,-2.060
1,13:25,1,10,CHI 47,0,0,Kyle Orton pass complete short right to Matt Forte for 8 yards (tackle by Jared DeVries),2.060,2.600
1,12:51,2,2,DET 45,0,0,Matt Forte left tackle for 5 yards (tackle by Cory Redding),2.600,2.920
1,12:16,1,10,DET 40,0,0,Matt Forte up the middle for 3 yards (tackle by Chartric Darby and Ernie Sims),2.920,2.780
1,11:38,2,7,DET 37,0,0,Kyle Orton pass complete short left to Matt Forte for 5 yards (tackle by Ernie Sims),2.780,2.740
1,11:01,3,2,DET 32,0,0,Matt Forte right end for 3 yards (tackle by Daniel Bullocks),2.740,3.640
1,10:20,1,10,DET 29,0,0,Kyle Orton pass complete short right to Rashied Davis for 8 yards (tackle by Leigh Bodden),3.640,4.180
1,9:48,2,2,DET 21,0,0,Kevin Jones left end for 3 yards (tackle by Shaun Cody),4.180,4.370
1,9:08,1,10,DET 18,0,0,"Penalty on Rashied Davis: False Start, 5 yards (no play)",4.370,4.040
1,8:44,1,15,DET 23,0,0,Matt Forte right tackle for no gain (tackle by Dwight Smith and Paris Lenon),4.040,3.150
1,8:05,,,,0,0,Timeout #1 by Chicago Bears,0.000,3.150
1,8:05,2,15,DET 23,0,0,Kyle Orton sacked by Jared DeVries for -6 yards,3.150,1.680
