Quarter,Time,Tm,Detail,CHI,DET
1.0,6:48,Bears,Robbie Gould 37 yard field goal,3,0
2.0,5:27,Bears,Matt Forte 9 yard pass from Kyle Orton (Robbie Gould kick),10,0
,1:56,Bears,Devin Hester 12 yard pass from Kyle Orton (Robbie Gould kick),17,0
3.0,11:17,Bears,Matt Forte 1 yard rush (Robbie Gould kick),24,0
,10:10,Bears,Charles Tillman 26 yard interception return (Robbie Gould kick),31,0
,7:08,Lions,Kevin Smith 12 yard rush (Jason Hanson kick),31,7
4.0,11:58,Bears,Robbie Gould 45 yard field goal,34,7
