Quarter,Time,Down,ToGo,Location,CIN,NYG,Detail,EPB,EPA
1,2:27,1,10,NYG 35,7,7,"Eli Manning pass complete short middle to Dwayne Harris for 3 yards (tackle by Adam Jones). Penalty on Marshall Newhouse: Illegal Block Above the Waist, 10 yards (no play)",1.270,0.610
1,2:04,1,20,NYG 25,7,7,Eli Manning pass incomplete short right intended for Rashad Jennings (defended by Karlos Dansby),0.610,-0.630
1,1:59,2,20,NYG 25,7,7,Eli Manning pass complete short right to Odell Beckham for 5 yards (tackle by Dre Kirkpatrick),-0.630,-0.630
1,1:27,3,15,NYG 30,7,7,Eli Manning pass incomplete short middle intended for Will Tye (defended by Vontaze Burfict),-0.630,-1.370
1,1:22,4,15,NYG 30,7,7,"Brad Wing punts 55 yards, returned by Alex Erickson for 9 yards (tackle by Zak DeOssie)",-1.370,-0.540
1,1:09,1,10,CIN 24,7,7,Jeremy Hill left tackle for 3 yards (tackle by Damon Harrison and Olivier Vernon),0.540,0.400
1,0:28,2,7,CIN 27,7,7,Andy Dalton pass complete short right to Giovani Bernard for 9 yards (tackle by Devon Kennard),0.400,1.330
Quarter,Time,Down,ToGo,Location,CIN,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 36,7,7,Giovani Bernard right tackle for no gain (tackle by Damon Harrison and Olivier Vernon),1.330,0.790
2,14:18,2,10,CIN 36,7,7,Andy Dalton pass incomplete short middle intended for A.J. Green (defended by Jason Pierre-Paul),0.790,0.100
2,14:15,3,10,CIN 36,7,7,"Andy Dalton for 11 yards (tackle by Janoris Jenkins). Penalty on Giovani Bernard: Offensive Holding, 10 yards (no play)",0.100,-1.220
2,13:49,3,20,CIN 26,7,7,Andy Dalton pass complete short middle to A.J. Green for 11 yards (tackle by Dominique Rodgers-Cromartie),-1.220,-0.910
2,13:40,4,9,CIN 37,7,7,"Kevin Huber punts 51 yards, returned by Dwayne Harris for 8 yards (tackle by Ryan Hewitt)",-0.910,-0.280
2,13:30,1,10,NYG 20,7,7,Eli Manning pass incomplete short right intended for Paul Perkins,0.280,-0.270
2,13:24,2,10,NYG 20,7,7,Paul Perkins right end for 1 yard (tackle by Shawn Williams and Karlos Dansby),-0.270,-0.820
2,12:41,3,9,NYG 21,7,7,Eli Manning pass complete short right to Will Tye for 10 yards (tackle by Karlos Dansby),-0.820,1.000
2,12:03,1,10,NYG 31,7,7,Eli Manning pass incomplete short middle intended for Paul Perkins,1.000,0.460
2,11:58,2,10,NYG 31,7,7,Paul Perkins right guard for 3 yards (tackle by Vontaze Burfict and Vincent Rey),0.460,0.170
2,11:20,3,7,NYG 34,7,7,Eli Manning pass complete deep middle to Odell Beckham for 21 yards (tackle by George Iloka),0.170,2.590
2,10:42,1,10,CIN 45,7,7,Paul Perkins left guard for 1 yard (tackle by Will Clarke),2.590,2.180
2,10:12,2,9,CIN 44,7,7,Eli Manning pass incomplete short left intended for Paul Perkins,2.180,0.000
2,10:07,,,,7,7,Timeout #2 by Cincinnati Bengals,0.000,-1.490
2,10:07,3,9,CIN 44,7,7,Eli Manning pass complete short right to Odell Beckham for 7 yards (tackle by George Iloka),1.490,0.790
2,9:51,4,2,CIN 37,7,7,Eli Manning sacked by Geno Atkins for -11 yards,0.790,-2.130
2,9:43,1,10,CIN 48,7,7,Andy Dalton pass complete short left to Giovani Bernard for no gain,2.130,1.580
2,9:13,2,10,CIN 48,7,7,Andy Dalton sacked by Robert Thomas for -4 yards,1.580,0.370
2,8:32,3,14,CIN 44,7,7,Andy Dalton pass complete short right to Giovani Bernard for 10 yards (tackle by Landon Collins),0.370,0.200
2,7:56,4,4,NYG 46,7,7,Kevin Huber punts 45 yards,0.200,0.380
2,7:45,1,10,NYG 1,7,7,Rashad Jennings middle for 1 yard (tackle by Vontaze Burfict and Domata Peko),-0.380,-0.710
2,7:13,2,9,NYG 2,7,7,Eli Manning pass complete short left to Will Tye for 7 yards (tackle by Vincent Rey and Adam Jones),-0.710,-0.480
2,6:35,3,2,NYG 9,7,7,Eli Manning pass complete short middle to Sterling Shepard for 10 yards (tackle by Darqueze Dennard),-0.480,0.150
2,6:06,1,10,NYG 19,7,7,Rashad Jennings left tackle for 3 yards (tackle by Wallace Gilberry),0.150,0.070
2,5:27,2,7,NYG 22,7,7,Eli Manning pass incomplete short right intended for Roger Lewis is intercepted by Dre Kirkpatrick at NYG-28 and returned for 21 yards,0.070,-5.600
2,5:13,1,7,NYG 7,7,7,Andy Dalton pass incomplete short right intended for Giovani Bernard,5.600,4.760
2,5:09,2,7,NYG 7,7,7,Andy Dalton pass incomplete short left intended for Tyler Eifert,4.760,3.810
2,5:05,3,7,NYG 7,7,7,Andy Dalton pass complete short right to A.J. Green for no gain,3.810,2.970
2,4:30,4,7,NYG 7,10,7,Mike Nugent 25 yard field goal good,2.970,3.000
2,4:19,,,CIN 35,10,7,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
2,4:19,1,10,NYG 25,10,7,Eli Manning pass incomplete short middle intended for Will Tye,0.610,0.060
2,4:12,2,10,NYG 25,10,7,Eli Manning pass complete deep left to Odell Beckham for 18 yards (tackle by Shawn Williams),0.060,1.800
2,3:42,1,10,NYG 43,10,7,"Eli Manning pass incomplete deep left intended for Odell Beckham. Penalty on Carlos Dunlap: Defensive Offside, 5 yards (no play)",1.800,2.530
2,3:35,1,5,NYG 48,10,7,Eli Manning pass complete short middle to Jerell Adams for 8 yards (tackle by Vincent Rey and Josh Shaw),2.530,2.650
2,3:05,1,10,CIN 44,10,7,Paul Perkins left tackle for 8 yards (tackle by Will Clarke),2.650,3.190
2,2:26,2,2,CIN 36,10,7,"Eli Manning left tackle for 6 yards (tackle by Josh Shaw). Penalty on Josh Shaw: Illegal Use of Hands, 5 yards",3.190,3.910
2,2:05,1,10,CIN 25,10,7,Eli Manning pass complete short left to Sterling Shepard for 10 yards (tackle by Darqueze Dennard),3.910,4.580
2,1:57,1,10,CIN 15,10,7,Paul Perkins left tackle for 5 yards (tackle by Vontaze Burfict and Karlos Dansby),4.580,4.840
2,1:24,2,5,CIN 10,10,13,"Eli Manning pass complete short left to Odell Beckham for 10 yards, touchdown",4.840,7.000
2,1:17,,,CIN 15,10,14,Robbie Gould kicks extra point good,0.000,0.000
2,1:17,,,NYG 35,10,14,"Robbie Gould kicks off 68 yards, returned by Alex Erickson for 23 yards (tackle by Romeo Okwara)",0.000,-0.280
2,1:11,1,10,CIN 20,10,14,Giovani Bernard left tackle for 2 yards (tackle by Jay Bromley and Keenan Robinson),0.280,0.000
2,0:40,2,8,CIN 22,10,14,Andy Dalton pass complete short left to Brandon LaFell for 9 yards (tackle by Eli Apple),0.000,1.000
2,0:17,1,10,CIN 31,10,14,Andy Dalton pass complete short right to A.J. Green for 14 yards (tackle by Janoris Jenkins),1.000,1.930
2,0:11,1,10,CIN 45,10,14,Andy Dalton pass complete short left to Tyler Eifert for 5 yards (tackle by Coty Sensabaugh),1.930,0.000
2,0:03,,,,10,14,Timeout #3 by Cincinnati Bengals,0.000,-2.060
2,0:03,2,5,,10,14,Andy Dalton pass incomplete deep right intended for A.J. Green,2.060,1.360
Quarter,Time,Down,ToGo,Location,CIN,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,10,14,"Robbie Gould kicks off 62 yards, returned by Alex Erickson for 84 yards (tackle by Coty Sensabaugh)",0.000,-4.710
3,14:46,1,10,NYG 13,10,14,Jeremy Hill right tackle for 4 yards (tackle by Coty Sensabaugh and Jonathan Casillas),4.710,4.770
3,14:05,2,6,NYG 9,16,14,"Jeremy Hill left tackle for 9 yards, touchdown",4.770,7.000
3,13:58,,,NYG 15,17,14,Mike Nugent kicks extra point good,0.000,0.000
3,13:58,,,CIN 35,17,14,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
3,13:58,1,10,NYG 25,17,14,Eli Manning pass complete short right to Rashad Jennings for 3 yards (tackle by Vincent Rey),0.610,0.470
3,13:28,2,7,NYG 28,17,14,Rashad Jennings left guard for 3 yards (tackle by Michael Johnson and Vontaze Burfict),0.470,0.170
3,12:47,3,4,NYG 31,17,14,Eli Manning pass incomplete deep right intended for Roger Lewis,0.170,-1.310
3,12:37,4,4,NYG 31,17,14,"Brad Wing punts 48 yards, returned by Alex Erickson for 18 yards (tackle by Bobby Rainey)",-1.310,-1.530
3,12:25,1,10,CIN 39,17,14,Jeremy Hill left guard for 9 yards (tackle by Landon Collins),1.530,2.200
3,11:50,2,1,CIN 48,17,14,Jeremy Hill left guard for 6 yards (tackle by Jonathan Casillas and Jason Pierre-Paul),2.200,2.520
3,11:13,1,10,NYG 46,17,14,Andy Dalton pass complete deep left to A.J. Green for 21 yards (tackle by Landon Collins),2.520,3.910
3,10:31,1,10,NYG 25,17,14,Jeremy Hill right guard for 3 yards (tackle by Olivier Vernon and Jason Pierre-Paul),3.910,3.770
3,9:48,2,7,NYG 22,17,14,Jeremy Hill left tackle for 2 yards (tackle by Devon Kennard and Olivier Vernon),3.770,3.340
3,9:04,3,5,NYG 20,17,14,Andy Dalton pass incomplete deep middle intended for Tyler Boyd (defended by Trevin Wade),3.340,2.170
3,8:56,4,5,NYG 20,20,14,Mike Nugent 38 yard field goal good,2.170,3.000
3,8:52,,,CIN 35,20,14,"Mike Nugent kicks off 63 yards, returned by Bobby Rainey for 16 yards (tackle by Rex Burkhead)",0.000,-0.040
3,8:46,1,10,NYG 18,20,14,Eli Manning pass incomplete deep right intended for Odell Beckham,0.040,-0.490
3,8:40,2,10,NYG 18,20,14,Eli Manning pass incomplete short middle intended for Rashad Jennings (defended by Carlos Dunlap),-0.490,-1.170
3,8:35,3,10,NYG 18,20,14,Eli Manning pass complete short left to Sterling Shepard for 6 yards (tackle by Darqueze Dennard),-1.170,-1.770
3,8:02,4,4,NYG 24,20,14,"Brad Wing punts 51 yards, returned by Alex Erickson for 8 yards (tackle by Nat Berhe)",-1.770,-1.140
3,7:47,1,10,CIN 33,20,14,Giovani Bernard left guard for 5 yards (tackle by Landon Collins),1.140,1.270
3,7:18,2,5,CIN 38,20,14,Giovani Bernard right guard for 3 yards (tackle by Damon Harrison and Olivier Vernon),1.270,0.960
3,6:32,3,2,CIN 41,20,14,"Giovani Bernard for 1 yard (tackle by Trevin Wade). Penalty on Andrew Whitworth: Offensive Holding, 10 yards",0.960,-0.230
3,6:03,3,11,CIN 32,20,14,Andy Dalton pass incomplete deep left intended for A.J. Green,-0.230,-1.240
3,5:53,4,11,CIN 32,20,14,"Kevin Huber punts 53 yards, returned by Bobby Rainey for 15 yards (tackle by Rex Burkhead)",-1.240,-0.940
3,5:39,1,10,NYG 30,20,14,Paul Perkins left tackle for 9 yards (tackle by Michael Johnson and Vincent Rey),0.940,1.610
3,5:10,2,1,NYG 39,20,14,Paul Perkins left guard for no gain (tackle by Vincent Rey and Vontaze Burfict),1.610,0.890
3,4:32,3,1,NYG 39,20,14,"Eli Manning pass incomplete short right intended for Tavarres King (defended by Dre Kirkpatrick). Penalty on Dre Kirkpatrick: Defensive Pass Interference, 10 yards (no play)",0.890,2.190
3,4:26,1,10,NYG 49,20,14,Eli Manning pass incomplete short left intended for Sterling Shepard,2.190,1.650
3,4:23,2,10,NYG 49,20,14,Eli Manning pass complete short right to Will Tye for 6 yards (tackle by Vincent Rey),1.650,1.750
3,3:45,3,4,CIN 45,20,14,Eli Manning pass incomplete short left intended for Sterling Shepard,1.750,0.270
3,3:40,4,4,CIN 45,20,14,"Brad Wing punts 35 yards, fair catch by Alex Erickson. Penalty on Darqueze Dennard: Illegal Block Above the Waist, 5 yards",0.270,0.380
3,3:33,1,10,CIN 5,20,14,Jeremy Hill right guard for 2 yards (tackle by Olivier Vernon and Damon Harrison),-0.380,-0.630
3,2:57,2,8,CIN 7,20,14,Jeremy Hill left tackle for -1 yards (tackle by Johnathan Hankins),-0.630,0.000
3,2:13,,,,20,14,Timeout #1 by Cincinnati Bengals,0.000,1.300
3,2:13,3,9,CIN 6,20,14,Andy Dalton pass incomplete short right intended for Brandon LaFell,-1.300,-2.490
3,2:08,4,9,CIN 6,20,14,"Kevin Huber punts 50 yards, returned by Bobby Rainey for 9 yards (tackle by Vincent Rey)",-2.490,-2.460
3,1:56,1,10,CIN 47,20,14,Eli Manning pass complete short middle to Odell Beckham for 11 yards (tackle by Darqueze Dennard),2.460,3.180
3,1:30,1,10,CIN 36,20,14,Eli Manning pass complete short middle to Rashad Jennings for 3 yards (tackle by Vontaze Burfict and George Iloka),3.180,3.040
3,0:51,2,7,CIN 33,20,14,Rashad Jennings left guard for 24 yards (tackle by George Iloka and Dre Kirkpatrick),3.040,5.140
3,0:10,1,9,CIN 9,20,14,Rashad Jennings right tackle for no gain (tackle by Shawn Williams),5.140,4.380
Quarter,Time,Down,ToGo,Location,CIN,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CIN 9,20,14,Eli Manning pass incomplete short right intended for Will Tye,4.380,3.360
4,14:57,3,9,CIN 9,20,14,Eli Manning pass complete short left to Tavarres King for 6 yards (tackle by Vontaze Burfict and Darqueze Dennard),3.360,3.040
4,14:12,4,3,CIN 3,20,20,"Eli Manning pass complete short left to Sterling Shepard for 3 yards, touchdown",3.040,7.000
4,14:05,,,CIN 15,20,21,Robbie Gould kicks extra point good,0.000,0.000
4,14:05,,,NYG 35,20,21,"Robbie Gould kicks off 62 yards, returned by Alex Erickson for 15 yards (tackle by Paul Perkins)",0.000,-0.040
4,14:00,1,10,CIN 18,20,21,Andy Dalton pass incomplete deep right intended for A.J. Green (defended by Janoris Jenkins),0.040,-0.490
4,13:55,2,10,CIN 18,20,21,Andy Dalton pass incomplete short right intended for Tyler Eifert (defended by Jason Pierre-Paul),-0.490,-1.170
4,13:50,3,10,CIN 18,20,21,Andy Dalton pass complete short right to Tyler Eifert for 20 yards (tackle by Janoris Jenkins),-1.170,1.470
4,13:11,1,10,CIN 38,20,21,Jeremy Hill left end for no gain (tackle by Kelvin Sheppard and Olivier Vernon),1.470,0.920
4,12:27,2,10,CIN 38,20,21,Andy Dalton pass incomplete,0.920,0.230
4,12:19,3,10,CIN 38,20,21,"Penalty on Andy Dalton: Delay of Game, 5 yards (no play)",0.230,-0.430
4,12:19,3,15,CIN 33,20,21,"Andy Dalton pass incomplete deep right intended for A.J. Green. Penalty on Janoris Jenkins: Defensive Holding, 5 yards (no play)",-0.430,1.470
4,12:11,1,10,CIN 38,20,21,Jeremy Hill left tackle for 1 yard (tackle by Jason Pierre-Paul and Andrew Adams),1.470,1.060
4,11:35,2,9,CIN 39,20,21,Andy Dalton pass incomplete deep middle intended for Tyler Kroft is intercepted by Landon Collins at NYG-38,1.060,-1.470
4,11:31,1,10,NYG 38,20,21,Eli Manning pass incomplete deep middle intended for Tavarres King is intercepted by George Iloka at CIN-12,1.470,0.350
4,11:22,1,10,CIN 12,20,21,Andy Dalton pass complete short right to Tyler Boyd for 1 yard (tackle by Jason Pierre-Paul and Dominique Rodgers-Cromartie),-0.350,-0.700
4,10:44,2,9,CIN 13,20,21,Andy Dalton pass complete short middle to A.J. Green for 8 yards (tackle by Janoris Jenkins),-0.700,-0.370
4,10:05,3,1,CIN 21,20,21,Jeremy Hill left guard for no gain (tackle by Damon Harrison and Olivier Vernon),-0.370,-1.960
4,9:09,4,1,CIN 21,20,21,"Kevin Huber punts 52 yards, returned by Bobby Rainey for 8 yards (tackle by Tyler Kroft)",-1.960,-1.270
4,8:53,1,10,NYG 35,20,21,Rashad Jennings right end for 5 yards (tackle by Carlos Dunlap and Dre Kirkpatrick),1.270,1.400
4,8:21,2,5,NYG 40,20,21,Eli Manning pass complete short right to Odell Beckham for 7 yards (tackle by Pat Sims). Penalty on Karlos Dansby: Illegal Contact (Declined),1.400,2.060
4,7:53,1,10,NYG 47,20,21,Rashad Jennings right guard for 2 yards (tackle by Vontaze Burfict and Pat Sims),2.060,1.790
4,7:10,2,8,NYG 49,20,21,Eli Manning pass complete short right to Will Tye for 5 yards (tackle by Karlos Dansby and Dre Kirkpatrick),1.790,1.750
4,6:27,3,3,CIN 46,20,21,Eli Manning pass incomplete short right intended for Rashad Jennings,1.750,0.200
4,6:23,4,3,CIN 46,20,21,"Brad Wing punts 37 yards, fair catch by Alex Erickson",0.200,0.380
4,6:17,1,10,CIN 9,20,21,Giovani Bernard left end for 7 yards (tackle by Landon Collins),-0.380,-0.160
4,5:39,2,3,CIN 16,20,21,Giovani Bernard right tackle for -1 yards (tackle by Damon Harrison and Coty Sensabaugh),-0.160,-0.720
4,4:55,3,4,CIN 15,20,21,Andy Dalton middle for 15 yards (tackle by Janoris Jenkins),-0.720,0.940
4,4:11,1,10,CIN 30,20,21,Andy Dalton pass incomplete short left intended for Tyler Boyd,0.940,0.390
4,4:05,2,10,CIN 30,20,21,Andy Dalton sacked by Jonathan Casillas and Damon Harrison for -7 yards,0.390,-1.220
4,3:41,3,17,CIN 23,20,21,Andy Dalton sacked by Olivier Vernon for -7 yards,-1.220,-2.390
4,3:08,4,24,CIN 16,20,21,"Kevin Huber punts 43 yards, fair catch by Bobby Rainey",-2.390,-1.660
4,3:01,1,10,NYG 41,20,21,Rashad Jennings left tackle for 1 yard (tackle by Vincent Rey and Domata Peko),1.660,0.000
4,2:56,,,,20,21,Timeout #2 by Cincinnati Bengals,0.000,-1.260
4,2:56,2,9,NYG 42,20,21,Rashad Jennings left tackle for 3 yards (tackle by Michael Johnson and Vincent Rey),1.260,0.000
4,2:50,,,,20,21,Timeout #3 by Cincinnati Bengals,0.000,-0.960
4,2:50,3,6,NYG 45,20,21,Rashad Jennings middle for 9 yards (tackle by Geno Atkins and George Iloka),0.960,0.000
4,2:07,,,,20,21,Timeout #1 by New York Giants,0.000,-2.520
4,2:07,1,10,CIN 46,20,21,Rashad Jennings left guard for no gain (tackle by Vontaze Burfict and Vincent Rey),2.520,1.980
4,2:00,2,10,CIN 46,20,21,Rashad Jennings middle for 25 yards (tackle by Darqueze Dennard),1.980,4.170
4,1:24,1,10,CIN 21,20,21,Eli Manning kneels for -1 yards,4.170,3.490
4,0:34,2,11,CIN 22,20,21,Eli Manning kneels for -1 yards,3.490,2.680
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
