Quarter,Time,Tm,Detail,BAL,PIT
1.0,2:08,Steelers,Rashard Mendenhall 1 yard rush (Jeff Reed kick),0,7
2.0,13:33,Ravens,Willis McGahee 9 yard rush (Billy Cundiff kick),7,7
,0:00,Ravens,Billy Cundiff 33 yard field goal,10,7
4.0,7:14,Steelers,Rashard Mendenhall 7 yard rush (Jeff Reed kick),10,14
,0:32,Ravens,T.J. Houshmandzadeh 18 yard pass from Joe Flacco (Billy Cundiff kick),17,14
