#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DET 20,4,1:28,14,Punt
2,1,12:34,DET 42,7,3:45,29,Field Goal
3,1,6:29,DET 13,8,4:41,87,Touchdown
4,1,0:17,DET 25,8,3:50,75,Touchdown
5,2,9:47,DET 16,3,1:15,1,Punt
6,2,8:16,IND 20,4,0:59,5,Field Goal
7,2,6:15,DET 36,7,2:29,31,Field Goal
8,2,1:50,DET 43,3,0:45,16,Interception
9,2,0:44,DET 10,1,0:44,3,End of Half
10,3,12:05,DET 20,8,4:48,33,Punt
11,3,5:50,DET 42,3,1:00,3,Punt
12,3,3:56,DET 42,6,3:54,58,Touchdown
13,4,13:25,DET 25,3,1:41,8,Punt
14,4,10:50,DET 30,5,2:09,57,Field Goal
15,4,6:40,DET 45,5,2:38,10,Punt
16,4,2:39,DET 20,4,1:32,30,Punt
