Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Mike McGlynn,G,77,100%,0,0%,5,12%
Anthony Castonzo,T,77,100%,0,0%,5,12%
Samson Satele,C,77,100%,0,0%,3,8%
Andrew Luck,QB,77,100%,0,0%,0,0%
Reggie Wayne,WR,77,100%,0,0%,0,0%
Donnie Avery,WR,76,99%,0,0%,0,0%
Jeff Linkenbach,T,74,96%,0,0%,5,12%
T.Y. Hilton,WR,68,88%,0,0%,7,18%
Winston Justice,T,58,75%,0,0%,2,5%
Dwayne Allen,TE,56,73%,0,0%,11,28%
Vick Ballard,RB,42,55%,0,0%,0,0%
Donald Brown,RB,24,31%,0,0%,0,0%
Coby Fleener,TE,23,30%,0,0%,0,0%
A.Q. Shipley,C,19,25%,0,0%,6,15%
LaVon Brazill,WR,18,23%,0,0%,18,45%
Joe Reitz,G,3,4%,0,0%,0,0%
Weslye Saunders,TE,1,1%,0,0%,21,52%
Cassius Vaughn,CB,0,0%,77,100%,15,38%
Jerrell Freeman,LB,0,0%,77,100%,2,5%
Antoine Bethea,FS,0,0%,77,100%,2,5%
Vontae Davis,CB,0,0%,77,100%,1,2%
Robert Mathis,LB,0,0%,69,90%,2,5%
Joe Lefeged,FS,0,0%,68,88%,19,48%
Dwight Freeney,LB,0,0%,64,83%,2,5%
Cory Redding,DE,0,0%,57,74%,2,5%
Darius Butler,CB,0,0%,47,61%,7,18%
Antonio Johnson,NT,0,0%,44,57%,9,22%
Moise Fokou,LB,0,0%,40,52%,22,55%
Ricardo Mathews,DE,0,0%,35,45%,7,18%
Kavell Conner,LB,0,0%,24,31%,17,42%
Lawrence Guy,DE,0,0%,20,26%,15,38%
Jerry Hughes,LB,0,0%,17,22%,25,62%
Martin Tevaseu,NT,0,0%,17,22%,7,18%
Clifton Geathers,DE,0,0%,12,16%,12,30%
Pat Angerer,LB,0,0%,12,16%,0,0%
Justin Hickman,LB,0,0%,9,12%,23,58%
Sergio Brown,SS,0,0%,4,5%,33,82%
Delone Carter,RB,0,0%,0,0%,26,65%
Mario Harvey,LB,0,0%,0,0%,20,50%
Delano Howell,FS,0,0%,0,0%,19,48%
Pat McAfee,P,0,0%,0,0%,18,45%
Josh Gordy,CB,0,0%,0,0%,18,45%
Teddy Williams,DB,0,0%,0,0%,15,38%
Matt Overton,LS,0,0%,0,0%,13,32%
Adam Vinatieri,K,0,0%,0,0%,5,12%
