Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darrell Henderson,LAR,12,31,0,1,10,0.8,21,1.8,0,
Royce Freeman,LAR,9,44,1,3,19,2.1,25,2.8,0,
Tutu Atwell,LAR,2,8,0,1,8,4.0,0,0.0,0,
Matthew Stafford,LAR,1,9,0,0,9,9.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tony Pollard,DAL,12,53,0,2,33,2.8,20,1.7,0,
Rico Dowdle,DAL,5,18,0,1,8,1.6,10,2.0,0,
Dak Prescott,DAL,4,19,0,2,19,4.8,0,0.0,0,
Cooper Rush,DAL,3,-3,0,,-3,-1.0,0,0.0,0,
Brandin Cooks,DAL,1,3,0,0,2,2.0,1,1.0,0,
CeeDee Lamb,DAL,1,12,0,1,9,9.0,3,3.0,0,
