Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
2,10:23,3,6,KAN 13,0,7,Tua Tagovailoa pass incomplete short right intended for DeVante Parker,3.680,2.590
2,10:18,4,6,KAN 13,0,10,Jason Sanders 31 yard field goal good,2.590,3.000
2,10:14,,,MIA 35,0,10,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,10:14,1,10,KAN 25,0,10,Patrick Mahomes pass complete short middle to Travis Kelce for 21 yards (tackle by Eric Rowe),0.610,1.990
2,9:45,1,10,KAN 46,0,10,Patrick Mahomes pass complete short left to Travis Kelce for 9 yards (tackle by Shaq Lawson),1.990,2.670
2,9:04,2,1,MIA 45,0,10,Patrick Mahomes pass complete short right to Demarcus Robinson for 13 yards (tackle by Nik Needham),2.670,3.450
2,8:18,1,10,MIA 32,6,10,"Tyreek Hill right end for 32 yards, touchdown",3.450,7.000
2,8:10,,,MIA 15,7,10,Harrison Butker kicks extra point good,0.000,0.000
2,8:10,,,KAN 35,7,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,8:10,1,10,MIA 25,7,10,"Tua Tagovailoa pass incomplete short left intended for DeVante Parker. Penalty on Anthony Hitchens: Unnecessary Roughness, 15 yards. Penalty on Anthony Hitchens: Ineligible Downfield Pass, 15 yards (no play)",0.610,1.600
2,8:06,1,10,MIA 40,7,10,DeAndre Washington up the middle for 2 yards (tackle by Derrick Nnadi),1.600,1.320
2,7:29,2,8,MIA 42,7,10,Tua Tagovailoa sacked by Michael Danna for -7 yards,1.320,-0.300
2,6:44,3,15,MIA 35,7,10,Tua Tagovailoa up the middle for 2 yards (tackle by Daniel Sorensen),-0.300,-0.910
2,6:04,4,13,MIA 37,7,10,Matt Haack punts 42 yards downed by Calvin Munson,-0.910,-0.340
2,5:52,1,10,KAN 21,7,10,Clyde Edwards-Helaire right end for no gain (tackle by Brandon Jones and Jerome Baker),0.340,-0.200
2,5:19,2,10,KAN 21,7,10,Patrick Mahomes sacked by Jerome Baker for -5 yards,-0.200,-1.780
2,4:33,3,15,KAN 16,7,10,Patrick Mahomes pass incomplete short middle intended for Tyreek Hill,-1.780,-2.390
2,4:27,4,15,KAN 16,7,10,"Tommy Townsend punts 58 yards, returned by Jakeem Grant for -4 yards (tackle by Ben Niemann and Antonio Hamilton)",-2.390,-0.410
2,4:10,1,10,MIA 22,7,10,Tua Tagovailoa pass complete short middle to Jakeem Grant for 12 yards (tackle by Mike Pennel),0.410,1.200
2,3:42,1,10,MIA 34,7,10,DeAndre Washington right guard for 3 yards (tackle by Chris Jones),1.200,1.060
2,3:10,2,7,MIA 37,7,10,Tua Tagovailoa pass incomplete short left intended for Antonio Callaway,1.060,0.370
2,3:05,3,7,MIA 37,7,10,Tua Tagovailoa pass deep middle (defended by Rashad Fenton) intended for Jakeem Grant is intercepted by Tyrann Mathieu at KC-21 and returned for 5 yards,0.370,-0.670
2,2:52,1,10,KAN 26,7,10,Patrick Mahomes pass incomplete short right intended for Le'Veon Bell,0.670,0.130
2,2:48,2,10,KAN 26,7,10,"Patrick Mahomes pass complete short right to Travis Kelce for 16 yards (tackle by Brandon Jones). Penalty on Shaq Lawson: Roughing the Passer, 15 yards",0.130,2.720
2,2:20,1,10,MIA 43,7,10,Patrick Mahomes pass incomplete short right intended for Anthony Sherman,2.720,2.180
2,2:10,2,10,MIA 43,7,10,Patrick Mahomes pass complete short middle to Le'Veon Bell for 9 yards (tackle by Kamu Grugier-Hill and Brandon Jones),2.180,2.680
2,2:00,3,1,MIA 34,7,10,Le'Veon Bell left guard for 8 yards (tackle by Jerome Baker),2.680,3.840
2,1:24,1,10,MIA 26,7,10,Patrick Mahomes pass complete short right to Le'Veon Bell for 5 yards (tackle by Brandon Jones and Nik Needham),3.840,3.970
2,1:17,,,,,,Timeout #1 by Kansas City Chiefs,,
2,1:17,2,5,MIA 21,7,10,Patrick Mahomes pass complete short middle to Sammy Watkins for 15 yards (tackle by Eric Rowe),3.970,5.830
2,0:46,,,,,,Timeout #1 by Miami Dolphins,,
2,0:46,1,6,MIA 6,7,10,Patrick Mahomes pass incomplete short left intended for Sammy Watkins,5.830,4.950
2,0:42,2,6,MIA 6,13,10,"Patrick Mahomes pass complete short right to Travis Kelce for 6 yards, touchdown",4.950,7.000
2,0:37,,,MIA 15,14,10,Harrison Butker kicks extra point good,0.000,0.000
2,0:37,,,KAN 35,14,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,0:37,1,10,MIA 25,14,10,Tua Tagovailoa pass complete deep left to Lynn Bowden for 16 yards (tackle by Bashaud Breeland),0.610,1.660
2,0:32,,,,,,Timeout #2 by Miami Dolphins,,
2,0:32,1,10,MIA 41,14,10,Tua Tagovailoa pass complete short left to Mack Hollins for 9 yards (tackle by Daniel Sorensen and Rashad Fenton),1.660,2.340
2,0:27,,,,,,Timeout #3 by Miami Dolphins,,
2,0:27,2,1,MIA 50,14,10,Tua Tagovailoa sacked by Frank Clark for -8 yards,2.340,0.560
Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,14,10,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,14,10,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 26 yards (tackle by Bobby McCain),0.610,2.320
3,14:36,1,10,MIA 49,14,10,Clyde Edwards-Helaire left guard for 5 yards (tackle by Jerome Baker and Raekwon Davis),2.320,2.460
3,13:58,2,5,MIA 44,20,10,"Patrick Mahomes pass complete deep middle to Tyreek Hill for 44 yards, touchdown",2.460,7.000
3,13:50,,,MIA 15,21,10,Harrison Butker kicks extra point good,0.000,0.000
3,13:50,,,KAN 35,21,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,13:50,1,10,MIA 25,21,10,DeAndre Washington right guard for 5 yards (tackle by L'Jarius Sneed and Derrick Nnadi),0.610,0.740
3,13:11,2,5,MIA 30,21,10,Tua Tagovailoa pass incomplete short right intended for Antonio Callaway,0.740,0.040
3,13:08,3,5,MIA 30,21,10,Tua Tagovailoa pass incomplete short middle intended for Mack Hollins,0.040,-1.370
3,13:04,4,5,MIA 30,27,10,"Matt Haack punts 37 yards, returned by Mecole Hardman for 67 yards, touchdown",-1.370,-7.000
3,12:48,,,MIA 15,28,10,Harrison Butker kicks extra point good,0.000,0.000
3,12:48,,,KAN 35,28,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,12:48,1,10,MIA 25,28,10,Tua Tagovailoa pass incomplete short middle,0.610,0.060
3,12:44,2,10,MIA 25,28,10,Tua Tagovailoa pass complete short left to Durham Smythe for 10 yards (tackle by L'Jarius Sneed),0.060,1.270
3,12:13,1,10,MIA 35,28,10,Tua Tagovailoa pass incomplete short right intended for Mike Gesicki,1.270,0.720
3,12:08,2,10,MIA 35,28,10,Tua Tagovailoa pass complete short middle to DeAndre Washington for 10 yards (tackle by Anthony Hitchens),0.720,1.930
3,11:38,1,10,MIA 45,28,10,DeAndre Washington right guard for 2 yards (tackle by Mike Pennel and Tanoh Kpassagnon),1.930,1.650
3,10:58,2,8,MIA 47,28,10,Tua Tagovailoa pass incomplete short middle intended for Adam Shaheen,1.650,0.960
3,10:53,3,8,MIA 47,28,10,Tua Tagovailoa left end for 3 yards (tackle by Bashaud Breeland),0.960,-0.060
3,10:29,4,5,MIA 50,28,10,"Matt Haack punts 50 yards, touchback.",-0.060,-0.280
3,10:20,1,10,KAN 20,28,10,Clyde Edwards-Helaire up the middle for 9 yards (tackle by Nik Needham),0.280,0.950
3,9:43,2,1,KAN 29,28,10,Clyde Edwards-Helaire left tackle for -2 yards (tackle by Andrew Van Ginkel and Shaq Lawson),0.950,-0.030
3,8:57,,,,,,Timeout #1 by Kansas City Chiefs,,
3,8:57,3,3,KAN 27,28,10,Patrick Mahomes pass complete short right to Travis Kelce for 28 yards (tackle by Brandon Jones),-0.030,2.590
3,8:14,1,10,MIA 45,28,10,Clyde Edwards-Helaire left tackle for 3 yards (tackle by Raekwon Davis and Christian Wilkins),2.590,2.450
3,7:32,2,7,MIA 42,28,10,"Patrick Mahomes pass complete short right to Mecole Hardman for 26 yards (tackle by Byron Jones). Mecole Hardman fumbles (forced by Byron Jones), recovered by Kamu Grugier-Hill at MIA-7",2.450,0.380
3,7:23,1,10,MIA 7,28,10,Tua Tagovailoa pass complete short middle to Lynn Bowden for -1 yards (tackle by Michael Danna and Bashaud Breeland),-0.380,-0.850
3,6:58,2,11,MIA 6,30,10,"Tua Tagovailoa sacked by Chris Jones for -6 yards, safety.",-0.850,-2.000
3,6:52,,,MIA 20,30,10,"Matt Haack kicks off 49 yards, returned by Mecole Hardman for 15 yards (tackle by Brandon Jones and Nate Holley)",0.000,1.990
3,6:47,,,,,,Timeout #1 by Miami Dolphins,,
3,6:47,1,10,KAN 46,30,10,Clyde Edwards-Helaire left tackle for -1 yards (tackle by Zach Sieler),1.990,1.320
3,6:12,2,11,KAN 45,30,10,Patrick Mahomes pass complete short right to Mecole Hardman for 5 yards (tackle by Emmanuel Ogbah),1.320,1.290
3,5:33,3,6,KAN 50,30,10,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,1.290,-0.060
3,5:27,4,6,KAN 50,30,10,"Penalty on Willie Gay: False Start, 5 yards (no play)",-0.060,-0.390
3,5:27,4,11,KAN 45,30,10,"Tommy Townsend punts 48 yards, returned by Antonio Callaway for 11 yards (tackle by Marcus Kemp)",-0.390,-0.040
3,5:17,1,10,MIA 18,30,10,DeAndre Washington left guard for 7 yards (tackle by Ben Niemann),0.040,0.550
3,4:41,2,3,MIA 25,30,10,Tua Tagovailoa pass incomplete short right intended for Mack Hollins (defended by Charvarius Ward),0.550,-0.270
3,4:37,3,3,MIA 25,30,10,Tua Tagovailoa pass complete short left to Lynn Bowden for 11 yards (tackle by Juan Thornhill),-0.270,1.330
3,4:12,1,10,MIA 36,30,10,Tua Tagovailoa pass complete short middle to Lynn Bowden for 11 yards (tackle by Mike Pennel and Daniel Sorensen),1.330,2.060
3,3:45,1,10,MIA 47,30,10,Patrick Laird right tackle for 2 yards (tackle by Mike Pennel),2.060,1.790
3,3:18,2,8,MIA 49,30,10,Tua Tagovailoa pass incomplete deep left intended for Lynn Bowden,1.790,1.090
3,3:13,3,8,MIA 49,30,10,Tua Tagovailoa sacked by Tershawn Wharton for -8 yards,1.090,-0.650
3,2:44,4,16,MIA 41,30,10,Matt Haack punts 51 yards out of bounds,-0.650,0.380
3,2:37,1,10,KAN 8,30,10,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,-0.380,-0.780
3,2:32,2,10,KAN 8,30,10,Clyde Edwards-Helaire right tackle for 9 yards (tackle by Byron Jones and Brandon Jones),-0.780,-0.370
3,1:44,3,1,KAN 17,30,10,Patrick Mahomes pass complete deep right to Travis Kelce for 32 yards (tackle by Eric Rowe),-0.370,2.190
3,0:58,1,10,KAN 49,30,10,Clyde Edwards-Helaire right guard for 2 yards (tackle by Christian Wilkins and Raekwon Davis),2.190,1.920
3,0:17,2,8,MIA 49,30,10,Patrick Mahomes pass incomplete short right intended for Travis Kelce (defended by Eric Rowe),1.920,1.220
3,0:11,3,8,MIA 49,30,10,Patrick Mahomes pass complete short middle to Tyreek Hill for 13 yards (tackle by Kamu Grugier-Hill),1.220,3.180
Quarter,Time,Down,ToGo,Location,KAN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 36,30,10,Clyde Edwards-Helaire left end for 12 yards (tackle by Byron Jones),3.180,3.970
4,14:25,1,10,MIA 24,30,10,Patrick Mahomes pass deep right intended for Tyreek Hill is intercepted by Xavien Howard at MIA-0 and returned for no gain,3.970,-0.280
4,14:19,1,10,MIA 20,30,10,Tua Tagovailoa pass incomplete short left intended for Mack Hollins (defended by Bashaud Breeland),0.280,-0.270
4,14:14,2,10,MIA 20,30,10,Tua Tagovailoa pass complete short left to Mike Gesicki for 13 yards (tackle by Daniel Sorensen),-0.270,1.140
4,13:49,1,10,MIA 33,30,10,Tua Tagovailoa pass complete short middle to Malcolm Perry for 5 yards (tackle by L'Jarius Sneed),1.140,1.270
4,13:21,2,5,MIA 38,30,10,Tua Tagovailoa pass complete deep left to Mack Hollins for 23 yards (tackle by Bashaud Breeland),1.270,2.980
4,12:45,1,10,KAN 39,30,10,Tua Tagovailoa pass complete short right to Adam Shaheen for 10 yards (tackle by Daniel Sorensen),2.980,3.640
4,12:10,1,10,KAN 29,30,16,"Tua Tagovailoa pass complete deep middle to Mike Gesicki for 29 yards, touchdown",3.640,7.000
4,12:03,,,KAN 15,30,17,Jason Sanders kicks extra point good,0.000,0.000
4,12:03,,,MIA 35,30,17,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,12:03,1,10,KAN 25,30,17,Clyde Edwards-Helaire right tackle for 4 yards (tackle by Christian Wilkins),0.610,0.600
4,11:29,2,6,KAN 29,30,17,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 5 yards (tackle by Eric Rowe and Jerome Baker),0.600,0.560
4,10:54,3,1,KAN 34,30,17,"Penalty on Nick Keizer: False Start, 5 yards (no play)",0.560,-0.100
4,10:54,3,6,KAN 29,30,17,Patrick Mahomes sacked by and Christian Wilkins for -4 yards and Jerome Baker for -4 yards,-0.100,-1.700
4,10:20,4,10,KAN 25,30,17,"Tommy Townsend punts 51 yards, returned by Antonio Callaway for 1 yard (tackle by Armani Watts)",-1.700,-0.610
4,10:07,1,10,MIA 25,30,17,Tua Tagovailoa pass complete short left to Mike Gesicki for 2 yards (tackle by Daniel Sorensen),0.610,0.330
4,9:53,2,8,MIA 27,30,17,Patrick Laird up the middle for 9 yards (tackle by Tanoh Kpassagnon),0.330,1.330
4,9:22,1,10,MIA 36,30,17,Tua Tagovailoa pass complete short left to Mack Hollins for 6 yards (tackle by Bashaud Breeland),1.330,1.600
4,8:57,2,4,MIA 42,30,17,Tua Tagovailoa pass complete short middle to Lynn Bowden for 9 yards (tackle by Rashad Fenton),1.600,2.320
4,8:28,1,10,KAN 49,30,17,Tua Tagovailoa pass incomplete deep left intended for Mack Hollins (defended by Tyrann Mathieu),2.320,1.780
4,8:23,2,10,KAN 49,30,17,Tua Tagovailoa pass complete short middle to Durham Smythe for 9 yards (tackle by Ben Niemann),1.780,2.280
4,8:04,3,1,KAN 40,30,17,Patrick Laird up the middle for 3 yards (tackle by Ben Niemann),2.280,3.120
4,7:37,1,10,KAN 37,30,17,Tua Tagovailoa pass incomplete deep right intended for Malcolm Perry (defended by L'Jarius Sneed),3.120,2.570
4,7:32,2,10,KAN 37,30,17,Tua Tagovailoa pass complete short middle to Mack Hollins for 18 yards (tackle by L'Jarius Sneed),2.570,4.310
4,7:10,1,10,KAN 19,30,17,Patrick Laird left guard for 5 yards (tackle by Michael Danna),4.310,4.530
4,6:38,2,5,KAN 14,30,17,Tua Tagovailoa pass complete short middle to Patrick Laird for 4 yards (tackle by L'Jarius Sneed),4.530,4.690
4,6:11,3,1,KAN 10,30,17,Tua Tagovailoa left end for 2 yards (tackle by Chris Jones),4.690,5.370
4,5:38,1,8,KAN 8,30,17,"Tua Tagovailoa pass complete short middle to Patrick Laird for 4 yards (tackle by Ben Niemann). Penalty on Frank Clark: Defensive Offside, 4 yards (no play)",5.370,6.280
4,5:16,1,4,KAN 4,30,17,"Tua Tagovailoa pass incomplete short left intended for Adam Shaheen. Penalty on Daniel Sorensen: Defensive Pass Interference, 3 yards (no play)",6.280,6.970
4,5:12,1,1,KAN 1,30,17,DeAndre Washington right guard for -1 yards (tackle by Ben Niemann and Willie Gay),6.970,5.720
4,4:30,2,2,KAN 2,30,17,"Tua Tagovailoa pass incomplete short middle intended for Adam Shaheen. Penalty on Anthony Hitchens: Defensive Pass Interference, 1 yard (no play)",5.720,6.970
4,4:26,1,1,KAN 1,30,23,"Tua Tagovailoa up the middle for 1 yard, touchdown",6.970,7.000
4,4:15,,,KAN 15,30,24,Jason Sanders kicks extra point good,0.000,0.000
4,4:15,,,MIA 35,30,24,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,4:15,1,10,KAN 25,30,24,Clyde Edwards-Helaire right guard for no gain (tackle by Christian Wilkins),0.610,0.060
4,3:33,2,10,KAN 25,30,24,"Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 11 yards (tackle by Nik Needham and Xavien Howard). Penalty on Xavien Howard: Face Mask (15 Yards), 15 yards",0.060,2.320
4,3:27,1,10,MIA 49,30,24,Clyde Edwards-Helaire up the middle for no gain (tackle by Shaq Lawson),2.320,1.780
4,3:22,,,,,,Timeout #2 by Miami Dolphins,,
4,3:22,2,10,MIA 49,30,24,Patrick Mahomes pass complete short left to Mecole Hardman for 9 yards (tackle by Eric Rowe),1.780,2.280
4,3:15,,,,,,Timeout #3 by Miami Dolphins,,
4,3:15,3,1,MIA 40,30,24,Clyde Edwards-Helaire left guard for no gain (tackle by Raekwon Davis),2.280,0.590
4,2:31,,,,,,Timeout #2 by Kansas City Chiefs,,
4,2:31,4,1,MIA 40,30,24,Patrick Mahomes pass complete short right to Tyreek Hill for 22 yards (tackle by Eric Rowe),0.590,4.370
4,2:25,1,10,MIA 18,30,24,Clyde Edwards-Helaire right tackle for -3 yards (tackle by Zach Sieler),4.370,3.420
4,2:00,2,13,MIA 21,30,24,Clyde Edwards-Helaire left end for -8 yards (tackle by Zach Sieler) Penalty on KAN: Illegal Shift (Declined),3.420,1.680
4,1:56,3,21,MIA 29,30,24,Patrick Mahomes right end for 1 yard (tackle by Jerome Baker),1.680,1.590
4,1:12,4,20,MIA 28,33,24,Harrison Butker 46 yard field goal good,1.590,3.000
4,1:08,,,KAN 35,33,24,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,1:08,1,10,MIA 25,33,24,Tua Tagovailoa up the middle for 9 yards (tackle by Tyrann Mathieu),0.610,1.280
4,0:48,2,1,MIA 34,33,24,Tua Tagovailoa pass incomplete short middle intended for Durham Smythe (defended by Chris Jones),1.280,0.560
4,0:42,3,1,MIA 34,33,24,"Tua Tagovailoa pass incomplete deep right intended for Mack Hollins. Penalty on Charvarius Ward: Defensive Pass Interference, 18 yards (no play)",0.560,2.390
4,0:36,1,10,KAN 48,33,24,Tua Tagovailoa pass complete deep middle to Lynn Bowden for 22 yards (tackle by Juan Thornhill),2.390,3.840
4,0:22,1,10,KAN 26,33,24,Tua Tagovailoa spiked the ball,3.840,3.300
4,0:21,2,10,KAN 26,33,27,Jason Sanders 44 yard field goal good,3.300,3.000
4,0:16,,,MIA 35,33,27,"Jason Sanders kicks onside 10 yards, returned by Demarcus Robinson for no gain (tackle by Nate Holley)",0.000,2.590
4,0:15,1,10,MIA 45,33,27,Patrick Mahomes kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
