Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Travis Kelce,KAN,10,8,136,1,6,93,11.6,43,5.4,10.6,0,,0,0.0,1,112.5
Clyde Edwards-Helaire,KAN,6,5,59,0,3,4,0.8,55,11.0,1.8,4,1.3,0,0.0,1,68.1
Tyreek Hill,KAN,7,3,79,1,3,57,19.0,22,7.3,21.0,0,,0,0.0,1,84.8
Mecole Hardman,KAN,3,3,40,0,,-4,-1.3,44,14.7,-1.3,1,3.0,0,0.0,0,118.7
Sammy Watkins,KAN,3,2,52,0,2,26,13.0,26,13.0,10.7,1,2.0,1,33.3,0,109.7
Le'Veon Bell,KAN,3,2,14,0,0,5,2.5,9,4.5,3.0,0,,0,0.0,0,77.1
Demarcus Robinson,KAN,1,1,13,0,1,7,7.0,6,6.0,7.0,0,,0,0.0,0,118.7
Anthony Sherman,KAN,1,0,0,0,,0,,0,,10.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Lynn Bowden Jr.,MIA,9,7,82,0,6,56,8.0,26,3.7,9.3,1,7.0,0,0.0,0,104.6
Mike Gesicki,MIA,6,5,65,2,4,59,11.8,6,1.2,11.5,0,,0,0.0,0,151.4
Mack Hollins,MIA,9,5,66,0,2,56,11.2,10,2.0,11.7,0,,0,0.0,0,78.9
Jakeem Grant,MIA,5,3,32,0,2,4,1.3,28,9.3,13.0,1,3.0,1,20.0,1,39.2
Adam Shaheen,MIA,3,2,26,0,2,3,1.5,23,11.5,4.0,0,,0,0.0,0,93.7
Durham Smythe,MIA,3,2,19,0,1,13,6.5,6,3.0,9.3,1,2.0,0,0.0,0,84.0
DeAndre Washington,MIA,4,2,17,0,1,9,4.5,8,4.0,6.0,0,,0,0.0,0,61.5
Patrick Laird,MIA,1,1,4,0,0,2,2.0,2,2.0,2.0,0,,0,0.0,0,83.3
Malcolm Perry,MIA,2,1,5,0,,4,4.0,1,1.0,20.5,0,,0,0.0,0,56.2
Antonio Callaway,MIA,2,0,0,0,,0,,0,,5.5,0,,0,0.0,0,39.6
DeVante Parker,MIA,2,0,0,0,,0,,0,,15.0,0,,1,50.0,0,39.6
