0,1
Officials,Officials
Referee,Gerry Austin
Umpire,Ruben Fowler
Head Linesman,Ed Camp
Line Judge,Carl Johnson
Back Judge,Robert Lawing
Side Judge,Alberto Riveron
Field Judge,Scott Edwards
