Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
2,14:28,2,1,MIN 46,0,10,Mikel Leshoure up the middle for 6 yards (tackle by Brian Robison),2.600,2.920
2,13:48,1,10,MIN 40,0,10,Matthew Stafford pass complete deep right to Calvin Johnson for 23 yards (tackle by Harrison Smith),2.920,4.440
2,13:01,1,10,MIN 17,0,10,Mikel Leshoure up the middle for 7 yards (tackle by Harrison Smith),4.440,5.100
2,12:25,2,3,MIN 10,0,10,Mikel Leshoure right guard for -2 yards (tackle by Antoine Winfield),5.100,3.880
2,11:45,3,5,MIN 12,0,10,Matthew Stafford sacked by Kevin Williams for -11 yards,3.880,1.930
2,11:11,4,16,MIN 23,3,10,Jason Hanson 41 yard field goal good,1.930,3.000
2,11:07,,,DET 35,3,10,"Jason Hanson kicks off 67 yards, returned by Marcus Sherels for 16 yards (tackle by Don Carey)",0.000,-0.280
2,11:02,1,10,MIN 14,3,10,Christian Ponder pass incomplete short right intended for Adrian Peterson,-0.280,-0.750
2,10:58,2,10,MIN 14,3,10,Adrian Peterson up the middle for 15 yards (tackle by Jacob Lacey),-0.750,0.870
2,10:23,1,10,MIN 29,3,10,Christian Ponder for 20 yards,0.870,2.190
2,9:54,1,10,MIN 49,3,10,Adrian Peterson left guard for no gain (tackle by DeAndre Levy),2.190,1.650
2,9:24,2,10,MIN 49,3,10,Adrian Peterson up the middle for 14 yards (tackle by Ricardo Silva),1.650,3.120
2,8:45,1,10,DET 37,3,10,Christian Ponder pass complete short right to Kyle Rudolph for -1 yards (tackle by Jacob Lacey),3.120,2.440
2,8:06,2,11,DET 38,3,10,Christian Ponder pass complete short middle to Kyle Rudolph for 16 yards (tackle by Ricardo Silva),2.440,4.110
2,7:30,1,10,DET 22,3,10,Christian Ponder pass complete short left to Jarius Wright for 8 yards (tackle by Jacob Lacey),4.110,4.850
2,6:51,2,2,DET 14,3,10,Adrian Peterson up the middle for 2 yards (tackle by Cliff Avril),4.850,4.780
2,6:13,1,10,DET 12,3,10,Adrian Peterson up the middle for -3 yards (tackle by DeAndre Levy),4.780,3.660
2,5:36,2,13,DET 15,3,10,Christian Ponder pass incomplete short middle intended for Stephen Burton,3.660,3.000
2,5:31,3,13,DET 15,3,10,Christian Ponder pass complete short left to Toby Gerhart for 10 yards (tackle by DeAndre Levy and Jonte Green),3.000,3.020
2,4:44,4,3,DET 5,3,13,Blair Walsh 23 yard field goal good,3.020,3.000
2,4:41,,,MIN 35,3,13,"Blair Walsh kicks off 74 yards, touchback",0.000,0.280
2,4:41,1,10,DET 20,3,13,Mikel Leshoure up the middle for 2 yards (tackle by Everson Griffen and Chad Greenway),0.280,0.000
2,4:01,2,8,DET 22,3,13,Matthew Stafford pass complete short right to Joique Bell for 8 yards (tackle by Josh Robinson),0.000,0.940
2,3:45,1,10,DET 30,3,13,Joique Bell up the middle for 4 yards (tackle by Antoine Winfield and Kevin Williams),0.940,0.930
2,3:06,2,6,DET 34,3,13,"Penalty on Stephen Peterman: False Start, 5 yards (no play)",0.930,0.260
2,2:46,2,11,DET 29,3,13,Matthew Stafford pass incomplete short right intended for Titus Young,0.260,-0.430
2,2:41,3,11,DET 29,3,13,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,-0.430,-1.440
2,2:35,4,11,DET 29,3,13,"Nick Harris punts 42 yards, fair catch by Marcus Sherels",-1.440,-0.870
2,2:28,1,10,MIN 29,3,13,Christian Ponder pass incomplete short left intended for Jarius Wright,0.870,0.330
2,2:23,2,10,MIN 29,3,13,Christian Ponder pass complete short right to Michael Jenkins for 4 yards (tackle by Chris Houston),0.330,0.170
2,2:02,3,6,MIN 33,3,13,Christian Ponder pass complete short left to Adrian Peterson for -1 yards (tackle by Jacob Lacey),0.170,-1.240
2,1:55,4,7,MIN 32,3,13,"Chris Kluwe punts 57 yards, returned by Stefan Logan for 15 yards (tackle by Andrew Sendejo)",-1.240,-0.670
2,1:44,1,10,DET 26,3,13,Matthew Stafford pass complete short right to Calvin Johnson for 2 yards (tackle by Josh Robinson),0.670,0.400
2,1:39,2,8,DET 28,3,13,Matthew Stafford pass incomplete short right intended for Tony Scheffler,0.400,-0.300
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the original play was overturned.",,
2,1:36,3,8,DET 28,3,13,Matthew Stafford sacked by Everson Griffen for -10 yards,-0.300,0.000
2,1:30,,,,3,13,Timeout #1 by Minnesota Vikings,0.000,-2.240
2,1:30,4,18,DET 18,3,13,"Nick Harris punts 40 yards, fair catch by Marcus Sherels",-2.240,-1.730
2,1:23,1,10,MIN 42,3,13,Christian Ponder pass complete short right to Jerome Simpson for 9 yards (tackle by Jonte Green),1.730,2.400
2,1:04,2,1,DET 49,3,13,Christian Ponder pass incomplete short right intended for Michael Jenkins,2.400,1.690
2,1:01,3,1,DET 49,3,13,Adrian Peterson up the middle for -2 yards (tackle by Stephen Tulloch),1.690,0.000
2,0:57,,,,3,13,Timeout #2 by Detroit Lions,0.000,-0.130
2,0:57,4,3,MIN 49,3,13,"Chris Kluwe punts 51 yards, touchback",-0.130,-0.280
2,0:48,1,10,DET 20,3,13,Matthew Stafford pass complete short left to Joique Bell for 6 yards (tackle by A.J. Jefferson),0.280,0.540
2,0:23,2,4,DET 26,3,13,Matthew Stafford pass complete short right to Joique Bell for 3 yards (tackle by Antoine Winfield),0.540,0.230
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,3,13,"Jason Hanson kicks off 67 yards, returned by Marcus Sherels for 41 yards (tackle by Jason Hanson)",0.000,1.530
3,14:53,1,10,MIN 39,3,13,Christian Ponder pass complete short left to Kyle Rudolph for 4 yards (tackle by Erik Coleman),1.530,1.530
3,14:23,2,6,MIN 43,3,13,"Adrian Peterson left end for 4 yards (tackle by Erik Coleman). Penalty on Jerome Simpson: Offensive Holding, 10 yards",1.530,0.720
3,14:04,2,12,MIN 37,3,13,Christian Ponder pass complete short left to Jerome Simpson for 17 yards (tackle by Justin Durant),0.720,2.520
3,13:21,1,10,DET 46,3,13,Adrian Peterson left guard for 3 yards (tackle by Justin Durant),2.520,2.380
3,12:48,2,7,DET 43,3,13,Christian Ponder pass incomplete short middle intended for Kyle Rudolph,2.380,1.680
3,12:42,3,7,DET 43,3,13,"Christian Ponder pass complete short left to Kyle Rudolph for 17 yards (tackle by Jonte Green). Penalty on Phil Loadholt: Illegal Formation, 5 yards (no play)",1.680,1.030
3,12:21,3,12,DET 48,3,13,Christian Ponder left end for 7 yards (tackle by Justin Durant),1.030,0.530
3,11:39,4,5,DET 41,3,13,"Chris Kluwe punts 36 yards, returned by Alphonso Smith for 2 yards (tackle by Larry Dean)",0.530,0.380
3,11:28,1,10,DET 7,3,13,Mikel Leshoure right end for no gain (tackle by Jared Allen),-0.380,-0.780
3,10:47,2,10,DET 7,3,13,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew,-0.780,-1.420
3,10:43,3,10,DET 7,3,13,Matthew Stafford right end for 4 yards (tackle by Everson Griffen),-1.420,-2.490
3,10:12,4,6,DET 11,3,13,"Nick Harris punts 37 yards, fair catch by Marcus Sherels",-2.490,-2.390
3,10:04,1,10,DET 48,3,13,Adrian Peterson left guard for 3 yards (tackle by Jacob Lacey),2.390,2.250
3,9:34,2,7,DET 45,3,13,Adrian Peterson right guard for 4 yards (tackle by Sammie Lee Hill and Lawrence Jackson),2.250,2.080
3,8:58,3,3,DET 41,3,13,Christian Ponder pass complete short right to Kyle Rudolph for 4 yards (tackle by DeAndre Levy),2.080,3.120
3,8:20,1,10,DET 37,3,13,Jarius Wright left end for 3 yards (tackle by Ricardo Silva),3.120,2.980
3,7:44,2,7,DET 34,3,13,Christian Ponder pass complete short right to Devin Aromashodu for 31 yards (tackle by Jacob Lacey and Chris Houston),2.980,6.510
3,6:57,1,3,DET 3,3,13,Christian Ponder up the middle for -7 yards (tackle by DeAndre Levy),6.510,4.190
3,6:27,2,10,DET 10,3,13,Christian Ponder pass complete short left to Adrian Peterson for no gain,4.190,3.130
3,5:49,3,10,DET 10,3,13,Christian Ponder pass complete short middle to Toby Gerhart for 5 yards (tackle by Jacob Lacey),3.130,3.010
3,5:14,4,5,DET 5,3,16,Blair Walsh 23 yard field goal good,3.010,3.000
3,5:11,,,MIN 35,3,16,"Blair Walsh kicks off 65 yards, returned by Stefan Logan for 19 yards (tackle by Tyrone McKenzie)",0.000,0.150
3,5:05,1,10,DET 19,3,16,Matthew Stafford pass complete deep left to Calvin Johnson for 20 yards (tackle by A.J. Jefferson and Jasper Brinkley),0.150,1.530
3,4:27,1,10,DET 39,3,16,Matthew Stafford pass complete deep middle to Calvin Johnson for 50 yards (tackle by Jamarca Sanford),1.530,4.840
3,3:36,1,10,MIN 11,3,16,"Matthew Stafford for no gain. Matthew Stafford fumbles, recovered by Matthew Stafford at MIN-16",4.840,3.440
3,3:01,2,15,MIN 16,9,16,"Matthew Stafford pass complete deep right to Brandon Pettigrew for 16 yards, touchdown",3.440,7.000
3,3:01,,,MIN 2,10,16,Jason Hanson kicks extra point good,0.000,0.000
3,2:55,,,DET 35,10,16,"Jason Hanson kicks off 35 yards, returned by Christian Ballard for 6 yards. Christian Ballard fumbles, recovered by Christian Ballard at MIN-39",0.000,1.470
3,2:54,1,10,MIN 38,10,16,Christian Ponder pass complete short middle to Adrian Peterson for 6 yards (tackle by Lawrence Jackson),1.470,1.730
3,2:25,2,4,MIN 44,10,16,Christian Ponder pass complete short right to John Carlson for 11 yards (tackle by Erik Coleman),1.730,2.590
3,1:46,1,10,DET 45,10,16,Adrian Peterson right guard for no gain (tackle by DeAndre Levy),2.590,2.040
3,1:09,2,10,DET 45,10,16,Christian Ponder pass complete short right to Michael Jenkins for 8 yards (tackle by Chris Houston),2.040,2.410
3,0:31,3,2,DET 37,10,16,Christian Ponder pass complete short middle to Kyle Rudolph for 13 yards (tackle by Erik Coleman),2.410,3.970
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 24,10,16,Christian Ponder pass incomplete deep right intended for Jerome Simpson,3.970,3.430
4,14:55,2,10,DET 24,10,16,Adrian Peterson up the middle for 4 yards (tackle by Erik Coleman and Sammie Lee Hill),3.430,3.270
4,14:23,3,6,DET 20,10,22,"Christian Ponder pass complete short left to Kyle Rudolph for 20 yards, touchdown",3.270,7.000
4,14:15,,,,10,22,Timeout #1 by Detroit Lions,0.000,0.000
4,14:23,,,,10,24,"Two Point Attempt: Adrian Peterson up the middle, conversion succeeds",0.000,1.000
4,14:15,,,MIN 35,10,24,"Blair Walsh kicks off 66 yards, touchback",0.000,0.280
4,14:15,1,10,DET 20,10,24,Mikel Leshoure right end for 3 yards (tackle by Antoine Winfield),0.280,0.140
4,13:42,2,7,DET 23,10,24,"Matthew Stafford pass complete short middle to Mikel Leshoure for 5 yards (tackle by Kevin Williams). Penalty on Mistral Raymond: Unnecessary Roughness, 15 yards",0.140,1.800
4,13:17,1,10,DET 43,10,24,Mikel Leshoure right guard for 14 yards (tackle by Josh Robinson and Mistral Raymond),1.800,2.720
4,12:40,1,10,MIN 43,10,24,Matthew Stafford pass complete short left to Calvin Johnson for 15 yards (tackle by A.J. Jefferson),2.720,3.710
4,11:59,1,10,MIN 28,10,24,"Matthew Stafford pass complete deep middle to Calvin Johnson for 25 yards. Penalty on Jasper Brinkley: Unnecessary Roughness, 2 yards",3.710,6.970
4,11:34,1,1,MIN 1,16,24,"Matthew Stafford pass complete short left to Titus Young for 1 yard, touchdown",6.970,7.000
4,11:34,,,MIN 2,17,24,Jason Hanson kicks extra point good,0.000,0.000
4,11:32,,,DET 35,17,24,"Jason Hanson kicks off 63 yards, returned by Marcus Sherels for 19 yards (tackle by Don Carey)",0.000,0.340
4,11:27,1,10,MIN 21,17,24,Adrian Peterson right tackle for 4 yards (tackle by Nick Fairley),0.340,0.340
4,10:54,2,6,MIN 25,17,24,Adrian Peterson right end for 4 yards (tackle by Justin Durant and Lawrence Jackson),0.340,0.170
4,10:16,3,2,MIN 29,17,24,Christian Ponder pass incomplete short left intended for Kyle Rudolph,0.170,-1.440
4,10:11,4,2,MIN 29,17,24,"Chris Kluwe punts 54 yards, returned by Stefan Logan for 31 yards (tackle by Chris Kluwe)",-1.440,-2.130
4,9:58,1,10,DET 48,17,24,"Mikel Leshoure left end for 5 yards (tackle by A.J. Jefferson). Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",2.130,1.470
4,9:35,1,20,DET 38,17,24,Matthew Stafford pass incomplete short right intended for Mikel Leshoure,1.470,0.230
4,9:31,2,20,DET 38,17,24,Matthew Stafford pass incomplete short left intended for Mikel Leshoure,0.230,-0.430
4,9:27,3,20,DET 38,17,24,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson,-0.430,-0.850
4,9:21,4,20,DET 38,17,24,"Nick Harris punts 37 yards, fair catch by Marcus Sherels",-0.850,-0.610
4,9:13,1,10,MIN 25,17,24,Adrian Peterson left end for 19 yards (tackle by Ricardo Silva),0.610,1.860
4,8:37,1,10,MIN 44,17,24,"Penalty on Christian Ponder: Delay of Game, 5 yards (no play)",1.860,1.530
4,8:17,1,15,MIN 39,17,30,"Adrian Peterson right end for 61 yards, touchdown",1.530,7.000
4,8:17,,,DET 2,17,31,Blair Walsh kicks extra point good,0.000,0.000
4,8:06,,,MIN 35,17,31,"Blair Walsh kicks off 70 yards, touchback",0.000,0.280
4,8:06,1,10,DET 20,17,31,"Matthew Stafford pass complete short middle to Calvin Johnson for 20 yards (tackle by Jamarca Sanford). Calvin Johnson fumbles (forced by Jamarca Sanford), recovered by Antoine Winfield at DET-45 (tackle by Ryan Broyles)",0.280,-2.590
4,7:52,1,10,DET 45,17,31,Adrian Peterson left guard for 21 yards (tackle by Ricardo Silva),2.590,3.970
4,7:06,1,10,DET 24,17,31,Adrian Peterson right guard for 2 yards (tackle by Justin Durant),3.970,3.700
4,6:26,2,8,DET 22,17,31,"Penalty on Sammie Lee Hill: Encroachment, 5 yards (no play)",3.700,4.460
4,6:03,2,3,DET 17,17,31,Adrian Peterson up the middle for -1 yards (tackle by Nick Fairley),4.460,3.570
4,5:22,3,4,DET 18,17,31,Adrian Peterson up the middle for 3 yards (tackle by DeAndre Levy and Sammie Lee Hill),3.570,2.590
4,4:39,4,1,DET 15,17,34,Blair Walsh 33 yard field goal good,2.590,3.000
4,4:36,,,MIN 35,17,34,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
4,4:36,1,10,DET 20,17,34,Matthew Stafford pass complete short middle to Calvin Johnson for 11 yards (tackle by Josh Robinson),0.280,1.000
4,4:13,1,10,DET 31,17,34,Matthew Stafford pass complete short middle to Joique Bell for 8 yards (tackle by Chad Greenway),1.000,1.540
4,3:48,2,2,DET 39,17,34,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by Erin Henderson),1.540,0.830
4,3:44,3,2,DET 39,17,34,Matthew Stafford pass complete short middle to Brandon Pettigrew for 6 yards (tackle by Erin Henderson),0.830,1.930
4,3:21,1,10,DET 45,17,34,Matthew Stafford pass complete short middle to Joique Bell for 12 yards (tackle by Chad Greenway and Antoine Winfield),1.930,2.720
4,2:57,1,10,MIN 43,17,34,Matthew Stafford pass complete short middle to Joique Bell for 2 yards (tackle by Erin Henderson),2.720,2.450
4,2:33,2,8,MIN 41,17,34,Matthew Stafford pass complete short middle to Titus Young for 11 yards (tackle by Harrison Smith),2.450,3.580
4,2:15,1,10,MIN 30,17,34,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,3.580,3.030
4,2:10,2,10,MIN 30,17,34,Matthew Stafford pass complete deep right to Calvin Johnson for 19 yards (tackle by Harrison Smith),3.030,4.840
4,2:00,1,10,MIN 11,23,34,"Matthew Stafford pass complete short right to Calvin Johnson for 11 yards, touchdown",4.840,7.000
4,2:00,,,MIN 2,24,34,Jason Hanson kicks extra point good,0.000,0.000
4,1:53,,,DET 35,24,34,"Jason Hanson kicks off 38 yards, returned by Marcus Sherels for 6 yards (tackle by Stefan Logan)",0.000,1.140
4,1:50,1,10,MIN 33,24,34,Adrian Peterson up the middle for 3 yards (tackle by Ndamukong Suh),1.140,0.000
4,1:46,,,,24,34,Timeout #2 by Detroit Lions,0.000,1.000
4,1:46,2,7,MIN 36,24,34,Adrian Peterson up the middle for no gain (tackle by Stephen Tulloch),1.000,0.000
4,1:41,,,,24,34,Timeout #3 by Detroit Lions,0.000,0.300
4,1:40,3,7,MIN 36,24,34,"Christian Ponder left end for -2 yards (tackle by Sammie Lee Hill). Penalty on Sammie Lee Hill: Unnecessary Roughness, 15 yards",0.300,2.190
4,1:34,1,10,MIN 49,24,34,Christian Ponder kneels for -1 yards,2.190,1.510
4,0:53,2,11,MIN 48,24,34,Christian Ponder kneels for -1 yards,1.510,0.700
4,0:29,3,12,MIN 47,24,34,Christian Ponder kneels for -1 yards,0.700,-0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
