Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
1,5:42,2,7,SFO 38,0,0,Jimmy Garoppolo pass complete short left to Elijah Mitchell for 18 yards (tackle by Nick Scott),,
1,4:58,1,10,LAR 44,0,0,Elijah Mitchell right end for 1 yard (tackle by Eric Weddle and Greg Gaines),,
1,4:14,2,9,LAR 43,0,0,Elijah Mitchell up the middle for 3 yards (tackle by Justin Hollins and Aaron Donald),,
1,3:31,3,6,LAR 40,0,0,Jimmy Garoppolo pass incomplete short right intended for Brandon Aiyuk (defended by Troy Reeder) (defended by Darious Williams),,
1,3:28,4,6,LAR 40,0,0,Mitch Wishnowsky punts 37 yards downed by Ross Dwelley,,
1,3:19,1,10,LAR 3,0,0,Sony Michel left tackle for no gain (tackle by Jaquiski Tartt),,
1,2:36,2,10,LAR 3,0,0,Sony Michel up the middle for 8 yards (tackle by Ambry Thomas and Jaquiski Tartt),,
1,2:03,3,2,LAR 11,0,0,"Matthew Stafford pass incomplete short right intended for Van Jefferson. Penalty on Ambry Thomas: Defensive Pass Interference, 9 yards (accepted) (no play)",,
1,2:00,1,10,LAR 20,0,0,Cam Akers left end for 4 yards (tackle by Dre Greenlaw and Fred Warner),,
1,1:15,2,6,LAR 24,0,0,Cam Akers right end for 4 yards (tackle by Fred Warner),,
1,0:34,,,,,,Timeout #1 by Los Angeles Rams,,
1,0:34,3,2,LAR 28,0,0,Sony Michel left tackle for 3 yards (tackle by Samson Ebukam and Dre Greenlaw),,
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,LAR 31,0,0,Cam Akers left end for 6 yards (tackle by Nick Bosa),,
2,14:18,2,4,LAR 37,0,0,Matthew Stafford pass complete short right to Odell Beckham for 6 yards (tackle by Ambry Thomas),,
2,13:36,1,10,LAR 43,0,0,Matthew Stafford pass incomplete short right,,
2,13:29,2,10,LAR 43,0,0,Matthew Stafford pass incomplete short middle,,
2,13:26,3,10,LAR 43,0,0,Matthew Stafford scrambles up the middle for 14 yards (tackle by Dre Greenlaw),,
2,12:55,1,10,SFO 43,0,0,Matthew Stafford pass incomplete short middle intended for Sony Michel (defended by Fred Warner),,
2,12:51,2,10,SFO 43,0,0,Matthew Stafford pass complete short middle to Kendall Blanton for 11 yards (tackle by Jimmie Ward),,
2,12:06,1,10,SFO 32,0,0,Sony Michel up the middle for -3 yards (tackle by Nick Bosa),,
2,11:32,2,13,SFO 35,0,0,Matthew Stafford pass complete short left to Cooper Kupp for 7 yards (tackle by D.J. Jones),,
2,10:57,3,6,SFO 28,0,0,Matthew Stafford pass complete short right to Cooper Kupp for 15 yards,,
2,10:20,1,10,SFO 13,0,0,Matthew Stafford sacked by Nick Bosa for -4 yards,,
2,9:35,2,14,SFO 17,0,0,Sony Michel up the middle for 1 yard (tackle by Samson Ebukam and Fred Warner),,
2,8:50,3,13,SFO 16,0,6,"Matthew Stafford pass complete deep right to Cooper Kupp for 16 yards, touchdown",,
2,8:46,,,SFO 15,0,7,Matt Gay kicks extra point good,,
2,8:46,,,LAR 35,0,7,"Matt Gay kicks off 65 yards, touchback.",,
2,8:46,1,10,SFO 25,0,7,Jimmy Garoppolo pass complete short left to Deebo Samuel for 2 yards (tackle by Troy Reeder),,
2,8:04,2,8,SFO 27,0,7,Jimmy Garoppolo pass complete deep left to Brandon Aiyuk for 31 yards (tackle by Darious Williams),,
2,7:23,1,10,LAR 42,0,7,"Penalty on Trent Williams: False Start, 5 yards (accepted) (no play)",,
2,7:03,1,15,LAR 47,0,7,Elijah Mitchell up the middle for 3 yards (tackle by Troy Reeder and Eric Weddle),,
2,6:19,2,12,LAR 44,6,7,"Jimmy Garoppolo pass complete short right to Deebo Samuel for 44 yards, touchdown",,
2,6:10,,,LAR 15,7,7,Robbie Gould kicks extra point good,,
2,6:10,,,SFO 35,7,7,"Robbie Gould kicks off 66 yards, returned by Brandon Powell for 24 yards (tackle by Trey Sermon)",,
2,6:05,1,10,LAR 23,7,7,Cam Akers left end for 1 yard (tackle by Jordan Willis),,
2,5:36,2,9,LAR 24,7,7,Matthew Stafford pass incomplete short right intended for Cooper Kupp,,
2,5:31,3,9,LAR 24,7,7,Matthew Stafford pass complete short middle to Odell Beckham for 13 yards (tackle by Emmanuel Moseley),,
2,4:49,1,10,LAR 37,7,7,Cam Akers up the middle for 9 yards (tackle by Emmanuel Moseley),,
2,4:11,2,1,LAR 46,7,7,Cam Akers right tackle for 2 yards (tackle by Ambry Thomas),,
2,3:44,1,10,LAR 48,7,7,Matthew Stafford pass incomplete short middle intended for Cooper Kupp,,
2,3:38,2,10,LAR 48,7,7,Matthew Stafford pass complete short left to Cooper Kupp for 9 yards (tackle by Emmanuel Moseley),,
2,2:53,3,1,SFO 43,7,7,Sony Michel right tackle for 5 yards (tackle by Ambry Thomas),,
2,2:28,1,10,SFO 38,7,7,Matthew Stafford pass incomplete deep middle intended for Ben Skowronek,,
2,2:22,2,10,SFO 38,7,7,Cam Akers up the middle for 2 yards (tackle by Nick Bosa),,
2,2:00,3,8,SFO 36,7,7,Matthew Stafford pass incomplete deep right intended for Odell Beckham,,
2,1:55,4,8,SFO 36,7,7,Matt Gay 54 yard field goal no good,,
2,1:50,1,10,SFO 44,7,7,Deebo Samuel left end for 2 yards (tackle by A'Shawn Robinson),,
2,1:05,2,8,SFO 46,7,7,Jimmy Garoppolo pass incomplete short middle intended for Deebo Samuel,,
2,1:01,,,,,,Timeout #1 by San Francisco 49ers,,
2,1:01,3,8,SFO 46,7,7,Jimmy Garoppolo pass complete short middle to George Kittle for 11 yards (tackle by Eric Weddle),,
2,0:51,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:51,1,10,LAR 43,7,7,Jimmy Garoppolo pass complete short right to Jamycal Hasty for 6 yards (tackle by Darious Williams and Travin Howard),,
2,0:33,2,4,LAR 37,7,7,Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 13 yards (tackle by Nick Scott),,
2,0:21,1,10,LAR 24,7,7,Jimmy Garoppolo spiked the ball,,
2,0:20,2,10,LAR 24,7,7,Jimmy Garoppolo scrambles up the middle for 4 yards (tackle by Troy Reeder),,
2,0:02,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:02,3,6,LAR 20,10,7,Robbie Gould 38 yard field goal good,,
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,10,7,"Matt Gay kicks off 62 yards, returned by Deebo Samuel for 15 yards (tackle by Ogbonnia Okoronkwo)",,
3,14:55,1,10,SFO 18,10,7,Jimmy Garoppolo pass incomplete short right intended for Deebo Samuel (defended by Jalen Ramsey),,
3,14:50,2,10,SFO 18,10,7,Deebo Samuel right tackle for 6 yards (tackle by Eric Weddle),,
3,14:09,3,4,SFO 24,10,7,"Penalty on Greg Gaines: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
3,13:47,1,10,SFO 29,10,7,Deebo Samuel up the middle for 9 yards (tackle by Eric Weddle and Aaron Donald),,
3,13:12,2,1,SFO 38,10,7,Elijah Mitchell up the middle for 3 yards (tackle by Ernest Jones and Aaron Donald),,
3,12:35,1,10,SFO 41,10,7,"Jimmy Garoppolo pass incomplete short left. Penalty on Jalen Ramsey: Illegal Contact, 5 yards (accepted) (no play)",,
3,12:28,1,10,SFO 46,10,7,Jimmy Garoppolo pass complete short right to Elijah Mitchell for 11 yards (tackle by Troy Reeder and Darious Williams),,
3,11:51,1,10,LAR 43,10,7,Elijah Mitchell up the middle for 1 yard (tackle by Eric Weddle and Troy Reeder),,
3,11:06,2,9,LAR 42,10,7,Jimmy Garoppolo pass incomplete right intended for Brandon Aiyuk,,
3,10:59,3,9,LAR 42,10,7,Jimmy Garoppolo pass incomplete short left intended for George Kittle (defended by Greg Gaines),,
3,10:55,4,9,LAR 42,10,7,"Mitch Wishnowsky punts 31 yards, fair catch by Cooper Kupp at LA-11",,
3,10:49,1,10,LAR 11,10,7,Cooper Kupp left end for -2 yards (tackle by Fred Warner),,
3,10:34,2,12,LAR 9,10,7,Matthew Stafford pass complete short left to Odell Beckham for 13 yards,,
3,10:13,1,10,LAR 22,10,7,Matthew Stafford pass complete deep middle to Odell Beckham for 26 yards (tackle by Jaquiski Tartt),,
3,9:42,1,10,LAR 48,10,7,Matthew Stafford pass complete short right to Kendall Blanton for 9 yards (tackle by Ambry Thomas and Azeez Al-Shaair),,
3,8:57,2,1,SFO 43,10,7,Cam Akers right tackle for no gain (tackle by Kevin Givens and Azeez Al-Shaair),,
3,8:09,3,1,SFO 43,10,7,Matthew Stafford pass incomplete short right,,
3,8:03,4,1,SFO 43,10,7,"Matthew Stafford up the middle for no gain (tackle by D.J. Jones and Fred Warner) LAR challenged the first down ruling, and the play was upheld.",,
3,7:53,1,10,SFO 42,10,7,Deebo Samuel left tackle for 1 yard (tackle by A'Shawn Robinson and Ernest Jones),,
3,7:13,2,9,SFO 43,10,7,Deebo Samuel left tackle for 5 yards (tackle by Eric Weddle and Nick Scott),,
3,6:33,3,4,SFO 48,10,7,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 13 yards (tackle by Darious Williams),,
3,5:49,1,10,LAR 39,10,7,Elijah Mitchell left tackle for -1 yards (tackle by Greg Gaines),,
3,5:07,2,11,LAR 40,10,7,Jimmy Garoppolo pass complete short left to Deebo Samuel for 14 yards (tackle by Troy Reeder),,
3,4:20,1,10,LAR 26,10,7,Elijah Mitchell up the middle for no gain (tackle by A'Shawn Robinson),,
3,3:35,2,10,LAR 26,10,7,Jimmy Garoppolo pass incomplete short middle intended for Deebo Samuel,,
3,3:31,3,10,LAR 26,10,7,Jimmy Garoppolo pass complete short middle to Jauan Jennings for 11 yards (tackle by Troy Reeder),,
3,2:46,1,10,LAR 15,10,7,Elijah Mitchell right tackle for -1 yards (tackle by Von Miller),,
3,2:04,2,11,LAR 16,16,7,"Jimmy Garoppolo pass complete deep left to George Kittle for 16 yards, touchdown",,
3,1:59,,,LAR 15,17,7,Robbie Gould kicks extra point good,,
3,1:59,,,SFO 35,17,7,"Robbie Gould kicks off 65 yards, touchback.",,
3,1:59,1,10,LAR 25,17,7,"Matthew Stafford pass complete short right to Cooper Kupp for 7 yards (tackle by Ambry Thomas). Penalty on Azeez Al-Shaair: Taunting / Defense, 15 yards (accepted)",,
3,1:29,1,10,LAR 47,17,7,Sony Michel up the middle for 2 yards (tackle by Fred Warner),,
3,1:00,2,8,LAR 49,17,7,Matthew Stafford pass complete short left to Cooper Kupp for 11 yards (tackle by K'Waun Williams),,
3,0:19,,,,,,Timeout #2 by Los Angeles Rams,,
3,0:19,1,10,SFO 40,17,7,Matthew Stafford pass complete short middle to Kendall Blanton for 20 yards (tackle by Jimmie Ward and Ambry Thomas),,
Quarter,Time,Down,ToGo,Location,SFO,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 20,17,7,Matthew Stafford pass complete short right to Kendall Blanton for 9 yards (tackle by Fred Warner),,
4,14:19,2,1,SFO 11,17,7,Sony Michel up the middle for no gain (tackle by Emmanuel Moseley),,
4,13:35,3,1,SFO 11,17,13,"Matthew Stafford pass complete short left to Cooper Kupp for 11 yards, touchdown",,
4,13:30,,,SFO 15,17,14,Matt Gay kicks extra point good,,
4,13:30,,,LAR 35,17,14,"Matt Gay kicks off 62 yards, returned by Deebo Samuel for 11 yards (tackle by Buddy Howell)",,
4,13:27,1,10,SFO 14,17,14,Jimmy Garoppolo pass complete short right to Elijah Mitchell for 21 yards (tackle by Troy Reeder),,
4,12:46,1,10,SFO 35,17,14,Jimmy Garoppolo pass incomplete short left intended for Brandon Aiyuk,,
4,12:42,2,10,SFO 35,17,14,Jimmy Garoppolo pass complete short right to Deebo Samuel for 12 yards (tackle by Jalen Ramsey),,
4,12:02,1,10,SFO 47,17,14,Elijah Mitchell up the middle for 9 yards (tackle by Nick Scott and Ogbonnia Okoronkwo),,
4,11:23,2,1,LAR 44,17,14,Elijah Mitchell up the middle for -1 yards (tackle by Eric Weddle),,
4,10:42,3,2,LAR 45,17,14,"Kyle Juszczyk up the middle for no gain (tackle by Greg Gaines and A'Shawn Robinson) LAR challenged the fumble ruling, and the play was upheld.",,
4,10:01,4,2,LAR 45,17,14,"Penalty on Jimmy Garoppolo: Delay of Game, 5 yards (accepted) (no play)",,
4,10:01,4,7,LAR 50,17,14,"Mitch Wishnowsky punts 35 yards, fair catch by Cooper Kupp at LA-15",,
4,9:55,1,10,LAR 15,17,14,Matthew Stafford pass incomplete deep middle intended for Van Jefferson,,
4,9:47,2,10,LAR 15,17,14,"Matthew Stafford pass complete deep left to Odell Beckham for 29 yards (tackle by Jimmie Ward). Penalty on Jimmie Ward: Unnecessary Roughness / Defense, 15 yards (accepted)",,
4,9:23,1,10,SFO 41,17,14,Cam Akers up the middle for no gain (tackle by Jaquiski Tartt and Jordan Willis),,
4,8:55,2,10,SFO 41,17,14,Matthew Stafford pass incomplete deep right intended for Van Jefferson,,
4,8:50,3,10,SFO 41,17,14,Matthew Stafford pass complete short right to Cooper Kupp for 16 yards (tackle by Jimmie Ward and Talanoa Hufanga),,
4,8:24,1,10,SFO 25,17,14,Matthew Stafford pass incomplete deep right intended for Van Jefferson,,
4,8:19,2,10,SFO 25,17,14,Matthew Stafford pass complete short right to Odell Beckham for 7 yards (tackle by Azeez Al-Shaair),,
4,7:34,3,3,SFO 18,17,14,Matthew Stafford pass complete short right to Sony Michel for -4 yards (tackle by Fred Warner),,
4,6:53,4,7,SFO 22,17,17,Matt Gay 40 yard field goal good,,
4,6:49,,,LAR 35,17,17,"Matt Gay kicks off 65 yards, touchback.",,
4,6:49,1,10,SFO 25,17,17,Jimmy Garoppolo pass incomplete short middle intended for George Kittle,,
4,6:45,2,10,SFO 25,17,17,"Penalty on Jimmy Garoppolo: Delay of Game, 5 yards (accepted) (no play)",,
4,6:45,2,15,SFO 20,17,17,Jimmy Garoppolo pass incomplete short right intended for Brandon Aiyuk (defended by Jalen Ramsey),,
4,6:37,3,15,SFO 20,17,17,Jimmy Garoppolo pass incomplete short left intended for Travis Benjamin,,
4,6:32,4,15,SFO 20,17,17,"Mitch Wishnowsky punts 41 yards, fair catch by Brandon Powell at LA-39",,
4,6:26,1,10,LAR 39,17,17,Cam Akers up the middle for 3 yards (tackle by Azeez Al-Shaair),,
4,5:40,2,7,LAR 42,17,17,Matthew Stafford pass complete short right to Van Jefferson for 6 yards,,
4,5:18,3,1,LAR 48,17,17,Matthew Stafford pass complete short right to Kendall Blanton for 8 yards (tackle by Ambry Thomas and Azeez Al-Shaair),,
4,4:39,1,10,SFO 44,17,17,Sony Michel left tackle for 1 yard (tackle by Emmanuel Moseley),,
4,4:12,2,9,SFO 43,17,17,Matthew Stafford pass complete short left to Odell Beckham for 6 yards (tackle by Emmanuel Moseley and K'Waun Williams),,
4,3:26,3,3,SFO 37,17,17,Matthew Stafford pass complete short right to Cooper Kupp for 25 yards (tackle by Jimmie Ward),,
4,2:38,1,10,SFO 12,17,17,Sony Michel up the middle for -1 yards (tackle by Charles Omenihu and Nick Bosa),,
4,2:00,2,11,SFO 13,17,17,Matthew Stafford sacked by and Samson Ebukam for -7 yards and Nick Bosa for -7 yards,,
4,1:55,,,,,,Timeout #1 by San Francisco 49ers,,
4,1:55,3,18,SFO 20,17,17,Matthew Stafford pass complete short right to Cooper Kupp for 8 yards (tackle by Fred Warner and Jaquiski Tartt),,
4,1:49,,,,,,Timeout #2 by San Francisco 49ers,,
4,1:49,4,10,SFO 12,17,20,Matt Gay 30 yard field goal good,,
4,1:46,,,LAR 35,17,20,"Matt Gay kicks off 65 yards, touchback.",,
4,1:46,1,10,SFO 25,17,20,Jimmy Garoppolo pass incomplete short right intended for Jamycal Hasty (defended by Greg Gaines),,
4,1:42,2,10,SFO 25,17,20,Jimmy Garoppolo pass complete short left to Jauan Jennings for -3 yards (tackle by Travin Howard),,
4,1:19,3,13,SFO 22,17,20,Jimmy Garoppolo pass short left intended for Jamycal Hasty is intercepted by Travin Howard at SF-19 and returned for 6 yards (tackle by Tom Compton),,
4,1:09,1,10,SFO 13,17,20,Matthew Stafford kneels for -2 yards,,
4,1:08,,,,,,Timeout #3 by San Francisco 49ers,,
4,1:08,2,12,SFO 15,17,20,Matthew Stafford kneels for -2 yards,,
4,0:35,3,14,SFO 17,17,20,Matthew Stafford kneels for -2 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
