#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CHI 22,3,1:58,8,Punt
2,1,9:42,CHI 11,3,2:02,4,Punt
3,1,4:29,CHI 12,5,2:26,30,Interception
4,2,13:22,CHI 25,3,1:33,7,Punt
5,2,9:12,CHI 48,4,2:28,12,Punt
6,2,4:47,CHI 36,12,4:32,52,Field Goal
7,3,12:42,CHI 7,10,4:59,89,Field Goal
8,3,2:08,CHI 18,6,2:51,82,Touchdown
10,4,7:58,CHI 20,3,1:27,3,Punt
11,4,2:52,CHI 25,7,1:06,75,Touchdown
12,4,0:26,CHI 25,5,0:26,28,Missed FG
