Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,SFO 30,0,0,"Joe Nedney kicks off 67 yards, returned by Kenneth Darby for 18 yards (tackle by Delanie Walker)",0.000,0.340
1,14:56,1,10,STL 21,0,0,Marc Bulger pass incomplete short right intended for Steven Jackson (defended by Walt Harris),0.340,-0.200
1,14:51,2,10,STL 21,0,0,Steven Jackson right tackle for 4 yards (tackle by Isaac Sopoaga),-0.200,-0.360
1,14:14,3,6,STL 25,0,0,Marc Bulger pass complete short right to Donnie Avery for 7 yards (tackle by Tarell Brown),-0.360,1.070
1,13:52,1,10,STL 32,0,0,"Marc Bulger pass incomplete is intercepted by Mark Roman at SFO-33 and returned for 18 yards (tackle by Keenan Burton). Penalty on Aubrayo Franklin: Defensive Offside, 5 yards (no play)",1.070,1.800
1,13:36,1,5,STL 37,0,0,Steven Jackson up the middle for 3 yards (tackle by Nate Clements),1.800,1.610
1,13:02,2,2,STL 40,0,0,Steven Jackson up the middle for 2 yards (tackle by Justin Smith),1.610,1.730
1,12:24,1,10,STL 42,0,0,Keenan Burton right end for 3 yards (tackle by Walt Harris),1.730,1.590
1,11:38,2,7,STL 45,0,0,"Steven Jackson right tackle for 5 yards (tackle by Patrick Willis). Penalty on Torry Holt: Illegal Motion, 5 yards (no play)",1.590,0.920
1,11:09,2,12,STL 40,0,0,"Penalty on Ray McDonald: Defensive Offside, 5 yards (no play)",0.920,1.590
1,10:51,2,7,STL 45,0,0,Steven Jackson left tackle for 2 yards (tackle by Manny Lawson),1.590,1.160
1,10:13,3,5,STL 47,0,0,Marc Bulger pass incomplete short left intended for Steven Jackson,1.160,-0.260
1,10:07,4,5,STL 47,0,0,"Donnie Jones punts 36 yards, returned by Allen Rossum for 4 yards (tackle by Larry Grant)",-0.260,-0.340
1,9:58,1,10,SFO 21,0,0,DeShaun Foster right tackle for 3 yards (tackle by Chris Draft),0.340,0.210
1,9:24,2,7,SFO 24,0,0,DeShaun Foster left guard for -1 yards (tackle by Victor Adeyanju),0.210,-0.630
1,8:44,3,8,SFO 23,0,0,Shaun Hill pass incomplete deep left intended for Isaac Bruce (defended by Fakhir Brown),-0.630,-1.830
1,8:34,4,8,SFO 23,0,0,"Andy Lee punts 57 yards, returned by Dane Looker for 14 yards (tackle by Jeff Ulbrich)",-1.830,-1.200
1,8:24,1,10,STL 34,0,0,Steven Jackson left guard for 7 yards (tackle by Patrick Willis and Michael Lewis),1.200,1.600
1,7:52,2,3,STL 41,0,0,Steven Jackson left tackle for 5 yards (tackle by Aubrayo Franklin),1.600,1.990
1,7:18,1,10,STL 46,0,0,Marc Bulger pass complete short right to Donnie Avery for 3 yards (tackle by Mark Roman),1.990,1.860
1,6:59,2,7,STL 49,0,0,Marc Bulger pass incomplete deep right intended for Donnie Avery,1.860,1.160
1,6:51,3,7,STL 49,0,0,Marc Bulger pass complete short left to Joe Klopfenstein for 6 yards (tackle by Michael Lewis),1.160,0.270
1,6:17,4,1,SFO 45,0,0,Steven Jackson right guard for 2 yards (tackle by Justin Smith),0.270,2.720
1,5:51,1,10,SFO 43,0,0,Marc Bulger pass incomplete short right intended for Torry Holt (defended by Nate Clements),2.720,2.180
1,5:47,2,10,SFO 43,0,0,Marc Bulger pass complete short middle to Kenneth Darby for 6 yards (tackle by Patrick Willis),2.180,2.280
1,5:11,3,4,SFO 37,0,0,Kenneth Darby up the middle for 1 yard (tackle by Patrick Willis),2.280,0.890
1,4:31,4,3,SFO 36,0,0,Marc Bulger pass incomplete deep right intended for Donnie Avery (defended by Walt Harris),0.890,-1.330
1,4:21,1,10,SFO 36,0,0,Shaun Hill pass complete short left to Bryant Johnson for 11 yards (tackle by Todd Johnson),1.330,2.060
1,3:45,1,10,SFO 47,0,0,Michael Robinson left tackle for 2 yards (tackle by O.J. Atogwe and Pisa Tinoisamoa),2.060,1.790
1,3:02,2,8,SFO 49,0,0,Shaun Hill pass complete short right to Isaac Bruce for 21 yards (tackle by O.J. Atogwe),1.790,3.580
1,2:19,1,10,STL 30,0,0,Shaun Hill pass incomplete deep right intended for Isaac Bruce,3.580,3.030
1,2:13,2,10,STL 30,0,0,Shaun Hill pass incomplete short right intended for Bryant Johnson,3.030,2.340
1,2:10,3,10,STL 30,0,0,Shaun Hill pass incomplete deep right intended for Vernon Davis,2.340,1.410
1,2:05,4,10,STL 30,3,0,Joe Nedney 48 yard field goal good,1.410,3.000
1,,,,SFO 30,3,0,"Joe Nedney kicks off 68 yards, returned by Kenneth Darby for 26 yards (tackle by Tarell Brown)",0.000,0.810
1,1:55,1,10,STL 28,3,0,Marc Bulger pass complete short right to Daniel Fells for 12 yards (tackle by Michael Lewis),0.810,1.600
1,1:18,1,10,STL 40,3,0,"Marc Bulger pass complete short right to Steven Jackson for 6 yards (tackle by Manny Lawson). Penalty on Adam Goldberg: Illegal Block Above the Waist, 10 yards (no play)",1.600,0.940
1,0:54,1,20,STL 30,3,0,Marc Bulger pass complete short right to Torry Holt for 18 yards (tackle by Michael Lewis),0.940,2.130
1,0:15,2,2,STL 48,3,0,Steven Jackson left tackle for 3 yards (tackle by Ronald Fields),2.130,2.320
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 49,3,0,Marc Bulger pass complete short right to Torry Holt for 16 yards (tackle by Nate Clements). Penalty on Ronald Fields: Defensive Offside (Declined),2.320,3.380
2,14:34,,,,3,0,Timeout #1 by St. Louis Rams,0.000,3.380
2,14:34,1,10,SFO 33,3,0,Marc Bulger pass complete short middle to Kenneth Darby for 8 yards (tackle by Patrick Willis),3.380,3.920
2,14:00,2,2,SFO 25,3,0,Steven Jackson up the middle for no gain (tackle by Parys Haralson),3.920,3.200
2,13:18,3,2,SFO 25,3,0,Marc Bulger pass incomplete short right intended for Steven Jackson,3.200,1.930
2,13:12,4,2,SFO 25,3,3,Josh Brown 43 yard field goal good,1.930,3.000
2,,,,STL 30,3,3,"Josh Brown kicks off 65 yards, returned by Allen Rossum for 24 yards (tackle by Todd Johnson)",0.000,0.870
2,13:03,1,10,SFO 29,3,3,DeShaun Foster left guard for 6 yards (tackle by O.J. Atogwe),0.870,1.140
2,12:27,2,4,SFO 35,3,3,DeShaun Foster right tackle for 5 yards (tackle by Adam Carriker),1.140,1.600
2,11:53,1,10,SFO 40,3,3,DeShaun Foster right tackle for 1 yard (tackle by Ronald Bartell),1.600,1.190
2,11:13,2,9,SFO 41,3,3,Shaun Hill right end for 24 yards (tackle by O.J. Atogwe),1.190,3.250
2,10:40,1,10,STL 35,3,3,"Shaun Hill pass complete short left to Vernon Davis for 17 yards (tackle by O.J. Atogwe). Vernon Davis fumbles (forced by O.J. Atogwe), recovered by O.J. Atogwe at STL-18 (tackle by Vernon Davis)",3.250,-0.040
2,10:25,1,10,STL 18,3,3,Marc Bulger pass incomplete short left intended for Donnie Avery (defended by Michael Lewis),0.040,-0.490
2,10:19,2,10,STL 18,3,3,Steven Jackson up the middle for 7 yards (tackle by Justin Smith),-0.490,-0.270
2,9:35,3,3,STL 25,3,3,Marc Bulger pass incomplete short left intended for Donnie Avery,-0.270,-1.700
2,9:30,4,3,STL 25,3,3,Donnie Jones punts 35 yards,-1.700,-1.600
2,9:21,1,10,SFO 40,3,3,Shaun Hill pass incomplete deep right intended for Vernon Davis is intercepted by O.J. Atogwe at STL-18,1.600,-0.040
2,9:12,1,10,STL 18,3,3,Steven Jackson left end for 6 yards (tackle by Nate Clements),0.040,0.410
