Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Sebastian Janikowski kicks off 66 yards, returned by Deonte Thompson for no gain (tackle by Austin Calitro and Akeem King)",0.000,1.200
1,14:54,1,10,DAL 34,0,0,Ezekiel Elliott left tackle for 5 yards (tackle by Shamar Stephen and Shaquill Griffin),1.200,1.330
1,14:13,2,5,DAL 39,0,0,Dak Prescott pass complete short left to Tavon Austin for -1 yards (tackle by Bradley McDougald),1.330,0.500
1,13:37,3,6,DAL 38,0,0,"Penalty on SEA: Defensive Too Many Men on Field, 5 yards (no play)",0.500,1.160
1,13:12,3,1,DAL 43,0,0,Ezekiel Elliott left tackle for -1 yards (tackle by Bobby Wagner),1.160,-0.590
1,12:40,4,2,DAL 42,0,0,"Chris Jones punts 44 yards, fair catch by Tyler Lockett at SEA-14. Penalty on Neiko Thorpe: Illegal Block Above the Waist, 7 yards",-0.590,0.380
1,12:32,1,10,SEA 7,0,0,Chris Carson left end for 2 yards (tackle by Sean Lee),-0.380,-0.630
1,12:00,2,8,SEA 9,0,0,Chris Carson up the middle for 3 yards (tackle by Sean Lee),-0.630,-0.840
1,11:17,3,5,SEA 12,0,0,"Russell Wilson pass incomplete short middle intended for Brandon Marshall (defended by Byron Jones). Penalty on Tyrone Crawford: Roughing the Passer, 15 yards (no play)",-0.840,0.740
1,11:13,1,10,SEA 27,0,0,Chris Carson up the middle for 5 yards (tackle by Sean Lee and Jeff Heath),0.740,0.870
1,10:48,2,5,SEA 32,0,0,Chris Carson left end for 5 yards (tackle by Sean Lee),0.870,1.400
1,10:15,1,10,SEA 37,0,0,Russell Wilson pass incomplete short right intended for Will Dissly,1.400,0.860
1,10:11,2,10,SEA 37,0,0,Rashaad Penny right tackle for 5 yards (tackle by Chidobe Awuzie),0.860,0.830
1,9:30,3,5,SEA 42,0,0,Russell Wilson pass complete short middle to Tyler Lockett for 8 yards (tackle by Sean Lee),0.830,2.260
1,8:55,1,10,SEA 50,0,0,Chris Carson right tackle for -2 yards (tackle by Sean Lee and Tyrone Crawford),2.260,1.440
1,8:11,2,12,SEA 48,0,0,"Chris Carson right tackle for no gain (tackle by Tyrone Crawford). Penalty on J.R. Sweezy: Offensive Holding, 10 yards (no play)",1.440,0.090
1,7:47,2,22,SEA 38,0,0,Chris Carson left end for 13 yards (tackle by Anthony Brown and Daniel Ross),0.090,1.160
1,6:59,3,9,DAL 49,0,0,Russell Wilson pass incomplete short middle intended for Brandon Marshall,1.160,0.000
1,6:55,4,9,DAL 49,0,0,Michael Dickson punts 34 yards out of bounds,0.000,0.220
1,6:48,1,10,DAL 15,0,0,Ezekiel Elliott right tackle for 7 yards (tackle by Earl Thomas),-0.220,0.350
1,6:09,2,3,DAL 22,0,0,Tavon Austin right end for 18 yards (tackle by Mychal Kendricks),0.350,1.600
1,5:37,,,,,,Timeout #1 by Dallas Cowboys,,
1,5:37,1,10,DAL 40,0,0,Dak Prescott pass short middle (defended by Tre Flowers) intended for Michael Gallup is intercepted by Earl Thomas at SEA-49 and returned for no gain,1.600,-2.190
1,5:33,1,10,SEA 49,0,0,Chris Carson left end for 3 yards (tackle by Byron Jones),2.190,2.050
1,4:55,2,7,DAL 48,0,0,Russell Wilson pass complete short left to Brandon Marshall for 3 yards (tackle by Byron Jones),2.050,1.750
1,4:38,3,4,DAL 45,0,0,Russell Wilson pass incomplete short left intended for Brandon Marshall,1.750,0.270
1,4:34,4,4,DAL 45,0,0,Michael Dickson punts 38 yards downed by Tyler Ott,0.270,0.380
1,4:25,1,10,DAL 7,0,0,Ezekiel Elliott right tackle for 3 yards (tackle by Jarran Reed and Bobby Wagner),-0.380,-0.560
1,3:43,2,7,DAL 10,0,0,Dak Prescott pass complete short left to Geoff Swaim for 5 yards (tackle by Bobby Wagner),-0.560,-0.480
1,3:03,3,2,DAL 15,0,0,Dak Prescott pass incomplete short left intended for Geoff Swaim (defended by Bradley McDougald),-0.480,-2.440
1,2:58,4,2,DAL 15,0,0,"Chris Jones punts 62 yards out of bounds. Penalty on Jaron Brown: Running Into the Kicker, 5 yards (no play)",-2.440,0.280
1,2:46,1,10,DAL 20,0,0,Dak Prescott pass incomplete short left intended for Michael Gallup,0.280,-0.270
1,2:40,2,10,DAL 20,0,0,Ezekiel Elliott left tackle for 1 yard (tackle by Bobby Wagner),-0.270,-0.820
1,1:54,3,9,DAL 21,0,0,Dak Prescott pass incomplete short left intended for Cole Beasley,-0.820,-1.960
1,1:49,4,9,DAL 21,0,0,"Chris Jones punts 48 yards, returned by Tyler Lockett for no gain (tackle by Anthony Brown)",-1.960,-1.000
1,1:42,1,10,SEA 31,0,0,Rashaad Penny right end for no gain (tackle by Anthony Brown),1.000,0.460
1,0:59,2,10,SEA 31,0,0,Russell Wilson pass complete short left to Will Dissly for 4 yards (tackle by Byron Jones),0.460,0.300
1,0:14,3,6,SEA 35,0,0,Russell Wilson pass incomplete short left intended for Brandon Marshall (defended by Byron Jones),0.300,-1.040
1,0:06,4,6,SEA 35,0,0,Michael Dickson punts 45 yards out of bounds,-1.040,-0.280
Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 20,0,0,Dak Prescott sacked by Barkevious Mingo for -10 yards,0.280,-1.510
2,14:21,2,20,DAL 10,0,0,Ezekiel Elliott left tackle for 11 yards (tackle by Earl Thomas),-1.510,-0.820
2,13:37,3,9,DAL 21,0,0,Dak Prescott pass incomplete short right intended for Ezekiel Elliott,-0.820,-1.960
2,13:33,4,9,DAL 21,0,0,"Chris Jones punts 50 yards, returned by Tyler Lockett for 7 yards (tackle by Jamize Olawale)",-1.960,-1.330
2,13:20,1,10,SEA 36,0,0,Russell Wilson pass incomplete short middle intended for Will Dissly (defended by Tyrone Crawford),1.330,0.790
2,13:16,2,10,SEA 36,0,0,Chris Carson right tackle for 4 yards (tackle by Demarcus Lawrence and Sean Lee),0.790,0.630
2,12:31,3,6,SEA 40,0,0,Russell Wilson pass complete short right to Tyler Lockett for 6 yards,0.630,1.990
2,12:05,1,10,SEA 46,0,0,Chris Carson left tackle for 4 yards (tackle by Damien Wilson and Xavier Woods),1.990,1.990
2,11:39,2,6,SEA 50,0,0,Chris Carson right end for 3 yards (tackle by Sean Lee and Chidobe Awuzie),1.990,1.690
2,10:57,3,3,DAL 47,0,0,Russell Wilson pass complete short middle to Nick Vannett for 12 yards (tackle by Chidobe Awuzie),1.690,3.250
2,10:21,1,10,DAL 35,0,0,Russell Wilson pass incomplete deep right intended for Nick Vannett,3.250,2.700
2,10:15,2,10,DAL 35,0,0,Rashaad Penny up the middle for no gain (tackle by Taco Charlton and Tyrone Crawford),2.700,2.010
2,9:51,,,,,,Timeout #2 by Dallas Cowboys,,
2,9:51,3,10,DAL 35,0,0,Russell Wilson pass complete short right to Chris Carson for 19 yards (tackle by Jeff Heath),2.010,4.510
2,9:33,1,10,DAL 16,0,6,"Russell Wilson pass complete deep middle to Jaron Brown for 16 yards, touchdown",4.510,7.000
2,9:28,,,DAL 15,0,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,9:28,,,SEA 35,0,7,"Sebastian Janikowski kicks off 66 yards, returned by Deonte Thompson for no gain (tackle by Shalom Luani)",0.000,0.340
2,9:23,1,10,DAL 21,0,7,Ezekiel Elliott left end for 19 yards (tackle by Earl Thomas),0.340,1.600
2,8:41,1,10,DAL 40,0,7,Ezekiel Elliott up the middle for 3 yards (tackle by Rasheem Green and Bobby Wagner),1.600,1.460
2,8:05,2,7,DAL 43,0,7,Dak Prescott pass incomplete short left intended for Allen Hurns,1.460,0.760
2,8:02,3,7,DAL 43,0,7,Dak Prescott pass complete short left to Cole Beasley for 18 yards (tackle by Tedric Thompson),0.760,2.980
2,7:26,1,10,SEA 39,0,7,Ezekiel Elliott left tackle for 3 yards (tackle by Mychal Kendricks),2.980,2.850
2,6:48,2,7,SEA 36,0,7,"Ezekiel Elliott right end for no gain (tackle by Frank Clark) Penalty on DAL: Illegal Formation, 5 yards (no play)",2.850,2.170
2,6:24,2,12,SEA 41,0,7,Dak Prescott pass complete short right to Allen Hurns for 10 yards (tackle by Shaquill Griffin),2.170,2.810
2,5:39,3,2,SEA 31,0,7,Dak Prescott pass incomplete short right intended for Ezekiel Elliott. Penalty on Ezekiel Elliott: Illegal Touch Pass,2.810,1.400
2,5:30,4,2,SEA 31,3,7,Brett Maher 50 yard field goal good,1.400,3.000
2,5:26,,,DAL 35,3,7,"Brett Maher kicks off 63 yards, returned by Tyler Lockett for no gain (tackle by Jamize Olawale and Joe Thomas)",0.000,0.610
2,5:21,1,10,SEA 25,3,7,Chris Carson right guard for 5 yards (tackle by Antwaun Woods and Leighton Vander Esch),0.610,0.740
2,4:49,2,5,SEA 30,3,7,Chris Carson left guard for 4 yards (tackle by Leighton Vander Esch),0.740,0.560
2,4:18,,,,,,Timeout #3 by Dallas Cowboys,,
2,4:18,3,1,SEA 34,3,7,Tre Madden up the middle for 2 yards (tackle by Damien Wilson),0.560,1.330
2,3:46,1,10,SEA 36,3,7,Russell Wilson pass complete short left to Tyler Lockett for 11 yards (tackle by Chidobe Awuzie and Leighton Vander Esch),1.330,2.060
2,3:13,1,10,SEA 47,3,7,Chris Carson left tackle for 1 yard (tackle by Leighton Vander Esch),2.060,1.650
2,2:31,2,9,SEA 48,3,7,Chris Carson right end for no gain (tackle by Leighton Vander Esch),1.650,0.960
2,2:00,3,9,SEA 48,3,13,"Russell Wilson pass complete deep right to Tyler Lockett for 52 yards, touchdown",0.960,7.000
2,1:52,,,DAL 15,3,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,1:52,,,SEA 35,3,14,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
2,1:52,1,10,DAL 25,3,14,Dak Prescott sacked by Jarran Reed for -7 yards,0.610,-0.980
2,1:23,2,17,DAL 18,3,14,Dak Prescott pass complete short left to Ezekiel Elliott for no gain (tackle by Bradley McDougald),-0.980,-1.720
2,1:10,,,,,,Timeout #1 by Seattle Seahawks,,
2,1:10,3,17,DAL 18,3,14,Dak Prescott pass complete short right to Ezekiel Elliott for 8 yards (tackle by Earl Thomas and Quinton Jefferson),-1.720,-1.630
2,1:01,,,,,,Timeout #2 by Seattle Seahawks,,
2,1:01,4,9,DAL 26,3,14,"Chris Jones punts 50 yards, returned by Tyler Lockett for 18 yards (tackle by L.P. Ladouceur)",-1.630,-1.730
2,0:49,1,10,SEA 42,3,14,Russell Wilson pass complete short right to Nick Vannett for 4 yards (tackle by Jaylon Smith),1.730,1.730
2,0:25,2,6,SEA 46,3,14,Russell Wilson pass complete short middle to Mike Davis for 7 yards (tackle by Jaylon Smith and Sean Lee),1.730,2.460
2,0:19,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:19,1,10,DAL 47,3,14,Russell Wilson pass incomplete deep left,2.460,1.910
2,0:12,2,10,DAL 47,3,14,Russell Wilson pass complete short right to Nick Vannett for 3 yards (tackle by Kavon Frazier),1.910,1.620
2,0:09,3,7,DAL 44,3,14,"Russell Wilson pass incomplete deep right intended for Tyler Lockett. Penalty on Randy Gregory: Unnecessary Roughness, 15 yards",1.620,3.640
2,0:04,1,10,DAL 29,3,17,Sebastian Janikowski 47 yard field goal good,3.640,-3.000
Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,3,17,"Brett Maher kicks off 65 yards, returned by Tyler Lockett for no gain (tackle by Kavon Frazier)",0.000,-0.140
3,14:54,1,10,SEA 16,3,17,Chris Carson left tackle for 3 yards (tackle by Antwaun Woods),-0.140,-0.180
3,14:23,2,7,SEA 19,3,17,Chris Carson left tackle for 1 yard (tackle by Jaylon Smith and Tyrone Crawford),-0.180,-0.820
3,13:41,3,6,SEA 20,3,17,Russell Wilson pass incomplete short left intended for Brandon Marshall (defended by Byron Jones),-0.820,-2.030
3,13:36,4,6,SEA 20,3,17,"Michael Dickson punts 61 yards, returned by Tavon Austin for 2 yards (tackle by Mike Davis). Penalty on Byron Jones: Offensive Holding, 10 yards",-2.030,0.370
3,13:25,1,10,DAL 11,3,17,"Penalty on Rico Gathers: False Start, 5 yards (no play)",-0.370,-0.570
3,13:25,1,15,DAL 6,3,17,Ezekiel Elliott right guard for no gain (tackle by Dion Jordan),-0.570,-1.150
3,12:41,2,15,DAL 6,3,17,Dak Prescott pass complete short right to Deonte Thompson for 10 yards (tackle by Shaquill Griffin),-1.150,-0.840
3,11:56,3,5,DAL 16,3,17,Dak Prescott sacked by Mychal Kendricks for -2 yards,-0.840,-2.470
3,11:14,4,7,DAL 14,3,17,Chris Jones punts 48 yards out of bounds,-2.470,-1.470
3,11:06,1,10,SEA 38,3,17,Chris Carson left tackle for no gain (tackle by Dorance Armstrong and Antwaun Woods),1.470,0.920
3,10:31,2,10,SEA 38,3,17,Russell Wilson pass complete short left to Chris Carson for 3 yards (tackle by Byron Jones and Sean Lee),0.920,0.630
3,9:45,3,7,SEA 41,3,17,Russell Wilson sacked by Sean Lee and Demarcus Lawrence for -10 yards,0.630,-1.310
3,9:08,4,17,SEA 31,3,17,"Michael Dickson punts 40 yards, fair catch by Tavon Austin at DAL-29",-1.310,-0.870
3,9:00,1,10,DAL 29,3,17,Ezekiel Elliott right tackle for 21 yards (tackle by Earl Thomas),0.870,2.260
3,8:27,1,10,DAL 50,3,17,Ezekiel Elliott right tackle for 2 yards (tackle by Frank Clark),2.260,1.980
3,7:49,2,8,SEA 48,3,17,Dak Prescott pass complete short right to Geoff Swaim for 4 yards (tackle by Mychal Kendricks),1.980,1.820
3,7:08,3,4,SEA 44,3,17,Dak Prescott pass complete short left to Allen Hurns for 12 yards (tackle by Tre Flowers),1.820,3.450
3,6:33,1,10,SEA 32,3,17,Dak Prescott pass complete short left to Geoff Swaim for 11 yards (tackle by Bradley McDougald),3.450,4.170
3,6:00,1,10,SEA 21,3,17,Dak Prescott pass complete short middle to Tavon Austin for no gain (tackle by Earl Thomas),4.170,3.630
3,5:20,2,10,SEA 21,3,17,Ezekiel Elliott left guard for 4 yards (tackle by Bobby Wagner and Shamar Stephen),3.630,3.460
3,4:37,3,6,SEA 17,3,17,Dak Prescott sacked by Frank Clark for no gain,3.460,2.340
3,3:48,4,6,SEA 17,6,17,Brett Maher 35 yard field goal good,2.340,3.000
3,3:43,,,DAL 35,6,17,"Brett Maher kicks off 64 yards, returned by Tyler Lockett for no gain (tackle by Anthony Brown)",0.000,0.810
3,3:38,1,10,SEA 28,6,17,"Russell Wilson aborted snap, recovered by Rashaad Penny at SEA-24 (tackle by Jeff Heath)",0.810,-0.280
3,2:50,2,14,SEA 24,6,17,Russell Wilson pass complete short right to Brandon Marshall for 27 yards (tackle by Chidobe Awuzie),-0.280,2.320
3,2:31,1,10,DAL 49,6,17,Chris Carson up the middle for 7 yards (tackle by Jaylon Smith and Jeff Heath),2.320,2.730
3,1:50,2,3,DAL 42,6,17,Chris Carson up the middle for 5 yards (tackle by Leighton Vander Esch),2.730,3.120
3,1:04,1,10,DAL 37,6,17,Russell Wilson pass complete short left to Jaron Brown for 9 yards (tackle by Anthony Brown),3.120,3.790
3,0:30,2,1,DAL 28,6,17,Chris Carson left guard for 5 yards (tackle by Taco Charlton and Jaylon Smith),3.790,4.040
3,0:06,1,10,DAL 23,6,17,"Penalty on Daniel Ross: Encroachment, 5 yards (no play)",4.040,4.860
Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,DAL 18,6,17,Chris Carson left end for 2 yards (tackle by Byron Jones),4.860,4.560
4,14:19,2,3,DAL 16,6,17,Russell Wilson pass complete short right to Nick Vannett for 8 yards (tackle by Chidobe Awuzie),4.560,5.370
4,13:39,1,8,DAL 8,6,17,Chris Carson right tackle for 3 yards (tackle by Chidobe Awuzie),5.370,5.150
4,12:58,2,5,DAL 5,6,23,"Chris Carson up the middle for 5 yards, touchdown",5.150,7.000
4,12:54,,,DAL 15,6,24,Sebastian Janikowski kicks extra point good,0.000,0.000
