Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
4,12:54,,,SEA 35,6,24,"Sebastian Janikowski kicks off 59 yards, returned by Deonte Thompson for no gain (tackle by Shalom Luani)",0.000,0.940
4,12:50,1,10,DAL 30,6,24,Dak Prescott pass incomplete short right intended for Cole Beasley (defended by Justin Coleman),0.940,0.390
4,12:38,2,10,DAL 30,6,24,Dak Prescott pass complete short left to Ezekiel Elliott for 3 yards (tackle by Mychal Kendricks),0.390,0.100
4,12:09,3,7,DAL 33,6,24,"Penalty on Quinton Jefferson: Neutral Zone Infraction, 5 yards (no play)",0.100,0.760
4,11:53,,,,,,Timeout #1 by Seattle Seahawks,,
4,11:53,3,2,DAL 38,6,24,Ezekiel Elliott left guard for 4 yards (tackle by Bobby Wagner and Shamar Stephen),0.760,1.730
4,11:23,1,10,DAL 42,6,24,Dak Prescott pass complete short left to Deonte Thompson for 13 yards (tackle by Tre Flowers),1.730,2.590
4,10:57,1,10,SEA 45,6,24,"Ezekiel Elliott left tackle for 26 yards (tackle by Bradley McDougald). Ezekiel Elliott fumbles (forced by Bradley McDougald), recovered by Justin Coleman at SEA-13 (tackle by Ezekiel Elliott)",2.590,0.320
4,10:46,1,10,SEA 13,6,24,Chris Carson left tackle for no gain (tackle by Taco Charlton and Jaylon Smith),-0.320,-0.770
4,10:04,2,10,SEA 13,6,24,Chris Carson up the middle for 6 yards (tackle by Leighton Vander Esch),-0.770,-0.710
4,9:35,3,4,SEA 19,6,24,Russell Wilson sacked by Jaylon Smith for no gain,-0.710,-2.140
4,8:53,4,4,SEA 19,6,24,"Michael Dickson punts 45 yards, returned by Tavon Austin for 7 yards (tackle by Shaquem Griffin)",-2.140,-1.800
4,8:43,1,10,DAL 43,6,24,Ezekiel Elliott right guard for 19 yards (tackle by Tre Flowers),1.800,3.050
4,8:18,1,10,SEA 38,6,24,Dak Prescott pass complete short left to Michael Gallup for 17 yards (tackle by Earl Thomas and Tre Flowers),3.050,4.170
4,7:51,1,10,SEA 21,6,24,"Dak Prescott left end for 10 yards (tackle by Tre Flowers). Penalty on Tre Flowers: Illegal Use of Hands, 5 yards",4.170,5.830
4,7:19,1,6,SEA 6,6,24,Dak Prescott pass incomplete short right intended for Michael Gallup,5.830,4.950
4,7:15,,,,,,Timeout #2 by Seattle Seahawks,,
4,7:15,2,6,SEA 6,6,24,"Penalty on SEA: Defensive Too Many Men on Field, 3 yards (no play)",4.950,5.530
4,7:15,2,3,SEA 3,12,24,"Dak Prescott pass complete short middle to Tavon Austin for 3 yards, touchdown",5.530,7.000
4,7:11,,,SEA 15,13,24,Brett Maher kicks extra point good,0.000,0.000
4,7:11,,,DAL 35,13,24,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,7:11,1,10,SEA 25,13,24,Tyler Lockett left end for 5 yards (tackle by Anthony Brown),0.610,0.740
4,6:29,2,5,SEA 30,13,24,Chris Carson right end for 1 yard (tackle by Leighton Vander Esch),0.740,0.170
4,5:42,3,4,SEA 31,13,24,Russell Wilson pass incomplete short right intended for Tyler Lockett,0.170,-1.310
4,5:39,4,4,SEA 31,13,24,"Michael Dickson punts 48 yards, returned by Tavon Austin for -1 yards (tackle by Justin Coleman)",-1.310,-0.280
4,5:30,1,10,DAL 20,13,24,Dak Prescott pass incomplete short left intended for Geoff Swaim (defended by Bobby Wagner),0.280,-0.270
4,5:24,2,10,DAL 20,13,24,Dak Prescott pass incomplete short middle intended for Ezekiel Elliott,-0.270,-0.960
4,5:19,3,10,DAL 20,13,24,Dak Prescott pass complete short left to Geoff Swaim for 7 yards (tackle by Justin Coleman),-0.960,-1.570
4,4:33,4,3,DAL 27,13,24,"Dak Prescott pass complete short middle to Cole Beasley for 16 yards (tackle by Tre Flowers). Penalty on Quinton Jefferson: Roughing the Passer, 15 yards",-1.570,2.790
4,4:25,1,10,SEA 42,13,24,Dak Prescott left end for 11 yards (tackle by Mychal Kendricks),2.790,3.510
4,3:43,1,10,SEA 31,13,24,Dak Prescott pass incomplete short left intended for Ezekiel Elliott,3.510,2.970
4,3:39,2,10,SEA 31,13,24,Dak Prescott pass complete short middle to Cole Beasley for 12 yards (tackle by Bradley McDougald),2.970,4.310
4,3:17,1,10,SEA 19,13,24,"Dak Prescott pass short middle (defended by Bobby Wagner) intended for Blake Jarwin is intercepted by Earl Thomas at SEA-15 and returned for no gain. Penalty on Earl Thomas: Taunting, 7 yards",4.310,0.380
4,3:09,1,10,SEA 8,13,24,Chris Carson up the middle for no gain (tackle by Demarcus Lawrence),-0.380,-0.780
4,3:05,,,,,,Timeout #1 by Dallas Cowboys,,
4,3:05,2,10,SEA 8,13,24,Chris Carson left end for -1 yards (tackle by Leighton Vander Esch),-0.780,-1.540
4,3:00,,,,,,Timeout #2 by Dallas Cowboys,,
4,3:00,3,11,SEA 7,13,24,Chris Carson right end for 11 yards (tackle by Xavier Woods and Demarcus Lawrence),-1.540,0.040
4,2:48,,,,,,Timeout #3 by Dallas Cowboys,,
4,2:48,1,10,SEA 18,13,24,Chris Carson right tackle for 1 yard (tackle by Leighton Vander Esch and Damien Wilson),0.040,-0.320
4,2:01,2,9,SEA 19,13,24,"Penalty on SEA: Delay of Game, 5 yards (no play)",-0.320,-1.040
4,2:01,2,14,SEA 14,13,24,Chris Carson right guard for 4 yards (tackle by Jaylon Smith),-1.040,-1.170
4,1:57,3,10,SEA 18,13,24,Chris Carson left tackle for -1 yards (tackle by Daniel Ross and Antwaun Woods),-1.170,-2.320
4,1:14,4,11,SEA 17,13,24,"Michael Dickson punts 39 yards, returned by Tavon Austin for 12 yards (tackle by Barkevious Mingo)",-2.320,-2.650
4,1:05,1,10,SEA 44,13,24,Dak Prescott pass incomplete short right intended for Allen Hurns,2.650,2.110
4,0:59,2,10,SEA 44,13,24,Dak Prescott pass incomplete short left intended for Ezekiel Elliott,2.110,1.420
4,0:53,3,10,SEA 44,13,24,Dak Prescott sacked by Jarran Reed for -12 yards. Penalty on La'el Collins: Offensive Holding (Declined),1.420,-0.460
4,0:47,4,22,DAL 44,13,24,Dak Prescott pass complete short right to Geoff Swaim for 20 yards (tackle by Bobby Wagner),-0.460,-1.330
4,0:37,1,10,SEA 36,13,24,Russell Wilson kneels for -1 yards,1.330,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
