Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Carlos Hyde,SEA,7,23,1,3,13,1.9,10,1.4,0,
Chris Carson,SEA,6,21,0,1,5,0.8,16,2.7,1,6.0
Travis Homer,SEA,3,-1,0,,-2,-0.7,1,0.3,0,
Russell Wilson,SEA,3,29,0,1,25,8.3,4,1.3,0,
David Moore,SEA,1,12,0,1,8,8.0,4,4.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,ATL,14,56,1,3,35,2.5,21,1.5,0,
Brian Hill,ATL,3,12,0,1,6,2.0,6,2.0,0,
Sharrod Neasman,ATL,1,2,0,,2,2.0,0,0.0,0,
Calvin Ridley,ATL,1,-1,0,0,-1,-1.0,0,0.0,0,
Matt Ryan,ATL,1,-1,0,0,-1,-1.0,0,0.0,0,
Ito Smith,ATL,1,4,0,,3,3.0,1,1.0,0,
