Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
2,11:25,1,10,SEA 25,14,9,Travis Homer left end for no gain (tackle by Grady Jarrett and Isaiah Oliver),0.610,0.060
2,11:00,2,10,SEA 25,14,9,Russell Wilson pass complete short right to Travis Homer for 3 yards (tackle by AJ Terrell and Keanu Neal),0.060,-0.230
2,10:31,3,7,SEA 28,14,9,Russell Wilson sacked by and Grady Jarrett for -6 yards and Dante Fowler for -6 yards,-0.230,-1.900
2,9:47,4,13,SEA 22,14,9,Michael Dickson punts 53 yards out of bounds,-1.900,-0.610
2,9:41,1,10,ATL 25,14,9,Matt Ryan pass incomplete short right intended for Calvin Ridley,0.610,0.060
2,9:37,2,10,ATL 25,14,9,Todd Gurley left guard for 4 yards (tackle by Damontre Moore),0.060,-0.100
2,9:06,3,6,ATL 29,14,9,Matt Ryan pass complete short left to Russell Gage for 11 yards (tackle by Tre Flowers),-0.100,1.600
2,8:30,1,10,ATL 40,14,9,Matt Ryan pass incomplete short left intended for Todd Gurley,1.600,1.050
2,8:23,2,10,ATL 40,14,9,Matt Ryan pass complete short right to Russell Gage for 4 yards (tackle by Poona Ford),1.050,0.890
2,7:45,3,6,ATL 44,14,9,Matt Ryan sacked by Jamal Adams for -7 yards,0.890,-0.910
2,7:03,4,13,ATL 37,14,9,"Sterling Hofrichter punts 55 yards, returned by David Moore for 15 yards (tackle by Olamide Zaccheaus)",-0.910,-0.480
2,6:51,1,10,SEA 23,14,9,Russell Wilson pass complete short middle to Will Dissly for 5 yards (tackle by Deion Jones),0.480,0.610
2,6:17,2,5,SEA 28,14,9,Carlos Hyde left tackle for 9 yards (tackle by Deion Jones),0.610,1.400
2,5:42,1,10,SEA 37,14,9,Russell Wilson left guard for 2 yards (tackle by John Cominsky),1.400,1.130
2,4:59,2,8,SEA 39,14,9,Russell Wilson pass complete short left to Tyler Lockett for 6 yards (tackle by Foyesade Oluokun),1.130,1.220
2,4:13,3,2,SEA 45,14,9,Russell Wilson pass incomplete short left intended for D.K. Metcalf,1.220,-0.390
2,4:09,4,2,SEA 45,14,9,"Michael Dickson punts 44 yards, fair catch by Brandon Powell at ATL-11",-0.390,0.370
2,4:00,1,10,ATL 11,14,9,"Penalty on Calvin Ridley: False Start, 5 yards (no play)",-0.370,-0.570
2,4:00,1,15,ATL 6,14,9,Ito Smith right tackle for 4 yards (tackle by Shaquill Griffin and Jarran Reed),-0.570,-0.850
2,3:24,2,11,ATL 10,14,9,Matt Ryan pass incomplete short left intended for Hayden Hurst (defended by Quandre Diggs),-0.850,-1.540
2,3:20,3,11,ATL 10,14,9,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Jamal Adams),-1.540,-2.440
2,2:35,4,6,ATL 15,14,9,"Sterling Hofrichter punts 45 yards, fair catch by David Moore at SEA-40",-2.440,-1.600
2,2:26,1,10,SEA 40,14,9,Chris Carson right tackle for 4 yards (tackle by Takkarist McKinley and Deion Jones),1.600,1.590
2,2:00,2,6,SEA 44,14,9,"Penalty on Mike Iupati: False Start, 5 yards (no play)",1.590,0.920
2,2:00,2,11,SEA 39,14,9,Russell Wilson pass complete short left to Chris Carson for 5 yards (tackle by Isaiah Oliver and Takkarist McKinley),0.920,0.890
2,1:52,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:52,3,6,SEA 44,14,9,Russell Wilson pass complete short left to Travis Homer for 1 yard (tackle by Deion Jones),0.890,-0.390
2,1:44,,,,,,Timeout #2 by Atlanta Falcons,,
2,1:44,4,5,SEA 45,14,9,"Michael Dickson punts 46 yards, fair catch by Brandon Powell at ATL-9",-0.390,0.380
2,1:37,1,10,ATL 9,14,9,Matt Ryan pass incomplete short middle intended for Luke Stocker (defended by Bobby Wagner),-0.380,-0.780
2,1:33,2,10,ATL 9,14,9,Todd Gurley right tackle for 10 yards (tackle by Rasheem Green),-0.780,0.150
2,1:11,1,10,ATL 19,14,9,Matt Ryan pass incomplete short middle intended for Julio Jones,0.150,-0.390
2,1:08,2,10,ATL 19,14,9,Matt Ryan pass complete short left to Calvin Ridley for 22 yards (tackle by Lano Hill). Penalty on Marquise Blair: Defensive Holding (Declined),-0.390,1.660
2,0:57,1,10,ATL 41,14,9,"Matt Ryan pass complete short right to Todd Gurley for 3 yards (tackle by Rasheem Green). Penalty on Christian Blake: Illegal Formation, 5 yards (no play)",1.660,1.330
2,0:50,1,15,ATL 36,14,9,"Matt Ryan pass incomplete short right intended for Christian Blake. Penalty on Shaquill Griffin: Defensive Pass Interference, 11 yards (no play)",1.330,2.060
2,0:46,1,10,ATL 47,14,9,Matt Ryan pass incomplete short middle intended for Todd Gurley,2.060,1.520
2,0:42,2,10,ATL 47,14,9,Matt Ryan pass complete short left to Russell Gage for 13 yards (tackle by Marquise Blair),1.520,2.920
2,0:27,1,10,SEA 40,14,9,Matt Ryan pass incomplete short left intended for Russell Gage,2.920,2.370
2,0:23,2,10,SEA 40,14,9,Matt Ryan pass incomplete short middle intended for Russell Gage (defended by Bobby Wagner),2.370,1.680
2,0:17,3,10,SEA 40,14,9,Matt Ryan pass complete short middle to Russell Gage for 10 yards (tackle by Jamal Adams),1.680,3.580
2,0:12,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:12,1,10,SEA 30,14,9,Matt Ryan right end for -1 yards,3.580,2.900
2,0:03,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:02,2,11,SEA 31,14,12,Younghoe Koo 49 yard field goal good,2.900,3.000
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,14,12,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,14,12,Chris Carson right end for 11 yards (tackle by Deion Jones and Keanu Neal),0.610,1.330
3,14:24,1,10,SEA 36,14,12,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,1.330,0.790
3,14:17,2,10,SEA 36,14,12,Russell Wilson pass complete short left to Will Dissly for 3 yards (tackle by Takkarist McKinley),0.790,0.500
3,13:39,3,7,SEA 39,14,12,Russell Wilson pass complete short middle to D.K. Metcalf for 7 yards (tackle by Isaiah Oliver),0.500,1.990
3,12:55,1,10,SEA 46,14,12,Carlos Hyde right end for 2 yards (tackle by Foyesade Oluokun and Dante Fowler),1.990,1.720
3,12:12,2,8,SEA 48,14,12,Russell Wilson pass complete short left to Jacob Hollister for 9 yards (tackle by Darqueze Dennard and Keanu Neal),1.720,2.720
3,11:49,1,10,ATL 43,14,12,"Russell Wilson pass complete short right to Tyler Lockett for 4 yards (tackle by Ricardo Allen) Penalty on ATL: Defensive Too Many Men on Field, 5 yards (no play)",2.720,3.450
3,11:24,1,5,ATL 38,14,12,Russell Wilson pass incomplete deep left intended for D.K. Metcalf (defended by Takkarist McKinley),3.450,2.850
3,11:18,2,5,ATL 38,14,12,Carlos Hyde left guard for 2 yards (tackle by Grady Jarrett),2.850,2.410
3,10:36,3,3,ATL 36,14,12,Travis Homer left end for -2 yards (tackle by Deion Jones),2.410,0.720
3,9:49,4,5,ATL 38,20,12,"Russell Wilson pass complete deep left to D.K. Metcalf for 38 yards, touchdown",0.720,7.000
3,9:41,,,ATL 15,21,12,Jason Myers kicks extra point good,0.000,0.000
3,9:41,,,SEA 35,21,12,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,9:41,1,10,ATL 25,21,12,Todd Gurley left tackle for 2 yards (tackle by Poona Ford),0.610,0.330
3,9:05,2,8,ATL 27,21,12,Todd Gurley left guard for 2 yards (tackle by Bobby Wagner and K.J. Wright),0.330,-0.100
3,8:34,3,6,ATL 29,21,12,Matt Ryan pass complete short right to Hayden Hurst for 4 yards (tackle by Lano Hill),-0.100,-1.180
3,7:59,4,2,ATL 33,21,12,"Sharrod Neasman right guard for 2 yards (tackle by Marquise Blair). Sharrod Neasman fumbles (forced by Marquise Blair), recovered by Freddie Swain at ATL-36 (tackle by LaRoy Reynolds)",-1.180,-3.180
3,7:53,1,10,ATL 36,21,12,Russell Wilson pass complete short left to Chris Carson for 3 yards (tackle by Mykal Walker and Isaiah Oliver),3.180,3.040
3,7:14,2,7,ATL 33,21,12,Russell Wilson pass complete short right to Tyler Lockett for 10 yards (tackle by Foyesade Oluokun),3.040,4.040
3,6:31,1,10,ATL 23,21,12,Chris Carson right end for 4 yards (tackle by AJ Terrell),4.040,4.050
3,5:53,,,,,,Timeout #1 by Seattle Seahawks,,
3,5:53,2,6,ATL 19,21,12,David Moore for 12 yards (tackle by John Cominsky),4.050,5.600
3,5:09,1,7,ATL 7,27,12,"Russell Wilson pass complete short right to Greg Olsen for 7 yards, touchdown",5.600,7.000
3,5:05,,,ATL 15,28,12,Jason Myers kicks extra point good,0.000,0.000
3,5:05,,,SEA 35,28,12,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,5:05,1,10,ATL 25,28,12,Matt Ryan pass complete deep left to Julio Jones for 44 yards (tackle by Lano Hill),0.610,3.510
3,4:32,1,10,SEA 31,28,12,Matt Ryan pass complete short middle to Todd Gurley for 1 yard (tackle by Poona Ford and Rasheem Green),3.510,3.100
3,3:54,2,9,SEA 30,28,12,Matt Ryan pass complete short right to Julio Jones for 11 yards (tackle by Quandre Diggs),3.100,4.310
3,3:16,1,10,SEA 19,28,12,Todd Gurley right tackle for 1 yard (tackle by Jarran Reed),4.310,3.880
3,2:38,2,9,SEA 18,28,12,Matt Ryan pass complete short right to Julio Jones for 7 yards (tackle by Jordyn Brooks),3.880,4.430
3,1:59,3,2,SEA 11,28,12,Todd Gurley left tackle for no gain (tackle by Bruce Irvin and Jamal Adams),4.430,2.820
3,1:16,4,2,SEA 11,28,12,Matt Ryan sacked by Benson Mayowa for -9 yards,2.820,-0.280
3,1:09,1,10,SEA 20,28,12,Russell Wilson pass complete deep left to Tyler Lockett for 16 yards (tackle by AJ Terrell),0.280,1.330
3,0:34,1,10,SEA 36,28,12,Russell Wilson pass complete deep left to Tyler Lockett for 20 yards (tackle by Damontae Kazee),1.330,2.650
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 44,28,12,Russell Wilson pass complete short right to David Moore for 3 yards (tackle by AJ Terrell),2.650,2.520
4,14:26,2,7,ATL 41,28,12,Russell Wilson pass complete short right to Tyler Lockett for 10 yards (tackle by Deion Jones),2.520,3.510
4,14:06,1,10,ATL 31,28,12,Carlos Hyde left end for 1 yard (tackle by Foyesade Oluokun),3.510,3.100
4,13:03,2,9,ATL 30,28,12,"Penalty on Damien Lewis: False Start, 5 yards (no play)",3.100,2.430
4,13:03,2,14,ATL 35,28,12,"Penalty on Greg Olsen: False Start, 5 yards (no play)",2.430,1.750
4,13:03,2,19,ATL 40,28,12,"Russell Wilson right end for 9 yards (tackle by Keanu Neal). Penalty on Damien Lewis: Offensive Holding, 10 yards (no play)",1.750,0.400
4,12:46,2,29,SEA 50,28,12,Russell Wilson pass complete short left to Tyler Lockett for 10 yards (tackle by Isaiah Oliver and Deion Jones),0.400,1.090
4,12:06,3,19,ATL 40,28,12,Russell Wilson pass complete short left to Freddie Swain for 17 yards (tackle by Isaiah Oliver and Keanu Neal),1.090,2.050
4,11:24,4,2,ATL 23,31,12,Jason Myers 42 yard field goal good,2.050,3.000
4,11:19,,,SEA 35,31,12,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,11:19,1,10,ATL 25,31,12,Matt Ryan pass complete deep left to Julio Jones for 19 yards (tackle by Jamal Adams),0.610,1.860
4,10:59,1,10,ATL 44,31,12,Matt Ryan pass complete short left to Russell Gage for 8 yards (tackle by Quinton Dunbar),1.860,2.400
4,10:34,2,2,SEA 48,31,12,Matt Ryan pass complete short right to Calvin Ridley for 12 yards (tackle by Shaquill Griffin),2.400,3.180
4,9:58,1,10,SEA 36,31,12,Matt Ryan pass complete deep right to Julio Jones for 18 yards (tackle by Jamal Adams and Marquise Blair),3.180,4.370
4,9:42,1,10,SEA 18,31,18,"Matt Ryan pass complete deep right to Calvin Ridley for 18 yards, touchdown",4.370,7.000
4,9:35,,,SEA 2,31,18,"Two Point Attempt: Matt Ryan pass incomplete intended for Hayden Hurst, conversion fails",1.000,-1.000
4,9:35,,,ATL 35,31,18,"Younghoe Koo kicks off 60 yards, returned by Travis Homer for 24 yards (tackle by Keith Smith)",0.000,0.870
4,9:29,1,10,SEA 29,31,18,Chris Carson left end for -3 yards (tackle by Dante Fowler),0.870,-0.080
4,8:49,2,13,SEA 26,31,18,Russell Wilson pass complete short right to Greg Olsen for 4 yards (tackle by Keanu Neal),-0.080,-0.230
4,8:03,3,9,SEA 30,31,18,Russell Wilson pass incomplete short left intended for D.K. Metcalf,-0.230,-1.370
4,8:00,4,9,SEA 30,31,18,"Michael Dickson punts 48 yards, returned by Brandon Powell for 8 yards (tackle by Ugo Amadi)",-1.370,-0.940
4,7:49,1,10,ATL 30,31,18,Matt Ryan pass complete short left to Calvin Ridley for 15 yards (tackle by Quinton Dunbar),0.940,1.930
4,7:20,1,10,ATL 45,31,18,Matt Ryan pass complete short right to Julio Jones for 13 yards (tackle by Shaquill Griffin and Bobby Wagner),1.930,2.790
4,6:57,1,10,SEA 42,31,18,Matt Ryan pass complete short right to Hayden Hurst for 7 yards (tackle by K.J. Wright),2.790,3.190
4,6:29,2,3,SEA 35,31,18,Matt Ryan pass incomplete deep right intended for Hayden Hurst (defended by Shaquill Griffin),3.190,2.480
4,6:24,3,3,SEA 35,31,18,Matt Ryan pass incomplete short left intended for Calvin Ridley (defended by Quinton Dunbar),2.480,0.990
4,6:19,4,3,SEA 35,31,18,Matt Ryan pass incomplete short left intended for Calvin Ridley,0.990,-1.270
4,6:15,1,10,SEA 35,31,18,Chris Carson right guard for 1 yard (tackle by Deion Jones and Mykal Walker),1.270,0.860
4,6:09,,,,,,Timeout #1 by Atlanta Falcons,,
4,6:09,2,9,SEA 36,31,18,Russell Wilson pass complete deep right to D.K. Metcalf for 37 yards (tackle by Damontae Kazee),0.860,3.780
4,5:32,1,10,ATL 27,31,18,Russell Wilson pass complete short left to Greg Olsen for 4 yards (tackle by Damontae Kazee),3.780,3.770
4,5:24,,,,,,Timeout #2 by Atlanta Falcons,,
4,5:24,2,6,ATL 23,31,18,Carlos Hyde right guard for 3 yards (tackle by Mykal Walker),3.770,3.470
4,5:18,,,,,,Timeout #3 by Atlanta Falcons,,
4,5:18,3,3,ATL 20,31,18,Russell Wilson pass complete short right to David Moore for 18 yards (tackle by AJ Terrell),3.470,6.740
4,4:32,1,2,ATL 2,31,18,Travis Homer right guard for 1 yard (tackle by Damontae Kazee),6.740,5.910
4,3:48,2,1,ATL 1,37,18,"Carlos Hyde left guard for 1 yard, touchdown",5.910,7.000
4,3:45,,,ATL 15,38,18,Jason Myers kicks extra point good,0.000,0.000
4,3:45,,,SEA 35,38,18,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,3:45,1,10,ATL 25,38,18,Matt Ryan pass complete short left to Brian Hill for 4 yards (tackle by Lano Hill),0.610,0.600
4,3:24,2,6,ATL 29,38,18,Matt Ryan pass incomplete deep left intended for Julio Jones,0.600,-0.100
4,3:18,3,6,ATL 29,38,18,Matt Ryan pass complete short middle to Russell Gage for 24 yards (tackle by Jamal Adams),-0.100,2.460
4,2:55,1,10,SEA 47,38,18,Matt Ryan pass complete short middle to Brian Hill for 4 yards (tackle by Bobby Wagner and Marquise Blair),2.460,2.450
4,2:37,2,6,SEA 43,38,18,Matt Ryan pass complete short right to Calvin Ridley for 10 yards (tackle by Shaquill Griffin),2.450,3.380
4,2:16,1,10,SEA 33,38,18,Matt Ryan pass complete short left to Russell Gage for 12 yards (tackle by Marquise Blair),3.380,4.170
4,2:00,1,10,SEA 21,38,18,Matt Ryan pass complete short right to Ito Smith for 1 yard (tackle by Damontre Moore),4.170,3.760
4,1:38,2,9,SEA 20,38,18,Matt Ryan pass complete short middle to Ito Smith for 2 yards (tackle by Bobby Wagner),3.760,3.310
4,1:17,3,7,SEA 18,38,18,Matt Ryan pass complete short middle to Calvin Ridley for 12 yards (tackle by Quandre Diggs),3.310,5.830
4,0:58,1,6,SEA 6,38,18,Matt Ryan pass complete short left to Ito Smith for -1 yards (tackle by Lano Hill),5.830,4.760
4,0:43,,,,,,Timeout #2 by Seattle Seahawks,,
4,0:43,2,7,SEA 7,38,18,Matt Ryan pass incomplete short right intended for Russell Gage,4.760,3.810
4,0:39,3,7,SEA 7,38,24,"Matt Ryan pass complete short right to Calvin Ridley for 7 yards, touchdown",3.810,7.000
4,0:33,,,SEA 15,38,25,Younghoe Koo kicks extra point good,0.000,0.000
4,0:33,,,ATL 35,38,25,"Younghoe Koo kicks onside 11 yards, recovered by Foyesade Oluokun",0.000,-1.990
4,0:33,1,10,ATL 46,38,25,Matt Ryan pass complete deep left to Russell Gage for 16 yards,1.990,3.050
4,0:28,1,10,SEA 38,38,25,Matt Ryan pass deep left is intercepted by Quandre Diggs at SEA-0 and returned for no gain,3.050,-0.280
4,0:19,1,10,SEA 20,38,25,Russell Wilson kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
