Quarter,Time,Tm,Detail,NOR,TAM
1.0,6:25,Buccaneers,Ryan Succop 21 yard field goal,0,3
2.0,7:33,Saints,Taysom Hill 30 yard pass from Andy Dalton (Wil Lutz kick),7,3
,0:20,Saints,Wil Lutz 38 yard field goal,10,3
3.0,2:46,Saints,Wil Lutz 21 yard field goal,13,3
4.0,8:02,Saints,Wil Lutz 29 yard field goal,16,3
,3:00,Buccaneers,Cade Otton 1 yard pass from Tom Brady (Ryan Succop kick),16,10
,0:03,Buccaneers,Rachaad White 6 yard pass from Tom Brady (Ryan Succop kick),16,17
