Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
2,8:47,1,10,CLE 42,3,10,Alex Smith pass incomplete short middle intended for Jeremy Maclin,2.790,2.240
2,8:43,2,10,CLE 42,3,10,Alex Smith pass complete short middle to Travis Kelce for 9 yards (tackle by Donte Whitner),2.240,2.740
2,8:03,3,1,CLE 33,3,10,Spencer Ware middle for 3 yards (tackle by Paul Kruger and Jamie Meder),2.740,3.580
2,7:25,1,10,CLE 30,3,10,Alex Smith pass incomplete deep middle intended for Albert Wilson,3.580,3.030
2,7:20,2,10,CLE 30,3,10,Alex Smith pass complete short left to Jeremy Maclin for 8 yards (tackle by Charles Gaines),3.030,3.400
2,6:36,3,2,CLE 22,3,10,Alex Smith pass incomplete short middle intended for Travis Kelce is intercepted by Nate Orchard at CLE-13 and returned for 46 yards,3.400,-2.850
2,6:22,1,10,KAN 41,3,10,Duke Johnson for 1 yard (tackle by Dontari Poe),2.850,2.440
2,5:48,2,9,KAN 40,3,10,Johnny Manziel pass incomplete short left intended for Gary Barnidge is intercepted by Marcus Peters at KAN-25 and returned for 46 yards,2.440,-3.640
2,5:35,1,10,CLE 29,3,10,"Alex Smith pass incomplete short right intended for Albert Wilson. Penalty on Tramon Williams: Defensive Holding, 5 yards (no play)",3.640,3.970
2,5:29,1,10,CLE 24,3,10,Albert Wilson right end for 2 yards (tackle by Donte Whitner),3.970,3.700
2,4:42,2,8,CLE 22,3,10,Alex Smith pass complete short right to Charcandrick West for -1 yards (tackle by Tramon Williams),3.700,2.870
2,4:05,3,9,CLE 23,3,10,"Penalty on Travis Kelce: False Start, 5 yards (no play)",2.870,2.210
2,3:38,3,14,CLE 28,3,10,"Alex Smith right end for 14 yards (tackle by Karlos Dansby). Penalty on Jeff Allen: Offensive Holding, 10 yards (no play)",2.210,0.890
2,3:08,3,24,CLE 38,3,10,Alex Smith middle for 4 yards (tackle by Paul Kruger),0.890,1.060
2,2:15,4,20,CLE 34,3,10,"Dustin Colquitt punts 25 yards, returned by Tramon Williams for 1 yard (tackle by Daniel Sorensen)",1.060,0.380
2,2:05,1,10,CLE 10,3,10,Isaiah Crowell left guard for -2 yards (tackle by Tyvon Branch),-0.380,-0.930
2,2:00,2,12,CLE 8,3,10,Johnny Manziel pass complete short middle to Darius Jennings for 8 yards (tackle by Ron Parker),-0.930,-0.930
2,1:53,2,12,CLE 8,3,10,Timeout #2 by Kansas City Chiefs,-0.930,-0.720
2,1:53,3,4,CLE 16,3,10,Johnny Manziel pass incomplete short left intended for Travis Benjamin,-0.720,-2.390
2,1:46,4,4,CLE 16,3,10,"Andy Lee punts 49 yards, returned by Frankie Hammond for 9 yards (tackle by Jordan Poyer)",-2.390,-1.860
2,1:35,1,10,KAN 44,3,10,Alex Smith middle for 29 yards,1.860,3.780
2,0:55,1,10,CLE 27,3,10,Charcandrick West middle for 3 yards (tackle by Tashaun Gipson),3.780,3.780
2,0:48,1,10,CLE 27,3,10,Timeout #3 by Kansas City Chiefs,3.780,3.640
2,0:47,2,7,CLE 24,3,10,Alex Smith pass incomplete deep middle intended for Jason Avant (defended by K'Waun Williams),3.640,2.940
2,0:43,3,7,CLE 24,3,10,Alex Smith pass complete short right to Travis Kelce for 11 yards,2.940,2.940
2,0:36,3,7,CLE 24,3,10,Timeout #1 by Cleveland Browns,2.940,4.710
2,0:36,1,10,CLE 13,3,16,"Alex Smith pass complete short right to Travis Kelce for 13 yards, touchdown",4.710,7.000
2,0:36,,,CLE 13,3,17,Cairo Santos kicks extra point good,0.000,0.000
2,0:36,,,KAN 35,3,17,"Cairo Santos kicks off 66 yards, returned by Darius Jennings for 21 yards (tackle by Frank Zombo)",0.000,-0.280
2,0:27,1,10,CLE 20,3,17,Johnny Manziel pass incomplete short right intended for Darius Jennings (defended by Marcus Peters),0.280,-0.270
2,0:20,2,10,CLE 20,3,17,Johnny Manziel pass complete short right to Gary Barnidge for 24 yards (tackle by Eric Berry),-0.270,-0.270
2,0:12,2,10,CLE 20,3,17,Timeout #2 by Cleveland Browns,-0.270,1.860
2,0:12,1,10,CLE 44,3,17,Johnny Manziel middle for 23 yards (tackle by Derrick Johnson),1.860,1.860
2,0:02,1,10,CLE 44,3,17,Timeout #3 by Cleveland Browns,1.860,3.380
2,0:02,1,10,KAN 33,3,17,"Travis Coons 51 yard field goal no good, blocked by Daniel Sorensen",3.380,1.600
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,3,17,"Cairo Santos kicks off 72 yards, returned by Darius Jennings for 25 yards (tackle by Dezman Moses)",0.000,0.040
3,14:54,1,10,CLE 18,3,17,Johnny Manziel left end for 34 yards (tackle by Sean Smith),0.040,2.390
3,14:20,1,10,KAN 48,3,17,Isaiah Crowell middle for 3 yards (tackle by Dontari Poe),2.390,2.250
3,13:44,2,7,KAN 45,3,17,Johnny Manziel pass complete short right to Travis Benjamin for 8 yards (tackle by Marcus Peters),2.250,3.120
3,13:02,1,10,KAN 37,3,17,Isaiah Crowell middle for 2 yards (tackle by Josh Mauga),3.120,2.840
3,12:20,2,8,KAN 35,3,17,Johnny Manziel pass complete short left to Duke Johnson for 2 yards (tackle by Josh Mauga),2.840,2.410
3,11:28,3,6,KAN 33,3,17,Duke Johnson for 8 yards (tackle by Tyvon Branch),2.410,3.910
3,10:44,1,10,KAN 25,3,17,Johnny Manziel middle for 9 yards (tackle by Eric Berry),3.910,4.750
3,9:54,2,1,KAN 16,3,17,Isaiah Crowell middle for 6 yards (tackle by Derrick Johnson),4.750,4.910
3,9:21,1,10,KAN 10,9,17,"Isaiah Crowell right end for 10 yards, touchdown",4.910,7.000
3,9:21,,,KAN 10,10,17,Travis Coons kicks extra point good,0.000,0.000
3,9:21,,,CLE 35,10,17,"Travis Coons kicks off 63 yards, returned by Knile Davis for 19 yards (tackle by Jordan Poyer)",0.000,-0.340
3,9:10,1,10,KAN 21,10,17,Charcandrick West left end for 3 yards (tackle by Tashaun Gipson),0.340,0.210
3,8:32,2,7,KAN 24,10,17,Alex Smith pass complete short right to Jeremy Maclin for 9 yards (tackle by Charles Gaines),0.210,1.140
3,8:01,1,10,KAN 33,10,17,Alex Smith pass complete short left to Albert Wilson for 19 yards (tackle by Tramon Williams),1.140,2.390
3,7:11,1,10,CLE 48,10,17,Alex Smith pass incomplete deep right intended for Jeremy Maclin,2.390,1.850
3,7:05,2,10,CLE 48,10,17,Charcandrick West middle for 4 yards (tackle by Danny Shelton),1.850,1.690
3,6:20,3,6,CLE 44,10,17,Alex Smith sacked by Nate Orchard for -3 yards,1.690,0.130
3,5:35,4,9,CLE 47,10,17,"Dustin Colquitt punts 47 yards, touchback",0.130,-0.280
3,5:27,1,10,CLE 20,10,17,"Penalty on Gary Barnidge: False Start, 5 yards (no play)",0.280,-0.310
3,5:27,1,15,CLE 15,10,17,Isaiah Crowell middle for 4 yards (tackle by Dontari Poe),-0.310,-0.460
3,4:49,2,11,CLE 19,10,17,Johnny Manziel middle for 1 yard (tackle by Allen Bailey),-0.460,-0.960
3,4:01,3,10,CLE 20,10,17,Johnny Manziel middle for 2 yards (tackle by Derrick Johnson),-0.960,-1.900
3,3:21,4,8,CLE 22,10,17,"Jordan Poyer middle for 10 yards (tackle by Daniel Sorensen). Penalty on Jordan Poyer: Delay of Game, 5 yards",-1.900,0.740
3,3:21,1,10,CLE 27,10,17,Isaiah Crowell middle for 2 yards (tackle by Dontari Poe),0.740,0.470
3,2:11,2,8,CLE 29,10,17,Johnny Manziel pass complete short right to Gary Barnidge for 11 yards (tackle by Tyvon Branch),0.470,1.600
3,1:35,1,10,CLE 40,10,17,Isaiah Crowell right end for 11 yards (tackle by Josh Mauga),1.600,2.320
3,0:49,1,10,KAN 49,10,17,Duke Johnson for no gain (tackle by Tyvon Branch),2.320,1.780
3,0:07,2,10,KAN 49,10,17,Johnny Manziel right end for 6 yards (tackle by Josh Mauga),1.780,1.880
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,KAN 43,10,17,Johnny Manziel left end for 10 yards (tackle by Allen Bailey),1.880,3.380
4,14:13,1,10,KAN 33,10,17,Isaiah Crowell left end for 2 yards (tackle by Dontari Poe and Allen Bailey),3.380,3.110
4,13:34,2,8,KAN 31,10,17,Isaiah Crowell middle for 5 yards (tackle by Jaye Howard),3.110,3.070
4,12:39,3,3,KAN 26,10,17,Johnny Manziel left end for 8 yards (tackle by Eric Berry),3.070,4.370
4,11:57,1,10,KAN 18,10,17,Duke Johnson for no gain (tackle by Frank Zombo),4.370,3.800
4,11:08,2,10,KAN 18,10,17,Johnny Manziel pass incomplete short left intended for Gary Barnidge,3.800,3.050
4,11:02,3,10,KAN 18,10,17,Johnny Manziel pass complete short right to Duke Johnson for 8 yards (tackle by Tyvon Branch),3.050,2.890
4,10:12,4,2,KAN 10,10,17,Johnny Manziel for 3 yards (tackle by Josh Mauga),2.890,5.600
4,9:45,1,7,KAN 7,10,17,Isaiah Crowell right end for -1 yards (tackle by Mike DeVito),5.600,5.600
4,9:05,1,7,KAN 7,10,17,Timeout #1 by Cleveland Browns,5.600,4.570
4,9:04,2,8,KAN 8,10,17,"Johnny Manziel pass incomplete short right intended for Mitchell Schwartz. Penalty on Johnny Manziel: Intentional Grounding, 10 yards, Penalty on Mitchell Schwartz: Illegal Touch Pass (Declined)",4.570,2.630
4,8:35,3,18,KAN 18,10,17,Johnny Manziel pass incomplete short left intended for Gary Barnidge,2.630,2.250
4,8:31,4,18,KAN 18,13,17,Travis Coons 36 yard field goal good,2.250,3.000
4,8:31,,,CLE 35,13,17,"Travis Coons kicks off 69 yards, returned by Knile Davis for 21 yards (tackle by Pierre Desir). Penalty on Daniel Sorensen: Illegal Block Above the Waist, 3 yards",0.000,0.380
4,8:20,1,10,KAN 3,13,17,Charcandrick West middle for 4 yards (tackle by Charles Gaines),-0.380,-0.490
4,7:44,2,6,KAN 7,13,17,Alex Smith pass complete short right to Jeremy Maclin for 7 yards (tackle by Donte Whitner),-0.490,-0.280
4,7:14,1,10,KAN 14,13,17,Charcandrick West middle for 3 yards (tackle by Paul Kruger),-0.280,-0.370
4,6:36,2,7,KAN 17,13,17,Charcandrick West left end for 6 yards (tackle by Karlos Dansby and Christian Kirksey),-0.370,-0.320
4,5:53,3,1,KAN 23,13,17,Charcandrick West middle for no gain (tackle by Jamie Meder),-0.320,-1.830
,,,,,,,"KAN challenged the first down ruling, and the play was upheld.",,
4,5:41,4,1,KAN 23,13,17,"Dustin Colquitt punts 35 yards, fair catch by Travis Benjamin",-1.830,-1.730
4,5:35,1,10,CLE 42,13,17,Isaiah Crowell middle for 3 yards (tackle by Dontari Poe),1.730,1.590
4,4:54,2,7,CLE 45,13,17,Johnny Manziel pass incomplete,1.590,0.890
4,4:43,3,7,CLE 45,13,17,Johnny Manziel pass complete short right to Travis Benjamin for 12 yards,0.890,2.720
4,4:37,1,10,KAN 43,13,17,Duke Johnson for 11 yards (tackle by Josh Mauga),2.720,3.450
4,3:58,1,10,KAN 32,13,17,Duke Johnson for 2 yards (tackle by Jaye Howard),3.450,3.170
4,3:12,2,8,KAN 30,13,17,Johnny Manziel pass incomplete deep left intended for Jim Dray,3.170,2.480
4,3:05,3,8,KAN 30,13,17,Johnny Manziel pass incomplete short left intended for Gary Barnidge (defended by Eric Berry),2.480,1.410
4,3:01,4,8,KAN 30,13,17,Johnny Manziel pass incomplete deep right intended for Travis Benjamin,1.410,-0.940
4,2:55,1,10,KAN 30,13,17,Charcandrick West middle for no gain (tackle by Craig Robertson),0.940,0.940
4,2:50,1,10,KAN 30,13,17,Timeout #2 by Cleveland Browns,0.940,0.390
4,2:50,2,10,KAN 30,13,17,Charcandrick West middle for 5 yards (tackle by Desmond Bryant),0.390,0.390
4,2:45,2,10,KAN 30,13,17,Timeout #3 by Cleveland Browns,0.390,0.370
4,2:45,3,5,KAN 35,13,17,Alex Smith pass complete short right to Travis Kelce for 1 yard (tackle by Desmond Bryant),0.370,-0.980
4,2:00,4,4,KAN 36,13,17,"Dustin Colquitt punts 34 yards, out of bounds",-0.980,-0.940
4,1:52,1,10,CLE 30,13,17,Johnny Manziel pass complete short middle to Darius Jennings for 15 yards (tackle by Tyvon Branch),0.940,1.930
4,1:25,1,10,CLE 45,13,17,Johnny Manziel pass incomplete short left intended for Taylor Gabriel,1.930,1.380
4,1:20,2,10,CLE 45,13,17,Johnny Manziel right end for 11 yards (tackle by Derrick Johnson),1.380,2.650
4,0:52,1,10,KAN 44,13,17,Johnny Manziel pass incomplete deep right intended for Taylor Gabriel,2.650,2.110
4,0:50,2,10,KAN 44,13,17,Johnny Manziel pass incomplete deep right intended for Dwayne Bowe,2.110,1.420
4,0:45,3,10,KAN 44,13,17,Johnny Manziel pass complete short left to Gary Barnidge for 12 yards (tackle by Ron Parker),1.420,3.450
4,0:45,1,10,KAN 32,13,17,Johnny Manziel spiked the ball,3.450,2.900
4,0:28,2,10,KAN 32,13,17,Johnny Manziel pass incomplete,2.900,2.210
4,0:21,3,10,KAN 32,13,17,Johnny Manziel pass incomplete deep middle intended for Travis Benjamin,2.210,1.240
4,0:15,4,10,KAN 32,13,17,Johnny Manziel pass complete short right to Darius Jennings for 14 yards (tackle by Ron Parker),1.240,2.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
