Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Travis Benjamin,CLE,0,0,,0,0,1,16,16.0,0,16
Tramon Williams,CLE,0,0,,0,0,1,1,1.0,0,1
Darius Jennings,CLE,2,46,23.0,0,25,0,0,,0,0
Raheem Mostert,CLE,2,30,15.0,0,20,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Frankie Hammond,KAN,0,0,,0,0,2,17,8.5,0,9
Knile Davis,KAN,4,74,18.5,0,29,0,0,,0,0
