Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
1,8:22,4,7,MIN 8,3,0,Phil Dawson 26 yard field goal good,2.960,3.000
1,8:18,,,ARI 35,3,0,"Phil Dawson kicks off 65 yards, touchback.",0.000,0.610
1,8:18,1,10,MIN 25,3,0,Kirk Cousins pass complete short left to Adam Thielen for 15 yards (tackle by Bene Benwikere),0.610,1.600
1,7:52,1,10,MIN 40,3,0,Latavius Murray right tackle for 26 yards (tackle by Antoine Bethea),1.600,3.310
1,7:24,1,10,ARI 34,3,0,"Penalty on Kyle Rudolph: False Start, 5 yards (no play)",3.310,2.980
1,7:00,1,15,ARI 39,3,0,Kirk Cousins pass complete short left to Adam Thielen for 9 yards (tackle by Tre Boston),2.980,3.310
1,6:21,2,6,ARI 30,3,0,Stefon Diggs right end for 9 yards (tackle by Antoine Bethea),3.310,4.170
1,5:45,1,10,ARI 21,3,0,Kirk Cousins pass incomplete short right intended for Stefon Diggs (defended by Benson Mayowa),4.170,3.630
1,5:41,2,10,ARI 21,3,6,"Latavius Murray up the middle for 21 yards, touchdown",3.630,7.000
1,5:33,,,ARI 15,3,7,Dan Bailey kicks extra point good,0.000,0.000
1,5:33,,,MIN 35,3,7,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
1,5:33,1,10,ARI 25,3,7,"David Johnson left end for 5 yards (tackle by Anthony Barr). David Johnson fumbles (forced by Anthony Barr), recovered by Tom Johnson at ARI-31 (tackle by Gabe Holmes)",0.610,-3.510
1,5:26,1,10,ARI 31,3,7,Latavius Murray right tackle for 3 yards (tackle by Robert Nkemdiche),3.510,3.370
1,4:50,2,7,ARI 28,3,7,"Penalty on Tom Compton: False Start, 5 yards (no play)",3.370,2.700
1,4:30,2,12,ARI 33,3,7,Kirk Cousins pass complete short right to Stefon Diggs for 16 yards (tackle by Antoine Bethea),2.700,4.440
1,4:13,1,10,ARI 17,3,7,Kirk Cousins sacked by Corey Peters for -7 yards,4.440,2.950
1,3:30,2,17,ARI 24,3,7,Roc Thomas left tackle for -4 yards (tackle by Chandler Jones),2.950,1.750
1,2:46,3,21,ARI 28,3,7,Kirk Cousins pass complete short right to Laquon Treadwell for 9 yards (tackle by Antoine Bethea),1.750,2.180
1,2:08,4,12,ARI 19,3,10,Dan Bailey 37 yard field goal good,2.180,3.000
1,2:03,,,MIN 35,3,10,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
1,2:03,1,10,ARI 25,3,10,David Johnson up the middle for 3 yards (tackle by Eric Kendricks and Ben Gedeon),0.610,0.470
1,1:26,2,7,ARI 28,3,10,David Johnson left tackle for 1 yard (tackle by Danielle Hunter),0.470,-0.100
1,0:49,3,6,ARI 29,3,10,Josh Rosen sacked by Mackensie Alexander for -8 yards,-0.100,-1.960
1,0:19,4,14,ARI 21,3,10,"Andy Lee punts 49 yards, returned by Marcus Sherels for 1 yard (tackle by Brandon Williams)",-1.960,-1.000
1,0:12,1,10,MIN 31,3,10,Kirk Cousins pass complete short right to Adam Thielen for 9 yards (tackle by Tre Boston and Haason Reddick),1.000,1.680
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,MIN 40,3,10,Latavius Murray right guard for no gain (tackle by Josh Bynes and Haason Reddick),1.680,0.960
2,14:25,3,1,MIN 40,3,10,Kirk Cousins pass short right is intercepted by Tre Boston at MIN-47 and returned for no gain,0.960,-2.460
2,14:19,1,10,MIN 47,3,10,Josh Rosen pass complete deep left to Ricky Seals-Jones for 40 yards (tackle by George Iloka),2.460,5.600
2,13:30,1,7,MIN 7,3,10,David Johnson right end for 1 yard (tackle by Trae Waynes),5.600,4.950
2,12:51,2,6,MIN 6,3,10,David Johnson up the middle for 5 yards (tackle by Anthony Barr),4.950,5.170
2,12:12,3,1,MIN 1,3,10,Josh Rosen pass incomplete short right intended for Ricky Seals-Jones (defended by Anthony Harris),5.170,3.550
2,12:07,4,1,MIN 1,3,10,David Johnson left guard for no gain (tackle by Xavier Rhodes),3.550,0.380
2,12:03,1,10,MIN 1,3,10,C.J. Ham left guard for 1 yard (tackle by Haason Reddick),-0.380,-0.710
2,11:28,2,9,MIN 2,3,10,Latavius Murray up the middle for 2 yards (tackle by Zach Moore),-0.710,-1.070
2,10:44,3,7,MIN 4,3,10,"Penalty on Brian O'Neill: False Start, 2 yards (no play)",-1.070,-1.300
2,10:24,3,9,MIN 2,3,10,Kirk Cousins pass complete short left to Kyle Rudolph for 6 yards (tackle by Budda Baker),-1.300,-2.490
2,9:43,4,3,MIN 8,3,10,"Matt Wile punts 50 yards, returned by Christian Kirk for 7 yards (tackle by Eric Wilson)",-2.490,-2.190
2,9:31,1,10,ARI 49,3,10,Josh Rosen sacked by Danielle Hunter for -8 yards,2.190,0.570
2,8:47,2,18,ARI 41,3,10,Josh Rosen pass complete short left to Christian Kirk for 9 yards (tackle by Xavier Rhodes),0.570,1.090
2,8:14,3,9,ARI 50,3,10,Josh Rosen pass incomplete short right intended for Christian Kirk (defended by Trae Waynes),1.090,-0.060
2,8:09,4,9,ARI 50,3,10,"Andy Lee punts 40 yards, fair catch by Marcus Sherels at MIN-10",-0.060,0.380
2,8:02,1,10,MIN 10,3,10,Latavius Murray left tackle for 5 yards (tackle by Patrick Peterson and Antoine Bethea),-0.380,-0.350
2,7:22,2,5,MIN 15,3,10,Kirk Cousins pass complete short left to Stefon Diggs for 10 yards (tackle by Patrick Peterson),-0.350,0.610
2,7:05,1,10,MIN 25,3,10,Latavius Murray right guard for 4 yards (tackle by Antoine Bethea),0.610,0.600
2,6:29,2,6,MIN 29,3,10,Kirk Cousins pass complete short right to Adam Thielen for 6 yards (tackle by Markus Golden),0.600,1.270
2,5:49,1,10,MIN 35,3,10,Latavius Murray right tackle for 3 yards (tackle by Budda Baker),1.270,1.130
2,5:08,2,7,MIN 38,3,10,Kirk Cousins sacked by Corey Peters for -2 yards,1.130,0.170
2,4:24,3,9,MIN 36,9,10,"Kirk Cousins sacked by Chandler Jones for no gain. Kirk Cousins fumbles (forced by Chandler Jones), recovered by Budda Baker at MIN-36 and returned for 36 yards, touchdown",0.170,-7.000
2,4:13,,,ARI 35,10,10,"Phil Dawson kicks off 65 yards, touchback.",0.000,0.610
2,4:13,1,10,MIN 25,10,10,Kirk Cousins pass complete short right to Adam Thielen for 11 yards (tackle by Bene Benwikere),0.610,1.330
2,3:37,1,10,MIN 36,10,10,Kirk Cousins pass complete short left to Laquon Treadwell for 10 yards (tackle by Budda Baker),1.330,1.990
2,2:50,1,10,MIN 46,10,10,Kirk Cousins pass complete short right to Kyle Rudolph for 8 yards (tackle by Budda Baker),1.990,2.530
2,2:09,2,2,ARI 46,10,10,Kirk Cousins pass incomplete short middle intended for Latavius Murray,2.530,1.820
2,2:05,3,2,ARI 46,10,10,"Kirk Cousins pass complete short right to Adam Thielen for 5 yards (tackle by Antoine Bethea). Penalty on Kyle Rudolph: Offensive Pass Interference, 10 yards (no play)",1.820,0.500
2,2:00,3,12,MIN 44,10,10,Kirk Cousins pass incomplete short right intended for Adam Thielen (defended by Jamar Taylor),0.500,-0.460
2,1:54,4,12,MIN 44,10,10,"Matt Wile punts 51 yards downed by Ben Gedeon. Penalty on Patrick Peterson: Offensive Holding, 2 yards",-0.460,0.380
2,1:42,1,10,ARI 3,10,10,David Johnson up the middle for -2 yards (tackle by Anthony Barr),-0.380,-0.930
2,1:36,,,,,,Timeout #1 by Minnesota Vikings,,
2,1:36,2,12,ARI 1,10,10,Derrick Coleman up the middle for 2 yards (tackle by Linval Joseph and Stephen Weatherly),-0.930,-1.420
2,1:32,,,,,,Timeout #2 by Minnesota Vikings,,
2,1:32,3,10,ARI 3,10,10,David Johnson up the middle for 8 yards (tackle by George Iloka),-1.420,-2.490
2,1:27,,,,,,Timeout #3 by Minnesota Vikings,,
2,1:27,4,2,ARI 11,10,10,"Andy Lee punts 55 yards, fair catch by Marcus Sherels at MIN-34",-2.490,-1.200
2,1:20,1,10,MIN 34,10,10,Kirk Cousins pass incomplete short left intended for Kyle Rudolph (defended by Haason Reddick),1.200,0.660
2,1:18,2,10,MIN 34,10,10,Kirk Cousins pass complete short middle to Stefon Diggs for 7 yards (tackle by Antoine Bethea),0.660,0.890
2,0:55,3,3,MIN 41,10,10,Kirk Cousins pass complete short middle to Kyle Rudolph for 17 yards (tackle by Antoine Bethea),0.890,2.790
2,0:32,1,10,ARI 42,10,10,Kirk Cousins pass complete deep middle to Adam Thielen for 17 yards (tackle by Antoine Bethea),2.790,3.910
2,0:16,1,10,ARI 25,10,10,Kirk Cousins spiked the ball,3.910,3.360
2,0:16,2,10,ARI 25,10,10,"Penalty on MIN: Delay of Game, 5 yards (no play)",3.360,2.690
2,0:16,2,15,ARI 30,10,10,Kirk Cousins pass incomplete deep right,2.690,2.010
2,0:12,3,15,ARI 30,10,13,Dan Bailey 48 yard field goal good,2.010,3.000
2,0:07,,,MIN 35,10,13,"Dan Bailey kicks off 59 yards, returned by Brandon Williams for no gain (tackle by George Iloka)",0.000,1.270
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,10,13,"Phil Dawson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,10,13,Latavius Murray right guard for 4 yards (tackle by Robert Nkemdiche),0.610,0.600
3,14:25,2,6,MIN 29,10,13,Kirk Cousins pass complete short right to Adam Thielen for 16 yards (tackle by Bene Benwikere). Penalty on Haason Reddick: Illegal Use of Hands (Declined),0.600,1.930
3,14:07,1,10,MIN 45,10,13,Latavius Murray up the middle for 1 yard (tackle by Corey Peters and Tre Boston),1.930,1.520
3,13:39,2,9,MIN 46,10,13,Latavius Murray right end for -4 yards (tackle by Budda Baker),1.520,0.300
3,13:01,3,13,MIN 42,10,13,Kirk Cousins pass complete short left to Adam Thielen for 13 yards,0.300,2.590
3,12:48,1,10,ARI 45,10,13,Kirk Cousins pass complete short middle to Latavius Murray for 3 yards (tackle by Josh Bynes and Haason Reddick),2.590,2.450
3,12:09,2,7,ARI 42,10,13,Mike Boone left tackle for 20 yards (tackle by Tre Boston),2.450,4.110
3,11:32,1,10,ARI 22,10,13,Latavius Murray left guard for 4 yards (tackle by Robert Nkemdiche and Corey Peters),4.110,4.130
3,10:56,2,6,ARI 18,10,13,Kirk Cousins pass complete short middle to Adam Thielen for 5 yards (tackle by Josh Bynes),4.130,4.390
3,10:11,3,1,ARI 13,10,19,"Kirk Cousins pass complete short middle to Adam Thielen for 13 yards, touchdown",4.390,7.000
3,10:06,,,ARI 15,10,20,Dan Bailey kicks extra point good,0.000,0.000
3,10:06,,,MIN 35,10,20,"Dan Bailey kicks off 67 yards, returned by Brandon Williams for no gain (tackle by George Iloka). Penalty on Deone Bucannon: Illegal Block Above the Waist, 7 yards",0.000,-0.380
3,10:00,1,10,ARI 7,10,20,Josh Rosen pass complete short right to Ricky Seals-Jones for 1 yard (tackle by Harrison Smith),-0.380,-0.710
3,9:20,2,9,ARI 8,10,20,David Johnson up the middle for 2 yards (tackle by Stephen Weatherly),-0.710,-1.070
3,8:37,3,7,ARI 10,10,20,Josh Rosen sacked by Harrison Smith for -8 yards,-1.070,-2.490
3,7:58,4,15,ARI 2,10,20,"Andy Lee punts 61 yards, returned by Marcus Sherels for 20 yards (tackle by Zeke Turner)",-2.490,-2.720
3,7:48,1,10,ARI 43,10,20,Latavius Murray right end for 34 yards (tackle by Antoine Bethea),2.720,5.140
3,7:20,1,9,ARI 9,10,20,Latavius Murray right end for 2 yards (tackle by Olsen Pierre and Josh Bynes),5.140,4.760
3,6:42,2,7,ARI 7,10,26,"Kirk Cousins right end for 7 yards, touchdown",4.760,7.000
3,6:37,,,ARI 15,10,27,Dan Bailey kicks extra point good,0.000,0.000
3,6:37,,,MIN 35,10,27,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,6:37,1,10,ARI 25,10,27,Josh Rosen pass complete short middle to Larry Fitzgerald for 8 yards (tackle by Mike Hughes),0.610,1.140
3,6:07,2,2,ARI 33,10,27,David Johnson left guard for 4 yards (tackle by Linval Joseph),1.140,1.400
3,5:26,1,10,ARI 37,10,27,Josh Rosen pass incomplete deep middle intended for JJ Nelson,1.400,0.860
3,5:19,2,10,ARI 37,10,27,David Johnson left guard for 10 yards (tackle by Eric Kendricks and Harrison Smith),0.860,2.060
3,4:41,1,10,ARI 47,10,27,Josh Rosen pass complete short right to David Johnson for 1 yard (tackle by Jayron Kearse),2.060,1.650
3,3:54,2,9,ARI 48,10,27,David Johnson right tackle for 3 yards (tackle by Linval Joseph),1.650,1.360
3,3:12,3,6,MIN 49,10,27,Josh Rosen pass short middle intended for Larry Fitzgerald is intercepted by Anthony Harris at MIN-47 and returned for no gain,1.360,-2.060
3,3:05,1,10,MIN 47,10,27,Latavius Murray up the middle for 4 yards (tackle by Bene Benwikere and Robert Nkemdiche),2.060,2.060
3,2:22,2,6,ARI 49,10,27,Latavius Murray right tackle for 2 yards (tackle by Josh Bynes and Haason Reddick),2.060,1.620
3,1:41,3,4,ARI 47,10,27,Kirk Cousins pass incomplete short left intended for Adam Thielen (defended by Chandler Jones),1.620,0.130
3,1:35,4,4,ARI 47,10,27,"Matt Wile punts 34 yards, fair catch by Christian Kirk at ARI-13. Penalty on Brandon Williams: Offensive Holding, 6 yards",0.130,0.380
3,1:29,1,10,ARI 7,10,27,Josh Rosen pass complete short right to Jermaine Gresham for 26 yards (tackle by George Iloka),-0.380,1.140
3,0:49,1,10,ARI 33,10,27,Josh Rosen pass complete short left to JJ Nelson for 9 yards (tackle by Xavier Rhodes),1.140,1.810
3,0:17,2,1,ARI 42,10,27,Chase Edmonds up the middle for 4 yards (tackle by Danielle Hunter and Jaleel Johnson),1.810,1.990
Quarter,Time,Down,ToGo,Location,ARI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 46,10,27,David Johnson right end for 5 yards (tackle by Eric Kendricks),1.990,2.130
4,14:28,2,5,MIN 49,10,27,"David Johnson right end for no gain (tackle by Tom Johnson). Penalty on Tom Johnson: Defensive Offside, 4 yards (no play)",2.130,2.670
4,14:01,2,1,MIN 45,10,27,David Johnson left guard for 5 yards (tackle by Stephen Weatherly and Eric Kendricks),2.670,2.920
4,13:24,1,10,MIN 40,10,27,Josh Rosen pass complete short middle to Ricky Seals-Jones for 7 yards (tackle by Jalyn Holmes and Mackensie Alexander),2.920,3.320
4,12:55,2,3,MIN 33,10,27,David Johnson up the middle for 1 yard (tackle by Harrison Smith),3.320,2.740
4,12:14,3,2,MIN 32,10,27,Josh Rosen pass incomplete short left intended for David Johnson,2.740,1.300
4,12:11,4,2,MIN 32,10,27,Josh Rosen pass incomplete deep left intended for Larry Fitzgerald (defended by Mackensie Alexander),1.300,-1.140
4,12:06,1,10,MIN 33,10,27,Kirk Cousins pass complete short right to Adam Thielen for 9 yards (tackle by Josh Bynes),1.140,1.810
4,11:23,2,1,MIN 42,10,27,Latavius Murray up the middle for -2 yards (tackle by Josh Bynes),1.810,0.830
4,10:39,3,3,MIN 40,10,27,Kirk Cousins sacked by Markus Golden and Chandler Jones for -8 yards,0.830,-1.240
4,9:59,4,11,MIN 32,10,27,"Matt Wile punts 47 yards, returned by Christian Kirk for 10 yards (tackle by C.J. Ham and Anthony Harris)",-1.240,-1.000
4,9:45,1,10,ARI 31,10,27,Josh Rosen pass complete short right to Larry Fitzgerald for 15 yards (tackle by Eric Kendricks),1.000,1.990
4,9:27,1,10,ARI 46,10,27,Josh Rosen pass complete short middle to Ricky Seals-Jones for 17 yards (tackle by George Iloka and Harrison Smith),1.990,3.120
4,8:59,1,10,MIN 37,10,27,Josh Rosen pass complete short right to Ricky Seals-Jones for 4 yards,3.120,3.110
4,8:38,2,6,MIN 33,10,27,Josh Rosen pass complete short left to David Johnson for 14 yards (tackle by Harrison Smith and Danielle Hunter),3.110,4.310
4,7:59,1,10,MIN 19,10,27,Josh Rosen pass complete short middle to Larry Fitzgerald for 16 yards (tackle by Mackensie Alexander). Penalty on Mackensie Alexander: Illegal Contact (Declined),4.310,6.510
4,7:30,1,3,MIN 3,10,27,"Josh Rosen pass incomplete short right intended for Larry Fitzgerald (defended by Mackensie Alexander). Penalty on Mackensie Alexander: Defensive Pass Interference, 2 yards (no play)",6.510,6.970
4,7:26,1,1,MIN 1,10,27,David Johnson left guard for no gain (tackle by Stephen Weatherly and Sheldon Richardson),6.970,5.910
4,7:01,2,1,MIN 1,16,27,"David Johnson right guard for 1 yard, touchdown",5.910,7.000
4,6:57,,,MIN 15,16,27,"Penalty on Sheldon Richardson: Encroachment, 5 yards",0.000,0.000
4,6:57,,,MIN 15,17,27,Phil Dawson kicks extra point good,0.000,0.000
4,6:57,,,ARI 40,17,27,"Phil Dawson kicks off 58 yards, returned by Marcus Sherels for no gain (tackle by Zeke Turner)",0.000,0.150
4,6:53,1,10,MIN 19,17,27,Kirk Cousins pass incomplete short right intended for C.J. Ham (defended by Markus Golden),0.150,-0.390
4,6:49,2,10,MIN 19,17,27,Latavius Murray right guard for 1 yard (tackle by Corey Peters and Budda Baker),-0.390,-0.940
4,6:06,3,9,MIN 20,17,27,Kirk Cousins right end for 5 yards (tackle by Markus Golden),-0.940,-1.700
4,5:35,4,4,MIN 25,17,27,"Matt Wile punts 43 yards, returned by Christian Kirk for no gain (tackle by Jayron Kearse). Penalty on Zeke Turner: Offensive Holding, 10 yards",-1.700,-0.410
4,5:25,1,10,ARI 22,17,27,Josh Rosen pass complete short right to Christian Kirk for 3 yards (tackle by Mackensie Alexander),0.410,0.270
4,4:58,2,7,ARI 25,17,27,Josh Rosen pass complete deep left to Christian Kirk for 18 yards (tackle by George Iloka),0.270,1.800
4,4:32,1,10,ARI 43,17,27,"Josh Rosen pass incomplete short right intended for JJ Nelson. Penalty on Trae Waynes: Defensive Pass Interference, 14 yards (no play)",1.800,2.720
4,4:27,1,10,MIN 43,17,27,"Penalty on Daniel Munyer: False Start, 5 yards (no play)",2.720,2.390
4,4:27,1,15,MIN 48,17,27,Josh Rosen pass incomplete short right intended for David Johnson,2.390,1.500
4,4:24,2,15,MIN 48,17,27,Josh Rosen sacked by Danielle Hunter for -8 yards,1.500,-0.230
4,3:55,,,,,,Timeout #1 by Minnesota Vikings,,
4,3:55,3,23,ARI 44,17,27,Josh Rosen pass complete short right to Larry Fitzgerald for -2 yards (tackle by Mackensie Alexander),-0.230,-0.590
4,3:24,4,25,ARI 42,17,27,Andy Lee punts 32 yards downed by Joe Walker,-0.590,-0.670
4,3:14,1,10,MIN 26,17,27,Latavius Murray left tackle for 8 yards (tackle by Haason Reddick and Benson Mayowa),0.670,1.210
4,2:28,2,2,MIN 34,17,27,Latavius Murray right guard for 1 yard (tackle by Patrick Peterson and Budda Baker),1.210,0.630
4,2:24,,,,,,Timeout #2 by Arizona Cardinals,,
4,2:24,3,1,MIN 35,17,27,Kirk Cousins up the middle for 3 yards (tackle by Chandler Jones),0.630,1.470
4,2:18,,,,,,Timeout #3 by Arizona Cardinals,,
4,2:18,1,10,MIN 38,17,27,Latavius Murray right guard for 1 yard (tackle by Budda Baker),1.470,1.060
4,2:00,2,9,MIN 39,17,27,Latavius Murray right guard for 5 yards (tackle by Budda Baker and Robert Nkemdiche),1.060,1.020
4,1:16,3,4,MIN 44,17,27,Latavius Murray left end for 28 yards (tackle by Benson Mayowa and Haason Reddick),1.020,3.710
4,0:31,1,10,ARI 28,17,27,Kirk Cousins kneels for -1 yards,3.710,3.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
