Quarter,Time,Down,ToGo,Location,BAL,GNB,Detail,EPB,EPA
1,5:58,2,6,GNB 45,0,3,Ray Rice right guard for 5 yards (tackle by Nick Barnett and Ryan Pickett),2.320,2.280
1,5:15,3,1,GNB 40,0,3,Joe Flacco pass complete short right to Todd Heap for 23 yards (tackle by Brad Jones and Nick Barnett),2.280,4.440
1,4:26,1,10,GNB 17,0,3,"Ray Rice right guard for no gain (tackle by Johnny Jolly). Ray Rice fumbles (forced by Johnny Jolly), recovered by Nick Collins at GNB-15 and returned for 4 yards (tackle by Mark Clayton)",4.440,-0.150
1,4:18,1,10,GNB 19,0,3,Ryan Grant left end for -2 yards (tackle by Dannell Ellerbe),0.150,-0.720
,,,,,,,"GNB challenged the fumble ruling, and the original play was overturned.",,
1,3:56,2,12,GNB 17,0,3,"Aaron Rodgers pass incomplete deep left intended for Greg Jennings. Penalty on Domonique Foxworth: Defensive Pass Interfere, 18 yards (no play)",-0.720,1.270
1,3:48,1,10,GNB 35,0,3,Aaron Rodgers pass incomplete deep left intended for Greg Jennings is intercepted by Tom Zbikowski at BAL-18 and returned for -8 yards,1.270,0.380
1,3:39,1,10,BAL 10,0,3,Joe Flacco pass complete short right to Derrick Mason for 6 yards,-0.380,-0.230
1,3:39,2,4,BAL 16,0,3,"Penalty on Todd Heap: False Start, 5 yards (no play)",-0.230,-0.710
1,2:56,2,9,BAL 11,0,3,Ray Rice left tackle for -1 yards (tackle by Clay Matthews),-0.710,-1.420
1,2:13,3,10,BAL 10,0,3,"Joe Flacco pass incomplete deep left intended for Mark Clayton. Penalty on Tramon Williams: Defensive Pass Interfere, 43 yards (no play)",-1.420,2.460
1,2:06,1,10,GNB 47,0,3,Joe Flacco pass incomplete deep right intended for Derrick Mason is intercepted by Nick Collins at GNB-23 and returned for 25 yards,2.460,-2.130
1,1:52,1,10,GNB 48,0,3,"Aaron Rodgers pass incomplete short right intended for Greg Jennings. Penalty on Chad Clifton: Offensive Holding, 10 yards (no play)",2.130,1.470
1,1:47,1,20,GNB 38,0,3,Ryan Grant right tackle for 7 yards (tackle by Ray Lewis and Dannell Ellerbe),1.470,1.180
1,1:03,2,13,GNB 45,0,3,Aaron Rodgers pass complete short left to Jermichael Finley for 6 yards (tackle by Dannell Ellerbe),1.180,1.290
1,0:19,3,7,BAL 49,0,3,Aaron Rodgers pass incomplete short right intended for Greg Jennings,1.290,0.000
1,0:14,4,7,BAL 49,0,3,"Jeremy Kapinos punts 49 yards, touchback",0.000,-0.280
1,0:03,1,10,BAL 20,0,3,Willis McGahee right tackle for no gain (tackle by A.J. Hawk),0.280,-0.270
Quarter,Time,Down,ToGo,Location,BAL,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,BAL 20,0,3,Willis McGahee left end for -3 yards (tackle by B.J. Raji),-0.270,-1.510
2,14:20,3,13,BAL 17,0,3,Joe Flacco pass incomplete deep left intended for Derrick Mason,-1.510,-2.320
2,14:12,4,13,BAL 17,0,3,"Sam Koch punts 51 yards, fair catch by Jordy Nelson",-2.320,-1.070
2,14:04,1,10,GNB 32,0,3,Aaron Rodgers pass complete short right to Donald Lee for 3 yards (tackle by Dannell Ellerbe and Lardarius Webb),1.070,0.930
2,13:26,2,7,GNB 35,0,3,Aaron Rodgers pass incomplete short right intended for Greg Jennings,0.930,0.230
2,13:22,3,7,GNB 35,0,3,"Penalty on Jarret Johnson: Neutral Zone Infraction, 5 yards (no play)",0.230,0.890
2,13:22,3,2,GNB 40,0,3,Aaron Rodgers pass complete short right to James Jones for 16 yards (tackle by Chris Carr),0.890,2.650
2,12:44,1,10,BAL 44,0,3,Ryan Grant left tackle for no gain (tackle by Kelly Gregg),2.650,2.110
2,12:03,2,10,BAL 44,0,3,Aaron Rodgers pass incomplete short right intended for Greg Jennings,2.110,1.420
2,11:59,3,10,BAL 44,0,3,Aaron Rodgers pass incomplete deep right intended for James Jones,1.420,0.330
2,11:55,4,10,BAL 44,0,3,"Jeremy Kapinos punts 27 yards, fair catch by Chris Carr",0.330,0.060
2,11:47,1,10,BAL 17,0,3,Ray Rice right end for -1 yards (tackle by Cullen Jenkins),-0.060,-0.730
2,11:10,2,11,BAL 16,0,3,"Joe Flacco pass incomplete short right intended for Derrick Mason. Penalty on Charles Woodson: Defensive Pass Interfere, 9 yards (no play)",-0.730,0.610
2,11:06,1,10,BAL 25,0,3,Joe Flacco sacked by Clay Matthews for -6 yards,0.610,-0.810
2,10:31,2,16,BAL 19,0,3,"Joe Flacco pass incomplete short right intended for Ray Rice. Penalty on Clay Matthews: Defensive Offside, 5 yards (no play)",-0.810,-0.070
2,10:21,2,11,BAL 24,0,3,Joe Flacco pass incomplete short right intended for Ray Rice,-0.070,-0.760
2,10:17,3,11,BAL 24,0,3,Joe Flacco for 6 yards (tackle by Tramon Williams),-0.760,-1.370
2,9:57,4,5,BAL 30,0,3,"Sam Koch punts 53 yards, returned by Jordy Nelson for no gain",-1.370,0.060
2,9:48,1,10,GNB 17,0,3,Ryan Grant left end for 8 yards (tackle by Ray Lewis),-0.060,0.620
2,9:13,2,2,GNB 25,0,3,Ryan Grant left tackle for 2 yards (tackle by Haloti Ngata),0.620,0.740
2,8:36,1,10,GNB 27,0,3,Ryan Grant left end for no gain (tackle by Haloti Ngata),0.740,0.200
2,7:56,2,10,GNB 27,0,3,"Aaron Rodgers pass incomplete deep right intended for Greg Jennings. Penalty on Frank Walker: Defensive Pass Interfere, 25 yards (no play)",0.200,2.390
2,7:51,1,10,BAL 48,0,3,Aaron Rodgers pass complete deep middle to Jermichael Finley for 29 yards (tackle by Dawan Landry and Tom Zbikowski),2.390,4.310
2,7:07,1,10,BAL 19,0,3,Ahman Green left end for 4 yards (tackle by Dwan Edwards),4.310,4.350
2,6:23,2,6,BAL 15,0,3,Ahman Green left guard for 4 yards (tackle by Antwan Barnes),4.350,4.430
2,5:39,3,2,BAL 11,0,3,"Penalty on Chad Clifton: False Start, 5 yards (no play)",4.430,3.410
2,5:14,3,7,BAL 16,0,3,Aaron Rodgers pass complete short right to Jermichael Finley for 14 yards (tackle by Dawan Landry),3.410,6.740
2,4:39,1,2,BAL 2,0,9,"Aaron Rodgers pass complete short left to Jermichael Finley for 2 yards, touchdown",6.740,7.000
2,,,,BAL 2,0,10,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,0,10,"Mason Crosby kicks off 63 yards, returned by Lardarius Webb for 17 yards (tackle by Brandon Chillar)",0.000,0.540
2,4:28,1,10,BAL 24,0,10,Joe Flacco pass complete short right to Ray Rice for 6 yards (tackle by Johnny Jolly and A.J. Hawk),0.540,0.810
2,3:39,2,4,BAL 30,0,10,Ray Rice left guard for no gain (tackle by B.J. Raji and Nick Barnett),0.810,0.100
2,3:00,3,4,BAL 30,0,10,Joe Flacco pass incomplete short left intended for Mark Clayton (defended by Tramon Williams),0.100,-1.370
2,2:56,4,4,BAL 30,0,10,Sam Koch punts 38 yards,-1.370,-1.070
2,2:44,1,10,GNB 32,0,10,Aaron Rodgers pass complete short middle to Brandon Jackson for 4 yards (tackle by Tavares Gooden),1.070,1.070
2,2:17,2,6,GNB 36,0,10,Aaron Rodgers pass complete short right to Jordy Nelson for 5 yards (tackle by Lardarius Webb),1.070,1.030
2,2:00,3,1,GNB 41,0,10,Aaron Rodgers middle for 5 yards (tackle by Tom Zbikowski),1.030,1.990
2,1:27,1,10,GNB 46,0,10,"Aaron Rodgers pass incomplete short middle intended for Donald Driver. Penalty on Lardarius Webb: Defensive Pass Interfere, 13 yards (no play)",1.990,2.850
2,1:24,1,10,BAL 41,0,10,Aaron Rodgers sacked by Trevor Pryce for -7 yards,2.850,1.360
2,1:18,,,,0,10,Timeout #1 by Green Bay Packers,0.000,1.360
2,1:18,2,17,BAL 48,0,10,Aaron Rodgers right guard for 23 yards (tackle by Chris Carr),1.360,3.910
2,0:49,1,10,BAL 25,0,10,Aaron Rodgers pass incomplete short right intended for Brandon Jackson,3.910,3.360
2,0:45,2,10,BAL 25,0,10,Aaron Rodgers pass complete deep right to Greg Jennings for 17 yards (tackle by Frank Walker),3.360,5.370
2,0:38,,,,0,10,Timeout #2 by Green Bay Packers,0.000,5.370
2,0:38,1,8,BAL 8,0,16,"Aaron Rodgers pass complete short left to Donald Driver for 8 yards, touchdown",5.370,7.000
2,,,,BAL 2,0,17,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,0,17,"Mason Crosby kicks off 53 yards, returned by Lardarius Webb for 20 yards (tackle by Korey Hall)",0.000,1.400
2,0:28,1,10,BAL 37,0,17,Joe Flacco pass complete short right to Todd Heap for 7 yards (tackle by Tramon Williams),1.400,1.800
2,0:21,2,3,BAL 44,0,17,Joe Flacco pass complete short right to Todd Heap for 5 yards (tackle by Brad Jones),1.800,2.190
2,0:15,,,,0,17,Timeout #2 by Baltimore Ravens,0.000,2.190
2,0:15,1,10,BAL 49,0,17,Joe Flacco pass incomplete short left intended for Todd Heap (defended by Clay Matthews),2.190,1.650
2,0:09,2,10,BAL 49,0,17,Joe Flacco pass incomplete short right intended for Todd Heap,1.650,0.960
2,0:04,3,10,BAL 49,0,17,Joe Flacco pass incomplete deep left intended for Mark Clayton (defended by Jarrett Bush),0.960,-0.130
Quarter,Time,Down,ToGo,Location,BAL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,0,17,"Mason Crosby kicks off 62 yards, returned by Lardarius Webb for 9 yards (tackle by Trevor Ford)",0.000,-0.060
3,14:55,1,10,BAL 17,0,17,Ray Rice left end for 2 yards (tackle by Cullen Jenkins and Clay Matthews),-0.060,-0.250
3,14:15,2,8,BAL 19,0,17,Joe Flacco pass complete short middle to Ray Rice for 4 yards (tackle by Cullen Jenkins),-0.250,-0.490
3,13:30,3,4,BAL 23,0,17,Joe Flacco pass complete short left to Todd Heap for 6 yards (tackle by Nick Barnett and A.J. Hawk),-0.490,0.870
3,12:46,1,10,BAL 29,0,17,Joe Flacco pass incomplete short left intended for Le'Ron McClain (defended by Brandon Chillar),0.870,0.330
3,12:40,2,10,BAL 29,0,17,Joe Flacco pass incomplete short left intended for Ray Rice,0.330,-0.360
3,12:36,3,10,BAL 29,0,17,Joe Flacco sacked by Brad Jones for -4 yards,-0.360,-1.700
3,12:21,4,14,BAL 25,0,17,"Sam Koch punts 45 yards, returned by Jordy Nelson for 8 yards (tackle by Cary Williams). Penalty on Cyril Obiozor: Offensive Holding, 10 yards",-1.700,-0.280
3,12:11,1,10,GNB 20,0,17,Ryan Grant left end for 4 yards (tackle by Domonique Foxworth and Paul Kruger),0.280,0.270
3,11:29,2,6,GNB 24,0,17,Aaron Rodgers pass complete short right to Greg Jennings for 12 yards (tackle by Lardarius Webb),0.270,1.330
3,10:50,1,10,GNB 36,0,17,Ryan Grant left end for no gain (tackle by Haloti Ngata and Dwan Edwards),1.330,0.790
3,10:06,2,10,GNB 36,0,17,"Aaron Rodgers sacked by Paul Kruger for -9 yards. Penalty on Dwan Edwards: Illegal Use of Hands, 5 yards (no play)",0.790,1.660
3,9:37,1,10,GNB 41,0,17,"Ryan Grant left guard for 8 yards (tackle by Jarret Johnson). Penalty on Scott Wells: Offensive Holding, 10 yards (no play)",1.660,1.000
3,9:09,1,20,GNB 31,0,17,"Aaron Rodgers pass incomplete deep right intended for Donald Driver. Penalty on Dawan Landry: Defensive Pass Interfere, 24 yards (no play)",1.000,2.590
3,9:03,1,10,BAL 45,0,17,Aaron Rodgers pass incomplete short right intended for Donald Lee,2.590,2.040
3,8:58,2,10,BAL 45,0,17,Ryan Grant right tackle for 4 yards (tackle by Tom Zbikowski and Paul Kruger),2.040,1.880
3,8:15,3,6,BAL 41,0,17,"Aaron Rodgers pass complete short middle to Donald Driver for 9 yards (tackle by Chris Carr). Donald Driver fumbles (forced by Chris Carr), recovered by Frank Walker at BAL-29 (tackle by Greg Jennings)",1.880,-0.870
3,8:07,1,10,BAL 29,0,17,Joe Flacco pass incomplete deep right intended for Mark Clayton,0.870,0.330
3,8:01,2,10,BAL 29,0,17,Ray Rice left tackle for 17 yards (tackle by Nick Collins),0.330,1.990
3,7:18,1,10,BAL 46,0,17,Joe Flacco pass complete short right to Mark Clayton for 16 yards (tackle by Atari Bigby),1.990,3.050
3,6:37,1,10,GNB 38,0,17,Joe Flacco pass complete short left to Derrick Mason for 7 yards (tackle by Charles Woodson),3.050,3.450
3,6:00,2,3,GNB 31,0,17,Ray Rice left tackle for 4 yards (tackle by Ryan Pickett and A.J. Hawk),3.450,3.780
3,5:20,1,10,GNB 27,0,17,Joe Flacco pass incomplete deep right intended for Todd Heap,3.780,3.230
3,5:13,2,10,GNB 27,0,17,Joe Flacco pass incomplete deep right intended for Mark Clayton (defended by Tramon Williams),3.230,2.540
3,5:07,3,10,GNB 27,0,17,Joe Flacco pass complete short right to Kelley Washington for 12 yards (tackle by Tramon Williams),2.540,4.580
3,4:23,1,10,GNB 15,0,17,Ray Rice left guard for 3 yards (tackle by Clay Matthews),4.580,4.450
3,3:40,2,7,GNB 12,0,17,Joe Flacco pass incomplete short middle intended for Derrick Mason,4.450,3.580
3,3:35,3,7,GNB 12,6,17,"Joe Flacco pass complete short right to Kelley Washington for 12 yards, touchdown. Penalty on Johnny Jolly: Defensive Offside (Declined)",3.580,7.000
,,,,,,,"GNB challenged the pass completion ruling, and the play was upheld.",,
3,,,,GNB 2,7,17,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 30,7,17,"Billy Cundiff kicks off 40 yards, returned by Evan Dietrich-Smith for 5 yards. Evan Dietrich-Smith fumbles, recovered by Desmond Bishop at GNB-35 and returned for 2 yards",0.000,1.400
3,3:22,1,10,GNB 37,7,17,Aaron Rodgers pass incomplete short middle intended for Donald Driver is intercepted by Jarret Johnson at 50 and returned for 8 yards,1.400,-2.790
3,3:14,1,10,GNB 42,7,17,"Joe Flacco pass incomplete deep middle intended for Demetrius Williams. Penalty on Tramon Williams: Defensive Pass Interfere, 41 yards (no play)",2.790,6.970
3,3:07,1,1,GNB 1,7,17,Joe Flacco pass incomplete short right intended for Willis McGahee,6.970,5.910
3,3:01,2,1,GNB 1,13,17,"Willis McGahee right tackle for 1 yard, touchdown",5.910,7.000
3,,,,GNB 2,14,17,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 30,14,17,"Billy Cundiff kicks off 30 yards, fair catch by Desmond Bishop",0.000,1.600
3,2:58,1,10,GNB 40,14,17,Aaron Rodgers pass incomplete short right intended for Donald Driver,1.600,1.050
3,2:53,2,10,GNB 40,14,17,Aaron Rodgers pass incomplete short left intended for Jermichael Finley,1.050,0.370
3,2:49,3,10,GNB 40,14,17,Aaron Rodgers pass complete short middle to Greg Jennings for 21 yards (tackle by Tom Zbikowski),0.370,2.980
3,2:07,1,10,BAL 39,14,17,Aaron Rodgers pass incomplete short middle intended for Donald Lee,2.980,2.440
3,2:03,2,10,BAL 39,14,17,"Aaron Rodgers pass complete short middle to Greg Jennings for 5 yards (tackle by Ray Lewis). Penalty on Ray Lewis: Face Mask (15 Yards), 15 yards",2.440,4.310
3,1:26,1,10,BAL 19,14,17,Ryan Grant left tackle for 2 yards (tackle by Dwan Edwards),4.310,4.030
3,0:49,2,8,BAL 17,14,17,"Aaron Rodgers pass incomplete short right intended for Spencer Havner. Penalty on Mark Tauscher: Offensive Holding, 10 yards (no play)",4.030,2.680
3,0:42,2,18,BAL 27,14,17,Aaron Rodgers pass complete short right to Jermichael Finley for 4 yards (tackle by Ray Lewis),2.680,2.540
Quarter,Time,Down,ToGo,Location,BAL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,14,BAL 23,14,17,Aaron Rodgers for 3 yards (tackle by Jarret Johnson),2.540,2.120
4,14:54,4,11,BAL 20,14,17,Mason Crosby 38 yard field goal no good,2.120,-0.810
4,14:50,1,10,BAL 28,14,17,Ray Rice right end for -7 yards (tackle by Nick Barnett),0.810,-0.680
4,14:08,2,17,BAL 21,14,17,Joe Flacco pass incomplete short left intended for Mark Clayton,-0.680,-1.350
4,14:03,3,17,BAL 21,14,17,"Joe Flacco pass complete deep left to Derrick Mason for 46 yards (tackle by Charles Woodson). Penalty on Derrick Mason: Offensive Pass Interfere, 10 yards, Penalty on Derrick Mason: Unsportsmanlike Conduct, 5 yards (no play)",-1.350,-3.990
4,13:37,3,32,BAL 6,14,17,"Joe Flacco for no gain. Joe Flacco fumbles, recovered by Ray Rice at BAL-7 and returned for 2 yards",-3.990,-2.490
4,13:00,4,29,BAL 9,14,17,"Sam Koch punts 48 yards, returned by Jordy Nelson for 8 yards (tackle by Jameel McClain)",-2.490,-2.320
4,12:50,1,10,BAL 49,14,17,Ryan Grant right tackle for 3 yards (tackle by Justin Bannan),2.320,2.190
4,12:09,2,7,BAL 46,14,17,Aaron Rodgers pass complete short right to Korey Hall for 13 yards (tackle by Paul Kruger),2.190,3.380
4,11:23,1,10,BAL 33,14,17,Aaron Rodgers pass complete short left to Donald Driver for 14 yards (tackle by Dawan Landry),3.380,4.310
4,10:38,1,10,BAL 19,14,23,"Aaron Rodgers pass complete short right to Jermichael Finley for 19 yards, touchdown",4.310,7.000
4,,,,BAL 2,14,24,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,14,24,"Mason Crosby kicks off 64 yards, returned by Lardarius Webb for 68 yards (tackle by Tramon Williams)",0.000,3.840
4,10:21,1,10,GNB 26,14,24,Ray Rice left end for 3 yards (tackle by Charles Woodson),3.840,3.700
4,9:52,2,7,GNB 23,14,24,"Joe Flacco pass incomplete deep left intended for Demetrius Williams (defended by Tramon Williams). Penalty on Tramon Williams: Defensive Pass Interfere, 22 yards (no play)",3.700,6.970
4,9:46,1,1,GNB 1,14,24,Willis McGahee left end for -2 yards (tackle by Charles Woodson),6.970,5.530
4,9:00,,,,14,24,Timeout #1 by Baltimore Ravens,0.000,5.530
4,9:00,2,3,GNB 3,14,24,Joe Flacco pass incomplete short middle intended for Demetrius Williams is intercepted by Tramon Williams,5.530,-0.280
4,8:46,1,10,GNB 20,14,24,Ryan Grant right end for 3 yards (tackle by Lardarius Webb),0.280,0.140
4,8:01,2,7,GNB 23,14,24,Ryan Grant left tackle for 4 yards (tackle by Kelly Gregg),0.140,-0.030
4,7:16,3,3,GNB 27,14,24,Aaron Rodgers pass incomplete short left intended for James Jones,-0.030,-1.570
4,7:12,4,3,GNB 27,14,24,"Jeremy Kapinos punts 53 yards, returned by Chris Carr for 6 yards (tackle by Derrick Martin)",-1.570,-0.670
4,7:00,1,10,BAL 26,14,24,"Joe Flacco pass incomplete deep middle intended for Todd Heap is intercepted by A.J. Hawk at GNB-47 and returned for 13 yards. Penalty on Cullen Jenkins: Illegal Block Above the , 10 yards",0.670,-2.260
4,6:48,1,10,,14,24,Ahman Green left tackle for 8 yards (tackle by Dwan Edwards),2.260,2.790
4,6:05,2,2,BAL 42,14,24,Ahman Green middle for 5 yards (tackle by Paul Kruger and Dawan Landry),2.790,3.120
4,5:22,1,10,BAL 37,14,24,Ahman Green right tackle for 2 yards (tackle by Dwan Edwards),3.120,2.840
4,4:38,2,8,BAL 35,14,24,Aaron Rodgers pass complete short left to Greg Jennings for 13 yards (tackle by Domonique Foxworth),2.840,4.110
4,3:48,1,10,BAL 22,14,24,Ryan Grant right tackle for 3 yards (tackle by Jarret Johnson and Dawan Landry),4.110,3.970
4,3:02,2,7,BAL 19,14,24,Ryan Grant right tackle for -1 yards (tackle by Ray Lewis),3.970,3.140
4,2:56,,,,14,24,Timeout #2 by Baltimore Ravens,0.000,3.140
4,2:56,3,8,BAL 20,14,24,Aaron Rodgers pass complete short right to James Jones for 6 yards (tackle by Frank Walker),3.140,2.630
4,2:00,4,2,BAL 14,14,27,Mason Crosby 32 yard field goal good,2.630,3.000
4,,,,GNB 30,14,27,"Mason Crosby kicks off 62 yards, returned by Lardarius Webb for 17 yards (tackle by Brandon Chillar)",0.000,0.610
4,1:52,1,10,BAL 25,14,27,"Penalty on Michael Oher: False Start, 5 yards (no play)",0.610,0.280
4,1:52,1,15,BAL 20,14,27,Ray Rice middle for 21 yards (tackle by A.J. Hawk),0.280,1.660
4,1:27,1,10,BAL 41,14,27,Joe Flacco pass incomplete short right intended for Todd Heap,1.660,1.120
4,1:23,2,10,BAL 41,14,27,Joe Flacco pass incomplete short right intended for Derrick Mason (defended by Jarrett Bush),1.120,0.430
4,1:17,3,10,BAL 41,14,27,Joe Flacco pass complete short middle to Kelley Washington for 14 yards (tackle by Jarrett Bush),0.430,2.590
4,0:54,1,10,GNB 45,14,27,Joe Flacco pass incomplete short right intended for Ray Rice,2.590,2.040
4,0:50,2,10,GNB 45,14,27,Joe Flacco pass complete short left to Kelley Washington for 1 yard (tackle by Tramon Williams),2.040,1.490
4,0:43,,,,14,27,Timeout #3 by Baltimore Ravens,0.000,1.490
4,0:43,3,9,GNB 44,14,27,"Penalty on Jared Gaither: False Start, 5 yards (no play)",1.490,0.830
4,0:43,3,14,GNB 49,14,27,Joe Flacco pass complete short right to Todd Heap for 11 yards (tackle by Charles Woodson),0.830,0.720
4,0:36,4,3,GNB 38,14,27,Joe Flacco sacked by Clay Matthews for -8 yards,0.720,-2.060
4,0:28,1,10,GNB 47,14,27,Aaron Rodgers kneels for -1 yards,2.060,1.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
