Quarter,Time,Down,ToGo,Location,OAK,JAX,Detail,EPB,EPA
1,1:09,3,6,OAK 15,7,0,Jason Campbell sacked by William Middleton for -8 yards,-0.950,-2.490
1,0:45,4,14,OAK 7,7,0,"Shane Lechler punts 50 yards, returned by Mike Thomas for 12 yards (tackle by Travis Goethel)",-2.490,-2.590
1,0:32,1,10,OAK 45,7,0,"Penalty on Uche Nwaneri: False Start, 5 yards (no play)",2.590,2.260
1,0:32,1,15,,7,0,David Garrard pass complete short left to Maurice Jones-Drew for 1 yard (tackle by Ricky Brown),2.260,1.500
Quarter,Time,Down,ToGo,Location,OAK,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,14,OAK 49,7,0,David Garrard pass complete short middle to Marcedes Lewis for 20 yards (tackle by Tyvon Branch),1.500,3.640
2,14:21,1,10,OAK 29,7,0,David Garrard pass complete short right to Maurice Jones-Drew for 9 yards (tackle by Kamerion Wimbley),3.640,4.320
2,13:58,2,1,OAK 20,7,0,Maurice Jones-Drew middle for no gain (tackle by Travis Goethel),4.320,3.600
2,13:23,3,1,OAK 20,7,0,David Garrard middle for 3 yards (tackle by Tommy Kelly),3.600,4.440
2,12:46,1,10,OAK 17,7,0,Rashad Jennings left end for 16 yards (tackle by Michael Huff),4.440,6.970
2,12:02,1,1,OAK 1,7,6,"David Garrard pass complete short left to Marcedes Lewis for 1 yard, touchdown",6.970,7.000
2,,,,OAK 2,7,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,7,7,"Josh Scobee kicks off 67 yards, returned by Jacoby Ford for 15 yards (tackle by Montell Owens)",0.000,0.040
2,11:49,1,10,OAK 18,7,7,Jason Campbell pass complete short left to Darrius Heyward-Bey for 16 yards (tackle by Don Carey),0.040,1.200
2,11:24,1,10,OAK 34,7,7,Darren McFadden right end for 5 yards (tackle by Derrick Harvey),1.200,1.330
2,10:54,2,5,OAK 39,7,7,Darren McFadden middle for 2 yards (tackle by C.J. Mosley),1.330,0.890
2,10:14,3,3,OAK 41,7,7,Jason Campbell pass complete short right to Darren McFadden for 17 yards (tackle by Sean Considine),0.890,2.790
2,9:26,1,10,JAX 42,7,7,Jason Campbell pass complete deep left to Jacoby Ford for 27 yards (tackle by Derek Cox),2.790,4.580
2,8:36,1,10,JAX 15,7,7,"Darren McFadden right end for 7 yards (tackle by Rashean Mathis). Penalty on Zach Miller: Offensive Holding, 10 yards",4.580,4.320
2,8:27,1,13,JAX 18,7,7,"Jason Campbell sacked by Don Carey for -7 yards. Penalty on Derek Cox: Illegal Contact, 5 yards (no play)",4.320,4.710
2,8:03,1,10,JAX 13,7,7,Darren McFadden middle for no gain (tackle by Terrance Knighton and Sean Considine),4.710,4.050
2,7:23,2,10,JAX 13,7,7,Jason Campbell pass complete short left to Zach Miller for 7 yards (tackle by Don Carey),4.050,4.560
2,6:44,3,3,JAX 6,7,7,Jacoby Ford for -2 yards (tackle by Don Carey),4.560,2.970
2,6:30,4,5,JAX 8,10,7,Sebastian Janikowski 26 yard field goal good,2.970,3.000
2,,,,OAK 30,10,7,"Sebastian Janikowski kicks off 70 yards, muffed catch by Deji Karim, recovered by Deji Karim at JAX-1, and returned for 23 yards",0.000,0.540
2,6:19,1,10,JAX 24,10,7,David Garrard pass complete short middle to Marcedes Lewis for 19 yards (tackle by Michael Mitchell),0.540,1.800
2,5:38,1,10,JAX 43,10,7,David Garrard pass incomplete deep right intended for Mike Thomas,1.800,1.250
2,5:30,2,10,JAX 43,10,7,Rashad Jennings right end for 13 yards (tackle by Michael Huff),1.250,2.650
2,5:00,1,10,OAK 44,10,7,Rashad Jennings middle for no gain (tackle by Lamarr Houston),2.650,2.110
2,4:21,2,10,OAK 44,10,7,David Garrard pass incomplete short left intended for Maurice Jones-Drew,2.110,1.420
2,4:16,3,10,OAK 44,10,7,David Garrard pass incomplete deep middle intended for Mike Thomas is intercepted by Michael Mitchell at OAK-21. Penalty on Jordan Black: Offensive Holding (Declined),1.420,-0.340
,,,,,,,"OAK challenged the runner was down by contact ruling, and the original play was overturned.",,
2,4:10,1,10,OAK 21,10,7,Jason Campbell pass complete short right to Zach Miller for 12 yards (tackle by Justin Durant),0.340,1.140
2,3:35,1,10,OAK 33,10,7,Jason Campbell pass complete short left to Marcel Reece for 11 yards (tackle by Justin Durant),1.140,1.860
2,3:02,1,10,OAK 44,10,7,Michael Bush left end for 6 yards (tackle by Austen Lane),1.860,2.130
2,2:27,2,4,,10,7,Marcel Reece middle for 2 yards (tackle by Jeremy Mincey),2.130,1.690
2,2:00,3,2,JAX 48,10,7,Jason Campbell pass complete short right to Marcel Reece for 13 yards (tackle by Don Carey),1.690,3.250
2,1:54,,,,10,7,Timeout #1 by Oakland Raiders,0.000,3.250
2,1:52,1,10,JAX 35,10,7,Jason Campbell pass complete deep left to Darrius Heyward-Bey for 24 yards (tackle by Sean Considine),3.250,4.840
2,1:09,1,10,JAX 11,10,7,Michael Bush middle for 3 yards (tackle by Tyson Alualu),4.840,4.700
2,0:31,2,7,JAX 8,10,7,Jason Campbell pass incomplete short right intended for Louis Murphy,4.700,3.760
2,0:25,3,7,JAX 8,16,7,"Jason Campbell pass complete short middle to Louis Murphy for 8 yards, touchdown",3.760,7.000
2,,,,JAX 2,17,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,17,7,"Sebastian Janikowski kicks off 65 yards, returned by Deji Karim for 24 yards (tackle by Bruce Davis)",0.000,0.870
2,0:12,,,,17,7,Timeout #2 by Oakland Raiders,0.000,0.870
2,0:12,1,10,JAX 29,17,7,David Garrard pass incomplete deep middle intended for Mike Thomas,0.870,0.330
2,0:03,2,10,JAX 29,17,7,David Garrard kneels for -1 yards,0.330,-0.490
Quarter,Time,Down,ToGo,Location,OAK,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,17,7,"Sebastian Janikowski kicks off 49 yards, returned by Zach Miller for 22 yards (tackle by Michael Huff)",0.000,1.800
3,14:54,1,10,JAX 43,17,7,David Garrard pass incomplete deep right intended for Zach Miller,1.800,1.250
3,14:49,2,10,JAX 43,17,7,David Garrard pass complete short left to Marcedes Lewis for 17 yards (tackle by Kamerion Wimbley),1.250,2.920
3,14:04,1,10,OAK 40,17,7,Maurice Jones-Drew right guard for 2 yards (tackle by Tommy Kelly),2.920,2.640
3,13:24,2,8,OAK 38,17,7,"Maurice Jones-Drew left end for -5 yards (tackle by Ricky Brown). Penalty on Brad Meester: Offensive Holding, 10 yards (no play)",2.640,1.290
3,12:56,2,18,OAK 48,17,13,"David Garrard pass complete deep middle to Jason Hill for 48 yards, touchdown",1.290,7.000
3,,,,OAK 2,17,14,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,,,"Josh Scobee kicks off 63 yards, returned by Jacoby Ford for 15 yards (tackle by William Middleton)",,
3,12:39,1,10,OAK 22,17,14,Darren McFadden middle for -2 yards (tackle by Kirk Morrison),0.410,-0.400
3,12:03,2,12,OAK 20,17,14,Jason Campbell pass complete deep left to Zach Miller for 29 yards (tackle by Derek Cox),-0.400,2.190
3,11:31,1,10,OAK 49,23,14,"Darren McFadden right guard for 51 yards, touchdown",2.190,7.000
3,,,,JAX 2,24,14,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,24,14,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
3,11:21,1,10,JAX 20,24,14,Maurice Jones-Drew middle for 4 yards (tackle by Michael Mitchell),0.280,0.270
3,10:43,2,6,JAX 24,24,14,David Garrard pass incomplete short right intended for Maurice Jones-Drew (defended by John Henderson),0.270,-0.430
3,10:39,3,6,JAX 24,24,14,David Garrard pass incomplete deep right intended for Mike Sims-Walker (defended by Chris Johnson),-0.430,-1.770
3,10:31,4,6,JAX 24,24,14,"Adam Podlesh punts 41 yards, returned by Johnnie Lee Higgins for 2 yards (tackle by Tyron Brackenridge)",-1.770,-1.400
3,10:23,1,10,OAK 37,24,14,Michael Bush right end for 11 yards (tackle by Russell Allen),1.400,2.130
3,9:46,1,10,OAK 48,24,14,Michael Bush middle for no gain (tackle by Terrance Knighton),2.130,1.580
3,9:12,2,10,OAK 48,24,14,Jason Campbell sacked by Derrick Harvey for -6 yards,1.580,0.100
3,8:32,3,16,OAK 42,24,14,Jason Campbell pass incomplete deep right intended for Louis Murphy,0.100,-0.590
3,8:26,4,16,OAK 42,24,14,"Shane Lechler punts 39 yards, returned by Mike Thomas for -1 yards (tackle by Stevie Brown)",-0.590,-0.040
3,8:17,1,10,JAX 18,24,14,Maurice Jones-Drew left end for 6 yards (tackle by Matt Shaughnessy),0.040,0.410
3,7:42,2,4,JAX 24,24,14,Maurice Jones-Drew right end for 2 yards (tackle by Desmond Bryant),0.410,-0.140
3,7:01,3,2,JAX 26,24,20,"Rashad Jennings left end for 74 yards, touchdown",-0.140,7.000
,,,,,,,"OAK challenged the runner was in bounds ruling, and the play was upheld.",,
3,,,,OAK 2,24,21,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,24,21,"Josh Scobee kicks off 57 yards, returned by Jacoby Ford for 8 yards (tackle by Kassim Osgood). Jacoby Ford fumbles (forced by Kassim Osgood), recovered by Montell Owens at OAK-22 (tackle by Rock Cartwright)",0.000,-4.110
3,6:28,1,10,OAK 22,24,21,David Garrard pass complete short right to Maurice Jones-Drew for 9 yards (tackle by Lamarr Houston),4.110,5.060
3,5:54,2,1,OAK 13,24,21,Maurice Jones-Drew middle for 3 yards (tackle by Tyvon Branch),5.060,4.910
3,5:19,1,10,OAK 10,24,21,Maurice Jones-Drew left end for no gain (tackle by Matt Shaughnessy),4.910,4.190
3,4:38,2,10,OAK 10,24,21,David Garrard sacked by Richard Seymour for 0 yards,4.190,3.130
3,3:52,3,10,OAK 10,24,27,"David Garrard pass complete short left to Mike Sims-Walker for 10 yards, touchdown",3.130,7.000
3,,,,OAK 2,24,28,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 30,24,28,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,3:44,1,10,OAK 20,24,28,Jason Campbell pass incomplete deep right intended for Jacoby Ford,0.280,-0.270
3,3:35,2,10,OAK 20,24,28,Darren McFadden right end for 4 yards (tackle by Kirk Morrison),-0.270,-0.430
3,2:54,3,6,OAK 24,24,28,Jason Campbell pass incomplete short right intended for Jacoby Ford,-0.430,-1.770
3,2:49,4,6,OAK 24,24,28,Shane Lechler punts 38 yards,-1.770,-1.470
3,2:41,1,10,JAX 38,24,28,Maurice Jones-Drew middle for 8 yards (tackle by Tyvon Branch),1.470,2.000
3,2:01,2,2,JAX 46,24,28,Maurice Jones-Drew middle for 5 yards (tackle by John Henderson),2.000,2.320
3,1:19,1,10,OAK 49,24,28,David Garrard pass complete short left to Greg Jones for 12 yards (tackle by Kamerion Wimbley),2.320,3.120
3,0:35,1,10,OAK 37,24,28,Maurice Jones-Drew right end for 7 yards (tackle by Kamerion Wimbley),3.120,3.520
Quarter,Time,Down,ToGo,Location,OAK,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,OAK 30,24,28,Maurice Jones-Drew left end for no gain (tackle by Tyvon Branch),3.520,2.810
4,14:25,3,3,OAK 30,24,28,David Garrard right end for 24 yards (tackle by Michael Huff),2.810,5.830
4,13:48,1,6,OAK 6,24,28,"Maurice Jones-Drew left end for no gain (tackle by Tyvon Branch). Penalty on Mike Thomas: Illegal Shift, 5 yards (no play)",5.830,4.770
4,13:23,1,11,OAK 11,24,28,Maurice Jones-Drew middle for 3 yards (tackle by Matt Shaughnessy),4.770,4.570
4,12:44,2,8,OAK 8,24,28,Rashad Jennings middle for 6 yards (tackle by Ricky Brown),4.570,4.950
4,12:04,3,2,OAK 2,24,28,Maurice Jones-Drew middle for 1 yard (tackle by Lamarr Houston),4.950,3.550
4,11:26,4,1,OAK 1,24,31,Josh Scobee 19 yard field goal good,3.550,3.000
4,,,,JAX 30,24,31,"Josh Scobee kicks off 64 yards, returned by Jacoby Ford for 21 yards (tackle by Kassim Osgood)",0.000,0.740
4,11:17,1,10,OAK 27,24,31,Darren McFadden middle for no gain (tackle by Kirk Morrison),0.740,0.200
4,10:43,2,10,OAK 27,24,31,Jason Campbell pass complete short right to Brandon Myers for no gain,0.200,-0.490
4,9:59,3,10,OAK 27,24,31,"Jason Campbell sacked by William Middleton for -8 yards. Jason Campbell fumbles (forced by William Middleton), recovered by Terrance Knighton at OAK-16 and returned for 16 yards. Penalty on Terrance Knighton: Personal Foul, 15 yards (no play)",-0.490,1.730
4,9:49,1,10,OAK 42,24,31,Kyle Boller pass complete deep right to Zach Miller for 20 yards (tackle by Sean Considine),1.730,3.050
4,9:15,1,10,JAX 38,24,31,Darren McFadden middle for no gain (tackle by Russell Allen),3.050,2.510
4,8:40,2,10,JAX 38,24,31,Kyle Boller middle for 7 yards,2.510,2.740
4,7:53,3,3,JAX 31,24,31,Kyle Boller pass incomplete short left intended for Louis Murphy,2.740,1.380
4,7:49,,,,24,31,Timeout #2 by Oakland Raiders,0.000,1.380
4,7:49,4,3,JAX 31,24,31,Kyle Boller pass incomplete short left intended for Louis Murphy is intercepted by Don Carey at JAX-28 and returned for 7 yards,1.380,-1.270
4,7:40,1,10,JAX 35,24,31,Maurice Jones-Drew middle for 8 yards (tackle by Stevie Brown),1.270,1.800
4,6:59,2,2,JAX 43,24,31,Maurice Jones-Drew right guard for -1 yards (tackle by Richard Seymour),1.800,0.960
4,6:21,3,3,JAX 42,24,31,David Garrard left guard for no gain (tackle by Ricky Brown),0.960,-0.590
4,5:43,4,3,JAX 42,24,31,"Adam Podlesh punts 47 yards, returned by Johnnie Lee Higgins for 6 yards (tackle by Tyron Brackenridge)",-0.590,0.060
4,5:33,1,10,OAK 17,24,31,Jason Campbell pass complete short left to Marcel Reece for 11 yards (tackle by Terrance Knighton),-0.060,0.810
4,5:05,1,10,OAK 28,24,31,"Penalty on Khalif Barnes: False Start, 5 yards (no play)",0.810,0.480
4,4:41,1,15,OAK 23,24,31,Jason Campbell pass incomplete short left intended for Zach Miller (defended by Daryl Smith),0.480,-0.410
4,4:36,2,15,OAK 23,24,31,Jason Campbell pass complete short left to Louis Murphy for 12 yards (tackle by Derek Cox),-0.410,0.500
4,3:54,3,3,OAK 35,24,31,Jason Campbell pass complete short middle to Louis Murphy for 11 yards (tackle by William Middleton),0.500,1.990
4,3:17,1,10,OAK 46,24,31,Jason Campbell pass complete short left to Marcel Reece for 13 yards (tackle by Derek Cox and Russell Allen),1.990,2.850
4,2:43,1,10,JAX 41,24,31,Darren McFadden middle for 5 yards (tackle by Kirk Morrison),2.850,2.980
4,2:03,2,5,JAX 36,30,31,"Darren McFadden middle for 36 yards, touchdown",2.980,7.000
4,,,,JAX 2,31,31,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,31,31,"Sebastian Janikowski kicks off 65 yards, returned by Deji Karim for 65 yards (tackle by Rock Cartwright)",0.000,3.580
4,1:42,1,10,OAK 30,31,37,"Maurice Jones-Drew middle for 30 yards, touchdown",3.580,7.000
4,,,,OAK 2,31,38,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,31,38,"Josh Scobee kicks off 57 yards, returned by Jacoby Ford for 27 yards (tackle by Deji Karim)",0.000,1.600
4,1:29,1,10,OAK 40,31,38,Jason Campbell pass incomplete deep left intended for Darrius Heyward-Bey,1.600,1.050
4,1:22,2,10,OAK 40,31,38,Jason Campbell pass complete short right to Louis Murphy for 15 yards (tackle by Rashean Mathis),1.050,2.590
4,0:55,1,10,JAX 45,31,38,Jason Campbell pass incomplete short right intended for Louis Murphy,2.590,2.040
4,0:51,2,10,JAX 45,31,38,Jason Campbell pass complete short left to Louis Murphy for 9 yards (tackle by Don Carey),2.040,2.540
4,0:51,3,1,JAX 36,31,38,Jason Campbell pass complete short left to Louis Murphy for 4 yards (tackle by William Middleton),2.540,3.450
4,0:18,,,,31,38,Timeout #1 by Jacksonville Jaguars,0.000,3.450
4,0:18,1,10,JAX 32,31,38,Jason Campbell sacked by Jeremy Mincey for -7 yards,3.450,1.960
4,0:11,,,,31,38,Timeout #3 by Oakland Raiders,0.000,1.960
4,0:11,2,17,JAX 39,31,38,Jason Campbell pass complete deep left to Jacoby Ford for 16 yards (tackle by William Middleton),1.960,3.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
