Quarter,Time,Down,ToGo,Location,CLE,MIN,Detail,EPB,EPA
2,11:37,2,7,CLE 32,0,3,Reuben Droughns right tackle for 6 yards (tackle by Darrion Scott),0.730,0.830
2,10:57,3,1,CLE 38,0,3,"Penalty on Mike Pucillo: False Start, 5 yards (no play)",0.830,0.170
2,10:32,3,6,CLE 33,0,3,Trent Dilfer pass complete to Braylon Edwards for 14 yards (tackle by Antoine Winfield),0.170,2.060
2,10:08,1,10,CLE 47,0,3,Reuben Droughns right tackle for 2 yards (tackle by Pat Williams and C.J. Mosley),2.060,1.790
2,9:30,2,8,CLE 49,0,3,Trent Dilfer pass complete to Steve Heiden for 13 yards (tackle by Sam Cowart),1.790,3.050
2,8:42,1,10,MIN 38,0,3,Reuben Droughns up the middle for 1 yard (tackle by C.J. Mosley and Pat Williams),3.050,2.640
2,8:04,2,9,MIN 37,0,3,Trent Dilfer pass incomplete intended for Antonio Bryant (defended by Antoine Winfield),2.640,1.950
2,7:59,3,9,MIN 37,0,3,Trent Dilfer pass incomplete intended for Antonio Bryant,1.950,0.790
2,7:53,4,9,MIN 37,0,3,Phil Dawson punts 31 yards,0.790,0.380
2,7:43,1,10,MIN 6,0,3,Mewelde Moore up the middle for 1 yard (tackle by Ben Taylor),-0.380,-0.710
2,7:07,2,9,MIN 7,0,3,Brad Johnson pass complete to Jermaine Wiggins for 24 yards (tackle by Chaun Thompson),-0.710,1.000
2,6:40,1,10,MIN 31,0,3,Brad Johnson pass complete to Travis Taylor for 16 yards (tackle by Daylon McCutcheon and Kenard Lang),1.000,2.060
2,6:10,1,10,MIN 47,0,3,Brad Johnson pass complete to Koren Robinson for 20 yards (tackle by Daylon McCutcheon),2.060,3.380
2,5:45,1,10,CLE 33,0,3,Brad Johnson pass incomplete intended for Koren Robinson is intercepted by Chris Crocker at CLE-14 and returned for 24 yards,3.380,-1.470
2,5:31,1,10,CLE 38,0,3,"Trent Dilfer sacked by C.J. Mosley for -5 yards. Trent Dilfer fumbles (forced by C.J. Mosley), recovered by Darrion Scott at CLE-36 and returned for 1 yards (tackle by Ryan Tucker)",1.470,-3.250
,,,,,,,"CLE challenged the ruling, and the play was upheld.",,
2,5:23,1,10,CLE 35,0,3,Brad Johnson pass complete to Travis Taylor for 13 yards (tackle by Daylon McCutcheon),3.250,4.110
2,5:06,1,10,CLE 22,0,3,Mewelde Moore left guard for 7 yards (tackle by Chris Crocker),4.110,4.650
2,4:27,2,3,CLE 15,0,9,"Brad Johnson pass complete to Marcus Robinson for 15 yards, touchdown",4.650,7.000
2,,,,CLE 2,0,10,Paul Edinger kicks extra point good,0.000,0.000
2,,,,MIN 30,0,10,"Paul Edinger kicks off 62 yards, returned by Josh Cribbs for 14 yards (tackle by Antoine Winfield)",0.000,0.410
2,4:17,1,10,CLE 22,0,10,Reuben Droughns right guard for 1 yard (tackle by C.J. Mosley and Pat Williams),0.410,0.000
2,3:41,2,9,CLE 23,0,10,Reuben Droughns right end for 14 yards (tackle by Sam Cowart),0.000,1.400
2,3:05,1,10,CLE 37,0,10,Reuben Droughns left tackle for -3 yards (tackle by Lance Johnstone),1.400,0.450
2,2:30,2,13,CLE 34,0,10,Trent Dilfer pass complete to Reuben Droughns for 33 yards (tackle by Antoine Winfield),0.450,3.380
2,2:00,1,10,MIN 33,0,10,Trent Dilfer pass complete to Antonio Bryant for 13 yards (tackle by Brian Williams),3.380,4.240
2,1:31,1,10,MIN 20,0,10,Reuben Droughns left guard for -1 yards (tackle by Pat Williams),4.240,3.560
2,1:22,,,,0,10,Timeout #2 by Cleveland Browns,0.000,3.560
2,1:22,2,11,MIN 21,0,10,Trent Dilfer pass complete to Reuben Droughns for 10 yards (tackle by Corey Chavous and Antoine Winfield),3.560,4.590
2,0:47,3,1,MIN 11,0,10,Reuben Droughns right guard for 6 yards (tackle by Dontarrious Thomas),4.590,6.060
2,0:12,1,5,MIN 5,0,10,"Penalty on Antonio Bryant: False Start, 5 yards (no play)",6.060,4.910
2,0:12,,,,0,10,Timeout #3 by Cleveland Browns,0.000,4.910
2,0:12,1,10,MIN 10,0,10,"Penalty on Braylon Edwards: False Start, 5 yards (no play)",4.910,4.370
2,0:12,1,15,MIN 15,0,10,Trent Dilfer pass incomplete intended for Braylon Edwards (defended by Darren Sharper),4.370,3.460
2,0:08,,,,0,10,Timeout #2 by Minnesota Vikings,0.000,3.460
2,0:08,2,15,MIN 15,3,10,Phil Dawson 32 yard field goal good,3.460,3.000
2,,,,CLE 30,3,10,"Phil Dawson kicks off 62 yards, returned by Koren Robinson for 40 yards. Koren Robinson fumbles, recovered by Nick Speegle at MIN-48",0.000,0.000
Quarter,Time,Down,ToGo,Location,CLE,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,3,10,"Paul Edinger kicks off 60 yards, returned by Josh Cribbs for 22 yards (tackle by Antoine Winfield)",0.000,1.070
3,14:55,1,10,CLE 32,3,10,Reuben Droughns right end for 2 yards (tackle by Antoine Winfield),1.070,0.800
3,14:17,2,8,CLE 34,3,10,Trent Dilfer pass complete to Braylon Edwards for 10 yards (tackle by Antoine Winfield and Keith Newman),0.800,1.860
3,13:41,1,10,CLE 44,3,10,Reuben Droughns left tackle for 7 yards (tackle by E.J. Henderson and Darrion Scott),1.860,2.260
3,13:02,2,3,MIN 49,3,10,Reuben Droughns up the middle for no gain (tackle by Pat Williams and C.J. Mosley),2.260,1.550
3,12:18,3,3,MIN 49,3,10,Trent Dilfer pass incomplete intended for Steve Heiden,1.550,0.000
3,12:14,4,3,MIN 49,3,10,"Kyle Richardson punts 33 yards, fair catch by Mewelde Moore",0.000,0.140
3,12:06,1,10,MIN 16,3,10,Brad Johnson pass incomplete intended for Travis Taylor,-0.140,-0.660
3,12:01,2,10,MIN 16,3,10,Brad Johnson pass complete to Mewelde Moore for 9 yards,-0.660,-0.200
3,11:27,3,1,MIN 25,3,10,Ciatrick Fason right guard for 2 yards,-0.200,0.740
3,10:48,1,10,MIN 27,3,10,Mewelde Moore up the middle for 1 yard,0.740,0.330
3,10:15,2,9,MIN 28,3,10,Brad Johnson pass incomplete intended for Mewelde Moore,0.330,-0.360
3,10:11,3,9,MIN 28,3,10,Brad Johnson pass incomplete intended for Jermaine Wiggins (defended by Orpheus Roye),-0.360,-1.500
3,10:07,4,9,MIN 28,3,10,"Chris Kluwe punts 48 yards, returned by Dennis Northcutt for 6 yards (tackle by Raonall Smith)",-1.500,-0.940
3,9:56,1,10,CLE 30,3,10,Trent Dilfer pass incomplete intended for Steve Heiden,0.940,0.390
3,9:50,2,10,CLE 30,3,10,"Trent Dilfer sacked by Keith Newman for -12 yards. Trent Dilfer fumbles (forced by Keith Newman), recovered by E.J. Henderson at CLE-17",0.390,-4.440
3,9:35,1,10,CLE 17,3,10,Travis Taylor right end for 5 yards (tackle by Chaun Thompson),4.440,4.690
3,8:59,2,5,CLE 12,3,10,Brad Johnson pass complete to Jermaine Wiggins for 6 yards (tackle by Ben Taylor),4.690,5.830
3,8:16,1,6,CLE 6,3,10,"Mewelde Moore right end for 6 yards. Penalty on Marcus Johnson: Offensive Holding, 10 yards (no play)",5.830,4.310
3,8:10,1,16,CLE 16,3,10,Mewelde Moore up the middle for 1 yard (tackle by Ethan Kelley),4.310,3.460
3,7:29,2,15,CLE 15,3,16,"Brad Johnson pass complete to Marcus Robinson for 15 yards, touchdown",3.460,7.000
3,,,,CLE 2,3,17,Paul Edinger kicks extra point good,0.000,0.000
3,,,,MIN 30,3,17,"Paul Edinger kicks off 70 yards, returned by Josh Cribbs for 48 yards (tackle by Paul Edinger)",0.000,2.130
3,7:16,1,10,CLE 48,3,17,Trent Dilfer pass complete to Braylon Edwards for 10 yards (tackle by Antoine Winfield),2.130,2.790
3,6:35,1,10,MIN 42,3,17,Trent Dilfer pass complete to Steve Heiden for 14 yards (tackle by Antoine Winfield),2.790,3.710
3,5:54,1,10,MIN 28,3,17,Reuben Droughns left guard for 13 yards (tackle by Corey Chavous),3.710,4.580
3,5:17,1,10,MIN 15,3,17,Trent Dilfer sacked by C.J. Mosley for -7 yards,4.580,3.080
3,4:44,2,17,MIN 22,3,17,Trent Dilfer pass complete to Reuben Droughns for 4 yards (tackle by Sam Cowart),3.080,2.890
3,4:00,3,13,MIN 18,3,17,Trent Dilfer sacked by Lance Johnstone for -3 yards,2.890,2.060
3,3:32,4,16,MIN 21,6,17,Phil Dawson 38 yard field goal good,2.060,3.000
3,,,,CLE 30,6,17,"Phil Dawson kicks off 73 yards, touchback",0.000,0.280
3,3:27,1,10,MIN 20,6,17,Brad Johnson sacked by Orpheus Roye for -1 yards,0.280,-0.460
3,3:00,2,11,MIN 19,6,17,Mewelde Moore right guard for 5 yards (tackle by Ray Mickens),-0.460,-0.430
3,2:16,3,6,MIN 24,6,17,"Brad Johnson pass incomplete intended for Travis Taylor. Penalty on Marcus Johnson: Illegal Use of Hands (Offsetting), Penalty on Daylon McCutcheon: Defensive Pass Interfere (Offsetting) (no play)",-0.430,-0.430
3,2:10,3,6,MIN 24,6,17,Brad Johnson pass incomplete intended for Nate Burleson,-0.430,-1.770
3,2:00,4,6,MIN 24,6,17,"Chris Kluwe punts 49 yards, returned by Dennis Northcutt for 3 yards (tackle by Dovonte Edwards)",-1.770,-0.940
3,1:48,1,10,CLE 30,6,17,Trent Dilfer pass complete to Steve Heiden for 8 yards (tackle by Corey Chavous),0.940,1.470
3,1:08,2,2,CLE 38,6,17,Trent Dilfer pass complete to Frisman Jackson for 7 yards (tackle by Sam Cowart),1.470,1.930
3,0:30,1,10,CLE 45,6,17,Trent Dilfer pass incomplete intended for Steve Heiden,1.930,1.380
3,0:21,2,10,CLE 45,6,17,Trent Dilfer pass complete to Reuben Droughns for 1 yard (tackle by Keith Newman),1.380,0.830
Quarter,Time,Down,ToGo,Location,CLE,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,CLE 46,6,17,Trent Dilfer pass incomplete intended for Antonio Bryant (defended by Darren Sharper),0.830,-0.320
4,14:55,4,9,CLE 46,6,17,Kyle Richardson punts 34 yards,-0.320,-0.280
4,14:44,1,10,MIN 20,6,17,Mewelde Moore up the middle for 1 yard,0.280,-0.130
4,14:08,2,9,MIN 21,6,17,Mewelde Moore left end for 8 yards,-0.130,0.230
4,13:46,3,1,MIN 29,6,17,Ciatrick Fason right tackle for 3 yards (tackle by Kenard Lang and Orlando Ruff),0.230,1.070
4,13:08,1,10,MIN 32,6,17,Brad Johnson pass complete to Koren Robinson for 6 yards (tackle by Brian Russell),1.070,1.340
4,12:22,2,4,MIN 38,6,17,Mewelde Moore right end for 2 yards (tackle by Matt Stewart),1.340,0.890
4,11:42,3,2,MIN 40,6,17,Mewelde Moore left tackle for no gain (tackle by Ben Taylor),0.890,-0.720
4,10:59,4,2,MIN 40,6,17,"Chris Kluwe punts 44 yards, returned by Dennis Northcutt for 10 yards (tackle by Heath Farwell)",-0.720,-0.670
4,10:50,1,10,CLE 26,6,17,Charlie Frye pass incomplete intended for Antonio Bryant is intercepted by Darren Sharper at 50 and returned for 18 yards,0.670,-3.450
4,10:39,1,10,CLE 32,6,17,"Brad Johnson pass incomplete intended for Jermaine Wiggins. Penalty on Leigh Bodden: Defensive Holding, 5 yards (no play)",3.450,3.780
4,10:34,1,10,CLE 27,6,17,Mewelde Moore right guard for 7 yards,3.780,4.180
4,10:03,2,3,CLE 20,6,17,Mewelde Moore right guard for 1 yard (tackle by Matt Stewart),4.180,3.640
4,9:22,3,2,CLE 19,6,17,Brad Johnson pass complete to Jermaine Wiggins for 17 yards (tackle by Chris Crocker),3.640,6.740
4,8:52,1,2,CLE 2,6,23,"Brad Johnson pass complete to Marcus Robinson for 2 yards, touchdown",6.740,7.000
4,,,,CLE 2,6,24,Paul Edinger kicks extra point good,0.000,0.000
4,,,,MIN 30,6,24,"Paul Edinger kicks off 60 yards, returned by Josh Cribbs for 47 yards (tackle by Dovonte Edwards)",0.000,2.720
4,8:38,1,10,MIN 43,6,24,"Trent Dilfer pass incomplete intended for Aaron Shea. Penalty on Lance Johnstone: Roughing the Passer, 15 yards (no play)",2.720,3.710
4,8:33,1,10,MIN 28,6,24,Trent Dilfer pass complete to Dennis Northcutt for 8 yards (tackle by Dovonte Edwards),3.710,4.250
4,8:05,2,2,MIN 20,6,24,Reuben Droughns up the middle for 4 yards (tackle by Pat Williams),4.250,4.510
4,7:23,1,10,MIN 16,6,24,Trent Dilfer pass complete to Antonio Bryant for 3 yards (tackle by Brian Williams),4.510,4.390
4,6:52,2,7,MIN 13,6,24,Trent Dilfer pass complete to Reuben Droughns for -2 yards (tackle by Brian Williams),4.390,3.220
4,6:11,3,9,MIN 15,6,24,Trent Dilfer pass incomplete intended for Antonio Bryant is intercepted by Darren Sharper and returned for 6 yards,3.220,0.380
4,6:02,1,10,MIN 2,6,24,Mewelde Moore left guard for 1 yard,-0.380,-0.710
4,5:18,2,9,MIN 3,6,24,Mewelde Moore up the middle for 7 yards (tackle by Alvin McKinley),-0.710,-0.480
4,4:33,3,2,MIN 10,6,24,Mewelde Moore up the middle for 5 yards (tackle by Chris Crocker),-0.480,-0.220
4,4:21,,,,6,24,Timeout #1 by Cleveland Browns,0.000,-0.220
4,4:21,1,10,MIN 15,6,24,Mewelde Moore left tackle for 1 yard,-0.220,-0.580
4,4:15,,,,6,24,Timeout #2 by Cleveland Browns,0.000,-0.580
4,4:15,2,9,MIN 16,6,24,Brad Johnson sacked by Ethan Kelley for -6 yards,-0.580,-2.010
4,4:06,,,,6,24,Timeout #3 by Cleveland Browns,0.000,-2.010
4,4:06,3,15,MIN 10,6,24,Ciatrick Fason left tackle for 9 yards (tackle by Brian Russell),-2.010,-2.140
4,3:20,,,,6,24,Timeout #1 by Minnesota Vikings,0.000,-2.140
4,3:20,4,6,MIN 19,6,24,"Chris Kluwe punts 40 yards, returned by Dennis Northcutt for 7 yards (tackle by Dovonte Edwards)",-2.140,-2.130
4,3:06,1,10,CLE 48,6,24,Trent Dilfer for 5 yards,2.130,2.260
4,2:59,2,5,MIN 47,6,24,Trent Dilfer pass complete to Frisman Jackson for 5 yards (tackle by Brian Williams),2.260,2.790
4,2:50,1,10,MIN 42,6,24,Trent Dilfer pass incomplete intended for Reuben Droughns,2.790,2.240
4,2:44,2,10,MIN 42,6,24,Trent Dilfer pass complete to Frisman Jackson for 13 yards (tackle by Corey Chavous),2.240,3.640
4,2:22,1,10,MIN 29,6,24,Trent Dilfer pass complete to Frisman Jackson for 6 yards,3.640,3.910
4,2:17,2,4,MIN 23,6,24,Trent Dilfer pass complete to Braylon Edwards for 8 yards,3.910,4.580
4,2:13,1,10,MIN 15,6,24,Trent Dilfer pass incomplete intended for Terrelle Smith (defended by Antoine Winfield),4.580,3.950
4,2:08,2,10,MIN 15,6,24,Trent Dilfer pass complete to Frisman Jackson for 7 yards (tackle by Dontarrious Thomas),3.950,4.450
4,2:00,3,3,MIN 8,6,24,"Trent Dilfer pass incomplete intended for Braylon Edwards. Penalty on Lance Johnstone: Defensive Offside, 4 yards (no play)",4.450,6.280
4,1:56,1,4,MIN 4,6,24,Trent Dilfer sacked by Darrion Scott for -5 yards,6.280,4.380
4,1:12,2,9,MIN 9,12,24,"Trent Dilfer pass complete to Dennis Northcutt for 9 yards, touchdown. Penalty on Erasmus James: Defensive Offside (Declined)",4.380,7.000
4,,,,,12,24,Two Point Attempt: conversion fails,1.000,-1.000
4,,,,CLE 30,12,24,"Phil Dawson kicks onside 17 yards. Penalty on Mason Unck: Offside on Free Kick, 5 yards",0.000,2.790
4,1:05,1,10,CLE 42,12,24,Brad Johnson kneels for -1 yards,2.790,2.110
4,0:34,2,11,CLE 43,12,24,Brad Johnson kneels for -1 yards,2.110,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
