Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,BAL 30,0,0,"Billy Cundiff kicks off 76 yards, touchback",0.000,0.280
1,15:00,1,10,CIN 20,0,0,Cedric Benson left end for 4 yards (tackle by Jameel McClain),0.280,0.270
1,14:36,2,6,CIN 24,0,0,Carson Palmer pass incomplete short middle intended for Jermaine Gresham,0.270,-0.430
1,14:30,3,6,CIN 24,0,0,"Penalty on CIN: Illegal Substitution, 5 yards (no play)",-0.430,-1.140
1,14:30,3,11,CIN 19,0,0,Carson Palmer pass complete short middle to Reggie Kelly for 9 yards (tackle by Ray Lewis and Tavares Gooden),-1.140,-1.500
1,14:00,4,2,CIN 28,0,0,"Kevin Huber punts 50 yards, returned by Tom Zbikowski for 10 yards (tackle by Cary Harris)",-1.500,-1.070
1,13:49,1,10,BAL 32,0,0,Ray Rice left guard for 3 yards (tackle by Rey Maualuga),1.070,0.930
1,13:15,2,7,BAL 35,0,0,Ray Rice left tackle for 9 yards (tackle by Chris Crocker and Dhani Jones),0.930,1.860
1,12:43,1,10,BAL 44,0,0,Ray Rice right tackle for 4 yards (tackle by Domata Peko and Brandon Johnson),1.860,1.860
1,12:20,2,6,BAL 48,0,0,Joe Flacco pass incomplete short left intended for Derrick Mason,1.860,1.160
1,12:15,3,6,BAL 48,0,0,Joe Flacco right end for 8 yards (tackle by Dhani Jones),1.160,2.650
1,11:43,1,10,CIN 44,0,0,Ray Rice left end for 1 yard (tackle by Domata Peko),2.650,2.250
1,11:09,2,9,CIN 43,0,0,Willis McGahee right guard for 6 yards (tackle by Dhani Jones and Chris Crocker),2.250,2.350
1,10:27,3,3,CIN 37,0,0,Joe Flacco pass incomplete short left intended for Anquan Boldin,2.350,0.790
1,10:21,4,3,CIN 37,0,0,"Sam Koch punts 25 yards, fair catch by Quan Cosby",0.790,0.350
1,10:13,1,10,CIN 12,0,0,Cedric Benson left tackle for 5 yards (tackle by Kelly Gregg and Jarret Johnson),-0.350,-0.230
1,9:35,2,5,CIN 17,0,0,Carson Palmer pass complete short middle to Jermaine Gresham for 6 yards (tackle by Jameel McClain),-0.230,0.480
1,8:48,1,10,CIN 23,0,0,Cedric Benson right tackle for 9 yards (tackle by Tavares Gooden),0.480,1.150
1,8:02,2,1,CIN 32,0,0,Carson Palmer pass incomplete short left intended for Terrell Owens,1.150,0.430
1,7:56,3,1,CIN 32,0,0,Bernard Scott middle for no gain (tackle by Ray Lewis and Kelly Gregg),0.430,-1.240
1,7:22,4,1,CIN 32,0,0,Kevin Huber punts 43 yards (tackle by Cedric Peerman),-1.240,-0.810
1,7:11,1,10,BAL 28,0,0,Joe Flacco pass incomplete short left intended for Ray Rice (defended by Antwan Odom),0.810,0.260
1,7:01,2,10,BAL 28,0,0,Joe Flacco middle for 2 yards (tackle by Antwan Odom),0.260,-0.160
1,6:16,3,8,BAL 30,0,0,Joe Flacco pass incomplete deep right intended for Derrick Mason,-0.160,-1.370
1,6:10,4,8,BAL 30,0,0,Sam Koch punts 42 yards,-1.370,-0.810
1,6:06,1,10,CIN 28,0,0,Carson Palmer pass incomplete short right intended for Cedric Benson,0.810,0.260
1,6:01,2,10,CIN 28,0,0,Carson Palmer pass complete short middle to Chad Johnson for 9 yards (tackle by Fabian Washington),0.260,0.760
1,5:22,3,1,CIN 37,0,0,Cedric Benson left end for 5 yards (tackle by Dawan Landry and Fabian Washington),0.760,1.730
1,4:41,1,10,CIN 42,0,0,Carson Palmer pass complete short right to Terrell Owens for 6 yards (tackle by Chris Carr),1.730,2.000
1,3:54,2,4,CIN 48,0,0,Cedric Benson right end for 10 yards (tackle by Chris Carr),2.000,2.790
1,3:07,,,,0,0,Timeout #1 by Cincinnati Bengals,0.000,2.790
1,3:07,1,10,BAL 42,0,0,Carson Palmer pass complete short left to Jordan Shipley for 11 yards (tackle by Fabian Washington),2.790,3.510
1,2:37,1,10,BAL 31,0,0,Cedric Benson left tackle for 1 yard (tackle by Jarret Johnson and Brandon McKinney),3.510,3.100
1,2:05,2,9,BAL 30,0,0,"Penalty on Dennis Roland: False Start, 5 yards (no play)",3.100,2.430
1,1:42,2,14,BAL 35,0,0,Carson Palmer pass complete short right to Jordan Shipley for 7 yards (tackle by Haruki Nakamura),2.430,2.680
1,1:10,,,,0,0,Timeout #1 by Baltimore Ravens,0.000,2.680
1,1:10,3,7,BAL 28,0,0,Carson Palmer pass complete short middle to Jordan Shipley for 10 yards (tackle by Chris Carr),2.680,4.370
1,0:29,1,10,BAL 18,0,0,Carson Palmer pass incomplete deep right intended for Terrell Owens,4.370,3.800
1,0:23,2,10,BAL 18,0,0,Cedric Benson left end for no gain (tackle by Jarret Johnson and Brandon McKinney),3.800,3.050
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,BAL 18,0,0,Carson Palmer pass incomplete deep middle intended for Terrell Owens (defended by Dawan Landry),3.050,2.250
2,14:56,4,10,BAL 18,0,3,Mike Nugent 36 yard field goal good,2.250,3.000
2,,,,CIN 30,0,3,"Mike Nugent kicks off 73 yards, returned by Jalen Parmele for 34 yards (tackle by Leon Hall)",0.000,1.000
2,14:46,1,10,BAL 31,0,3,Joe Flacco pass complete short right to Dennis Pitta for 1 yard (tackle by Johnathan Joseph),1.000,0.600
2,14:11,2,9,BAL 32,0,3,Joe Flacco pass complete short middle to Le'Ron McClain for 5 yards (tackle by Dhani Jones),0.600,0.560
2,13:32,3,4,BAL 37,0,3,Joe Flacco pass incomplete short left intended for Anquan Boldin is intercepted by Adam Jones at BAL-45 and returned for 10 yards,0.560,-3.250
2,13:21,1,10,BAL 35,0,3,Carson Palmer pass complete short left to Jermaine Gresham for 7 yards (tackle by Ray Lewis),3.250,3.650
2,12:44,2,3,BAL 28,0,3,"Bernard Scott left tackle for 5 yards (tackle by Kelly Gregg and Jarret Johnson). Penalty on Kyle Cook: Offensive Holding, 10 yards (no play)",3.650,2.300
2,12:21,2,13,BAL 38,0,3,Carson Palmer pass complete short middle to Terrell Owens for 22 yards (tackle by Haloti Ngata),2.300,4.510
2,11:37,1,10,BAL 16,0,3,Bernard Scott left end for 5 yards (tackle by Kelly Gregg),4.510,4.760
2,10:57,2,5,BAL 11,0,3,Bernard Scott left guard for 4 yards (tackle by Jameel McClain and Cory Redding),4.760,4.850
2,10:11,3,1,BAL 7,0,3,"Penalty on Nate Livings: False Start, 5 yards (no play)",4.850,3.730
2,9:58,3,6,BAL 12,0,3,Carson Palmer pass incomplete short left intended for Chad Johnson,3.730,2.660
2,9:50,4,6,BAL 12,0,6,Mike Nugent 30 yard field goal good,2.660,3.000
2,,,,CIN 30,0,6,"Mike Nugent kicks off 74 yards, returned by Jalen Parmele for 39 yards (tackle by Roddrick Muckelroy)",0.000,1.270
2,9:39,1,10,BAL 35,0,6,Ray Rice middle for 7 yards (tackle by Roy Williams),1.270,1.670
2,9:05,2,3,BAL 42,0,6,Ray Rice right tackle for 7 yards (tackle by Chris Crocker),1.670,2.190
2,8:33,1,10,BAL 49,0,6,Ray Rice left end for 7 yards (tackle by Brandon Johnson and Leon Hall),2.190,2.590
2,7:59,2,3,CIN 44,0,6,Willis McGahee left guard for no gain (tackle by Robert Geathers),2.590,1.880
2,7:20,3,3,CIN 44,0,6,Joe Flacco pass incomplete deep left intended for Willis McGahee,1.880,0.330
2,7:14,4,3,CIN 44,0,6,"Sam Koch punts 35 yards, fair catch by Quan Cosby",0.330,0.380
2,7:07,1,10,CIN 9,0,6,Cedric Benson right end for no gain (tackle by Chris Carr and Kelly Gregg),-0.380,-0.780
2,6:28,2,10,CIN 9,0,6,Cedric Benson left guard for 3 yards (tackle by Terrell Suggs and Haloti Ngata),-0.780,-1.070
2,5:45,3,7,CIN 12,0,6,Carson Palmer pass incomplete deep middle intended for Chad Johnson (defended by Fabian Washington),-1.070,-2.490
2,5:38,4,7,CIN 12,0,6,"Kevin Huber punts 49 yards, returned by Tom Zbikowski for 2 yards (tackle by Morgan Trent). Penalty on Ken Hamlin: Illegal Block Above the , 10 yards",-2.490,-1.000
2,5:27,1,10,BAL 31,0,6,Ray Rice middle for 1 yard (tackle by Nedu Ndukwe and Dhani Jones),1.000,0.600
2,4:58,2,9,BAL 32,0,6,Joe Flacco pass incomplete short right intended for Derrick Mason,0.600,-0.100
2,4:52,3,9,BAL 32,0,6,Joe Flacco pass complete short right to Anquan Boldin for 10 yards (tackle by Leon Hall),-0.100,1.730
2,4:19,1,10,BAL 42,0,6,Joe Flacco pass complete short right to Ray Rice for 1 yard (tackle by Nedu Ndukwe),1.730,1.320
2,3:54,2,9,BAL 43,0,6,Joe Flacco pass incomplete short middle intended for T.J. Houshmandzadeh,1.320,0.630
2,3:48,3,9,BAL 43,0,6,Joe Flacco pass incomplete deep middle intended for T.J. Houshmandzadeh (defended by Adam Jones),0.630,-0.520
2,3:39,4,9,BAL 43,0,6,"Sam Koch punts 51 yards, returned by Quan Cosby for 6 yards (tackle by Prescott Burgess)",-0.520,0.350
2,3:27,1,10,CIN 12,0,6,Carson Palmer pass complete short middle to Jermaine Gresham for 2 yards (tackle by Haloti Ngata),-0.350,-0.610
2,2:47,2,8,CIN 14,0,6,Cedric Benson right tackle for no gain (tackle by Ray Lewis),-0.610,-1.190
2,2:03,3,8,CIN 14,0,6,"Penalty on Chad Johnson: False Start, 5 yards (no play)",-1.190,-1.770
2,2:00,3,13,CIN 9,0,6,Carson Palmer pass incomplete deep middle intended for Chad Johnson,-1.770,-2.490
2,1:54,4,13,CIN 9,0,6,"Kevin Huber punts 59 yards, returned by Tom Zbikowski for -4 yards (tackle by Chris Crocker)",-2.490,-0.810
2,1:43,1,10,BAL 28,0,6,Joe Flacco pass complete short right to Todd Heap for 6 yards (tackle by Johnathan Joseph),0.810,1.070
2,1:21,2,4,BAL 34,0,6,"Joe Flacco pass complete short right to Todd Heap for 2 yards (tackle by Johnathan Joseph). Penalty on Antwan Odom: Defensive Offside, 5 yards (no play)",1.070,1.530
2,1:16,1,10,BAL 39,0,6,Joe Flacco pass incomplete short left intended for Todd Heap,1.530,0.990
2,1:11,2,10,BAL 39,0,6,Joe Flacco pass incomplete short right intended for T.J. Houshmandzadeh (defended by Nedu Ndukwe),0.990,0.300
2,1:06,3,10,BAL 39,0,6,Joe Flacco pass incomplete deep right intended for T.J. Houshmandzadeh,0.300,-0.780
2,0:57,4,10,BAL 39,0,6,"Sam Koch punts 35 yards, fair catch by Quan Cosby",-0.780,-0.670
2,0:50,1,10,CIN 26,0,6,Bernard Scott right guard for 3 yards (tackle by Ray Lewis),0.670,0.540
2,0:31,2,7,CIN 29,0,6,Carson Palmer pass incomplete short middle intended for Jermaine Gresham,0.540,-0.160
2,0:24,3,7,CIN 29,0,6,Bernard Scott left end for 5 yards (tackle by Tom Zbikowski). Penalty on Jermaine Gresham: Offensive Holding (Declined),-0.160,-1.110
2,0:17,4,2,CIN 34,0,6,"Kevin Huber punts 45 yards, fair catch by Tom Zbikowski",-1.110,-0.340
2,0:11,1,10,BAL 21,0,6,Joe Flacco kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
