Quarter,Time,Tm,Detail,MIA,NWE
1.0,8:47,Patriots,Randy Moss 11 yard pass from Tom Brady (Stephen Gostkowski kick),0,7
2.0,13:32,Patriots,Randy Moss 1 yard pass from Tom Brady (Stephen Gostkowski kick),0,14
,10:04,Patriots,Laurence Maroney 59 yard rush (Stephen Gostkowski kick),0,21
,3:33,Patriots,Jabar Gaffney 48 yard pass from Tom Brady (Stephen Gostkowski kick),0,28
3.0,1:13,Dolphins,Greg Camarillo 21 yard pass from Cleo Lemon (Jay Feely kick),7,28
