#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,ARI 12,4,2:06,8,Interception
2,1,10:55,ARI 17,3,1:56,-4,Punt
3,1,6:24,ARI 20,5,3:08,28,Punt
4,2,12:50,ARI 26,3,2:02,8,Punt
5,2,7:37,ARI 38,6,1:01,10,Interception
6,2,2:46,ARI 20,3,0:59,1,Punt
7,3,12:53,ARI 19,5,2:29,23,Interception
8,3,8:52,ARI 20,3,1:52,-1,Punt
9,3,3:09,ARI 14,6,2:40,30,Punt
10,4,14:17,ARI 39,9,2:52,61,Touchdown
11,4,9:19,CIN 39,4,1:40,39,Touchdown
12,4,6:12,ARI 21,8,2:56,68,Field Goal
13,4,3:04,CIN 22,4,1:52,5,Downs
14,4,0:48,ARI 40,5,0:48,45,End of Game
