Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Zane Beadles,G,71,100%,0,0%,1,3%
Austin Pasztor,T,71,100%,0,0%,1,3%
Luke Joeckel,T,71,100%,0,0%,1,3%
Blake Bortles,QB,71,100%,0,0%,0,0%
Luke Bowanko,C,71,100%,0,0%,0,0%
Allen Robinson,WR,65,92%,0,0%,1,3%
Clay Harbor,TE,54,76%,0,0%,7,24%
Cecil Shorts,WR,54,76%,0,0%,0,0%
Tyler Shatley,G,44,62%,0,0%,0,0%
Denard Robinson,RB,40,56%,0,0%,1,3%
Allen Hurns,WR,33,46%,0,0%,0,0%
Jacques McClendon,C,27,38%,0,0%,1,3%
Nic Jacobs,TE,27,38%,0,0%,1,3%
Marqise Lee,WR,26,37%,0,0%,1,3%
Jordan Todman,RB,22,31%,0,0%,19,66%
Will Ta'ufo'ou,FB,13,18%,0,0%,14,48%
Ace Sanders,WR,11,15%,0,0%,7,24%
Toby Gerhart,RB,9,13%,0,0%,6,21%
Josh Wells,T,1,1%,0,0%,1,3%
Demetrius McCray,CB,0,0%,60,100%,13,45%
J.T. Thomas,LB,0,0%,60,100%,12,41%
Johnathan Cyprien,SS,0,0%,60,100%,8,28%
Dwayne Gratz,CB,0,0%,60,100%,1,3%
Josh Evans,SS,0,0%,60,100%,1,3%
Chris Clemons,DE,0,0%,45,75%,6,21%
Sen'Derrick Marks,DT,0,0%,43,72%,5,17%
Dekoda Watson,LB,0,0%,33,55%,12,41%
Ryan Davis,DE,0,0%,30,50%,16,55%
Telvin Smith,LB,0,0%,30,50%,10,34%
Sherrod Martin,FS,0,0%,30,50%,2,7%
Geno Hayes,LB,0,0%,30,50%,0,0%
Roy Miller,DT,0,0%,30,50%,0,0%
Tyson Alualu,DE,0,0%,24,40%,19,66%
Red Bryant,DE,0,0%,21,35%,6,21%
Evander Hood,DT,0,0%,17,28%,7,24%
Abry Jones,DT,0,0%,15,25%,7,24%
Chris Smith,DE,0,0%,12,20%,13,45%
LaRoy Reynolds,LB,0,0%,0,0%,28,97%
Craig Loston,SS,0,0%,0,0%,22,76%
Jeremy Harris,CB,0,0%,0,0%,19,66%
Peyton Thompson,CB,0,0%,0,0%,16,55%
Khairi Fortt,LB,0,0%,0,0%,15,52%
Carson Tinker,LS,0,0%,0,0%,7,24%
Bryan Anger,P,0,0%,0,0%,7,24%
Josh Scobee,K,0,0%,0,0%,4,14%
