Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Zach Charbonnet,SEA,15,47,0,3,39,2.6,8,0.5,0,
Kenneth Walker III,SEA,4,18,0,,18,4.5,0,0.0,0,
DeeJay Dallas,SEA,1,4,0,,4,4.0,0,0.0,0,
Geno Smith,SEA,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Royce Freeman,LAR,17,73,0,4,58,3.4,15,0.9,2,8.5
Darrell Henderson,LAR,6,1,1,1,1,0.2,0,0.0,0,
Matthew Stafford,LAR,2,1,0,0,1,0.5,0,0.0,0,
Zach Evans,LAR,1,0,0,,0,0.0,0,0.0,0,
Puka Nacua,LAR,1,7,0,1,3,3.0,4,4.0,0,
