Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Bobby Wagner,SEA,0,4,4,100.0%,83,20.8,20.8,0,118.7,15.3,61,22,1,0,0,0.0,0,10,0,0.0%
Devon Witherspoon,SEA,0,6,3,50.0%,1,0.3,0.2,0,56.2,3.0,-13,14,4,0,0,1.0,1,8,0,0.0%
Jordyn Brooks,SEA,0,5,3,60.0%,43,14.3,8.6,0,87.9,1.6,-3,46,1,1,0,0.0,1,3,1,25.0%
Quandre Diggs,SEA,0,4,3,75.0%,45,15.0,11.3,0,111.5,8.0,32,13,1,0,0,0.0,0,13,2,13.3%
Julian Love,SEA,0,4,2,50.0%,26,13.0,6.5,0,70.8,4.8,12,14,1,1,0,0.0,1,7,0,0.0%
Riq Woolen,SEA,1,5,2,40.0%,40,20.0,8.0,0,29.2,11.6,23,17,0,0,0,0.0,0,3,0,0.0%
Leonard Williams,SEA,0,1,1,100.0%,3,3.0,3.0,0,79.2,-6.0,-6,9,0,1,0,0.0,1,3,0,0.0%
Tre Brown,SEA,0,2,1,50.0%,4,4.0,2.0,1,95.8,3.0,4,0,0,0,0,0.0,0,3,0,0.0%
Darrell Taylor,SEA,0,0,0,,,,,,,,,,0,2,0,0.0,2,2,1,33.3%
Mario Edwards,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,1,50.0%
Dre'Mont Jones,SEA,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Jarran Reed,SEA,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
Boye Mafe,SEA,0,0,0,,,,,,,,,,1,1,0,0.0,1,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Quentin Lake,LAR,0,7,6,85.7%,72,12.0,10.3,0,109.5,6.0,51,21,3,0,0,0.0,0,8,0,0.0%
Ahkello Witherspoon,LAR,0,7,4,57.1%,58,14.5,8.3,1,123.8,12.4,37,21,0,0,0,0.0,0,2,2,50.0%
Jordan Fuller,LAR,0,5,4,80.0%,46,11.5,9.2,0,105.0,11.6,33,13,0,0,0,0.0,0,6,0,0.0%
Ernest Jones,LAR,0,3,3,100.0%,26,8.7,8.7,0,102.8,0.3,1,25,11,1,1,0.5,3,12,0,0.0%
Derion Kendrick,LAR,1,8,3,37.5%,21,7.0,2.6,0,6.2,15.0,18,3,1,0,0,0.0,0,3,1,25.0%
John Johnson,LAR,0,5,2,40.0%,53,26.5,10.6,0,79.6,22.4,52,1,0,0,0,0.0,0,3,0,0.0%
Michael Hoecht,LAR,0,2,2,100.0%,-2,-1.0,-1.0,0,79.2,-6.0,-12,10,0,0,0,0.0,0,6,0,0.0%
Kobie Turner,LAR,0,1,1,100.0%,5,5.0,5.0,0,87.5,-7.0,-7,12,0,0,1,0.0,1,4,0,0.0%
Russ Yeast,LAR,0,2,1,50.0%,10,10.0,5.0,0,64.6,2.0,-2,12,1,0,0,0.0,0,0,1,100.0%
Aaron Donald,LAR,0,0,0,,,,,,,,,,0,0,3,0.0,3,1,0,0.0%
Jonah Williams,LAR,0,0,0,,,,,,,,,,0,1,0,1.0,2,4,0,0.0%
Bobby Brown,LAR,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%
Byron Young,LAR,0,1,0,0.0%,,,0.0,,39.6,23.0,,,1,0,0,0.0,0,4,1,20.0%
Keir Thomas,LAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Christian Rozeboom,LAR,0,1,0,0.0%,,,0.0,,39.6,3.0,,,0,0,0,0.0,0,1,1,50.0%
Troy Reeder,LAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
Ochaun Mathis,LAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
