Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Rams to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,LAR 25,0,0,Darrell Henderson right tackle for 2 yards (tackle by Tre Brown),0.610,0.330
1,14:22,2,8,LAR 27,0,0,Matthew Stafford sacked by Devon Witherspoon for -5 yards,0.330,-1.020
1,13:56,3,13,LAR 22,0,0,Matthew Stafford pass complete short left to Darrell Henderson for 8 yards (tackle by Riq Woolen and Devon Witherspoon),-1.020,-1.370
1,13:14,4,5,LAR 30,0,0,"Ethan Evans punts 58 yards, fair catch by DeeJay Dallas at SEA-12",-1.370,0.350
1,13:06,1,10,SEA 12,0,0,Kenneth Walker up the middle for 6 yards (tackle by Ahkello Witherspoon),-0.350,-0.070
1,12:33,2,4,SEA 18,0,0,Geno Smith pass complete short right to Kenneth Walker for -2 yards (tackle by Michael Hoecht),-0.070,-0.950
1,11:51,3,6,SEA 16,0,0,"Geno Smith pass complete short left to Tyler Lockett for 9 yards (tackle by Derion Kendrick). Penalty on Derion Kendrick: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.950,1.600
1,11:19,1,10,SEA 40,0,0,Kenneth Walker right tackle for 1 yard (tackle by Derion Kendrick),1.600,1.190
1,10:41,2,9,SEA 41,0,0,Geno Smith pass complete short right to Jake Bobo for 8 yards (tackle by Quentin Lake and Ernest Jones),1.190,1.550
1,10:02,3,1,SEA 49,0,0,Zach Charbonnet up the middle for 3 yards (tackle by Ernest Jones and Jordan Fuller),1.550,2.390
1,9:18,1,10,LAR 48,0,0,Kenneth Walker left tackle for 5 yards (tackle by Quentin Lake),2.390,2.520
1,8:44,2,5,LAR 43,0,0,"Geno Smith pass complete to Jaxon Smith-Njigba for 23 yards LAR challenged the runner was in bounds ruling, and the original play was overturned. Geno Smith pass incomplete deep left intended for Jaxon Smith-Njigba",2.520,1.820
1,8:33,3,5,LAR 43,0,0,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 9 yards (tackle by Quentin Lake),1.820,3.310
1,7:57,1,10,LAR 34,0,0,Kenneth Walker up the middle for 6 yards (tackle by Byron Young),3.310,3.580
1,7:08,2,4,LAR 28,0,0,Geno Smith pass complete short right to D.K. Metcalf for 7 yards (tackle by Derion Kendrick),3.580,4.170
1,6:33,1,10,LAR 21,0,0,Geno Smith pass complete short right to Tyler Lockett for 11 yards (tackle by Quentin Lake),4.170,4.910
1,5:59,1,10,LAR 10,0,0,Zach Charbonnet up the middle for 2 yards (tackle by Jonah Williams and Michael Hoecht),4.910,4.570
1,5:23,2,8,LAR 8,6,0,"Geno Smith pass complete short right to D.K. Metcalf for 8 yards, touchdown",4.570,7.000
1,5:20,,,LAR 15,7,0,Jason Myers kicks extra point good,0.000,0.000
1,5:20,,,SEA 35,7,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,5:20,1,10,LAR 25,7,0,"Penalty on Jarran Reed: Encroachment, 5 yards (accepted) (no play)",0.610,1.340
1,5:20,1,5,LAR 30,7,0,"Matthew Stafford pass incomplete deep middle intended for Tutu Atwell. Penalty on Julian Love: Defensive Pass Interference, 45 yards (accepted) (no play)",1.340,3.910
1,5:11,1,10,SEA 25,7,0,Matthew Stafford pass incomplete short middle intended for Tyler Higbee (defended by Jarran Reed),3.910,3.360
1,5:08,2,10,SEA 25,7,0,"Matthew Stafford pass complete short right to Cooper Kupp for no gain. Penalty on Cooper Kupp: Offensive Pass Interference, 10 yards (accepted) (no play)",3.360,2.010
1,4:38,2,20,SEA 35,7,0,"Matthew Stafford pass incomplete deep right intended for Cooper Kupp. Penalty on Leonard Williams: Defensive Offside, 5 yards (accepted) (no play)",2.010,2.690
1,4:28,2,15,SEA 30,7,0,Matthew Stafford pass complete short middle to Cooper Kupp for 11 yards (tackle by Devon Witherspoon and Darrell Taylor),2.690,3.490
1,3:43,3,4,SEA 19,7,0,"Matthew Stafford pass incomplete deep left intended for Tutu Atwell. Penalty on Riq Woolen: Defensive Pass Interference, 14 yards (accepted) (no play)",3.490,6.060
1,3:37,1,5,SEA 5,7,0,Royce Freeman up the middle for 3 yards (tackle by Cameron Young and Quandre Diggs),6.060,5.720
1,3:20,2,2,SEA 2,7,0,Royce Freeman up the middle for no gain (tackle by Darrell Taylor),5.720,4.950
1,2:44,3,2,SEA 2,7,0,Royce Freeman left end for no gain (tackle by Bobby Wagner),4.950,3.250
1,2:06,4,2,SEA 2,7,0,Matthew Stafford pass incomplete short middle intended for Tutu Atwell,3.250,0.380
1,2:00,1,10,SEA 2,7,0,Zach Charbonnet up the middle for 5 yards (tackle by Michael Hoecht),-0.380,-0.420
1,1:34,2,5,SEA 7,7,0,"Penalty on Noah Fant: False Start, 3 yards (accepted) (no play)",-0.420,-0.630
1,1:34,2,8,SEA 4,7,0,Geno Smith pass complete short middle to Will Dissly for 9 yards (tackle by Ernest Jones),-0.630,-0.320
1,0:40,1,10,SEA 13,7,0,Zach Charbonnet up the middle for 1 yard (tackle by Byron Young and Kobie Turner),-0.320,-0.680
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,SEA 14,7,0,Zach Charbonnet up the middle for 11 yards (tackle by Michael Hoecht),-0.680,0.610
2,14:24,1,10,SEA 25,7,0,Geno Smith pass incomplete deep left intended for D.K. Metcalf (defended by Derion Kendrick),0.610,0.060
2,14:17,2,10,SEA 25,7,0,Geno Smith pass complete short right to Zach Charbonnet for no gain (tackle by Michael Hoecht),0.060,-0.620
2,13:33,,,,,,Timeout #1 by Seattle Seahawks,,
2,13:33,3,10,SEA 25,7,0,Geno Smith pass complete deep middle to Jaxon Smith-Njigba for 32 yards (tackle by Jordan Fuller),-0.620,2.720
2,12:52,1,10,LAR 43,7,0,DeeJay Dallas up the middle for 4 yards (tackle by Jordan Fuller and Ernest Jones),2.720,2.720
2,12:21,2,6,LAR 39,7,0,Zach Charbonnet left end for 5 yards (tackle by Quentin Lake and Keir Thomas),2.720,2.680
2,11:38,3,1,LAR 34,7,0,Geno Smith pass incomplete deep right intended for D'Wayne Eskridge,2.680,1.100
2,11:30,4,1,LAR 34,7,0,Zach Charbonnet up the middle for 8 yards (tackle by Quentin Lake),1.100,3.840
2,10:48,1,10,LAR 26,7,0,"Geno Smith pass complete short middle to Jake Bobo for no gain. Penalty on Jake Bobo: Illegal Shift, 5 yards (accepted) (no play)",3.840,3.510
2,10:13,1,15,LAR 31,7,0,"Penalty on SEA: Delay of Game, 5 yards (accepted) (no play)",3.510,3.180
2,9:54,1,20,LAR 36,7,0,Geno Smith pass complete short left to Zach Charbonnet for -2 yards (tackle by Ahkello Witherspoon),3.180,1.680
2,9:17,2,22,LAR 38,7,0,Geno Smith pass incomplete short left intended for Jake Bobo (defended by John Johnson),1.680,1.030
2,9:09,3,22,LAR 38,7,0,Zach Charbonnet up the middle for 2 yards (tackle by Kobie Turner),1.030,0.880
2,8:31,4,20,LAR 36,10,0,Jason Myers 54 yard field goal good,0.880,3.000
2,8:26,,,SEA 35,10,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,8:26,1,10,LAR 25,10,0,Matthew Stafford pass incomplete short right intended for Darrell Henderson (defended by Julian Love),0.610,0.060
2,8:18,2,10,LAR 25,10,0,Matthew Stafford pass incomplete short left intended for Tyler Higbee,0.060,-0.620
2,8:13,3,10,LAR 25,10,0,Matthew Stafford pass incomplete short right,-0.620,-1.700
2,8:07,4,10,LAR 25,10,0,"Ethan Evans punts 56 yards, returned by DeeJay Dallas for 13 yards (tackle by Ben Skowronek and Troy Reeder)",-1.700,-1.070
2,7:54,1,10,SEA 32,10,0,Geno Smith pass complete short left to Zach Charbonnet for 8 yards (tackle by Kobie Turner),1.070,1.610
2,7:14,2,2,SEA 40,10,0,Geno Smith pass complete deep left to D.K. Metcalf for 53 yards (tackle by Jordan Fuller),1.610,5.600
2,6:25,1,7,LAR 7,10,0,Zach Charbonnet right tackle for 2 yards (tackle by Ernest Jones and Jonah Williams),5.600,5.150
2,5:45,2,5,LAR 5,10,0,Zach Charbonnet left end for -6 yards (tackle by Aaron Donald),5.150,3.120
2,4:52,3,11,LAR 11,10,0,"Geno Smith pass incomplete short left. Penalty on Geno Smith: Intentional Grounding, 14 yards (accepted)",3.120,1.800
2,4:52,4,25,LAR 25,13,0,Jason Myers 43 yard field goal good,1.800,3.000
2,4:48,,,SEA 35,13,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,4:48,1,10,LAR 25,13,0,Royce Freeman right end for 6 yards (tackle by Quandre Diggs),0.610,0.870
2,4:06,2,4,LAR 31,13,0,Royce Freeman left end for 15 yards (tackle by Quandre Diggs),0.870,1.990
2,3:25,1,10,LAR 46,13,0,Matthew Stafford pass complete short left to Austin Trammell for 14 yards (tackle by Riq Woolen),1.990,2.920
2,2:47,1,10,SEA 40,13,0,Royce Freeman up the middle for 3 yards (tackle by Mario Edwards),2.920,2.780
2,2:00,2,7,SEA 37,13,0,Matthew Stafford pass complete short left to Austin Trammell for 12 yards (tackle by Julian Love and Riq Woolen),2.780,3.910
2,1:23,1,10,SEA 25,13,0,Matthew Stafford pass complete short right to Tutu Atwell for 17 yards (tackle by Quandre Diggs),3.910,5.370
2,1:09,1,8,SEA 8,13,0,Royce Freeman left guard for 3 yards (tackle by Jarran Reed and Bobby Wagner),5.370,5.150
2,0:49,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:49,2,5,SEA 5,13,0,Matthew Stafford pass complete short right to Demarcus Robinson for 1 yard (tackle by Devon Witherspoon),5.150,4.490
2,0:12,,,,,,Timeout #1 by Los Angeles Rams,,
