Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Zach Charbonnet,SEA,6,6,22,0,1,-17,-2.8,39,6.5,-2.8,0,,0,0.0,0,81.9
D.K. Metcalf,SEA,9,5,94,1,4,70,14.0,24,4.8,14.4,0,,0,0.0,0,128.9
Tyler Lockett,SEA,7,5,51,0,4,33,6.6,18,3.6,10.9,0,,0,0.0,1,52.4
Jaxon Smith-Njigba,SEA,6,3,40,0,2,38,12.7,2,0.7,19.8,0,,1,16.7,0,71.5
Jake Bobo,SEA,2,1,8,0,,-4,-4.0,12,12.0,0.0,0,,0,0.0,0,60.4
Kenneth Walker III,SEA,1,1,-2,0,,-5,-5.0,3,3.0,-5.0,0,,0,0.0,0,79.2
Noah Fant,SEA,2,1,4,0,,2,2.0,2,2.0,4.0,0,,0,0.0,0,56.2
Will Dissly,SEA,3,1,9,0,1,4,4.0,5,5.0,-1.0,0,,1,33.3,0,42.4
DeeJay Dallas,SEA,1,1,10,0,,-2,-2.0,12,12.0,-2.0,0,,0,0.0,0,108.3
D'Wayne Eskridge,SEA,1,0,0,0,,0,,0,,17.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Puka Nacua,LAR,7,5,70,1,3,57,11.4,13,2.6,9.7,0,,0,0.0,0,142.9
Darrell Henderson,LAR,7,4,28,0,1,-17,-4.3,45,11.3,1.4,0,,1,14.3,0,66.4
Austin Trammell,LAR,6,3,23,0,2,-11,-3.7,34,11.3,3.3,0,,0,0.0,1,20.1
Demarcus Robinson,LAR,2,2,24,0,1,13,6.5,11,5.5,6.5,0,,0,0.0,0,116.7
Tyler Higbee,LAR,3,1,17,0,1,8,8.0,9,9.0,3.7,0,,1,33.3,0,53.5
Cooper Kupp,LAR,1,1,11,0,,5,5.0,6,6.0,5.0,1,1.0,0,0.0,0,112.5
Tutu Atwell,LAR,3,1,17,0,1,11,11.0,6,6.0,8.3,0,,2,66.7,0,53.5
