Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Phillip Buchanon,OAK,0,0,,0,0,2,-1,-0.5,0,0
Eric Johnson,OAK,0,0,,0,0,1,1,1.0,0,0
Ronney Jenkins,OAK,5,115,23.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Justin McCareins,TEN,0,0,,0,0,5,74,14.8,0,0
Jake Schifino,TEN,2,66,33.0,0,0,0,0,,0,0
Erron Kinney,TEN,1,17,17.0,0,0,0,0,,0,0
