Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
1,1:33,4,6,TEN 29,3,6,Sebastian Janikowski 47 yard field goal good,1.520,3.000
1,,,,OAK 30,3,6,Sebastian Janikowski kicks off 60 yards,0.000,1.600
1,1:29,1,10,TEN 40,3,6,Eddie George up the middle for 5 yards (tackle by Napoleon Harris and Eric Barton),1.600,1.730
1,0:53,2,5,TEN 45,3,6,"Eddie George up the middle for 2 yards (tackle by Eric Barton and John Parrella). Penalty on Justin Hartwig: Offensive Holding, 10 yards",1.730,0.650
1,0:22,2,13,TEN 37,3,6,Steve McNair pass incomplete intended for Shad Meier,0.650,-0.030
1,0:18,3,13,TEN 37,3,6,"Steve McNair pass complete to Drew Bennett for 12 yards (tackle by Rod Woodson). Penalty on Robert Holcombe: Offensive Holding, 11 yards (no play)",-0.030,-1.480
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,24,TEN 26,3,6,Robert Holcombe up the middle for 9 yards (tackle by Anthony Dorsett and Eric Barton),-1.480,-1.040
2,14:24,4,15,TEN 35,3,6,"Craig Hentrich punts 49 yards, returned by Phillip Buchanon for -1 yards (tackle by Justin McCareins)",-1.040,0.220
2,14:12,1,10,OAK 15,3,6,Charlie Garner up the middle for 2 yards (tackle by Keith Bulluck and Kevin Carter),-0.220,-0.440
2,13:33,2,8,OAK 17,3,6,Charlie Garner up the middle for 4 yards (tackle by Carlos Hall),-0.440,-0.630
2,12:57,3,4,OAK 21,3,6,Rich Gannon pass incomplete intended for Doug Jolley,-0.630,-1.960
2,12:49,4,4,OAK 21,3,6,"Penalty on O.J. Santiago: False Start, 5 yards (no play)",-1.960,-2.390
2,12:48,4,9,OAK 16,3,6,"Shane Lechler punts 46 yards, returned by Justin McCareins for 11 yards (tackle by Napoleon Harris)",-2.390,-2.190
2,12:38,1,10,TEN 49,3,6,Eddie George right tackle for 6 yards (tackle by Napoleon Harris),2.190,2.460
2,11:55,2,4,OAK 45,3,6,Eddie George left tackle for 2 yards (tackle by Tyler Brayton),2.460,2.010
2,11:11,3,2,OAK 43,3,6,Steve McNair pass complete to Derrick Mason for 5 yards (tackle by Phillip Buchanon),2.010,3.050
2,10:40,1,10,OAK 38,3,6,"Steve McNair pass complete to Drew Bennett for 10 yards (tackle by Derrick Gibson). Penalty on Justin Hartwig: Tripping, 10 yards (no play)",3.050,2.390
2,10:14,1,20,OAK 48,3,6,"Steve McNair pass complete to Derrick Mason for 8 yards (tackle by Terrance Shaw). Penalty on Travian Smith: Face Mask (5 Yards), 5 yards",2.390,3.490
2,9:30,1,7,OAK 35,3,6,Steve McNair pass complete to Eddie George for 3 yards (tackle by Derrick Gibson),3.490,3.320
2,8:49,2,4,OAK 32,3,6,Steve McNair pass incomplete intended for Derrick Mason,3.320,2.610
2,8:42,,,,3,6,Timeout #2 by Tennessee Titans,0.000,2.610
2,8:42,3,4,OAK 32,3,6,Steve McNair pass incomplete intended for Derrick Mason,2.610,1.270
2,8:37,4,4,OAK 32,3,9,Joe Nedney 50 yard field goal good,1.270,3.000
2,,,,TEN 30,3,9,"Joe Nedney kicks off 67 yards, returned by Ronney Jenkins for 29 yards (tackle by Joe Nedney)",0.000,1.070
2,8:25,1,10,OAK 32,3,9,Charlie Garner right end for 2 yards (tackle by Jevon Kearse),1.070,0.800
2,7:55,2,8,OAK 34,3,9,Charlie Garner left guard for 3 yards (tackle by Keith Bulluck),0.800,0.500
2,7:55,3,5,OAK 37,3,9,"Penalty on Carlos Hall: Neutral Zone Infraction, 5 yards (no play)",0.500,1.730
2,6:59,1,10,OAK 42,3,9,"Rich Gannon sacked by Tank Williams for -1 yards. Penalty on Doug Jolley: Offensive Holding, 10 yards (no play)",1.730,1.070
2,6:32,1,20,OAK 32,3,9,Rich Gannon pass incomplete intended for Tim Brown,1.070,-0.160
2,6:28,2,20,OAK 32,3,9,Justin Fargas left end for 3 yards (tackle by Lance Schulters),-0.160,-0.430
2,6:03,3,17,OAK 35,3,9,Rich Gannon pass incomplete intended for Justin Fargas,-0.430,-1.040
2,5:58,4,17,OAK 35,3,9,"Shane Lechler punts 59 yards, returned by Justin McCareins for 33 yards (tackle by Eric Johnson)",-1.040,-1.530
2,5:45,1,10,TEN 39,3,9,Steve McNair pass complete to Erron Kinney for 4 yards (tackle by Travian Smith),1.530,1.530
2,5:13,2,6,TEN 43,3,9,Robert Holcombe right tackle for 3 yards (tackle by Eric Barton and Anthony Dorsett),1.530,1.220
2,5:13,3,3,TEN 46,3,9,"Penalty on Zach Piller: False Start, 5 yards (no play)",1.220,0.560
2,4:09,3,8,TEN 41,3,9,Steve McNair pass incomplete intended for Justin McCareins (defended by Terrance Shaw),0.560,-0.650
2,4:01,4,8,TEN 41,3,9,"Craig Hentrich punts 35 yards, fair catch by Phillip Buchanon",-0.650,-0.540
2,3:55,1,10,OAK 24,3,9,Rich Gannon pass complete to Doug Jolley for 9 yards (tackle by Peter Sirmon),0.540,1.210
2,3:20,2,1,OAK 33,3,9,"Penalty on Doug Jolley: False Start, 5 yards (no play)",1.210,0.540
2,3:07,2,6,OAK 28,3,9,Rich Gannon pass complete to Charlie Garner for 9 yards (tackle by Andre Dyson),0.540,1.400
2,2:35,1,10,OAK 37,3,9,Rich Gannon pass complete to Charlie Garner for 2 yards (tackle by Tank Williams),1.400,1.130
2,2:07,2,8,OAK 39,3,9,"Rich Gannon pass complete to Charlie Garner for -6 yards (tackle by Keith Bulluck). Penalty on Matt Stinchcomb: Offensive Holding, 10 yards (no play)",1.130,-0.220
2,2:00,2,18,OAK 29,3,9,Rich Gannon pass incomplete intended for Tim Brown,-0.220,-0.890
2,1:53,3,18,OAK 29,3,9,"Rich Gannon sacked by Kevin Carter and Rocky Boiman for -5 yards. Penalty on Robaire Smith: Disqualification, 15 yards",-0.890,1.530
2,1:40,1,10,OAK 39,3,9,Rich Gannon pass complete to Jerry Rice for 15 yards (tackle by Samari Rolle),1.530,2.520
2,1:13,1,10,TEN 46,9,9,"Rich Gannon pass complete to Charlie Garner for 46 yards, touchdown",2.520,7.000
2,,,,TEN 2,10,9,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,10,9,"Sebastian Janikowski kicks off 71 yards, returned by Jake Schifino for 39 yards (tackle by Ronald Curry). Penalty on Rocky Boiman: Offensive Holding, 10 yards",0.000,0.810
2,0:58,1,10,TEN 28,10,9,Steve McNair pass complete to Frank Wycheck for 12 yards (tackle by Eric Barton),0.810,1.600
2,0:28,1,10,TEN 40,10,9,Steve McNair pass complete to Justin McCareins for 18 yards (tackle by Phillip Buchanon),1.600,2.790
2,0:19,,,,10,9,Timeout #3 by Tennessee Titans,0.000,2.790
2,0:19,1,10,OAK 42,10,9,Steve McNair pass complete to Erron Kinney for 11 yards (tackle by Eric Barton),2.790,3.510
2,0:06,1,10,OAK 31,10,9,Steve McNair spiked the ball,3.510,2.970
2,0:05,2,10,OAK 31,10,12,Craig Hentrich 49 yard field goal good,2.970,3.000
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,10,12,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,TEN 20,10,12,Eddie George up the middle for 3 yards (tackle by Eric Barton and John Parrella),0.280,0.140
3,14:17,2,7,TEN 23,10,12,"Steve McNair pass incomplete intended for Justin McCareins is intercepted by Derrick Gibson at TEN-43 and returned for 11 yards (tackle by Frank Wycheck). Derrick Gibson fumbles (forced by Frank Wycheck), recovered by Benji Olson at TEN-32",0.140,1.070
3,14:03,1,10,TEN 32,10,12,Eddie George up the middle for no gain (tackle by Eric Barton and Charles Woodson). Penalty on Justin Hartwig: Offensive Holding (Declined),1.070,0.530
3,13:37,2,10,TEN 32,10,12,Steve McNair pass incomplete intended for Derrick Mason (defended by Terrance Shaw),0.530,-0.160
3,13:31,3,10,TEN 32,10,12,Steve McNair pass complete to Justin McCareins for 12 yards (tackle by Rod Woodson),-0.160,1.860
3,12:48,1,10,TEN 44,10,12,Eddie George right end for 3 yards (tackle by Derrick Gibson),1.860,1.720
3,12:06,2,7,TEN 47,10,12,Steve McNair pass incomplete intended for Drew Bennett (defended by Charles Woodson),1.720,1.030
3,12:02,3,7,TEN 47,10,12,Steve McNair pass complete to Derrick Mason for 19 yards (tackle by Charles Woodson),1.030,3.310
3,11:29,1,10,OAK 34,10,12,Eddie George up the middle for -1 yards (tackle by Dana Stubblefield and Rod Woodson),3.310,2.640
3,10:44,2,11,OAK 35,10,12,Steve McNair pass complete to Erron Kinney for 3 yards (tackle by Travian Smith),2.640,2.350
3,10:19,3,8,OAK 32,10,12,Steve McNair pass complete to Derrick Mason for -3 yards (tackle by Rod Woodson),2.350,0.970
3,9:35,4,11,OAK 35,10,12,"Craig Hentrich punts 35 yards, touchback",0.970,-0.280
3,9:25,1,10,OAK 20,10,12,"Rich Gannon pass incomplete intended for Charlie Garner. Penalty on Rich Gannon: Intentional Grounding, 10 yards",0.280,-1.510
3,9:22,2,20,OAK 10,10,12,Charlie Garner left guard for 1 yard (tackle by Albert Haynesworth and Peter Sirmon),-1.510,-2.470
3,8:43,3,19,OAK 11,10,12,Rich Gannon sacked by Carlos Hall for -1 yards,-2.470,-2.490
3,8:15,4,20,OAK 10,10,12,"Shane Lechler punts 65 yards, returned by Justin McCareins for 23 yards (tackle by Derrick Gibson). Penalty on Lamont Thompson: Illegal Block Above the Waist, 10 yards",-2.490,-0.280
3,8:01,1,10,TEN 20,10,12,Robert Holcombe up the middle for 2 yards (tackle by Bill Romanowski and Terrance Shaw),0.280,0.000
3,7:25,2,8,TEN 22,10,12,Steve McNair pass complete to Justin McCareins for 13 yards (tackle by Charles Woodson),0.000,1.270
3,6:52,1,10,TEN 35,10,12,Steve McNair right end for 9 yards (tackle by DeLawrence Grant),1.270,1.940
3,6:05,2,1,TEN 44,10,12,Robert Holcombe left guard for 3 yards (tackle by John Parrella and Anthony Dorsett),1.940,2.060
3,5:21,1,10,TEN 47,10,12,Steve McNair pass incomplete,2.060,1.520
3,5:15,2,10,TEN 47,10,12,Steve McNair pass incomplete intended for Justin McCareins,1.520,0.830
3,5:10,3,10,TEN 47,10,12,Steve McNair pass complete to Erron Kinney for 28 yards (tackle by Rod Woodson),0.830,3.910
3,4:18,1,10,OAK 25,10,12,Robert Holcombe right tackle for -2 yards (tackle by Chris Cooper and DeLawrence Grant),3.910,3.090
3,3:36,2,12,OAK 27,10,12,Steve McNair pass complete to Robert Holcombe for 5 yards (tackle by Bill Romanowski),3.090,3.070
3,3:01,,,,10,12,Timeout #1 by Tennessee Titans,0.000,3.070
3,3:01,3,7,OAK 22,10,12,Steve McNair pass complete to Derrick Mason for 6 yards (tackle by Phillip Buchanon),3.070,2.530
3,2:57,4,1,OAK 16,10,15,Craig Hentrich 34 yard field goal good,2.530,3.000
3,,,,TEN 30,10,15,"Craig Hentrich kicks off 60 yards, returned by Ronney Jenkins for 22 yards (tackle by Ray Wells)",0.000,1.070
3,2:46,1,10,OAK 32,10,15,"Rich Gannon pass complete to Tim Brown for 12 yards (tackle by Keith Bulluck). Penalty on Samari Rolle: Personal Foul, 15 yards",1.070,2.850
3,2:18,1,10,TEN 41,10,15,Rich Gannon pass incomplete intended for Charlie Garner (defended by Kevin Carter),2.850,2.310
3,2:14,2,10,TEN 41,10,15,Rich Gannon pass complete to Tim Brown for 6 yards (tackle by Samari Rolle),2.310,2.410
3,1:47,3,4,TEN 35,10,15,Rich Gannon pass complete to Tim Brown for 7 yards (tackle by Tank Williams),2.410,3.710
3,1:08,1,10,TEN 28,10,15,"Justin Fargas right tackle for 3 yards (tackle by Albert Haynesworth). Penalty on Ronald Curry: Illegal Crackback, 15 yards",3.710,2.920
3,0:43,1,22,TEN 40,10,15,Rich Gannon pass complete to Justin Fargas for 6 yards (tackle by Peter Sirmon),2.920,2.360
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,16,TEN 34,10,15,Rich Gannon sacked by Lance Schulters for -4 yards,2.360,1.160
4,14:32,3,20,TEN 38,10,15,Rich Gannon pass complete to Charlie Garner for 9 yards (tackle by Rocky Boiman),1.160,1.500
4,13:56,4,11,TEN 29,13,15,Sebastian Janikowski 47 yard field goal good,1.500,3.000
4,,,,OAK 30,13,15,"Sebastian Janikowski kicks off 49 yards, returned by Erron Kinney for 17 yards (tackle by Ronney Jenkins)",0.000,1.470
4,13:44,1,10,TEN 38,13,15,Steve McNair pass incomplete intended for Erron Kinney,1.470,0.920
4,13:41,2,10,TEN 38,13,15,Eddie George up the middle for -2 yards (tackle by Dana Stubblefield),0.920,-0.030
4,13:00,3,12,TEN 36,13,15,Steve McNair pass incomplete intended for Derrick Mason,-0.030,-0.980
4,12:55,4,12,TEN 36,13,15,"Craig Hentrich punts 44 yards, returned by Phillip Buchanon for no gain",-0.980,-0.280
4,12:44,1,10,OAK 20,13,15,"Rich Gannon pass complete to Charlie Garner for 5 yards (tackle by Keith Bulluck). Penalty on Tim Johnson: Illegal Block Above the Waist, 10 yards",0.280,-0.310
4,12:19,1,15,OAK 15,13,15,Rich Gannon pass incomplete intended for Charlie Garner,-0.310,-1.070
4,12:16,2,15,OAK 15,13,15,Rich Gannon pass incomplete intended for Tim Brown (defended by Samari Rolle),-1.070,-1.860
4,12:12,3,15,OAK 15,13,15,Rich Gannon pass incomplete intended for Ronald Curry,-1.860,-2.440
4,12:08,4,15,OAK 15,13,15,Shane Lechler punts 40 yards,-2.440,-1.990
4,11:57,1,10,TEN 46,13,15,Steve McNair pass complete to Derrick Mason for 19 yards (tackle by Rod Woodson),1.990,3.250
4,11:13,1,10,OAK 35,13,15,Steve McNair pass complete to Shad Meier for 18 yards (tackle by Anthony Dorsett),3.250,4.440
4,10:31,1,10,OAK 17,13,15,Eddie George right end for -1 yards (tackle by Charles Woodson),4.440,3.720
4,9:51,2,11,OAK 18,13,15,Steve McNair pass complete to Shad Meier for 12 yards (tackle by Anthony Dorsett),3.720,5.830
4,9:23,1,6,OAK 6,13,15,Eddie George up the middle for 3 yards (tackle by Tyler Brayton),5.830,5.530
4,8:40,2,3,OAK 3,13,15,Eddie George left tackle for no gain (tackle by John Parrella and Bill Romanowski),5.530,4.720
4,7:56,3,3,OAK 3,13,21,"Steve McNair pass complete to Derrick Mason for 3 yards, touchdown",4.720,7.000
4,,,,OAK 2,13,22,Craig Hentrich kicks extra point good,0.000,0.000
4,,,,TEN 30,13,22,"Craig Hentrich kicks off 67 yards, returned by Ronney Jenkins for 31 yards (tackle by Brad Kassell)",0.000,1.200
4,7:44,1,10,OAK 34,13,22,Rich Gannon pass complete to Doug Jolley for 6 yards (tackle by Tank Williams),1.200,1.470
4,7:15,2,4,OAK 40,13,22,Rich Gannon sacked by Jevon Kearse for -8 yards,1.470,-0.300
4,6:52,3,12,OAK 32,13,22,Marques Tuiasosopo pass incomplete intended for Jerry Rice (defended by Andre Dyson),-0.300,-1.240
4,6:42,4,12,OAK 32,13,22,"Shane Lechler punts 52 yards, returned by Justin McCareins for no gain",-1.240,0.140
4,6:34,1,10,TEN 16,13,22,Eddie George left tackle for 3 yards (tackle by Eric Barton and Tyler Brayton),-0.140,-0.180
4,5:58,2,7,TEN 19,13,22,Eddie George right tackle for 1 yard (tackle by John Parrella and Bill Romanowski),-0.180,-0.820
4,5:13,3,6,TEN 20,13,22,Robert Holcombe up the middle for no gain (tackle by Bill Romanowski). Penalty on Justin Hartwig: Offensive Holding (Declined),-0.820,-2.030
4,5:09,4,6,TEN 20,13,22,"Craig Hentrich punts 46 yards, returned by Eric Johnson for 1 yard (tackle by Scott McGarrahan)",-2.030,-1.270
4,4:57,1,10,OAK 35,13,22,Rich Gannon pass complete to Doug Jolley for 9 yards (tackle by Lance Schulters),1.270,1.940
4,4:34,2,1,OAK 44,13,22,Rich Gannon pass complete to Jerry Rice for 12 yards (tackle by Tank Williams),1.940,2.650
4,4:06,1,10,TEN 44,13,22,Rich Gannon pass complete to Tim Brown for 14 yards (tackle by Juqua Parker),2.650,3.580
4,3:58,1,10,TEN 30,13,22,Rich Gannon pass complete to Doug Jolley for 5 yards (tackle by Tank Williams),3.580,3.710
4,3:35,2,5,TEN 25,19,22,"Rich Gannon pass complete to Tim Brown for 25 yards, touchdown",3.710,7.000
4,,,,TEN 2,20,22,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,20,22,"Sebastian Janikowski kicks off 66 yards, returned by Jake Schifino for 27 yards (tackle by Travian Smith)",,
4,3:24,1,10,TEN 31,20,22,Steve McNair pass complete to Derrick Mason for 16 yards (tackle by Terrance Shaw),1.000,2.060
4,2:47,1,10,TEN 47,20,22,Steve McNair pass complete to Eddie George for 15 yards (tackle by Bill Romanowski),2.060,3.050
4,2:30,,,,20,22,Timeout #1 by Oakland Raiders,0.000,3.050
4,2:30,1,10,OAK 38,20,22,Eddie George up the middle for 1 yard (tackle by Dana Stubblefield and Napoleon Harris),3.050,2.640
4,2:00,2,9,OAK 37,20,22,"Steve McNair right end for 8 yards (tackle by Roderick Coleman). Penalty on Fred Miller: Offensive Holding, 10 yards (no play)",2.640,1.290
4,1:51,2,19,OAK 47,20,22,"Steve McNair pass incomplete intended for Tyrone Calico. Penalty on Charles Woodson: Defensive Pass Interference, 27 yards (no play)",1.290,4.240
4,1:45,1,10,OAK 20,20,22,"Eddie George left end for 9 yards (tackle by Terrance Shaw). Penalty on Brad Hopkins: Offensive Holding, 10 yards (no play)",4.240,3.580
4,1:37,1,20,OAK 30,20,22,Eddie George left tackle for 3 yards (tackle by Eric Barton),3.580,2.750
4,1:31,,,,20,22,Timeout #2 by Oakland Raiders,0.000,2.750
4,1:31,2,17,OAK 27,20,22,Eddie George right guard for 2 yards (tackle by Dana Stubblefield),2.750,2.340
4,1:25,,,,20,22,Timeout #3 by Oakland Raiders,0.000,2.340
4,1:25,3,15,OAK 25,20,22,Steve McNair left end for 10 yards (tackle by Eric Barton),2.340,2.490
4,0:36,,,,20,22,Timeout #2 by Tennessee Titans,0.000,2.490
4,0:36,4,5,OAK 15,20,25,Craig Hentrich 33 yard field goal good,2.490,3.000
4,,,,TEN 30,20,25,"Craig Hentrich kicks off 55 yards, returned by Ronney Jenkins for no gain",,
4,0:31,1,10,OAK 15,20,25,Rich Gannon pass complete to Charlie Garner for 15 yards (tackle by Scott McGarrahan),-0.220,0.940
4,0:08,1,10,OAK 30,20,25,Rich Gannon spiked the ball,0.940,0.390
4,0:07,2,10,OAK 30,20,25,Rich Gannon pass incomplete intended for Jerry Rice,0.390,-0.300
4,0:02,3,10,OAK 30,20,25,Rich Gannon pass incomplete intended for Charlie Garner,-0.300,-1.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
