Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,HOU 24,7,0,Arian Foster middle for 21 yards (tackle by Jon McGraw),-0.320,1.930
2,14:27,1,10,HOU 45,7,0,Matt Schaub pass complete short middle to Andre Johnson for 3 yards (tackle by Derrick Johnson),1.930,1.790
2,13:44,2,7,HOU 48,7,0,Arian Foster right guard for 5 yards (tackle by Derrick Johnson and Eric Berry),1.790,1.750
2,13:00,3,2,KAN 47,7,0,Matt Schaub pass incomplete short right intended for Andre Johnson (defended by Brandon Flowers),1.750,0.130
2,12:56,4,2,KAN 47,7,0,Matt Turk punts 35 yards,0.130,0.350
2,12:48,1,10,KAN 12,7,0,Thomas Jones middle for 5 yards (tackle by Mario Williams),-0.350,-0.230
2,12:18,2,5,KAN 17,7,0,Jamaal Charles middle for 1 yard (tackle by Brian Cushing and Amobi Okoye),-0.230,-0.720
2,11:37,3,4,KAN 18,7,0,Matt Cassel pass incomplete deep left intended for Dwayne Bowe,-0.720,-2.240
2,11:31,4,4,KAN 18,7,0,Dustin Colquitt punts 56 yards,-2.240,-0.670
2,11:22,1,10,HOU 26,7,0,Matt Schaub pass complete deep left to Andre Johnson for 44 yards (tackle by Donald Washington),0.670,3.580
2,10:50,1,10,KAN 30,7,0,Matt Schaub pass complete short right to Arian Foster for 4 yards (tackle by Demorrio Williams),3.580,3.570
2,10:10,2,6,KAN 26,7,0,Arian Foster right tackle for 8 yards (tackle by Brandon Flowers),3.570,4.370
2,9:31,1,10,KAN 18,7,0,Arian Foster middle for 1 yard (tackle by Glenn Dorsey),4.370,3.940
2,8:56,2,9,KAN 17,7,0,Matt Schaub pass complete short left to Owen Daniels for 8 yards (tackle by Jovan Belcher),3.940,4.740
2,8:17,3,1,KAN 9,7,0,Arian Foster middle for 2 yards (tackle by Demorrio Williams),4.740,5.600
2,7:39,1,7,KAN 7,7,0,Arian Foster left tackle for 2 yards (tackle by Glenn Dorsey and Anthony Toribio),5.600,5.150
2,6:59,2,5,KAN 5,7,0,Matt Schaub pass incomplete short left intended for Andre Johnson (defended by Brandon Carr),5.150,4.260
2,6:53,3,5,KAN 5,7,6,"Matt Schaub pass complete short left to Joel Dreessen for 5 yards, touchdown",4.260,7.000
2,,,,KAN 2,7,7,Neil Rackers kicks extra point good,0.000,0.000
2,,,,HOU 30,7,7,"Neil Rackers kicks off 66 yards, returned by Javier Arenas for 15 yards (tackle by David Nixon)",0.000,0.150
2,6:37,1,10,KAN 19,7,7,"Matt Cassel pass incomplete deep middle intended for Tony Moeaki. Penalty on Adewale Ogunleye: Roughing the Passer, 15 yards (no play)",0.150,1.200
2,6:29,1,10,KAN 34,7,7,Jamaal Charles right guard for 14 yards (tackle by Eugene Wilson and Bernard Pollard),1.200,2.130
2,6:06,1,10,KAN 48,7,7,Jamaal Charles right guard for 4 yards (tackle by Shaun Cody),2.130,2.120
2,5:41,2,6,HOU 48,7,7,Matt Cassel pass complete short left to Dexter McCluster for 4 yards (tackle by Kareem Jackson),2.120,1.950
2,5:01,3,2,HOU 44,7,7,Jamaal Charles left guard for 1 yard (tackle by DeMeco Ryans and Antonio Smith),1.950,0.400
2,5:01,4,1,HOU 43,7,7,"Penalty on Branden Albert: False Start, 5 yards (no play)",0.400,0.070
2,4:20,4,6,HOU 48,7,7,"Dustin Colquitt punts 48 yards, touchback",0.070,-0.280
2,4:11,1,10,HOU 20,7,7,Matt Schaub sacked by Ron Edwards for -10 yards,0.280,-1.510
2,3:42,2,20,HOU 10,7,7,Arian Foster right end for no gain (tackle by Brandon Flowers),-1.510,-2.590
2,3:05,3,20,HOU 10,7,7,Arian Foster middle for 6 yards (tackle by Jon McGraw and Glenn Dorsey),-2.590,-2.390
2,2:29,4,14,HOU 16,7,7,"Matt Turk punts 51 yards, returned by Dexter McCluster for 4 yards (tackle by Troy Nolan)",-2.390,-1.400
2,2:13,1,10,KAN 37,7,7,Matt Cassel pass complete short left to Jamaal Charles for -5 yards (tackle by Glover Quin). Penalty on Casey Wiegmann: Offensive Holding (Declined),1.400,0.180
2,2:00,2,15,KAN 32,7,7,Matt Cassel pass complete short middle to Dexter McCluster for 3 yards (tackle by DeMeco Ryans and Kareem Jackson),0.180,-0.100
2,1:19,3,12,KAN 35,7,7,Matt Cassel pass complete deep left to Dwayne Bowe for 19 yards (tackle by Eugene Wilson),-0.100,2.520
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:51,1,10,HOU 46,7,7,Jamaal Charles left guard for 16 yards (tackle by Eugene Wilson),2.520,3.580
2,0:43,,,,7,7,Timeout #1 by Kansas City Chiefs,0.000,3.580
2,0:43,1,10,HOU 30,7,7,Thomas Jones middle for 3 yards (tackle by Adewale Ogunleye and Brian Cushing),3.580,3.440
2,0:25,2,7,HOU 27,7,7,Matt Cassel pass complete short left to Thomas Jones for 10 yards (tackle by Brian Cushing),3.440,4.440
2,0:19,,,,7,7,Timeout #2 by Kansas City Chiefs,0.000,4.440
2,0:19,1,10,HOU 17,13,7,"Matt Cassel pass complete deep middle to Dwayne Bowe for 17 yards, touchdown",4.440,7.000
2,0:13,,,,13,7,Timeout #1 by Houston Texans,0.000,0.000
2,,,,HOU 2,14,7,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 30,14,7,"Ryan Succop kicks off 72 yards, returned by Jacoby Jones for 30 yards (tackle by Jackie Battle)",0.000,0.810
2,0:08,1,10,HOU 28,14,7,Matt Schaub pass complete short left to Arian Foster for -1 yards (tackle by Jon McGraw),0.810,0.130
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,14,7,"Ryan Succop kicks off 67 yards, returned by Steve Slaton for 24 yards (tackle by Jeremy Horne)",0.000,0.740
3,14:52,1,10,HOU 27,14,7,Matt Schaub pass complete deep left to Andre Johnson for 19 yards (tackle by Brandon Carr),0.740,1.990
3,14:16,1,10,HOU 46,14,7,Matt Schaub pass incomplete short right intended for Owen Daniels,1.990,1.450
3,14:08,2,10,HOU 46,14,7,"Arian Foster right end for 2 yards (tackle by Jovan Belcher). Penalty on Wade Smith: Personal Foul, 15 yards (no play)",1.450,-0.570
3,13:41,2,25,HOU 31,14,7,Matt Schaub pass incomplete deep middle intended for Andre Johnson (defended by Brandon Flowers),-0.570,-1.220
3,13:34,3,25,HOU 31,14,7,Matt Schaub pass complete short left to Jacoby Jones for 9 yards (tackle by Brandon Carr),-1.220,-0.720
3,13:25,4,16,HOU 40,14,7,"Matt Turk punts 45 yards, returned by Javier Arenas for 8 yards (tackle by David Nixon)",-0.720,-0.480
3,13:12,1,10,KAN 23,14,7,Thomas Jones right end for 4 yards (tackle by David Nixon and Shaun Cody),0.480,0.470
3,12:29,2,6,KAN 27,14,7,Matt Cassel pass incomplete short left intended for Thomas Jones,0.470,-0.230
3,12:22,3,6,KAN 27,14,7,Matt Cassel pass complete short middle to Tony Moeaki for 11 yards (tackle by Bernard Pollard and Eugene Wilson),-0.230,1.470
3,11:43,1,10,KAN 38,14,7,Thomas Jones right end for 9 yards (tackle by David Nixon and Shaun Cody),1.470,2.140
3,11:02,2,1,KAN 47,14,7,Thomas Jones middle for -2 yards (tackle by Antonio Smith),2.140,1.160
3,10:26,3,3,KAN 45,14,7,Matt Cassel pass complete short right to Dwayne Bowe for 7 yards (tackle by David Nixon),1.160,2.390
3,9:46,1,10,HOU 48,14,7,Thomas Jones middle for 5 yards (tackle by Frank Okam and Eugene Wilson),2.390,2.520
3,9:03,2,5,HOU 43,14,7,Thomas Jones left end for 1 yard (tackle by Eugene Wilson),2.520,1.950
3,8:31,3,4,HOU 42,20,7,"Matt Cassel pass complete short left to Dwayne Bowe for 42 yards, touchdown",1.950,7.000
3,,,,HOU 2,21,7,Ryan Succop kicks extra point good,0.000,0.000
3,,,,KAN 30,21,7,"Ryan Succop kicks off 50 yards, returned by Vonta Leach for 9 yards (tackle by Andy Studebaker). Penalty on Jackie Bates: Offside on Free Kick, 5 yards",0.000,1.200
3,8:14,1,10,HOU 34,21,7,Matt Schaub pass complete short middle to Jacoby Jones for 17 yards (tackle by Eric Berry and Donald Washington). Penalty on Shaun Smith: Illegal Use of Hands (Declined),1.200,2.320
3,7:47,1,10,KAN 49,21,7,Matt Schaub pass complete short right to Andre Johnson for 11 yards (tackle by Derrick Johnson and Brandon Flowers),2.320,3.050
3,7:12,1,10,KAN 38,21,13,"Derrick Ward left end for 38 yards, touchdown",3.050,7.000
3,,,,KAN 2,21,14,Neil Rackers kicks extra point good,0.000,0.000
3,,,,HOU 30,21,14,"Neil Rackers kicks off 65 yards, returned by Javier Arenas for 24 yards (tackle by David Anderson)",0.000,0.870
3,6:54,1,10,KAN 29,21,14,Dexter McCluster left end for 20 yards (tackle by Troy Nolan),0.870,2.190
3,6:27,1,10,KAN 49,21,14,Jamaal Charles right end for 8 yards (tackle by Troy Nolan and Earl Mitchell),2.190,2.730
3,5:43,2,2,HOU 43,21,14,Thomas Jones right end for 19 yards (tackle by Kareem Jackson),2.730,3.970
3,4:57,1,10,HOU 24,21,14,Thomas Jones middle for 4 yards (tackle by Zach Diles and Earl Mitchell),3.970,3.970
3,4:27,2,6,HOU 20,21,14,Jamaal Charles middle for 11 yards (tackle by Troy Nolan),3.970,5.140
3,3:50,1,9,HOU 9,21,14,Matt Cassel pass incomplete short left intended for Terrance Copper (defended by Antonio Smith),5.140,4.380
3,3:46,2,9,HOU 9,21,14,Thomas Jones left end for 3 yards (tackle by Troy Nolan),4.380,4.040
3,3:05,3,6,HOU 6,21,14,Matt Cassel pass incomplete short left intended for Terrance Copper (defended by Brice McCain),4.040,2.990
3,3:01,4,6,HOU 6,24,14,Ryan Succop 24 yard field goal good,2.990,3.000
3,,,,KAN 30,24,14,"Ryan Succop kicks off 42 yards, returned by Vonta Leach for 26 yards (tackle by Jon McGraw)",0.000,2.520
3,2:53,1,10,KAN 46,24,14,Matt Schaub left end for 3 yards (tackle by Derrick Johnson),2.520,2.380
3,2:18,2,7,KAN 43,24,14,Matt Schaub sacked by Wallace Gilberry for -6 yards. Penalty on Eric Winston: Offensive Holding (Declined),2.380,0.890
3,1:55,3,13,KAN 49,24,14,Matt Schaub pass complete short middle to Derrick Ward for 12 yards (tackle by Javier Arenas and Jon McGraw),0.890,0.790
3,1:09,4,1,KAN 37,24,14,Matt Schaub pass complete short left to Owen Daniels for 9 yards (tackle by Derrick Johnson),0.790,3.710
3,0:45,1,10,KAN 28,24,14,Arian Foster middle for 5 yards (tackle by Donald Washington and Eric Berry),3.710,3.840
3,0:12,2,5,KAN 23,24,14,Derrick Ward middle for 4 yards (tackle by Derrick Johnson and Jovan Belcher),3.840,3.720
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,KAN 19,24,14,Matt Schaub pass complete short left to Arian Foster for 4 yards (tackle by Brandon Carr),3.720,4.580
4,14:16,1,10,KAN 15,24,14,Matt Schaub pass complete short middle to Jacoby Jones for 9 yards (tackle by Eric Berry),4.580,5.600
4,13:34,2,1,KAN 6,24,14,Arian Foster middle for 1 yard (tackle by Glenn Dorsey and Ron Edwards),5.600,6.060
4,12:53,1,5,KAN 5,24,14,Arian Foster middle for 3 yards (tackle by Brandon Carr),6.060,5.720
4,12:10,2,2,KAN 2,24,20,"Arian Foster left tackle for 2 yards, touchdown",5.720,7.000
4,,,,KAN 2,24,21,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 30,24,21,"Neil Rackers kicks off 73 yards, returned by Javier Arenas for 33 yards (tackle by James Casey)",0.000,0.940
4,11:59,1,10,KAN 30,24,21,Matt Cassel pass incomplete short left intended for Dexter McCluster,0.940,0.390
4,11:55,2,10,KAN 30,24,21,Jamaal Charles left tackle for 8 yards (tackle by Shaun Cody and Amobi Okoye),0.390,0.760
4,11:16,3,2,KAN 38,24,21,Matt Cassel pass complete short middle to Dwayne Bowe for 9 yards (tackle by Eugene Wilson),0.760,2.060
4,10:35,1,10,KAN 47,24,21,Jamaal Charles middle for 6 yards (tackle by Earl Mitchell and Zach Diles),2.060,2.330
4,9:54,2,4,HOU 47,24,21,Thomas Jones left end for 2 yards (tackle by David Nixon),2.330,1.880
4,9:08,,,,24,21,Timeout #1 by Kansas City Chiefs,0.000,1.880
4,9:08,3,2,HOU 45,24,21,"Penalty on Matt Cassel: Delay of Game, 5 yards (no play)",1.880,1.220
4,9:08,3,7,,24,21,Matt Cassel pass complete short middle to Tony Moeaki for 10 yards (tackle by Zach Diles),1.220,2.920
4,8:25,1,10,HOU 40,24,21,Jamaal Charles left end for 7 yards (tackle by David Nixon and Eugene Wilson),2.920,3.320
4,7:37,2,3,HOU 33,24,21,"Thomas Jones left end for 10 yards (tackle by Bernard Pollard). Penalty on Bernard Pollard: Unnecessary Roughness, 12 yards",3.320,4.840
4,7:11,1,10,HOU 11,30,21,"Thomas Jones left tackle for 11 yards, touchdown",4.840,7.000
4,,,,HOU 2,31,21,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,31,21,"Ryan Succop kicks off 70 yards, returned by Steve Slaton for 14 yards (tackle by Travis Daniels)",0.000,-0.280
4,6:57,1,10,HOU 14,31,21,Matt Schaub pass complete short middle to Owen Daniels for 24 yards (tackle by Jovan Belcher and Donald Washington),-0.280,1.470
4,6:21,1,10,HOU 38,31,21,Matt Schaub pass complete short right to Owen Daniels for 27 yards (tackle by Mike Vrabel),1.470,3.250
4,5:59,,,,31,21,Timeout #2 by Kansas City Chiefs,0.000,3.250
4,5:59,1,10,KAN 35,31,21,Matt Schaub pass complete short left to Arian Foster for 3 yards (tackle by Andy Studebaker),3.250,3.110
4,5:22,2,7,KAN 32,31,21,Matt Schaub pass complete short right to Jacoby Jones for 10 yards (tackle by Derrick Johnson),3.110,4.110
4,4:45,1,10,KAN 22,31,21,Matt Schaub pass incomplete,4.110,3.560
4,4:37,2,10,KAN 22,31,21,Derrick Ward right tackle for 16 yards (tackle by Eric Berry and Jovan Belcher),3.560,5.830
4,4:03,1,6,KAN 6,31,21,Arian Foster middle for 5 yards (tackle by Jovan Belcher and Donald Washington),5.830,5.910
4,3:34,2,1,KAN 1,31,27,"Arian Foster right tackle for 1 yard, touchdown",5.910,7.000
4,,,,KAN 2,31,28,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 30,31,28,"Neil Rackers kicks off 55 yards, returned by Dexter McCluster for 18 yards (tackle by Neil Rackers)",0.000,1.140
4,3:25,1,10,KAN 33,31,28,Thomas Jones middle for 4 yards (tackle by Amobi Okoye),1.140,1.130
4,2:44,2,6,KAN 37,31,28,Matt Cassel pass complete short right to Mike Cox for 4 yards (tackle by David Nixon and Kareem Jackson),1.130,0.960
4,2:36,,,,31,28,Timeout #1 by Houston Texans,0.000,0.960
4,2:36,3,2,KAN 41,31,28,Matt Cassel pass incomplete deep left intended for Tony Moeaki,0.960,-0.650
4,2:30,4,2,KAN 41,31,28,"Dustin Colquitt punts 59 yards, touchback",-0.650,-0.280
4,2:22,1,10,HOU 20,31,28,Matt Schaub pass complete short left to Arian Foster for 10 yards (tackle by Javier Arenas),0.280,0.940
4,2:16,1,10,HOU 30,31,28,Matt Schaub pass complete short middle to Andre Johnson for 15 yards (tackle by Brandon Carr),0.940,1.930
4,2:00,1,10,HOU 45,31,28,Matt Schaub pass incomplete short left intended for Andre Johnson,1.930,1.380
4,1:54,2,10,HOU 45,31,28,Matt Schaub pass complete deep right to Andre Johnson for 31 yards (tackle by Brandon Flowers). Penalty on Brandon Flowers: Defensive Pass Interfere (Declined),1.380,3.970
4,1:48,1,10,KAN 24,31,28,Matt Schaub pass incomplete short middle intended for Andre Johnson,3.970,3.430
4,1:43,2,10,KAN 24,31,28,Matt Schaub pass incomplete short right intended for Owen Daniels,3.430,2.740
4,1:38,,,,31,28,Timeout #2 by Houston Texans,0.000,2.740
4,1:38,3,10,KAN 24,31,28,Matt Schaub pass complete short middle to Owen Daniels for 11 yards (tackle by Javier Arenas),2.740,4.710
4,1:07,1,10,KAN 13,31,28,Arian Foster right tackle for 2 yards (tackle by Derrick Johnson),4.710,4.390
4,0:36,2,8,KAN 11,31,34,"Matt Schaub pass complete short left to Andre Johnson for 11 yards, touchdown",4.390,7.000
4,,,,KAN 2,31,35,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 30,31,35,"Neil Rackers kicks off 50 yards, returned by Javier Arenas for 19 yards (tackle by Neil Rackers)",0.000,1.530
4,0:22,1,10,KAN 39,31,35,Matt Cassel pass incomplete short middle intended for Dwayne Bowe,1.530,0.990
4,0:18,2,10,KAN 39,31,35,Matt Cassel pass incomplete deep left intended for Jeremy Horne,0.990,0.300
4,0:13,3,10,KAN 39,31,35,Matt Cassel pass complete short middle to Jamaal Charles for 23 yards (tackle by Bernard Pollard),0.300,3.050
4,0:04,,,,31,35,Timeout #3 by Kansas City Chiefs,0.000,3.050
4,0:04,1,10,HOU 38,31,35,Matt Cassel sacked by Amobi Okoye for -12 yards,3.050,0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
