Quarter,Time,Down,ToGo,Location,TEN,CLE,Detail,EPB,EPA
2,1:24,1,10,CLE 20,7,7,Reuben Droughns left guard for 1 yard (tackle by Keith Bulluck and Kyle Vanden Bosch),0.280,-0.130
2,1:04,2,9,CLE 21,7,7,Trent Dilfer pass incomplete intended for Antonio Bryant,-0.130,-0.820
2,0:59,3,9,CLE 21,7,7,Trent Dilfer pass complete to Antonio Bryant for 15 yards (tackle by Lamont Thompson),-0.820,1.330
2,0:52,,,,7,7,Timeout #2 by Cleveland Browns,0.000,1.330
2,0:52,1,10,CLE 36,7,7,Trent Dilfer pass complete to Dennis Northcutt for 15 yards,1.330,2.320
2,0:32,1,10,TEN 49,7,7,Trent Dilfer pass incomplete intended for Antonio Bryant,2.320,1.780
2,0:25,2,10,TEN 49,7,7,Trent Dilfer pass incomplete intended for Aaron Shea,1.780,1.090
2,0:20,3,10,TEN 49,7,7,Trent Dilfer pass complete to Reuben Droughns for 12 yards (tackle by Bo Schobel),1.090,3.120
2,0:10,,,,7,7,Timeout #3 by Cleveland Browns,0.000,3.120
2,0:10,1,10,TEN 37,7,7,Trent Dilfer pass incomplete intended for Braylon Edwards,3.120,2.570
2,0:03,2,10,TEN 37,7,7,"Penalty on Antonio Bryant: False Start, 5 yards (no play)",2.570,1.900
2,0:03,2,15,TEN 42,7,7,Trent Dilfer pass incomplete intended for Braylon Edwards is intercepted by Keith Bulluck at TEN-0,1.900,0.000
Quarter,Time,Down,ToGo,Location,TEN,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,7,7,"Rob Bironas kicks off 40 yards, returned by Josh Cribbs for 4 yards (tackle by Robert Reynolds)",0.000,1.200
3,14:59,1,10,CLE 34,7,7,Trent Dilfer pass complete to Reuben Droughns for -1 yards (tackle by Brad Kassell and Kyle Vanden Bosch),1.200,0.520
3,14:19,2,11,CLE 33,7,7,Trent Dilfer pass incomplete intended for Antonio Bryant,0.520,-0.160
3,14:14,3,11,CLE 33,7,7,Trent Dilfer pass complete to Antonio Bryant for 49 yards (tackle by Michael Waddell),-0.160,4.370
3,13:24,1,10,TEN 18,7,7,"Reuben Droughns right tackle for 13 yards (tackle by Lamont Thompson and Keith Bulluck). Penalty on Steve Heiden: Illegal Motion, 5 yards (no play)",4.370,4.040
3,13:01,1,15,TEN 23,7,7,Trent Dilfer pass complete to Jason Wright for 4 yards (tackle by Travis LaBoy),4.040,3.670
3,12:23,2,11,TEN 19,7,7,Trent Dilfer pass incomplete intended for Braylon Edwards,3.670,2.970
3,12:18,3,11,TEN 19,7,7,Trent Dilfer pass incomplete intended for Reuben Droughns,2.970,2.180
3,12:14,4,11,TEN 19,7,10,Phil Dawson 37 yard field goal good,2.180,3.000
3,,,,CLE 30,7,10,"Phil Dawson kicks off 63 yards, returned by Adam Jones for 27 yards (tackle by Michael Lehan)",0.000,1.200
3,12:03,1,10,TEN 34,7,10,Steve McNair pass complete to Erron Kinney for 13 yards (tackle by Ben Taylor and Brian Russell),1.200,2.060
3,11:25,1,10,TEN 47,7,10,Chris Brown right guard for 6 yards (tackle by Jason Fisk),2.060,2.330
3,10:46,2,4,CLE 47,7,10,Chris Brown left tackle for 1 yard (tackle by Orpheus Roye),2.330,1.750
3,10:08,3,3,CLE 46,7,10,Steve McNair pass incomplete intended for Bo Scaife (defended by Brodney Pool),1.750,0.200
3,10:04,4,3,CLE 46,7,10,Craig Hentrich punts 23 yards,0.200,-0.480
3,9:56,1,10,CLE 23,7,10,Reuben Droughns left tackle for -1 yards (tackle by Albert Haynesworth and Brad Kassell),0.480,-0.200
3,9:17,2,11,CLE 22,7,10,Trent Dilfer pass incomplete intended for Terrelle Smith,-0.200,-0.890
3,9:12,3,11,CLE 22,7,10,"Penalty on Braylon Edwards: False Start, 5 yards (no play)",-0.890,-1.760
3,9:12,3,16,CLE 17,7,10,Reuben Droughns right guard for 23 yards,-1.760,1.600
3,8:21,1,10,CLE 40,7,10,"Reuben Droughns for 10 yards. Penalty on Dennis Northcutt: Offensive Holding, 10 yards",1.600,1.600
3,7:52,1,10,CLE 40,7,10,Trent Dilfer pass incomplete intended for Dennis Northcutt,1.600,1.050
3,7:46,2,10,CLE 40,7,10,Trent Dilfer pass complete to Reuben Droughns for 51 yards (tackle by Lamont Thompson and Reynaldo Hill),1.050,5.140
3,6:53,1,9,TEN 9,7,10,Jason Wright right guard for 3 yards (tackle by Rien Long and Antwan Odom),5.140,4.950
3,6:18,2,6,TEN 6,7,16,"Jason Wright right guard for 6 yards, touchdown",4.950,7.000
3,,,,TEN 2,7,17,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,7,17,"Phil Dawson kicks off 59 yards, returned by Adam Jones for no gain",,
3,6:11,1,10,TEN 11,7,17,Chris Brown right guard for 6 yards (tackle by Ben Taylor and Alvin McKinley),-0.370,-0.160
3,5:33,2,4,TEN 17,7,17,Chris Brown right guard for 5 yards (tackle by Matt Stewart and Alvin McKinley),-0.160,0.410
3,4:48,1,10,TEN 22,7,17,Chris Brown left guard for 2 yards (tackle by Orpheus Roye and Matt Stewart),0.410,0.140
3,4:10,2,8,TEN 24,7,17,Steve McNair pass incomplete intended for Erron Kinney,0.140,-0.560
3,4:04,3,8,TEN 24,7,17,Steve McNair pass incomplete intended for Roydell Williams,-0.560,-1.770
3,3:59,4,8,TEN 24,7,17,Craig Hentrich punts 29 yards,-1.770,-2.060
3,3:48,1,10,CLE 47,7,17,Trent Dilfer pass complete to Dennis Northcutt for 7 yards (tackle by Lamont Thompson),2.060,2.460
3,3:07,2,3,TEN 46,7,17,Trent Dilfer pass incomplete intended for Braylon Edwards,2.460,1.750
3,3:00,3,3,TEN 46,7,17,Reuben Droughns right tackle for 2 yards (tackle by Randy Starks and Rich Gardner),1.750,0.330
3,2:14,4,1,TEN 44,7,17,Terrelle Smith right guard for no gain (tackle by Cody Spencer),0.330,-1.860
3,2:06,1,10,TEN 44,7,17,Steve McNair pass incomplete intended for Courtney Roby,1.860,1.320
3,2:02,2,10,TEN 44,7,17,Steve McNair pass complete to Troy Fleming for 4 yards (tackle by Kenard Lang and Chris Crocker),1.320,1.160
3,1:22,3,6,TEN 48,7,17,Steve McNair pass incomplete intended for Chris Brown,1.160,-0.190
3,1:18,4,6,TEN 48,7,17,Craig Hentrich pass incomplete intended for Donnie Nickey,-0.190,-2.390
3,1:13,1,10,TEN 48,7,17,Reuben Droughns left tackle for 17 yards (tackle by Adam Jones),2.390,3.510
3,0:28,1,10,TEN 31,7,17,Reuben Droughns right tackle for 24 yards (tackle by Lamont Thompson),3.510,5.600
Quarter,Time,Down,ToGo,Location,TEN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,7,TEN 7,7,17,Jason Wright right guard for 4 yards (tackle by Travis LaBoy and Robert Reynolds),5.600,5.530
4,14:25,2,3,TEN 3,7,17,Jason Wright left guard for 1 yard (tackle by Albert Haynesworth and Keith Bulluck),5.530,4.950
4,13:43,3,2,TEN 2,7,17,Trent Dilfer pass incomplete intended for Steve Heiden,4.950,3.250
4,13:38,4,2,TEN 2,7,20,Phil Dawson 19 yard field goal good,3.250,3.000
4,,,,CLE 30,7,20,"Phil Dawson kicks off 43 yards, returned by Adam Jones for 7 yards (tackle by Corey McIntyre)",0.000,1.200
4,13:31,1,10,TEN 34,7,20,Steve McNair pass incomplete intended for Erron Kinney,1.200,0.660
4,13:25,2,10,TEN 34,7,20,Steve McNair pass incomplete intended for Roydell Williams,0.660,-0.030
4,13:20,,,,7,20,Timeout #1 by Tennessee Titans,0.000,-0.030
4,13:20,3,10,TEN 34,7,20,Steve McNair pass incomplete intended for Courtney Roby,-0.030,-1.110
4,13:16,4,10,TEN 34,7,20,"Craig Hentrich punts 46 yards, returned by Dennis Northcutt for 37 yards (tackle by Cody Spencer). Penalty on Corey McIntyre: Illegal Block Above the , 10 yards",-1.110,0.370
4,13:03,1,10,CLE 11,7,20,Trent Dilfer pass complete to Braylon Edwards for 2 yards (tackle by Reynaldo Hill),-0.370,-0.630
4,12:17,2,8,CLE 13,7,20,Trent Dilfer pass complete to Terrelle Smith for 1 yard (tackle by Robert Reynolds),-0.630,-1.070
4,11:33,3,7,CLE 14,7,20,Reuben Droughns left guard for 5 yards (tackle by Randy Starks and Albert Haynesworth),-1.070,-2.140
4,10:46,4,2,CLE 19,7,20,Kyle Richardson punts 54 yards,-2.140,-0.740
4,10:32,1,10,TEN 27,7,20,Steve McNair pass complete to Erron Kinney for 25 yards (tackle by Chris Crocker),0.740,2.390
4,10:08,1,10,CLE 48,7,20,Steve McNair pass incomplete intended for Chris Brown,2.390,1.850
4,10:04,2,10,CLE 48,7,20,Steve McNair pass complete to Erron Kinney for 6 yards,1.850,1.950
4,9:23,3,4,CLE 42,7,20,Steve McNair pass complete to Bo Scaife for 9 yards (tackle by Daylon McCutcheon),1.950,3.380
4,8:42,1,10,CLE 33,7,20,Steve McNair pass complete to Roydell Williams for 15 yards (tackle by Daylon McCutcheon),3.380,4.370
4,8:06,1,10,CLE 18,7,20,Chris Brown right tackle for 3 yards (tackle by Chaun Thompson and Alvin McKinley),4.370,4.250
4,7:23,2,7,CLE 15,7,20,Steve McNair pass incomplete intended for Erron Kinney (defended by Matt Stewart),4.250,3.460
4,7:18,3,7,CLE 15,13,20,"Chris Brown right tackle for 15 yards, touchdown",3.460,7.000
4,,,,CLE 2,14,20,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,14,20,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
4,7:13,1,10,CLE 20,14,20,Reuben Droughns right guard for 4 yards,0.280,0.270
4,6:41,2,6,CLE 24,14,20,Trent Dilfer pass incomplete intended for Braylon Edwards (defended by Reynaldo Hill),0.270,-0.430
4,6:36,3,6,CLE 24,14,20,Trent Dilfer pass complete to Jason Wright for 15 yards (tackle by Keith Bulluck and Kyle Vanden Bosch),-0.430,1.530
4,5:49,1,10,CLE 39,14,20,Dennis Northcutt left end for 31 yards (tackle by Randy Starks),1.530,3.580
4,5:05,1,10,TEN 30,14,20,Trent Dilfer pass incomplete intended for Antonio Bryant (defended by Rien Long),3.580,3.030
4,5:01,2,10,TEN 30,14,20,Jason Wright left guard for -1 yards (tackle by Antwan Odom and Robert Reynolds),3.030,2.210
4,4:21,3,11,TEN 31,14,20,Trent Dilfer pass complete to Jason Wright for -4 yards (tackle by Keith Bulluck),2.210,0.970
4,3:35,4,15,TEN 35,14,20,Kyle Richardson punts 28 yards,0.970,0.380
4,3:24,1,10,TEN 7,14,20,Chris Brown left guard for 8 yards (tackle by Ethan Kelley and Ben Taylor),-0.380,-0.140
4,2:53,2,2,TEN 15,14,20,Steve McNair pass complete to Roydell Williams for 11 yards (tackle by Ben Taylor),-0.140,0.670
4,2:32,1,10,TEN 26,14,20,Steve McNair pass incomplete intended for Courtney Roby,0.670,0.130
4,2:26,,,,14,20,Timeout #1 by Cleveland Browns,0.000,0.130
4,2:26,2,10,TEN 26,14,20,Steve McNair left guard for 2 yards (tackle by Chaun Thompson and Orpheus Roye),0.130,-0.300
4,2:00,3,8,TEN 28,14,20,Steve McNair pass incomplete intended for Roydell Williams,-0.300,-1.500
4,1:54,4,8,TEN 28,14,20,Steve McNair sacked for -10 yards,-1.500,-4.370
4,1:44,1,10,TEN 18,14,20,Jason Wright right guard for 3 yards (tackle by Lamont Thompson),4.370,4.250
4,1:38,,,,14,20,Timeout #2 by Tennessee Titans,0.000,4.250
4,1:38,2,7,TEN 15,14,20,Jason Wright left tackle for -2 yards (tackle by Robert Reynolds and Randy Starks),4.250,3.170
4,1:32,,,,14,20,Timeout #3 by Tennessee Titans,0.000,3.170
4,1:32,3,9,TEN 17,14,20,Jason Wright left guard for 5 yards (tackle by Lamont Thompson),3.170,2.710
4,0:48,,,,14,20,Timeout #2 by Cleveland Browns,0.000,2.710
4,0:47,4,4,TEN 12,14,20,"Phil Dawson 29 yard field goal good. Penalty on Steve Heiden: Offensive Holding, 10 yards (no play)",2.710,1.990
4,0:44,,,,14,20,Timeout #3 by Cleveland Browns,0.000,1.990
4,0:44,4,14,TEN 22,14,20,Phil Dawson 39 yard field goal no good,1.990,-0.940
4,0:39,1,10,TEN 30,14,20,Steve McNair pass complete to Roydell Williams for 13 yards,0.940,1.800
4,0:21,1,10,TEN 43,14,20,Steve McNair spiked the ball,1.800,1.250
4,0:20,2,10,TEN 43,14,20,Steve McNair pass complete to Courtney Roby for 29 yards (tackle by Daylon McCutcheon and Brian Russell),1.250,3.710
4,0:20,1,10,CLE 28,14,20,Steve McNair spiked the ball,3.710,3.170
4,0:02,2,10,CLE 28,14,20,Steve McNair pass incomplete intended for Roydell Williams is intercepted by Brodney Pool at CLE-2 and returned for 1 yard,3.170,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
